Source,GoogleTranslate,human1,human2,human3
Un homme était devant lui.,A man was in front of him.,A man stood before him. This man was dressed in an overall.,A man stood before him.,A man was before him.
Javert reprit :,Javert resumed:,"Javert responded, ‘Fauchelevent, you said, Rue de l’Homme-Armé?’",Javert began again:,Javert resumed:
"Javert se mit à rire de ce rire sans bruit qui lui était propre, et, regardant fixement les insurgés, leur dit :","Javert began to laugh with that soundless laugh which was peculiar to him, and, staring fixedly at the insurgents, said to them:","Javert began to laugh with that noiseless laugh that was characteristic of him, and staring intently at the insurgents, he said to them, ‘You’re no better off than I am.’","Javert began to laugh with that noiseless laugh which was peculiar to him, and gazing intently at the insurgents, he said to them:","Javert began to laugh with that noiseless laugh which was peculiar to him, and, looking fixedly upon the insurgents, said to them:"
Le vieillard poussa un éclat de rire strident et lugubre à travers lequel il toussait et parlait.,"The old man gave a shrill, mournful burst of laughter through which he coughed and spoke.","The old man gave a burst of strident, doleful laughter, coughing and speaking through it.","The old man burst into a shout of strident and mournful laughter, coughing and laughing at the same time.","The old man burst into a shrill, dreary laugh, through which he coughed and spoke."
"Alors le sombre amour de la vie se réveilla chez quelques-uns. Couchés en joue par cette forêt de fusils, plusieurs ne voulurent plus mourir. C’est là une minute où l’instinct de la conservation pousse des hurlements et où la bête reparaît dans l’homme. Ils étaient acculés à la haute maison à six étages qui faisait le fond de la redoute. Cette maison pouvait être le salut. Cette maison était barricadée et comme murée du haut en bas. Avant que la troupe de ligne fût dans l’intérieur de la redoute, une porte avait le temps de s’ouvrir et de se fermer, la durée d’un éclair suffisait pour cela, et la porte de cette maison, entre-bâillée brusquement et refermée tout de suite, pour ces désespérés c’était la vie. En arrière de cette maison, il y avait les rues, la fuite possible, l’espace. Ils se mirent à frapper contre cette porte à coups de crosse et à coups de pied, appelant, criant, suppliant, joignant les mains. Personne n’ouvrit. De la lucarne du troisième étage la tête morte les regardait.","Then the dark love of life awoke in some. Taken aim by this forest of guns, many did not want to die. This is a moment when the instinct for self-preservation howls and when the beast reappears in man. They were cornered by the tall six-storey house at the back of the redoubt. This house could be salvation. This house was barricaded and walled up from top to bottom. Before the troop of the line was inside the redoubt, a door had time to open and close, the duration of a flash was enough for that, and the door of this house, suddenly ajar and closed immediately, for these desperate people it was life. Behind this house, there were the streets, the possible escape, the space. They began to knock on this door with rifle butts and kicks, calling, shouting, pleading, clasping their hands. No one opened. From the skylight on the third floor the dead head watched them.","Then the grim love of life stirred in some. With this forest of guns taking aim at them, several no longer wanted to die. This is a moment when the instinct for self-preservation gives vent to howling, when the beast reappears in the man. They were backed up against the tall six-storey house that formed the rear of their redoubt. That house could offer salvation. The building was barricaded and walled up, as it were, from top to bottom. There was time, before the soldiers were inside the redoubt, for a door to open and close, a split second would be enough, and to those desperate men, for the door of that house suddenly to open a crack and instantly to close again meant life. Behind that house were streets, possible escape, open expanses. They started banging at the door with the butts of their guns, and kicking at it, calling out, shouting, begging, with hands pressed together. No one opened. From the dormer window on the third floor, the head of the dead man gazed down on them.","Then the gloomy love of life awoke once more in some of them. Many, finding themselves under the muzzles of this forest of guns, did not wish to die. This is a moment when the instinct of self-preservation emits howls, when the beast reappears in men. They were hemmed in by the lofty, six-story house which formed the background of their redoubt. This house might prove their salvation. The building was barricaded, and walled, as it were, from top to bottom. Before the troops of the line had reached the interior of the redoubt, there was time for a door to open and shut, the space of a flash of lightning was sufficient for that, and the door of that house, suddenly opened a crack and closed again instantly, was life for these despairing men. Behind this house, there were streets, possible flight, space. They set to knocking at that door with the butts of their guns, and with kicks, shouting, calling, entreating, wringing their hands. No one opened. From the little window on the third floor, the head of the dead man gazed down upon them.","Then grim love of life was roused in some. Covered by the aim of that forest of muskets, several were now unwilling to die. This is a moment when the instinct of self-preservation raises a howl, and the animal reappears in the man. They were pushed back to the high six-story house which formed the rear of the redoubt. This house might be safety. This house was barricaded, and, as it were, walled in from top to bottom. Before the troops of the line would be in the interior of the redoubt, there was time for a door to open and shut, a flash was enough for that, and the door of this house, suddenly half opened and closed again immediately, to these despairing men was life. In the rear of this house, there were streets, possible flight, space. They began to strike this door with the butts of their muskets, and with kicks, calling, shouting, begging, wringing their hands. Nobody opened. From the window on the third story, the death’s head looked at them."
Cela continua ainsi quelque temps.,It continued like this for some time.,This went on for some time.,Thus it went on for some time.,This continued thus for some time.
"Jean Valjean se trouva, avec Marius toujours évanoui, dans une sorte de long corridor souterrain.","Jean Valjean found himself, with Marius still unconscious, in a kind of long subterranean corridor.","Jean Valjean found himself, with Marius still unconscious, in a kind of long underground corridor.","Jean Valjean found himself with Marius, who was still unconscious, in a sort of long, subterranean corridor.","Jean Valjean found himself, with Marius still senseless, in a sort of long underground passage."
― Monsieur le baron m’a chargé de demander à monsieur s’il désire monter ou rester en bas ?,"""Monsieur le baron has instructed me to ask monsieur if he wishes to go upstairs or stay downstairs?""","Without waiting for Jean Valjean to come over to him, Basque said, ‘Monsieur le baron has told me to ask monsieur whether he wants to go upstairs or remain downstairs?’",“Monsieur le Baron has charged me to inquire whether monsieur desires to go upstairs or to remain below?”,“Monsieur the Baron told me to ask monsieur whether he desires to go upstairs or to remain below?”
Et Combeferre se bornait à répondre avec un grave sourire :,And Combeferre confined himself to answering with a grave smile:,"And Combeferre confined himself to replying with a grim smile, ‘There are people who observe the rules of honour the way you observe the stars, from a great distance.’",And Combeferre restricted himself to replying with a grave smile.,And Combeferre simply answered with a grave smile:
― De quelle façon êtes-vous allés là ? lui demanda Jean Valjean.,―How did you get there? asked Jean Valjean.,‘How did you get there?’ Jean Valjean asked her.,“In what way did you go thither?” Jean Valjean asked her.”,“How did you go there?” Jean Valjean asked her.
