Source,GoogleTranslate,human1,human2
Il fit une seconde visite au bout de quelques jours.,He made a second visit after a few days.,A few days later he paid her a second visit.,In the course of a few days he paid another visit to the enchantress.
"""C'est que… je n'ai pas de tenue convenable.""","""It's…I don't have a proper outfit.""",Finally he muttered: ‘The thing is… I haven’t the right clothes.’,"Finally he, murmured: ""I have no suitable clothes."""
Puis il s'en alla avec beaucoup de grâce.,Then he left with great grace.,"Then, with considerable grace, he took his leave.","When Duroy had taken his leave, one of the ladies said: ""How odd he is!"
Elle eut une grande secousse de joie et faillit battre des mains.,She gave a great jolt of joy and almost clapped her hands.,She gave a great jump of joy and almost clapped her hands.,"She clapped her hands, as all the charming adventures in the romances she had read occurred to her, and cried: ""Oh, what bliss!"
"De temps en temps, il écrivait à son père; et la lettre apportait toujours une joie vive dans le petit cabaret normand, au bord de la route, au haut de la grande côte d'où l'on domine Rouen et la large vallée de la Seine.","From time to time he wrote to his father; and the letter always brought lively joy to the little Norman cabaret, by the side of the road, at the top of the great hill from which one overlooks Rouen and the wide valley of the Seine.","He wrote to his father from time to time, and the letter always brought great joy to the little Normandy inn standing by the highway, at the summit of the big hill overlooking Rouen and the broad valley of the Seine.","Occasionally he wrote home, and his letters always delighted his old parents."
Il lui coupa la parole:,He cut her short:,He cut her short: ‘,"He interrupted her: ""I know it, you have told me that twenty times; but you have had two children."""
"""Voyons, sois sage"", dit-il.","""Come on, be wise,"" he said.","So then he pushed her gently away: ‘Come on, be good,’ he said.","""Come, that will do."""
"Il lui baisait le cou, les yeux, les lèvres avec emportement, sans qu'elle pût éviter ses caresses furieuses; et tout en le repoussant, tout en fuyant sa bouche, elle lui rendait, malgré elle, ses baisers.","He kissed her neck, her eyes, her lips with passion, without her being able to avoid his furious caresses; and while pushing him away, while fleeing his mouth, she returned his kisses, in spite of herself.","He was passionately kissing her neck, her eyes, her lips, without her being able to avoid his savage caresses; and, even as she was pushing him away, and retreating from his mouth, she was, in spite of herself, returning his kisses.","When he had closed the door, he showered kisses upon her neck, her eyes, her lips; in spite of herself, she submitted to his caresses and even returned them, hiding her face and murmuring in broken accents: ""I swear that I have never had a lover""; while he thought: ""That is a matter of indifference to me."""
"Puis il jugea ces termes trop familiers dans une circonstance aussi tragique. Il déchira la première feuille, et recommença: ""Mon cher père, ma chère mère; je vais me battre au point du jour, et comme il peut arriver que… ""","Then he found these terms too familiar in such a tragic circumstance. He tore the first sheet, and began again: ""My dear father, my dear mother; I will fight at daybreak, and as it may happen that...""","He sat down again, took some writing-paper, and wrote: ‘My dear Papa, my dear Mama…’ Then he thought these terms too familiar to use in such tragic circumstances. He tore up the first sheet and began again: ‘My dear Father, my dear Mother; I am going to fight a duel at dawn, and since it may happen that…’ He could not bring himself to write the rest, and leapt to his feet.","He took a sheet of paper and after several attempts began: ""My dear father and mother:"""
Elle se tut. Duroy demanda:,She was silent. Duroy asked:,She stopped talking. Duroy asked: ‘That’s all?’,"""An anonymous writer in 'La Plume' is trying to pick a quarrel with me on the subject of an old woman who, he claims, was arrested for disorderly conduct, which I deny."
