Source,GoogleTranslate,human1,human2
Moi je me taisais.,I was silent.,I said nothing.,I said nothing.
"— Nous sommes des roses, dirent les roses.","""We are roses,"" said the roses.","""We are roses,"" the roses said.","‘We are roses,’ the roses said."
"— Les hommes, dit le renard, ils ont des fusils et ils chassent. C’est bien gênant ! Ils élèvent aussi des poules. C’est leur seul intérêt. Tu cherches des poules ?","— The men, said the fox, they have guns and they hunt. It's quite embarrassing! They also breed chickens. It is their only interest. Are you looking for chickens?","""Men,"" said the fox. ""They have guns, and they hunt. It is very disturbing. They also raise chickens. These are their only interests. Are you looking for chickens?","said the fox. ‘They have guns, and they hunt. It is quite a problem. They also breed chickens. That’s what they are interested in. Are you looking for chickens?’"
Et c’est ainsi que je fis la connaissance du petit prince.,And that's how I met the little prince.,And that is how I made the acquaintance of the little prince.,And that is how I first met the little prince.
"Vu d’un peu loin ça faisait un effet splendide. Les mouvements de cette armée étaient réglés comme ceux d’un ballet d’opéra. D’abord venait le tour des allumeurs de réverbères de Nouvelle-Zélande et d’Australie. Puis ceux-ci, ayant allumé leurs lampions, s’en allaient dormir. Alors entraient à leur tour dans la danse les allumeurs de réverbères de Chine et de Sibérie. Puis eux aussi s’escamotaient dans les coulisses. Alors venait le tour des allumeurs de réverbères de Russie et des Indes. Puis de ceux d’Afrique et d’Europe. Puis de ceux d’Amérique du Sud. Puis de ceux d’Amérique du Nord. Et jamais ils ne se trompaient dans leur ordre d’entrée en scène. C’était grandiose.","Seen from a distance it had a splendid effect. The movements of this army were regulated like those of an opera ballet. First came the turn of the lamplighters from New Zealand and Australia. Then these, having lit their lanterns, went to sleep. Then came in their turn the lamplighters from China and Siberia. Then they, too, slipped away behind the scenes. Then came the turn of the lamp-lighters from Russia and India. Then those of Africa and Europe. Then those of South America. Then those of North America. And they were never wrong in their order of appearance. It was grand.","Seen from a slight distance, that would make a splendid spectacle. The movements of this army would be regulated like those of the ballet in the opera. First would come the turn of the lamplighters of New Zealand and Australia. Having set their lamps alight, these would go off to sleep. Next, the lamplighters of China and Siberia would enter for their steps in the dance, and then they too would be waved back into the wings. After that would come the turn of the lamplighters of Russia and the Indies; then those of Africa and Europe; then those of South America; then those of South America; then those of North America. And never would they make a mistake in the order of their entry upon the stage. It would be magnificent.","Seen from afar, it was a splendid sight. The movement of this army was regulated like those of the ballet. First in line were the lamplighters of New Zealand and Australia. Having set their lamps alight, they would go off to sleep. The lamplighters of China and Siberia were next, until they moved back into the wings. Then came the lamplighters of Russia and India, followed by those from Africa and Europe. Then came South America, and finally North America. They never made a mistake in the order of their appearance. It was incredible."
"— Et, depuis cette époque, la consigne a changé ?","""And since that time, the instructions have changed?""",""" ""And the orders have been changed since that time?""",‘And have the orders changed since then?’
— Rien. Je les possède.,- Nothing. I own them.,""" ""Nothing. I own them.",‘Nothing. I own them.’
Et un peu plus tard tu ajoutais :,And a little later you added:,And a little later you added:,"‘You know,’ you added sometime later, ‘when people are sad, they watch sunsets.’"
CHAPITRE XII,CHAPTER XII,12,CHAPTER 12
Mais le petit prince s’étonnait. La planète était minuscule. Sur quoi le roi pouvait-il bien régner ?,But the little prince was surprised. The planet was tiny. What could the king reign over?,But the little prince was wondering . . . The planet was tiny. Over what could this king really rule?,The little prince was wondering: the planet was really small … what was it that the king reigned over?
— Ça veut dire que j’écris sur un petit papier le nombre de mes étoiles. Et puis j’enferme à clef ce papier-là dans un tiroir.,— That means that I write on a piece of paper the number of my stars. And then I lock that paper in a drawer.,"""That means that I write the number of my stars on a little paper. And then I put this paper in a drawer and lock it with a key.","‘What it means is that, I write the number of my stars on a little piece of paper and then I put this paper in a drawer and lock it with a key.’"
"J’ai ainsi eu, au cours de ma vie, des tas de contacts avec des tas de gens sérieux. J’ai beaucoup vécu chez les grandes personnes. Je les ai vues de très près. Ça n’a pas trop amélioré mon opinion.","I have thus had, during my life, heaps of contact with heaps of serious people. I have lived a lot with grown-ups. I saw them very closely. It did not really improve my opinion.","In the course of this life I have had a great many encounters with a great many people who have been concerned with matters of consequence. I have lived a great deal among grown-ups. I have seen them intimately, close at hand. And that hasn't much improved my opinion of them.","Through the years I have encountered many people of importance and spent a great deal of time among grown-ups. However, knowing them closely hasn’t much improved my opinion of them."
"— Approche-toi que je te voie mieux, lui dit le roi qui était tout fier d’être roi pour quelqu’un.","""Come closer so I can see you better,"" said the king, who was quite proud to be king for someone.","""Approach, so that I may see you better,"" said the king, who felt consumingly proud of being at last a king over somebody.","‘Come closer, so that I may see you better,’ said the king, feeling glad that he could finally rule over someone."
