Source,GoogleTranslate,human1,human2
L’HÔTESSE,THE HOSTESS,Landlady.,HOSTESS:
– On m’attend toutes les nuits.,- They wait for me every night.,'I'm expected every night.',‘I am expected every night.’
JACQUES,JAMES,Jacques.,JACQUES:
"Quand on n’écoute pas celui qui parle, c’est qu’on ne pense à rien, ou qu’on pense à autre chose que ce qu’il dit : lequel des deux faisiez-vous ?","When we don't listen to the speaker, it's because we don't think of anything, or we think of something other than what he says: which of the two were you doing?","If a man doesn't listen when another person is talking, then either he's not thinking anything at all or else he's thinking about something which isn't the same as the thing the other person is saying. Which were you doing?",When a person doesn’t listen to someone who is speaking it’s either because they are thinking about nothing or thinking about something else other than what the speaker is saying. Which were you doing?
JACQUES,JAMES,Jacques.,JACQUES:
– C’est qu’ils veulent me faire dire A.,– They want me to say A.,'Because they want me to say A.',‘Because they want me to say “A”.’
"Ils sont entrés dans la ville, car c’est dans une ville que Jacques et son maître avaient séjourné la veille ; je me le rappelle à l’instant. Les habitants quittent leurs maisons, se joignent aux paysans et au porte-balle, tous vont criant à l’unisson : « Au voleur ! au voleur ! à l’assassin !… » Tous atteignent Jacques en même temps. Le porte-balle s’élançant sur lui, Jacques lui détache un coup de botte, dont il est renversé par terre, mais n’en criant pas moins : « Coquin, fripon, scélérat, rends-moi ma montre ; tu me la rendras, et tu n’en seras pas moins pendu… » Jacques, gardant son sang-froid, s’adressait à la foule qui grossissait à chaque instant, et disait : « Il y a un magistrat de police ici, qu’on me mène chez lui : là, je ferai voir que je ne suis point un coquin, et que cet homme en pourrait bien être un. Je lui ai pris une montre, il est vrai ; mais cette montre est celle de mon maître. Je ne suis point inconnu dans cette ville : avant-hier au soir nous y arrivâmes mon maître et moi, et nous avons séjourné chez M. le lieutenant général, son ancien ami. » Si je ne vous ai pas dit plus tôt que Jacques et son maître avaient passé par Conches, et qu’ils avaient logé chez M. le lieutenant général de ce lieu, c’est que cela ne m’est pas revenu plus tôt. « Qu’on me conduise chez M. le lieutenant général », disait Jacques, et en même temps il mit pied à terre. On le voyait au centre du cortège, lui, son cheval et le porte-balle. Ils marchent, ils arrivent à la porte du lieutenant général. Jacques, son cheval et le porte-balle entrent, Jacques et le porte-balle se tenant l’un l’autre à la boutonnière. La foule reste en dehors.","They entered the city, for it was in a city that Jacques and his master had stayed the day before; I remember it right now. The inhabitants leave their houses, join the peasants and the ball carrier, all go shouting in unison: “Thief! thief ! To the assassin!…” All reach Jacques at the same time. The ball-carrier rushing at him, Jacques unleashes his boot, knocking him down on the ground, but shouting none the less: “Rogue, scoundrel, scoundrel, give me back my watch; you'll give it back to me, and you'll be no less hanged for it..."" Jacques, keeping his composure, addressed the crowd, which grew bigger every moment, and said: ""There is a police magistrate here, who I am taken to his house: there, I will show that I am not a rascal, and that this man could very well be one. I took a watch from him, it is true; but this watch is my master's. I am not unknown in this town: the evening before yesterday my master and I arrived there, and we stayed with the Lieutenant-General, his old friend. ""If I did not tell you earlier that Jacques and his master had passed through Conches, and that they had lodged with the lieutenant-general of that place, it is because it did not come back to me sooner. ""Let me be taken to the Lieutenant-General's,"" said Jacques, and at the same time he dismounted. We saw him in the center of the procession, him, his horse and the ball carrier. They walk, they arrive at the door of the lieutenant general. Jacques, his horse and the ball carrier enter, Jacques and the ball carrier holding each other at the buttonhole. The crowd stays outside.","They reach the town—for it was indeed in a town that Jacques and his Master had spent the previous night: I've just remembered. The townspeople come out of their houses and join forces with the peasants and the packman, shouting in unison: 'Stop thief! Stop thief! Murder!' They all catch up with Jacques at the same time. As the packman makes a leap at him, Jacques unleashes a jab with his boot that lays him out flat on the ground, though he still goes on bawling: 'Rogue, villain, swine, give me my watch back! And even if you give it back, that won't stop you getting hung!' Jacques, keeping a cool head, harangued the crowd which kept growing bigger all the time: 'There's a justice of the peace here, so take me to him. There, I'll prove that I'm no thief and that this man could very well be. Yes, it's true I took a watch off him. But the watch belongs to my Master. I'm not entirely unknown in town. When we got here the evening before last we stayed with the Lieutenant-Governor, who's an old friend of his.' If I didn't mention earlier that Jacques and his Master had travelled by way of Conches* and spent the night under the roof of the Lieutenant-Governor there, it's because it's only just come back to me now. 'Take me to the Lieutenant-Governor,' said Jacques, and so saying he dismounted. He stood out in the middle of the procession, him, his horse, and the packman. They march on and arrive outside the gates of the Lieutenant-Governor's house. Jacques, his horse, and the packman go inside, with Jacques and the packman keeping firm hold of each other by the lapels. The mob stayed outside.","They entered the town, because it was in a town that Jacques and his master had spent the previous night, I remember it now. The townspeople left their dwellings and joined the peasants and the pedlar, all going along shouting in unison ‘Thief! Thief! Murderer!’ and they all caught up with Jacques at the same moment. The pedlar threw himself on to Jacques, who lashed out at him with a kick which knocked him to the ground but did not stop him shouting: ‘Rogue, rascal, scoundrel, give me back my watch! You’ll give it back to me and you’ll still be hanged for it…’ Jacques retained his composure, addressed the crowd, which was growing larger every moment, and said: ‘There is a magistrate here. Take me to him. When we get there I’ll show you that I’m not a thief, but this man might be one. I am not unknown in this town. The day before yesterday evening my master and I arrived here and we stayed with the Lieutenant-Governor,8 my master’s old friend…’ If I did not say sooner that Jacques and his master had passed through Conches and that they had stayed with the Lieutenant-Governor of this place, then that is because it didn’t come back to me any earlier. ‘Take me to the Lieutenant-Governor,’ said Jacques, and dismounted. Jacques, his horse and the pedlar were in the middle of the procession. They set off and arrived at the gate of the Lieutenant-Governor’s house. Jacques, his horse and the pedlar went in, Jacques and the pedlar holding each other by the lapels. The crowd stayed outside."
"Cette menace de Jacques fit tomber subitement la fureur de son maître, qui lui dit d’un ton radouci : « Et ma montre ?","This threat from Jacques suddenly brought down the fury of his master, who said to him in a softened tone: “And my watch?","This threat immediately took the wind out of the fury of the Master, who said in a calmer voice: 'What about my watch?'","This threat of Jacques’ had the sudden effect of calming the wrath of his master, who asked him in a gentler manner: ‘ And my watch?’"
JACQUES,JAMES,Jacques.,JACQUES:
"Allons donc, Jacques, vous vous moquez ; vous ne connaissez pas M. Le Brun. Je lui proposai de reconnaître ses bons offices : il se fâcha, il me répondit que je le prenais apparemment pour un Mathieu de Fourgeot ; qu’il n’avait jamais tendu la main. « Voilà mon cher Le Brun, s’écria le chevalier, c’est toujours lui-même ; mais nous rougirions qu’il fût plus honnête que nous… » Et à l’instant il prit parmi nos marchandises deux douzaines de mouchoirs, une pièce de mousseline, qu’il lui fit accepter pour sa femme et pour sa fille. Le Brun se mit à considérer les mouchoirs, qui lui parurent si beaux, la mousseline qu’il trouva si fine, cela lui était offert de si bonne grâce, il avait une si prochaine occasion de prendre sa revanche avec nous par la vente des effets qui restaient entre ses mains, qu’il se laissa vaincre ; et nous voilà partis, et nous acheminant à toutes jambes de fiacre vers la demeure de celle que j’aimais, et à qui la garniture, les manchettes et la bague étaient destinées. Le présent réussit à merveille. On fut charmante. On essaya sur-le-champ la garniture et les manchettes ; la bague semblait avoir été faite pour le doigt. On soupa, et gaiement comme tu penses bien.","Come on, Jacques, you're kidding; you don't know M. Le Brun. I proposed to him to recognize his good offices: he got angry, he replied that I apparently took him for a Mathieu de Fourgeot; that he had never held out his hand. ""Here is my dear Le Brun,"" cried the chevalier, ""it is still himself; but we would blush that he was more honest than us…” And at once he took among our goods two dozen handkerchiefs, a piece of muslin, which he made him accept for his wife and his daughter. Le Brun began to consider the handkerchiefs, which seemed to him so beautiful, the muslin which he found so fine, it had been offered to him with such good grace, he had such an imminent opportunity to take his revenge with us by selling the effects. which remained in his hands, that he allowed himself to be conquered; and off we went, making our way at top speed to the abode of her whom I loved, and for whom the garnish, the cuffs, and the ring were intended. The present succeeds wonderfully. We were charming. They immediately tried on the upholstery and the cuffs; the ring seemed to have been made for the finger. We supped, and gaily as you can imagine.","Come, come, Jacques, don't be naive. You don't know what Monsieur Le Brun was like. I suggested I might offer him something for his good offices. He got angry, said I must think he was another Mathieu de Fourgeot, and told me he'd never asked for anything. 'That's my friend Le Brun for you,' exclaimed the Chevalier. ' He never changes. But it would be embarrassing if he turned out to be more honest than us.' Whereupon he rummaged through our stock and picked out two dozen handkerchiefs and a length of muslin which he made Le Brun take for his wife and daughter. Le Brun began examining the handkerchiefs, which he judged to be very pretty, and the muslin, which he said was very fine, adding that because the gifts had been offered with such good grace and since he would soon have the opportunity of paying us back by selling the stock we had left with him, he would allow himself to be prevailed upon. And then we were gone and were soon bowling along as fast as our carriage would take us towards the house of the woman I loved and for whom the diamond necklace, the lace cuffs, and the ring were intended. The present was a great success. She was bewitching. She tried on the diamond necklace and the cuffs immediately and the ring seemed as if it had been made for her finger. We went in to supper and were very merry, as you might imagine.","Come along, Jacques, you are joking. You do not know M. Le Brun. I suggested to him that I should reward his good offices. He got angry with me and replied that I apparently took him for a Mathieu de Fourgeot, and that he had never asked for anything. ‘Good old Monsieur Le Brun,’ exclaimed the Chevalier, ‘he’s always the same. We would be embarrassed if you were more honest than us…’ And straight away he took out from amongst our merchandise two dozen handkerchiefs and a piece of muslin, which he asked him to accept for his wife and daughter. Le Brun started to contemplate the handkerchiefs which appeared so beautiful to him, the muslin which he found so fine. It was offered to him with such good grace and he had so close at hand the opportunity to repay our kindness through the sale of the goods which remained in his hands that he allowed himself to be won over. And then we were gone, going as fast as our carriage would take us towards the home of her whom I loved and for whom the set of jewels, the lace cuffs and the ring were destined. The present worked like magic. She was charming and tried on the set of jewels and the lace cuffs straight away. The ring seemed to have been made for her finger. We dined merrily as you can well imagine."
