Source,GoogleTranslate,human1,human2,human3
"― Il n’y a pas de fautes d’orthographe. Vous pouvez regarder. Nous avons reçu de l’éducation, ma sœur et moi. Nous n’avons pas toujours été comme nous sommes. Nous n’étions pas faites...","""There are no spelling mistakes. You can watch. We were educated, my sister and I. We haven't always been the way we are. We weren't made...","‘There’re no spelling mistakes. You can look. We’ve had some education, my sister and me. We haven’t always been the way we are now. We weren’t meant—’","“There are no faults of orthography. You can look. We have received an education, my sister and I. We have not always been as we are now. We were not made—”","“There are no mistakes in spelling. You can look. We have received an education, my sister and I. We have not always been what we are. We were not made——”"
Il reconnut la voix de la fille aînée.,He recognized the eldest daughter's voice.,He recognized the older girl’s voice.,He recognized the voice of the eldest daughter.,He recognised the voice of the elder girl.
Lui continua :,He continued:,"He went on, ‘By heaven!",He went on:—,He continued:
"Et avec tout cela elle était belle. Quel astre vous êtes, ô jeunesse !","And with all that she was beautiful. What a star you are, O youth!","And with all that, she was beautiful. What a morning star is youth!","And in spite of it all, she was beautiful. What a star art thou, O youth!","And with all this, she was beautiful. What a star thou art, O youth!"
"― Ah, bon, vous riez, vous ne parlez pas sérieusement.","―Ah, well, you're laughing, you're not talking seriously.",You’re not being serious.’,"“Ah! good, you can laugh, you are not speaking seriously.”","“Ah! good, you are laughing, you are not talking seriously.”"
"Les jours qui suivirent la trouvaille, il ne se montra plus au Luxembourg que baisant le mouchoir et l’appuyant sur son cœur. La belle enfant n’y comprenait rien et le lui marquait par des signes imperceptibles.","In the days following the find, he no longer showed himself at the Luxembourg except kissing the handkerchief and pressing it to his heart. The beautiful child understood nothing of it and marked it with imperceptible signs.","In the days that followed this lucky find, Marius never appeared in the Luxembourg Gardens without the handkerchief, kissing it and pressing it to his heart. The lovely child was completely baffled, and conveyed this to him by the discreetest of signs.","In the days which followed the finding of this treasure, he only displayed himself at the Luxembourg in the act of kissing the handkerchief and laying it on his heart. The beautiful child understood nothing of all this, and signified it to him by imperceptible signs.","For days and days after this piece of good fortune, he always appeared at the Luxembourg kissing this handkerchief and placing it on his heart. The beautiful child did not understand this at all, and indicated it to him by signs, which he did not perceive."
"Marius s’était levé et considérait avec une sorte de stupeur cet être, presque pareil aux formes de l’ombre qui traversent les rêves.","Marius had risen and gazed with a kind of amazement at this being, almost like the forms of shadow that traverse dreams.",Marius had risen and was staring in a kind of stupor at this creature who was almost like the shadowy figures that appear in dreams.,"Marius had risen, and was staring in a sort of stupor at this being, who was almost like the forms of the shadows which traverse dreams.","Marius arose and gazed with a kind of astonishment upon this being, so much like the shadowy forms which pass across our dreams."
"Il n’avait rien, que sa très chétive demi-solde de chef d’escadron. Il avait loué à Vernon la plus petite maison qu’il avait pu trouver. Il y vivait seul, on vient de voir comment. Sous l’empire, entre deux guerres, il avait trouvé le temps d’épouser mademoiselle Gillenormand. Le vieux bourgeois, indigné au fond, avait consenti en soupirant et en disant : Les plus grandes familles y sont forcées. En 1815, madame Pontmercy, femme du reste de tout point admirable, élevée et rare et digne de son mari, était morte, laissant un enfant. Cet enfant eût été la joie du colonel dans sa solitude ; mais l’aïeul avait impérieusement réclamé son petit-fils, déclarant que, si on ne le lui donnait pas, il le déshériterait. Le père avait cédé dans l’intérêt du petit, et, ne pouvant avoir son enfant, il s’était mis à aimer les fleurs.","He had nothing but his very meager half pay as a squadron leader. He had rented the smallest house he could find from Vernon. He lived there alone, we have just seen how. Under the Empire, between two wars, he had found time to marry Mademoiselle Gillenormand. The old bourgeois, deeply indignant, had consented with a sigh and saying: The greatest families are forced into it. In 1815, Madame Pontmercy, a woman in all respects admirable, educated and rare and worthy of her husband, had died, leaving a child. This child would have been the joy of the colonel in his solitude; but the grandfather had imperiously demanded his grandson, declaring that if he were not given to him, he would disinherit him. The father had yielded in the interest of the little one, and, being unable to have his child, he had taken to loving flowers.","He had nothing, other than his meagre half-pay as cavalry major. He rented the smallest house he could find in Vernon. He lived there alone, as we have just seen. In the days of the Empire, in between wars, he found time to marry Mademoiselle Gillenormand. Furious at heart, the old bourgeois had given his consent, sighing and saying, ‘The greatest families are forced to do likewise.’ Madame Pontmercy, a wonderful woman, as it happened, in every respect, principled and exceptional and worthy of her husband, died in 1815, leaving a child. This child would have been a joy to the colonel in his solitude, but the grandfather had imperiously claimed his grandson, declaring that if the child were not handed over he would disinherit him. The father had yielded in the little one’s interest and, not allowed to have his child, he had taken to loving flowers.","He had nothing save his meagre half-pay as chief of squadron. He had hired the smallest house which he could find at Vernon. He lived there alone, we have just seen how. Under the Empire, between two wars, he had found time to marry Mademoiselle Gillenormand. The old bourgeois, thoroughly indignant at bottom, had given his consent with a sigh, saying: “The greatest families are forced into it.” In 1815, Madame Pontmercy, an admirable woman in every sense, by the way, lofty in sentiment and rare, and worthy of her husband, died, leaving a child. This child had been the colonel’s joy in his solitude; but the grandfather had imperatively claimed his grandson, declaring that if the child were not given to him he would disinherit him. The father had yielded in the little one’s interest, and had transferred his love to flowers.","He had nothing but his very scanty half-pay as chief of squadron. He hired the smallest house he could find in Vernon. He lived there alone; how we have just seen. Under the empire, between two wars he had found time to marry Mademoiselle Gillenormand. The old bourgeois, who really felt outraged, consented with a sigh, saying: “The greatest families are forced to it.” In 1815, Madame Pontmercy, an admirable woman in every respect, noble and rare, and worthy of her husband, died, leaving a child. This child would have been the colonel’s joy in his solitude; but the grandfather had imperiously demanded his grandson, declaring that, unless he were given up to him, he would disinherit him. The father yielded for the sake of the little boy, and not being able to have his child he set about loving flowers."
"Elle était toujours la même, un peu pâle seulement ; sa délicate figure s’encadrait dans un chapeau de velours violet, sa taille se dérobait sous une pelisse de satin noir. On entrevoyait sous sa longue robe son petit pied serré dans un brodequin de soie.","She was still the same, only a little pale; her delicate face was framed in a hat of violet velvet, her waist was concealed under a pelisse of black satin. One glimpsed under her long dress her little foot clasped in a silk boot.","She was the same as ever, only a little pale. Her delicate face was framed by a purple velvet hood, her figure was shrouded in a fur-trimmed black satin cloak. Her tiny foot laced in a silk ankle-boot could be glimpsed under her full-length dress.","She was the same as ever, only a little pale; her delicate face was framed in a bonnet of violet velvet, her figure was concealed beneath a pelisse of black satin. Beneath her long dress, a glimpse could be caught of her tiny foot shod in a silken boot.","She was still the same, a little paler only; her delicate face was set in a violet velvet hat, her form was hidden under a black satin pelisse, below her long dress he caught a glimpse of her little foot squeezed into a silk buskin."
Laigle reprit :,Laigle resumed:,Laigle continued.,Laigle resumed:—,Laigle resumed:
