Source,GoogleTranslate,human1,human2
"Je veux expliquer comment une famille, un petit groupe d’êtres, se comporte dans une société, en s’épanouissant pour donner naissance à dix, à vingt individus qui paraissent, au premier coup d’œil, profondément dissemblables, mais que l’analyse montre intimement liés les uns aux autres. L’hérédité a ses lois, comme la pesanteur.","I want to explain how a family, a small group of beings, behaves in a society, blooming to give birth to ten, twenty individuals who seem, at first glance, profoundly dissimilar, but who analysis shows intimately related to each other. Heredity has its laws, like gravity.","I wish to explain how a family, a small group of human beings, conducts itself in a given social system after blossoming forth and giving birth to ten or twenty members, who, though they may appear, at the first glance, profoundly dissimilar one from the other, are, as analysis demonstrates, most closely linked together from the point of view of affinity. Heredity, like gravity, has its laws.","My aim is to explain how a family, a small group of human beings, behaves in a given society after blossoming forth and giving birth to ten or twenty individuals who, though they may seem at first glance totally dissimilar from each other, are, as analysis shows, linked together in the most profound ways. Heredity, like gravity, has its laws."
"« Voyons, dit-il enfin, vous êtes malheureux et j’ai pitié de vous. Bien que vous m’ayez cruellement insulté, je n’oublie pas que nous avons la même mère. Mais si je vous donne quelque chose, sachez que je le fais par bonté et non par crainte… Voulez-vous cent francs pour vous tirer d’affaire ? »","“Come now,” he said at last, “you are unhappy and I pity you. Although you cruelly insulted me, I do not forget that we have the same mother. But if I give you something, know that I do it out of kindness and not out of fear. Do you want a hundred francs to get you out of trouble? »","“Look here,” he said at last, “you’re unfortunate, and I pity you. Although you have cruelly insulted me, I can’t forget that we are children of the same mother. If I give you anything, however, you must understand I give it you out of kindness, and not from fear. Would you like a hundred francs to help you out of your difficulties?”","‘Look,’ he said at last, ‘you’re a poor thing, and I feel sorry for you. You’ve been very insulting, but I can’t forget that we’ve got the same mother. If I give you anything, you must understand that it will be out of generosity, not because I’m afraid of you... Do you want a hundred francs to help you out?’"
"Tous retombèrent sur leurs sièges, en poussant de gros soupirs. On put alors avoir quelques détails. Le messager avait rencontré la colonne aux Tulettes, et s’était empressé de revenir.","They all fell back into their seats, heaving heavy sighs. We could then have some details. The messenger had met the column at Tulettes, and hastened to return.","Everyone sank back in his chair again, heaving long-drawn sighs. They then obtained a few particulars. The messenger had met the column at Les Tulettes, and had hastened to return.","They all sank back in their chairs, heaving deep sighs. The messenger then divulged a few details. He had encountered the column at Les Tulettes, and had hurried straight back to Plassans."
"Et, comme Miette semblait ne pouvoir détacher les yeux de cette arme qu’il avait si sottement laissée sur l’herbe, il se leva et la glissa de nouveau dans le tas de planches.","And, as Miette seemed unable to take her eyes off the weapon which he had so foolishly left on the grass, he got up and slipped it back into the pile of planks.","Then, as Miette could not remove her eyes from the weapon which he had so foolishly left on the grass, he jumped up and again hid it among the woodstacks.","Then, as Miette could not take her eyes off the weapon he had so foolishly left on the grass, he jumped up and hid it once more among the planks."
"– Mais il n’y a pas de manigances, reprit Félicité, souriant des scrupules du vieux coquin. Rien de plus simple : vous allez sortir tout à l’heure de ce cabinet, vous irez vous cacher chez votre mère, et ce soir, vous réunirez vos amis, vous viendrez reprendre la mairie. »","""But there's no scheming,"" continued Félicité, smiling at the scruples of the old rascal. Nothing could be simpler: you are going to leave this office presently, you will go and hide with your mother, and this evening, you will gather your friends, you will come to take over the town hall. »","“But there are no underhand dealings about it,” Félicité resumed, smiling at the old rascal’s scruples. “Nothing can be more simple: you will presently leave this room, and go and conceal yourself in your mother’s house, and this evening you can assemble your friends and come and seize the town-hall again.”","‘But there’s nothing underhand about it,’ Félicité resumed, smiling at the old rogue’s scruples. ‘Nothing could be simpler: you will leave this room and go and hide in your mother’s house, and this evening you will get your friends together and come and recapture the town hall.’"
« Ta main te fait toujours souffrir ? » lui demanda railleusement Félicité.,"""Your hand still hurts you?"" Felicity asked him mockingly.","“Does your hand still pain you?” his mother asked him, ironically.",‘Does your arm still hurt?’ his mother asked ironically.
"Félicité semblait ne pas avoir vieilli ; c’était toujours la même petite femme noire, ne pouvant rester en place, bourdonnante comme une cigale. Un passant qui l’eût vue de dos, sur un trottoir, l’eût prise pour une fillette de quinze ans, à sa marche leste, aux sécheresses de ses épaules et de sa taille. Son visage lui-même n’avait guère changé, il s’était seulement creusé davantage, se rapprochant de plus en plus du museau de la fouine ; on aurait dit la tête d’une petite fille qui se serait parcheminée sans changer de traits.","Felicite seemed not to have aged; it was still the same little black woman, unable to sit still, buzzing like a cicada. A passer-by who had seen her from behind, on a sidewalk, would have taken her for a little girl of fifteen, from her brisk walk, the dryness of her shoulders and her waist. His face itself had hardly changed, it had only hollowed out more, coming closer and closer to the weasel's muzzle; it looked like the head of a little girl parchmented without changing its features.","Félicité did not appear to have aged; she was still the same dark little woman, ever on the move, buzzing about like a grasshopper. Any person walking behind her on the pavement would have thought her a girl of fifteen, from the lightness of her step and the angularity of her shoulders and waist. Even her face had scarcely undergone any change; it was simply rather more sunken, rather more suggestive of the snout of a pole-cat.","Félicité did not seem to have aged; she was still the same dark little woman, ever on the move, buzzing about like a cicada. Anyone walking behind her on the footpath would have thought, from the lightness of her step, the angle of her shoulders, and the slimness of her waist, that she was a girl of fifteen. Even her face was virtually unchanged; it was simply a little more sunken, having become more and more like the snout of a polecat; it was like the face of a young girl who had shrivelled up without any of her features having changed."
– Eh bien ! courons… Nous avons deux bonnes lieues à faire. Tu te réchaufferas. »,- Well ! let's run… We have two good leagues to go. You will warm up. »,“We have still two good leagues to go. You will get warm.”,‘We’ve still quite a few miles to go. It will warm you up.’
"« Quels gueux ! murmurait le commandant, appuyé à la rampe d’une fenêtre, comme sur le velours d’une loge de théâtre ; et dire qu’il ne viendra pas une ou deux batteries pour me nettoyer toute cette canaille ! »","“What rascals! murmured the Commandant, leaning against a window railing, as on the velvet of a theater box; and to think that not one or two batteries will come to clean up all this scoundrel for me! »","“The villains!” muttered the Commander, leaning upon a window-bar, as though bending over the velvet-covered hand-rest of a box at a theatre: “To think that there isn’t a battery or two to make a clean sweep of all that rabble!”","‘The absolute villains!’ murmured the Commander, leaning on a window-bar as if it were the velvet hand-rest of a theatre box. ‘To think that there isn’t a battalion or two to come and make a clean sweep of that rabble!’"
"Puis, vers midi, il courut la ville ; il visita les postes, parlant d’une attaque possible, donnant à entendre que les insurgés n’étaient pas loin ; mais il comptait, disait-il, sur le courage des braves gardes nationaux ; s’il le fallait, ils devaient se faire tuer jusqu’au dernier pour la défense de la bonne cause. Quand il revint de cette tournée, lentement, gravement, avec l’allure d’un héros qui a mis ordre aux affaires de sa patrie, et qui n’attend plus que la mort, il put constater une véritable stupeur sur son chemin ; les promeneurs du Cours, les petits rentiers incorrigibles qu’aucune catastrophe n’aurait pu empêcher de venir bayer au soleil, à certaines heures, le regardèrent passer d’un air ahuri, comme s’ils ne le reconnaissaient pas et qu’ils ne pussent croire qu’un des leurs, qu’un ancien marchand d’huile eût le front de tenir tête à toute une armée.","Then, around noon, he ran through the town; he visited the posts, speaking of a possible attack, giving to understand that the insurgents were not far away; but he counted, he said, on the courage of the brave National Guards; if necessary, they had to kill every last one for the defense of the good cause. When he returned from this tour, slowly, gravely, with the allure of a hero who has put his country's affairs in order, and who now only awaits death, he was able to observe a real astonishment on his way; the walkers of the Cours, the incorrigible little rentiers whom no catastrophe could have prevented from coming to bay in the sun at certain hours, watched him pass with a bewildered air, as if they did not recognize him and that they did not could believe that one of their own, a former oil merchant, had the nerve to stand up to a whole army.","Then, towards noon, he passed through the town and visited the guard-houses, speaking of a possible attack, and letting it be understood, that the insurgents were not far off; but he relied, he said, on the courage of the brave national guards. If necessary they must be ready to die to the last man for the defence of the good cause. When he returned from this round, slowly and solemnly, after the manner of a hero who has set the affairs of his country in order, and now only awaits death, he observed signs of perfect stupor along his path; the people promenading in the Cours, the incorrigible little householders, whom no catastrophe would have prevented from coming at certain hours to bask in the sun, looked at him in amazement, as if they did not recognize him, and could not believe that one of their own set, a former oil-dealer, should have the boldness to face a whole army.","Then, at about noon, he proceeded through the town and visited the guardhouses, speaking of a possible attack and letting it be understood that the insurgents were not far off; but he was counting, he said, on the courage of the brave Guardsmen. If necessary, they must all be ready to lay down their lives for the cause. When he returned from his round, slowly and solemnly, with all the airs of a hero who had put the affairs of his country in order and now awaited only death, he observed reactions of total stupefaction; the people strolling along the Cours, the imperturbable little rentiers whom no catastrophe would have prevented from coming at certain allotted times to sunbathe, stared at him in amazement as if they did not recognize him, and could not believe that one of their own, a former oil-dealer, should be bold enough to confront a whole army."
