Source,GoogleTranslate,human1,human2
"– Les plus grands malheurs, répondit Mistricolle.","""The greatest misfortunes,"" replied Mistricolle.","“The greatest misfortunes,” replied Mistricolle.","""The greatest misfortunes,"" replied Mistricolle."
"On alla aux voix sans quitter la salle. Les juges opinèrent du bonnet, ils étaient pressés. On voyait leurs têtes chaperonnées se découvrir l’une après l’autre dans l’ombre à la question lugubre que leur adressait tout bas le président. La pauvre accusée avait l’air de les regarder, mais son œil trouble ne voyait plus.","We went to votes without leaving the room. The judges nodded, they were in a hurry. Their chaperoned heads were seen one after the other in the shadows at the President's dismal question to them. The poor accused seemed to be looking at them, but her cloudy eye could no longer see.","The question was put to the vote without leaving the hall. The judges nodded assent; they were in haste. Their hooded heads were uncovered one after the other in the darkness, in response to the fatal question put to them in a low tone by the president. The poor prisoner seemed to be looking at them, but her dim eyes saw nothing.","They proceeded to take a vote without leaving the room. The judges signified their assent without giving their reasons, they were in a hurry. Their capped heads were seen uncovering one after the other, in the gloom, at the lugubrious question addressed to them by the president in a low voice. The poor accused had the appearance of looking at them, but her troubled eye no longer saw."
– Holàhée! les maîtres ès arts ! Toutes les belles chapes noires ! toutes les belles chapes rouges !,- Holàhée! masters of arts! All the beautiful black screeds! all the beautiful red screeds!,“Ho there! you Masters of Arts! See all the fine black copes! See all the fine red copes!”,"""Holà hé! Masters of Arts! All the beautiful black copes! all the fine red copes!"""
"Un tonneau était près du feu, et un mendiant sur le tonneau. C'était le roi sur son trône.","A barrel was near the fire, and a beggar on the barrel. It was the king on his throne.","A cask stood near the fire, and a beggar sat on the cask. This was the king upon his throne.","Near the fire was a hogshead, and on the hogshead a beggar. This was the king on his throne."
"– Ma fille ! ma fille ! disait-elle. J’ai ma fille ! la voilà. Le bon Dieu me l’a rendue. Eh vous ! venez tous ! Y a-t-il quelqu’un là pour voir que j’ai ma fille ? Seigneur Jésus, qu’elle est belle ! Vous me l’avez fait attendre quinze ans, mon bon Dieu, mais c’était pour me la rendre belle. – Les égyptiennes ne l’avaient donc pas mangée ! Qui avait dit cela ? Ma petite fille ! ma petite fille ! baise-moi. Ces bonnes égyptiennes ! J’aime les égyptiennes. – C'est bien toi. C'est donc cela que le cœur me sautait chaque fois que tu passais. Moi qui prenais cela pour de la haine ! Pardonne-moi, mon Agnès, pardonne-moi. Tu m’as trouvée bien méchante, n’est-ce pas ? Je t’aime. – Ton petit signe au cou, l’as-tu toujours? voyons. Elle l’a toujours. Oh ! tu es belle ! C'est moi qui vous ai fait ces grands yeux-là, mademoiselle. Baise-moi. Je t’aime. Cela m’est bien égal que les autres mères aient des enfants, je me moque bien d’elles à présent. Elles n’ont qu’à venir. Voici la mienne. Voilà son cou, ses yeux, ses cheveux, sa main. Trouvez-moi quelque chose de beau comme cela! Oh ! je vous en réponds qu’elle aura des amoureux, celle-là ! J’ai pleuré quinze ans. Toute ma beauté s’en est allée, et lui est venue. Baise-moi !","- My daughter ! my daughter ! she said. I have my daughter! here it is. The good Lord gave it back to me. Hey you! everyone come ! Is there anyone there to see that I have my daughter? Lord Jesus, how beautiful she is! You made me wait fifteen years for her, my good God, but it was to make her beautiful to me. – So the Egyptians hadn’t eaten it! Who had said that? My little girl ! my little girl ! fuck me. These good Egyptians! I like Egyptians. - It's really you. So that's what my heart skipped every time you passed. I took that for hate! Forgive me, my Agnes, forgive me. You thought I was very naughty, didn't you? I love you. – Your little sign on your neck, do you still have it? let's see. She still has it. Oh ! you're pretty ! It was I who gave you those big eyes, mademoiselle. Fuck me. I love you. I don't care if other mothers have children, I don't care about them now. They just have to come. Here's mine. Here is his neck, his eyes, his hair, his hand. Find me something beautiful like this! Oh ! I assure you that she will have lovers, that one! I cried for fifteen years. All my beauty is gone, and has come to him. Fuck me!","“My daughter! my daughter!” she cried. “I’ve found my daughter! Here she is! The good God has restored her to me. Come, all of you! Is there no one here to see that I’ve found my daughter? Lord Jesus, how beautiful she is! You made me wait fifteen years, my good God, but it was to make her more beautiful for me! Then the gipsies did not eat her! Who told me so? My little girl! my little girl! kiss me. Those good gipsies! I love gipsies. It is really you. Then that was why my heart leaped within me every time you passed; and I thought it was hate! Forgive me, Agnès, forgive me. You thought me very cruel, didn’t you? I love you. Have you still the same little mark on your neck? Let us see. She has it still. Oh, how beautiful you are! It was I who gave you those big eyes, miss. Kiss me. I love you. I care not now if other mothers have children; I can laugh them to scorn. They may come. Here is mine. Here’s her neck, her eyes, her hair, her hand. Find me another as lovely! Oh, I tell you she’ll have plenty of lovers, this girl of mine! I have wept for fifteen years. All my beauty has left me and gone to her. Kiss me.”","""My daughter! my daughter!"" she said. ""I have my daughter! here she is! The good God has given her back to me! Ha you! come all of you! Is there any one there to see that I have my daughter? Lord Jesus, how beautiful she is! You have made me wait fifteen years, my good God, but it was in order to give her back to me beautiful.—Then the gypsies did not eat her! Who said so? My little daughter! my little daughter! Kiss me. Those good gypsies! I love the gypsies!—It is really you! That was what made my heart leap every time that you passed by. And I took that for hatred! Forgive me, my Agnes, forgive me. You thought me very malicious, did you not? I love you. Have you still the little mark on your neck? Let us see. She still has it. Oh! you are beautiful! It was I who gave you those big eyes, mademoiselle. Kiss me. I love you. It is nothing to me that other mothers have children; I scorn them now. They have only to come and see. Here is mine. See her neck, her eyes, her hair, her hands. Find me anything as beautiful as that! Oh! I promise you she will have lovers, that she will! I have wept for fifteen years. All my beauty has departed and has fallen to her. Kiss me."""
"Quatre sergents du bailli du Palais, gardiens obligés de tous les plaisirs du peuple les jours de fête comme les jours d’exécution, se tenaient debout aux quatre coins de la table de marbre.","Four sergeants of the bailiff of the Palace, obligated guardians of all the pleasures of the people on feast days as well as on days of execution, stood at the four corners of the marble table.","Four officers attached to the Palace, forced guardians of the people’s pleasures on holidays as on hanging days, stood bolt upright at the four corners of the marble table.","Four of the bailiff of the palace's sergeants, perfunctory guardians of all the pleasures of the people, on days of festival as well as on days of execution, stood at the four corners of the marble table."
"Nous le répétons, qui ne voit que de cette façon elle est bien plus indélébile? De solide qu’elle était elle devient vivace. Elle passe de la durée à l’immortalité. On peut démolir une masse, comment extirper l’ubiquité ? Vienne un déluge, la montagne aura disparu depuis longtemps sous les flots que les oiseaux voleront encore ; et, qu’une seule arche flotte à la surface du cataclysme, ils s’y poseront, surnageront avec elle, assisteront avec elle à la décrue des eaux, et le nouveau monde qui sortira de ce chaos verra en s’éveillant planer au-dessus de lui, ailée et vivante, la pensée du monde englouti.","We repeat, who does not see that in this way it is much more indelible? From solid as she was, she becomes vivacious. She goes from duration to immortality. You can demolish a mass, how do you root out ubiquity? There is a flood, the mountain will have long since disappeared under the waves that the birds will still fly; and, that a single ark floats on the surface of the cataclysm, they will land there, will float with it, will witness with it the recession of the waters, and the new world which will emerge from this chaos will see on awakening hovering above. above him, winged and alive, the thought of the swallowed up world.","We repeat it; who does not see that in this way it is far more indelible than before? From being solid, it has become perennial. It has passed from duration to immortality. A great body may be demolished, but how can ubiquity be rooted out? Had a flood come, the mountain would have disappeared beneath the waves long before the birds ceased to fly above it; and if but a single ark should float on the surface of the cataclysm, they would rest upon it, survive with it, watch with it the going down of the waters; and the new world which rose from that chaos would, on awakening, behold hovering aloft, winged and living, the thought of the world which had been swallowed up.","We repeat, who does not perceive that in this form it is far more indelible? It was solid, it has become alive. It passes from duration in time to immortality. One can demolish a mass; how can one extirpate ubiquity? If a flood comes, the mountains will have long disappeared beneath the waves, while the birds will still be flying about; and if a single ark floats on the surface of the cataclysm, they will alight upon it, will float with it, will be present with it at the ebbing of the waters; and the new world which emerges from this chaos will behold, on its awakening, the thought of the world which has been submerged soaring above it, winged and living."
"– Hé non ! dit-il, c’est une bohémienne.","- Hey no! he said, she's a gypsy.","“Alas, no!” said he, “she’s a gipsy.”","""Hé, no!"" said he, ""she is a gypsy!"""
"Gringoire tomba sur le derrière, tout épouvanté de joie.","Gringoire fell on his back, terrified with joy.","Gringoire fell backwards, overcome with joy.","Gringoire fell backwards, quite thunderstruck with joy."
"Il se tut. Ces dernières idées, qui l’avaient insensiblement ramené de lui-même à la science, paraissaient l’avoir calmé. Jacques Charmolue le fit tout à fait revenir au sentiment de la réalité, en lui adressant cette question : – Or çà, mon maître, quand viendrez-vous m’aider à faire de l’or ? Il me tarde de réussir.","He fell silent. These last ideas, which had imperceptibly brought him back to science of his own accord, seemed to have calmed him down. Jacques Charmolue made him come back to his feeling of reality by asking him this question: - Now, my master, when will you come and help me make gold? I can't wait to be successful.","He ceased speaking. These last ideas, which had insensibly diverted his thoughts from himself to science, seemed to have calmed him. Jacques Charmolue completely restored him to a sense of reality by asking him this question: “Come, master, when are you going to help me to make gold? I long for success.”","He became silent. These last ideas, which had gradually led him back from himself to science, appeared to have calmed him. Jacques Charmolue recalled him wholly to a sense of reality by addressing to him this question: ""Come, now, master, when will you come to aid me in making gold? I am impatient to succeed."""
