Source,GoogleTranslate,human1,human2
"– Mais je t’aime, cria-t-il, puisque je t’ai prise avec moi.","“But I love you,” he cried, “since I took you with me.","‘But I do love you,’ he protested, ‘or I wouldn’t have taken you to live with me.’","""But I do love you,"" he cried, ""for I've taken you with me."""
"Mais le cri du ventre domina, un hurlement souffla en tempête, balayant tout.","But the cry of the belly dominated, a howl blew in storm, sweeping all.","But the cry of empty stomachs was louder, and the howling rose like a raging tempest, sweeping all before it:","But the cry of the belly dominated, and a roar blew like a tempest, sweeping everything before it:"
"Il ajouta des clous à ses souliers et se décida à partir. Le coron des Deux-Cent-Quarante ne devait être payé que vers quatre heures. Aussi les hommes ne se pressaient-il pas, s’attardant, filant un à un, poursuivis par les femmes qui les suppliaient de revenir tout de suite. Beaucoup leur donnaient des commissions, pour les empêcher de s’oublier dans les estaminets.","He added nails to his shoes and decided to leave. The Deux-Cent-Quarante settlement was not to be paid until about four o'clock. So the men did not hurry, lingering, spinning one by one, pursued by the women who begged them to come back at once. Many gave them commissions, to prevent them from forgetting themselves in the estaminets.","He knocked a few more nails into his shoes and eventually left. Those who lived in Village Two Hundred and Forty would not be paid until four o’clock or thereabouts. So the men were in no hurry, lingering at home before setting off one by one, and then pursued by entreaties from their wives to make sure and come straight home again. Many were given errands to run, so they wouldn’t end up in the bars drowning their sorrows.","He put some nails into his shoes, and decided to set out. The Deux-Cent-Quarante settlement would not be paid till towards four o'clock. The men did not hurry, therefore, but waited about, going off one by one, beset by the women, who implored them to come back at once. Many gave them commissions, to prevent them forgetting themselves in public-houses."
"Comme Bébert n’était pas admis à ces parties-là, et qu’il recevait une bourrade, dès qu’il voulait tâter de Lydie, il restait gêné, travaillé de colère et de malaise, quand les deux autres s’amusaient, ce dont ils ne se gênaient nullement en sa présence. Aussi n’avait-il qu’une idée, les effrayer, les déranger, en leur criant qu’on les voyait.","As Bébert was not admitted to these parties, and received a shove as soon as he wanted to feel Lydie, he remained embarrassed, tormented with anger and unease, when the two others were having fun, which which they did not bother about in his presence. So he had only one idea, to frighten them, to disturb them, by shouting to them that they were seen.","Since Bébert was not allowed to participate in these particular games and got thumped each time he tried to touch Lydie, he felt angry and put out and didn’t know where to look when the pair of them messed about like this together, which they did quite happily in his presence. Hence his one idea was to scare them and to interrupt them by shouting that someone was looking.","As Bébert was not admitted to these games and received a cuffing whenever he wanted to touch Lydie, he was always constrained, agitated by anger and uneasiness when the other two were amusing themselves, which they did not hesitate to do in his presence. His one idea, therefore, was to frighten them and disturb them, calling out that someone could see them."
"D’un geste, le jeune homme montra l’immensité des ténèbres.","With a gesture, the young man showed the immensity of the darkness.",The young man pointed towards the vast expanse of darkness:,With a gesture the young man pointed into the darkness.
III,III,III,Chapter 3
"Vers neuf heures, bien qu’il eût reçu l’ordre de renvoyer tout le monde, Hippolyte se permit d’annoncer, Dansaert, qui apportait des nouvelles. Le directeur apprit seulement alors la réunion tenue la veille, dans la forêt ; et les détails étaient d’une telle netteté, qu’il l’écoutait en songeant aux amours avec la Pierronne, si connus, que deux ou trois lettres anonymes par semaine dénonçaient les débordements du maître porion : évidemment, le mari avait causé, cette police-là sentait le traversin. Il saisit même l’occasion, il laissa entendre qu’il savait tout, et se contenta de recommander la prudence, dans la crainte d’un scandale. Effaré de ces reproches, au travers de son rapport, Dansaert niait, bégayait des excuses, tandis que son grand nez avouait le crime, par sa rougeur subite. Du reste, il n’insista pas, heureux d’en être quitte à si bon compte ; car, d’ordinaire, le directeur se montrait d’une sévérité implacable d’homme pur, dès qu’un employé se passait le régal d’une jolie fille, dans une fosse. L’entretien continua sur la grève, cette réunion de la forêt n’était encore qu’une fanfaronnade de braillards, n’en ne menaçait sérieusement. En tout cas, les corons ne bougeraient sûrement pas de quelques jours, sous l’impression de peur respectueuse que la promenade militaire du matin devait avoir produite.","About nine o'clock, although he had received the order to dismiss everyone, Hippolyte allowed himself to announce, Dansaert, who was bringing news. Only then did the director learn of the meeting held the day before in the forest; and the details were so clear that he listened to it while thinking of the love affairs with Pierronne, so well known that two or three anonymous letters a week denounced the excesses of the master foreman: evidently, the husband had caused this police there smelled like bolsters. He even seized the opportunity, he let it be known that he knew everything, and contented himself with advising caution, in fear of a scandal. Frightened by these reproaches, through his report, Dansaert denied, stammered excuses, while his big nose confessed the crime, by its sudden blushes. However, he did not insist, happy to be off the hook so easily; for, as a rule, the manager showed himself with the implacable severity of a pure man, as soon as a clerk passed the feast of a pretty girl, in a pit. The conversation continued on the beach, this meeting of the forest was still only a braggadocio of brawlers, without seriously threatening them. In any case, the settlements would surely not budge for a few days, under the impression of respectful fear which the military walk of the morning must have produced.","At about nine, although he had received orders to admit no one, Hippolyte took the liberty of announcing Dansaert, who had news. Only then did M. Hennebeau learn of the meeting that had taken place on the previous evening in the forest; and the details were so precise that, as he listened, his thoughts turned to La Pierronne and her amours, which were such common knowledge that two or three anonymous letters would arrive each week denouncing the overman’s excesses. Clearly the husband had talked, for the intelligence being imparted carried the whiff of pillow talk. M. Hennebeau even took advantage of this opportunity to convey that he was fully in the picture, going no further than to recommend caution, for fear of a scandal. Nonplussed at being ticked off in the middle of his report, Dansaert spluttered denials and excuses as meanwhile his large nose confessed his guilt by turning immediately scarlet. But he did not protest too vigorously, for actually he was pleased to have got off so lightly; normally the manager was sternly implacable on this subject, quite the man of rectitude when it came to an employee having fun with a pretty girl from the mine. They continued to discuss the strike: this meeting in the forest was no more than another piece of bravado, they were under no serious threat. In any case things were bound to be quiet in the villages for the next few days, given that the appearance of the military that morning would duly have instilled some fear and respect.","Towards nine o'clock, although he had received orders to send every one away, Hippolyte took the liberty of announcing Dansaert, who was bringing news. The manager then heard, for the first time, of the meeting in the forest the evening before; the details were very precise, and he listened while thinking of the intrigue with Pierronne, so well known that two or three anonymous letters every week denounced the licentiousness of the head captain. Evidently the husband had talked, and no doubt the wife had, too. He even took advantage of the occasion; he let the head captain know that he was aware of everything, contenting himself with recommending prudence for fear of a scandal. Startled by these reproaches in the midst of his report, Dansaert denied, stammered excuses, while his great nose confessed the crime by its sudden redness. He did not insist, however, glad to get off so easily; for, as a rule, the manager displayed the implacable severity of the virtuous man whenever an employee allowed himself the indulgence of a pretty girl in the pit. The conversation continued concerning the strike; that meeting in the forest was only the swagger of blusterers; nothing serious threatened. In any case, the settlements would surely not stir for some days, beneath the impression of respectful fear which must have been produced by the military promenade of the morning."
"– Eh ! Catherine, sacrée couleuvre !","– Hey! Catherine, holy snake!","‘Catherine! I know you, you sly bitch!’","""Eh, Catherine! you damned worm!"""
– Veux-tu dîner avec moi ? finit-il par dire. Hein ? un morceau de morue grillée ?… Tu vas voir.,– Do you want to have dinner with me? he finally says. Eh ? a piece of grilled cod?... You'll see.,"‘Would you like to join me?’ he said eventually. ‘ A nice piece of grilled cod, perhaps?…Look.’","""Will you come and dine with me?"" he said at last. "" Eh? a bit of grilled cod? You shall see."""
– Est-ce que tu as quelque chose à me dire ? demanda M. Grégoire.,– Do you have something to tell me? asked M. Grégoire.,‘Is there something you wished to tell me?’ M. Grégoire asked.,"""Have you anything to tell me?"" asked M. Grégoire."
