Source,GoogleTranslate,human1,human2
"Le vacarme reprenait, Lantier était oublié. Les dames apprêtèrent leurs verres et leurs couteaux, pour accompagner le refrain. On riait à l'avance, en regardant le zingueur, qui se calait sur les jambes d'un air canaille. Il prit une voix enrouée de vieille femme.","The din resumed, Lantier was forgotten. The ladies prepared their glasses and their knives to accompany the chorus. We laughed in advance, watching the zinc worker, who wedged himself on his legs with a rascally air. He took on the hoarse voice of an old woman.","His song was one familiar to them all and even to the street, for the little crowd at the door joined in the chorus.","The uproar was beginning again. Lantier was forgotten. The ladies prepared their glasses and their knives for accompanying the chorus. They laughed beforehand, as they looked at the zinc-worker, who steadied himself on his legs as he put on his most vulgar air. Mimicking the hoarse voice of an old woman, he sang:"
"- Qu'est-ce que vous avez ? répéta Gervaise, inquiète.","- What do you have ? repeated Gervaise, worried.","""What is the matter?"" asked Gervaise anxiously.","“What is the matter with you?” inquired Gervaise, feeling anxious."
"La blanchisseuse, très inquiète, la supplia de se taire. Un profond silence, tout d'un coup, s'était fait. Madame Putois venait de se lever et chantait : A l'abordage ! Les convives, muets et recueillis, la regardaient ; même Poisson avait posé sa pipe au bord de la table, pour mieux l'entendre. Elle se tenait raide, petite et rageuse, la face blême sous son bonnet noir ; elle lançait son poing gauche en avant avec une fierté convaincue, en grondant d'une voix plus grosse qu'elle :","The laundress, very worried, begged her to be quiet. A profound silence had suddenly fallen. Madame Putois had just got up and was singing: A l'abordage! The guests, mute and contemplative, gazed at her; even Poisson had placed his pipe on the edge of the table, the better to hear him. She stood stiff, small and furious, her face pale under her black cap; she threw her left fist forward with convinced pride, growling in a voice bigger than herself:","The clearstarcher begged her to say no more. Mme Putois started up and began a fierce piratical song, standing stiff and erect in her black dress, her pale face surrounded by her black lace cap, and gesticulating violently.","The laundress, greatly upset, begged her to leave off. A profound silence suddenly succeeded the clamor. Madame Putois had just risen and was about to sing “The Boarding of the Pirate.” The guests, silent and thoughtful, watched her; even Poisson had laid his pipe down on the edge of the table the better to listen to her. She stood up to the full height of her little figure, with a fierce expression about her, though her face looked quite pale beneath her black cap; she thrust out her left fist with a satisfied pride as she thundered in a voice bigger than herself:"
"- Dites donc, garçon, c'est du lapin de gouttière, ça ? Il miaule encore.","- Hey, boy, is that gutter rabbit? He meows again.","""Say, boy, is that a gutter rabbit? It mews still.""","“I say, waiter, that rabbit’s from the housetops. It still mews.”"
"Coupeau hésita un instant ; et, paisiblement, comme s'il s'était décidé après de mûres réflexions, il posa son sac par terre, en disant :","Coupeau hesitated for a moment; and, peacefully, as if he had made up his mind after mature reflection, he put his bag on the ground, saying:","Coupeau hesitated a moment, and then slowly and deliberately, as if he had arrived at a decision after mature deliberation, he laid his bag on the ground.","Coupeau hesitated an instant; and then, quietly, as though he had only made up his mind after considerable reflection, he laid his bag on the ground saying:"
"- Ce n'est rien, dit tranquillement Lantier, en baissant la voix. Elle se vide. L'explication fit hocher la tête, d'un air rassuré, et la compagnie reposa les verres sur la table.","""It's nothing,"" said Lantier quietly, lowering his voice. She empties. The explanation made their heads nod, reassured, and the company put the glasses back on the table.","When the Poissons went away Lantier accompanied them in order, he said, to leave his bed for the ladies, who could take turns in sleeping there.","“It’s nothing,” said Lantier quietly, lowering his voice. “She’s emptying.” The explanation caused the others to nod their heads in a reassured way, and they replaced their glasses on the table."
"Alors, le jeune homme se perdit au milieu de la foule, en murmurant :","Then the young man lost himself in the middle of the crowd, murmuring:",The youth slipped away and was lost in the crowd.,"Thereupon the young man dived into the midst of the crowd, muttering: “What a dirty blackguard!”"
"- Madame doit aimer les douceurs, murmura-t-il.","- Madame must like sweets, he murmured.","""The lady would like something sweet like herself.""","“Madame probably likes sweet things,” murmured he."
"Mais, un jour, rue du Faubourg-Poissonnière, le fabricant de boutons avait osé allonger son nez entre la nièce et la tante, pour murmurer des choses qui n'étaient pas à dire. Et madame Lerat, effrayée, répétant qu'elle n'était même plus tranquille pour elle, lâcha tout le paquet à son frère. Alors, ce fut un autre train. Il y eut, chez les Coupeau, de jolis charivaris. D'abord, le zingueur flanqua une tripotée à Nana. Qu'est-ce qu'on lui apprenait ? cette gueuse-là donnait dans les vieux ! Ah bien ! qu'elle se laissât surprendre à se faire relicher dehors, elle était sûre de son affaire, il lui couperait le cou un peu vivement ! Avait-on jamais vu ! une morveuse qui se mêlait de déshonorer la famille ! Et il la secouait, en disant, nom de Dieu ! qu'elle eût à marcher droit, car ce serait lui qui la surveillerait à l'avenir. Dès qu'elle rentrait, il la visitait, il la regardait bien en face, pour deviner si elle ne rapportait pas une souris sur l'œil, un de ces petits baisers qui se fourrent là sans bruit. Il la flairait, la retournait. Un soir, elle reçut encore une danse, parce qu'il lui avait trouvé une tache noire au cou. La mâtine osait dire que ce n'était pas un suçon ! oui, elle appelait ça un bleu, tout simplement un bleu que Léonie lui avait fait en jouant. Il lui en donnerait des bleus, il l'empêcherait bien de rouscailler, lorsqu'il devrait lui casser les pattes. D'autres fois, quand il était de belle humeur, il se moquait d'elle, il la blaguait. Vrai ! un joli morceau pour les hommes, une soie tant elle était plate, et avec ça des salières aux épaules, grandes à y fourrer le poing ! Nana, battue pour les vilaines choses qu'elle n'avait pas commises, traînée dans la crudité des accusations abominables de son père, montrait la soumission sournoise et furieuse des bêtes traquées.","But one day, in the rue du Faubourg-Poissonniere, the button manufacturer had dared to put his nose between the niece and the aunt, to murmur things that were not to be said. And Madame Lerat, frightened, repeating that she was no longer even at peace with herself, dropped the whole package to her brother. So it was another train. There were pretty hullabaloos at the Coupeaus. First, the zinc worker slapped Nana. What were we teaching him? that beggar was getting into old people! Ah well ! that she should allow herself to be caught outside, she was sure of her business, he would cut her neck rather quickly! Had we ever seen! a brat who took it upon herself to dishonor the family! And he was shaking her, saying, for God's sake! that she had to walk straight, for it would be he who would watch her in the future. As soon as she came home, he visited her, he looked her straight in the face, to guess if she hadn't brought back a mouse in her eye, one of those little kisses that sneak in there without a sound. He sniffed her, turned her around. One evening she received another dance, because he had found a black spot on her neck. The mastiff dared to say that it was not a hickey! yes, she called it a bruise, quite simply a bruise that Léonie had given her while playing. He would give him bruises, he would prevent him from grumbling when he had to break his legs. Other times, when he was in a good mood, he made fun of her, he joked about her. True ! a pretty piece for men, a silk it was so flat, and with that salt cellars on the shoulders, big enough to stick your fist in! Nana, beaten for the ugly things she had not committed, dragged along in the crudity of her father's abominable accusations, showed the sly and furious submission of hunted animals.","One day, however, he deliberately walked between the aunt and the niece and said something to Nana in a low voice. This frightened Mme Lerat, who went at once to her brother and told him the whole story, whereupon he flew into a violent rage, shook the girl until her teeth chattered and talked to her as if she were the vilest of the vile.","One day, however, in the Rue du Faubourg-Poissonniere the button manufacturer ventured to poke his nose between the aunt and the niece to whisper some things which ought not to have been said. Thereupon Madame Lerat was so frightened that she declared she no longer felt able to handle the matter and she told the whole business to her brother. Then came another row. There were some pretty rumpuses in the Coupeaus’ room. To begin with, the zinc-worker gave Nana a hiding. What was that he learnt? The hussy was flirting with old men. All right. Only let her be caught philandering out of doors again, she’d be done for; he, her father, would cut off her head in a jiffy. Had the like ever been seen before! A dirty nose who thought of beggaring her family! Thereupon he shook her, declaring in God’s name that she’d have to walk straight, for he’d watch her himself in future. He now looked her over every night when she came in, even going so far as to sniff at her and make her turn round before him. One evening she got another hiding because he discovered a mark on her neck that he maintained was the mark of a kiss. Nana insisted it was a bruise that Leonie had given her when they were having a bit of a rough-house. Yet at other times her father would tease her, saying she was certainly a choice morsel for men. Nana began to display the sullen submissiveness of a trapped animal. She was raging inside."
"- Hein ? répéta Gervaise, vous ne seriez pas si grasse, chez eux ? Et pas de café, pas de tabac, aucune douceur ! ? Dites, est-ce qu'ils vous auraient mis deux matelas à votre lit ?","- Eh ? repeated Gervaise, you wouldn't be so fat at home? And no coffee, no tobacco, no sweets! ? Say, did they put two mattresses on your bed?","""You certainly would have weighed some pounds less with her,"" continued Gervaise. "" No coffee, no tobacco, no sweets. And do you imagine that they would have put two mattresses on your bed?""","“Ah!” continued Gervaise, “you wouldn’t be so fat, would you, if you were living with them? And no coffee, no snuff, no little luxuries of any sort! Tell me, would they have given you two mattresses to your bed?”"
