Source,GoogleTranslate,human1,human2
"Ces pensées l’occupèrent toute la journée. On disposa le campement du soir, suivant l’habitude, et chacun veilla à tour de rôle pendant cette nuit passée près de terres inconnues.","These thoughts occupied him all day. The evening camp was laid out as usual, and each took turns watching during the night spent near unknown lands.","These thoughts kept him busy all day; that evening they encamped as usual, and each one took his turn at watching near these unknown lands.","These thoughts took up the whole day. They set up camp as usual in the evening, and each took turn on watch during that night spent near an unknown land."
– Simpson !,-Simpsons!,"""Simpson!""",‘Simpson!’
– À la grâce de Dieu ! répondit le brave marin.,- At the grace of God ! replied the brave sailor.,"""God alone knows,"" answered the sailor.",‘God’s mercy!’
"Il arriva bientôt à un rocher circulaire, sorte de plateau de dix pieds de largeur environ ; un fleuve incandescent l’entourait, après s’être bifurqué à l’arête d’un roc supérieur, et ne laissait qu’un passage étroit par lequel Hatteras se glissa audacieusement.","He soon came to a circular rock, a sort of plateau about ten feet wide; an incandescent river surrounded it, after bifurcating at the ridge of a higher rock, and leaving only a narrow passage through which Hatteras boldly slipped.","He soon reached a circular rock, which formed a sort of plateau about ten feet broad; a glowing stream surrounded it, which was divided at the corner by a higher rock, and left only a narrow passage through which Hatteras slipped boldly.","Soon he arrived at a circular rock, a sort of plateau about ten feet wide; an incandescent river divided at a ridge of rock higher up, then surrounded it, leaving only a narrow pathway, along which Hatteras boldly moved."
"Ils furent prêts à huit heures du matin, et partirent. Duk les précédait en gambadant ; ils remontèrent la colline de l’est, tournèrent le cône du phare et s’enfoncèrent dans les plaines du sud bornées par le Bell-Mount.","They were ready at eight o'clock in the morning, and left. Duk strode ahead of them; they ascended the eastern hill, turned the cone of the lighthouse, and plunged into the southern plains bounded by the Bell-Mount.","At eight in the morning they set out. Duke sprang about ahead of them; they ascended the hill to the east, went about the lighthouse, and disappeared in the plains to the south, which were bounded by Mount Bell.","They were ready at eight o’clock, and set off. Duke ran gambolling in front; they climbed the east hill, worked their way round the beacon cone, and headed into the southern plains near Mount Bell."
"– Deux hommes à surveiller, dit le docteur à l’oreille du vieux maître d’équipage.","""Two men to watch,"" whispered the doctor in the old boatswain's ear.","""There are two men to be watched,"" he whispered to the boatswain.","‘Two we need to watch,’ the doctor said in the ear of the old mate."
– Et pourquoi cela ? demanda Garry.,- And why that ? Garry asked.,"""Why so?"" asked Garry.",‘But why?’ asked Garry.
"– Non, Johnson ; suivant la loi de Newton, les corps s’attirent en raison directe des masses, et en raison inverse du carré des distances. Ici, je pèse plus parce que je suis plus près du centre d’attraction, et, sur une autre planète, je pèserais plus ou moins, suivant la masse de la planète.","“No, Johnson; According to Newton's law, bodies attract each other in direct proportion to the masses, and in inverse proportion to the square of the distances. Here I weigh more because I am closer to the center of attraction, and on another planet I would weigh more or less, depending on the mass of the planet.","""No, Johnson; according to Newton's law, bodies attract one another directly as their masses, and inversely to the square of their distances. Here I weigh more, because I am nearer the centre of attraction; and on another planet I should weigh more or less according to the mass of the planet.""","‘No, Johnson; according to Newton’s laws, bodies attract each other in direct proportion to their masses, and in inverse proportion to the square of their distances. Here, I weigh more because I am closer to the centre of attraction, and on another planet I would weigh more or less depending on the mass of the planet.’"
– Et qui le sait ? dit le conciliant docteur.,- And who knows? said the conciliatory doctor.,"""And who knows where that is?"" said the peace-loving doctor.",‘And who knows?’ said the conciliatory doctor.
"– Voici la carte des mers polaires, reprit le docteur, qui s’était levé pour aller chercher les pièces du procès ; il sera facile d’y suivre la navigation de Mac Clure, et vous pourrez juger en connaissance de cause.","“Here is the map of the polar seas,” resumed the doctor, who had risen to fetch the documents of the trial; it will be easy to follow the navigation of MacClure there, and you will be able to judge knowingly.","""Here is the chart of the Polar Seas,"" resumed the doctor, who had brought it to the table; ""it will be easy to trace MacClure's course, and you will be able to make up your minds for yourselves.""","‘Here is the map of the polar seas,’ said the doctor, who had got up to fetch the legal evidence; ‘it’ll be easy to follow McClure’s navigation, and you can judge from all the facts.’"
