Source,GoogleTranslate,human1,human2
"Ce fut, durant quelques jours, dans sa cervelle, un grouillement de paradoxes, de subtilités, un vol de poils fendus en quatre, un écheveau de règles aussi compliquées que des articles de codes, prêtant à tous les sens, à tous les jeux de mots, aboutissant à une jurisprudence céleste des plus ténues, des plus baroques; puis le côté abstrait s'effaça, à son tour, et tout un côté plastique lui succéda, sous l'action des Gustave Moreau pendus aux murs.","There was, for a few days, in his brain, a swarm of paradoxes, of subtleties, a flight of hairs split into four, a tangle of rules as complicated as articles of code, lending to all the senses, to all the games of words, culminating in a celestial jurisprudence of the most tenuous, of the most baroque; then the abstract side faded, in its turn, and a whole plastic side succeeded it, under the action of Gustave Moreau hanging on the walls.","For several days in succession, his brain was a seething mass of paradoxes and sophisms, a tangle of split hairs, a maze of rules as complicated as the clauses of a law, open to every conceivable interpretation and every kind of quibble, and leading up to a system of celestial jurisprudence of positively baroque subtlety. Then these abstract obsessions left him, and a whole series of plastic impressions took their place, under the influence of the Gustave Moreau pictures hanging on the walls.","For several days his brain was a swarm of paradoxes, subtleties and hair-splittings, a skein of rules as complicated as the articles of the codes that involved the sense of everything, indulged in puns and ended in a most tenuous and singular celestial jurisprudence. The abstract side vanished, in its turn, and under the influence of the Gustave Moreau paintings of the wall, yielded to a concrete succession of pictures."
"Après la vente de ses biens, des Esseintes garda les deux vieux domestiques qui avaient soigné sa mère et rempli tout à la fois l'office de régisseurs et de concierges du château de Lourps, demeuré jusqu'à l'époque de sa mise en adjudication inhabité et vide.","After the sale of his property, Des Esseintes kept the two old servants who had cared for his mother and filled the office of managers and concierges of the Château de Lourps, which remained until the time of its auction. uninhabited and empty.","After the sale of his goods, Des Esseintes kept on the two old servants who had looked after his mother and who between them had acted as steward and concierge at the Château de Lourps while it waited, empty and untenanted, for a buyer.","After selling his effects, Des Esseintes retained the two old domestics who had tended his mother and filled the offices of steward and house porter at the Château de Lourps, which had remained deserted and uninhabited until its disposal. These servants he brought to Fontenay."
"Mais, en sus des frissons qu'elles apportaient, en sus aussi du terrible talent de cet homme, de l'extraordinaire vie qui animait ses personnages, l'on découvrait chez ses étonnants pullulements de foule, chez ses flots de peuple enlevés avec une dextérité de pointe rappelant celle de Callot, mais avec une puissance que n'eut jamais cet amusant gribouilleur, des reconstitutions curieuses de milieux et d'époques; l'architecture, les costumes, les moeurs au temps des Macchabées, à Rome, sous les persécutions des chrétiens, en Espagne, sous le règne de l'inquisition, en France, au moyen âge et à l'époque des Saint-Barthélemy et des Dragonnades, étaient observés avec un soin méticuleux, notés avec une science extrême.","But, in addition to the shivers they brought, in addition also to the terrible talent of this man, to the extraordinary life which animated his characters, one discovered in his astonishing swarming of crowds, in his waves of people carried away with advanced dexterity recalling that of Callot, but with a power never possessed by this amusing scribbler, curious reconstructions of backgrounds and periods; architecture, costumes, mores in the time of the Maccabees, in Rome, under the persecutions of Christians, in Spain, under the reign of the Inquisition, in France, in the Middle Ages and at the time of Saint-Barthélemy and Dragonnades, were observed with meticulous care, noted down with extreme science.","But over and above the shudders they provoked, over and above the frightening genius of the man and the extraordinary life he put into his figures, there were to be found in his astonishing crowd-scenes, in the hosts of people he sketched with a dexterity reminiscent of Callot but with a vigour that amusing scribbler never attained, remarkable reconstructions of other places and periods: buildings, costumes and manners in the days of the Maccabees, in Rome during the persecutions of the Christians, in Spain under the Inquisition, in France during the Middle Ages and at the time of the St Bartholomew massacres and the Dragonnades, were all observed with meticulous care and depicted with wonderful skill.","But in addition to the tremblings they occasioned, beyond the terrible skill of this man, the extraordinary life which animates his characters, one discovered, among his astonishing, swarming throngs—among his mobs of people delineated with a dexterity which recalled Callot, but which had a strength never possessed by that amusing dauber—curious reconstructions of bygone ages. The architecture, costumes and customs during the time of the Maccabeans, of Rome under the Christian persecutions, of Spain under the Inquisition, of France during the Middle Ages, at the time of Saint Bartholomew and the Dragonnades, were studied with a meticulous care and noted with scientific accuracy."
"Cette collection lui avait coûté de considérables sommes; il n'admettait pas, en effet, que les auteurs qu'il choyait fussent, dans sa bibliothèque, de même que dans celles des autres, gravés sur du papier de coton, avec les souliers à clous d'un Auvergnat.","This collection had cost him considerable sums; he did not allow, in fact, that the authors he pampered were, in his library, as well as in those of others, engraved on cotton paper, with the nailed shoes of an Auvergnat.","This collection had cost him considerable sums of money, for the truth was that he could not bear to have his favourite authors printed on rag-paper, as they were in other people’s libraries, with characters like hobnails in a peasant’s boots.2","This collection had cost him a considerable sum of money. He would not suffer, in his library, the books he loved to resemble other similar volumes, printed on cotton paper with the watermarks of Auvergne."
"Convaincu de l'impitoyable puissance des petites misères, plus désastreuses pour les tempéraments bien trempés que les grandes et, se basant sur ce fait que d'Aigurande ne possédait aucune fortune et que la dot de sa femme était à peu près nulle, il aperçut, dans ce simple souhait, une perspective infinie de ridicules maux.","Convinced of the pitiless power of small miseries, more disastrous for strong temperaments than great ones, and basing himself on the fact that d'Aigurande possessed no fortune and that his wife's dowry was almost nil, he perceived , in this simple wish, an infinite prospect of ridiculous evils.","Persuaded of the merciless power of petty vexations, which can have a more baneful effect on sanguine souls than the great tragedies of life, and taking account of the fact that D’Aigurande had no private means, while his wife’s dowry was practically non-existent, he saw in this innocent whim an endless source of ridiculous misfortunes.","Although he experienced no inclination for the state of grace, he felt a genuine sympathy for those souls immured in monasteries, persecuted by a vengeful society which can forgive neither the merited scorn with which it inspires them, nor the desire to expiate, to atone by long silences, for the ever growing shamelessness of its ridiculous or trifling gossipings."
"Il vécut ainsi, parfaitement heureux, sentant à peine le joug paternel des prêtres ; il continua ses études latines et françaises, à sa guise, et, encore que la théologie ne figurât point dans les programmes de ses classes, il compléta l'apprentissage de cette science qu'il avait commencée au château de Lourps, dans la bibliothèque léguée par son arrière-grand-oncle Dom Prosper, ancien prieur des chanoines réguliers de Saint-Ruf.","He lived thus, perfectly happy, hardly feeling the paternal yoke of the priests; he continued his Latin and French studies, as he pleased, and, although theology did not appear in the programs of his classes, he completed the learning of this science which he had begun at the Château de Lourps, in the library bequeathed by his great-great-uncle Dom Prosper, former prior of the regular canons of Saint-Ruf.","He therefore lived a perfectly contented life at school, scarcely aware of the priests’ fatherly control. He worked at his Latin and French books in his own way and in his own time; and although theology was not one of the subjects in the school syllabus, he finished the apprenticeship to this science which he had begun at the Château de Lourps, in the library left by his great-great-uncle Dom Prosper, a former Prior of the Canons Regular of Saint-Ruf.","Thus he lived in perfect contentment, scarcely feeling the parental yoke of the priests. He continued his Latin and French studies when the whim seized him and, although theology did not figure in his schedule, he finished his apprenticeship in this science, begun at the Château de Lourps, in the library bequeathed by his grand-uncle, Dom Prosper, the old prior of the regular canons of Saint-Ruf."
"Il s'était procuré, dans ces conditions, des livres uniques, adoptant des formats inusités qu'il faisait revêtir par Lortic, par Trautz-Bauzonnet, par Chambolle, par les successeurs de Capé, d'irréprochables reliures en soie antique, en peau de boeuf estampée, en peau de bouc du Cap, des reliures pleines, à compartiments et à mosaïques, doublées de tabis ou de moire, ecclésiastiquement ornées de fermoirs et de coins, parfois même émaillées par Gruel-Engelmann d'argent oxydé et d'émaux lucides.","Under these conditions, he had procured unique books, adopting unusual formats, which he had Lortic, Trautz-Bauzonnet, Chambolle and Capé's successors cover with impeccable bindings in antique silk, leather stamped cowhide, Cape goatskin, full, compartmented and mosaic bindings, lined with tabis or moire, ecclesiastically adorned with clasps and corners, sometimes even enamelled by Gruel-Engelmann with oxidized silver and lucid enamels.","In this way he had got together some unique volumes, always choosing unusual formats and having them clothed by Lortic, by Trautz-Bauzonnet, by Chambolle, by Capé’s successors, in irreproachable bindings of old silk, of embossed ox-hide, of Cape goat-skin – all full bindings, patterned and inlaid, lined with tabby or watered silk, adorned in ecclesiastic fashion with metal clasps and corners, sometimes even decorated by Gruel-Engelmann in oxidized silver and shining enamel.","Under these circumstances he had succeeded in procuring unique books, adopting obsolete formats which he had bound by Lortic, by Trautz-Bauzonnet or Chambolle, by the successors of Capé, in irreproachable covers of old silk, stamped cow hide, Cape goat skin, in full bindings with compartments and in mosaic designs, protected by tabby or moire watered silk, ecclesiastically ornamented with clasps and corners, and sometimes even enamelled by Gruel Engelmann with silver oxide and clear enamels."
"Enfin, peu à peu, les organes se restaurèrent; aidées par les pepsines, les véritables viandes furent digérées, les forces se rétablirent et des Esseintes put se tenir debout dans sa chambre et s'essayer à marcher, en s'appuyant sur une canne et en se soutenant aux coins des meubles; au lieu de se réjouir de ce succès, il oublia ses souffrances défuntes, s'irrita de la longueur de la convalescence, et reprocha au médecin de le traîner ainsi à petits pas. Des essais infructueux ralentirent, il est vrai, la cure; pas mieux que le quinquina, le fer, même mitigé par le laudanum, n'était accepte et l'on dut les remplacer par les arséniates, après quinze jours perdus en d'inutiles efforts, comme le constatait impatiemment des Esseintes.","Finally, little by little, the organs were restored; aided by the pepsins, the real meats were digested, their strength recovered, and Des Esseintes was able to stand up in his room and try his hand at walking, leaning on a cane and supporting himself at the corners of the furniture; instead of rejoicing in this success, he forgot his past sufferings, became irritated at the length of the convalescence, and reproached the doctor for thus dragging him along slowly. Fruitless attempts slowed down, it is true, the cure; no better than cinchona, iron, even mitigated by laudanum, was not accepted and they had to be replaced by arsenates, after a fortnight wasted in useless efforts, as Des Esseintes observed impatiently.","Eventually, little by little, the organs recovered, and with the help of pepsins ordinary food was digested. Des Esseintes’s strength returned and he was able to get up and hobble around his bedroom, leaning on a stick and holding on to the furniture. But instead of being pleased with his progress, he forgot all his past sufferings, fretted over the time his convalescence was taking and accused the doctor of spinning it out. It was true that a few unsuccessful experiments had slowed things down; iron proved no more acceptable than quinquina, even when it was mixed with laudanum, and these drugs had to be replaced by arseniates – this after a fortnight had been wasted in useless efforts, as Des Esseintes angrily pointed out.","Finally the organs were restored. Meats were digested with the aid of pepsines. Recovering strength, he was able to stand up and attempt to walk, leaning on a cane and supporting himself on the furniture. Instead of being thankful over his success, he forgot his past pains, grew irritated at the length of time needed for convalescence and reproached the doctor for not effecting a more rapid cure."
"Seul, parmi ces jeunes gens, des Esseintes encouragea ses résolutions dès qu'il eut appris que sa fiancée désirait loger au coin d'un nouveau boulevard, dans l'un de ces modernes appartements tournés en rotonde.","Alone among these young people, Des Esseintes encouraged his resolutions as soon as he learned that his fiancee wished to lodge at the corner of a new boulevard, in one of those modern apartments turned into a rotunda.","Des Esseintes had been the only one among all these young men to encourage him in his resolve, and this he did as soon as he learnt that his friend’s fiancée wanted to live on the corner of a newly constructed boulevard, in one of those modern flats built on a circular plan.","Although he experienced no inclination for the state of grace, he felt a genuine sympathy for those souls immured in monasteries, persecuted by a vengeful society which can forgive neither the merited scorn with which it inspires them, nor the desire to expiate, to atone by long silences, for the ever growing shamelessness of its ridiculous or trifling gossipings."
"Sur ses indications, le vieillard se mit à l'oeuvre, lui apportant, un à un, les livres qu'il examinait et dont il désignait la place.","On his instructions, the old man set to work, bringing him, one by one, the books he was examining and whose place he pointed out.","Following his instructions, the old man set to work, bringing him the books one by one so that he could examine each and say where it was to go.","Following his directions, the old man continued the task, bringing each book in turn to Des Esseintes who examined it and directed where it was to be placed."
