Source,GoogleTranslate,human1,human2,human3
"— Merci, Conseil. Seulement je te demanderai de remettre à plus tard la question des étrennes, et de les remplacer provisoirement par une bonne poignée de main. Je n’ai que cela sur moi.","“Thank you, Council. Only I will ask you to put off the question of New Year's gifts, and to replace them temporarily with a good handshake. I only have this on me.","‘Thank you, Conseil. I merely ask if you can put off the question of presents, and replace them for the moment with a good handshake. That is all I have on me.’","I think, then, with no offense to master, that a happy year would be one in which we could see everything.”","“Thank you, Conseil. Only I need to ask you to put off the matter of new year's gifts and for right now make do with just a hearty handshake. That's all I have on me.”"
"J’étais parfaitement au courant de la question à l’ordre du jour, et comment ne l’aurais-je pas été ? J’avais lu et relu tous les journaux américains et européens sans être plus avancé. Ce mystère m’intriguait. Dans l’impossibilité de me former une opinion, je flottais d’un extrême à l’autre. Qu’il y eut quelque chose, cela ne pouvait être douteux, et les incrédules étaient invités à mettre le doigt sur la plaie du Scotia.","I was perfectly aware of the question at hand, and how could I not have been? I had read and reread all the American and European newspapers without being more advanced. This mystery intrigued me. Unable to form an opinion, I floated from one extreme to the other. That there was something there could not be doubted, and the incredulous were invited to put their finger on the wound of the Scotia.","I was perfectly aware of the topic in the news, for how could it have been otherwise? I had read and reread the European and American newspapers without getting any closer to a solution. This mystery fascinated me. Unable to form an opinion about it, I had drifted from one extreme to the other. That there was something, there could be no question, for doubting Thomases could be invited to touch the wound in the Scotia’s side. *","I was perfectly up in the subject which was the question of the day. How could I be otherwise? I had read and reread all the American and European papers without being any nearer a conclusion. This mystery puzzled me. Under the impossibility of forming an opinion, I jumped from one extreme to the other. That there really was something could not be doubted, and the incredulous were invited to put their finger on the wound of the Scotia.","I was fully up to date on this matter, which was the talk of the town, and how could I not have been? I'd read and reread every American and European newspaper without being any farther along. This mystery puzzled me. Finding it impossible to form any views, I drifted from one extreme to the other. Something was out there, that much was certain, and any doubting Thomas was invited to put his finger on the Scotia's wound."
Dix de ses compagnons lui succédèrent. Dix eurent le même sort.,Ten of his companions succeeded him. Ten had the same fate.,Ten of his companions did likewise. Ten suffered the same fate. *,Ten of his companions followed him. They met with the same fate.,Ten of his companions followed him. All ten met the same fate.
"— Or, si l’eau n’est pas absolument incompressible, elle est, du moins, très peu compressible. En effet, d’après les calculs les plus récents, cette réduction n’est que de quatre cent trente-six dix millionièmes par atmosphère, ou par chaque trente pieds de profondeur. S’agit-il d’aller à mille mètres, je tiens compte alors de la réduction du volume sous une pression équivalente à celle d’une colonne d’eau de mille mètres, c’est-à-dire sous une pression de cent atmosphères. Cette réduction sera alors de quatre cent trente-six cent millièmes. Je devrai donc accroître le poids de façon à peser quinze cent treize tonneaux soixante-dix-sept centièmes, au lieu de quinze cent sept tonneaux deux dixièmes. L’augmentation ne sera conséquemment que de six tonneaux cinquante-sept centièmes.","— Now, if water is not absolutely incompressible, it is at least very slightly compressible. Indeed, according to the most recent calculations, this reduction is only four hundred and thirty-six ten millionths per atmosphere, or per every thirty feet of depth. Is it a question of going to a thousand meters, then I take into account the reduction in volume under a pressure equivalent to that of a column of water of a thousand meters, that is to say under a pressure of one hundred atmospheres. This reduction will then be four hundred and thirty-six hundred thousandths. I will therefore have to increase the weight so as to weigh fifteen hundred and thirteen tons seventy-seven hundredths, instead of fifteen hundred and seven tons two tenths. The increase will therefore only be six barrels fifty-seven hundredths.","‘Now although water is not completely incompressible, it is very hard to compress. Indeed, according to the most recent calculations, the reduction is only 436/10,000,000ths per atmosphere of pressure, or for each 30 feet down. So if I wish to reach a depth of 1,000 metres, I need to take into account the reduction of volume due to a pressure equivalent to a column of water 1,000 metres high, that is at a pressure of 100 atmospheres. * This reduction will then be 436/100,000ths. I must therefore increase the weight so as to displace 1,513.77 tons instead of 1,507.2. The increase will consequently be only 6.57 tons.’","“Now, if water is not absolutely incompressible, it is at least capable of very slight compression. Indeed, after the most recent calculations this reduction is only 0.000436 of an atmosphere for each thirty feet of depth. If we want to sink 3,000 feet, I should keep account of the reduction of bulk under a pressure equal to that of a column of water of a thousand feet.","“Now then, if water isn't absolutely incompressible, at least it compresses very little. In fact, according to the latest calculations, this reduction is only.0000436 per atmosphere, or per every 32 feet of depth. To go 3,200 feet down, I have to take into account the reduction in volume that occurs under a pressure equivalent to a 3,200-foot column of water, in other words, under a pressure of a hundred atmospheres. In this instance the reduction would be.00436. Consequently I would need to increase my weight from 1,661.4 tons to 1668.64. So the additional weight would only be 7.24 tons.”"
"Quel éclair traversa mon esprit ! L’Atlantide, l’ancienne Méropide de Théopompe, l’Atlantide de Platon, ce continent nié par Origène, Porphyre, Jamblique, D’Anville, Malte-Brun, Humboldt, qui mettaient sa disparition au compte des récits légendaires, admis par Possidonius, Pline, Ammien-Marcellin, Tertullien, Engel, Sherer, Tournefort, Buffon, d’Avezac, je l’avais là sous les yeux, portant encore les irrécusables témoignages de sa catastrophe ! C’était donc cette région engloutie qui existait en dehors de l’Europe, de l’Asie, de la Libye, au-delà des colonnes d’Hercule, où vivait ce peuple puissant des Atlantes, contre lequel se firent les premières guerres de l’ancienne Grèce !","What flash crossed my mind! Atlantis, the ancient Meropid of Theopompus, Plato's Atlantis, this continent denied by Origen, Porphyry, Iamblichus, D'Anville, Malte-Brun, Humboldt, who put its disappearance down to legendary accounts, admitted by Possidonius , Pliny, Ammien-Marcellin, Tertullian, Engel, Sherer, Tournefort, Buffon, d'Avezac, I had him there before my eyes, still bearing irrefutable evidence of his catastrophe! It was therefore this submerged region that existed outside of Europe, Asia, Libya, beyond the Pillars of Hercules, where lived this powerful people of the Atlanteans, against whom the first wars of ancient Greece!","What a flash crossed my mind! Atlantis, that ancient Meropis of Theopompus, the Atlantis of Plato, the continent denied by Origen, Porphyry, Iamblichus, d’Anville, Malte-Brun, and Humboldt, who all classified its disappearance as a legendary tale, but accepted by Posidonius, Pliny, Ammianus Marcellinus, Tertullian, Engel, Scherer, Tournefort, Buffon, and d’Avezac;* it was there in front of my eyes, still bearing the irrefutable signs of the catastrophe that had struck it! So this was the sunken region that had existed outside Europe, Asia, and Libya and beyond the pillars of Hercules, the land of the powerful Atlanteans* against whom ancient Greece had fought its first wars!","What a light shot through my mind! Atlantis, the ancient Meropis of Theopompus, the Atlantis of Plato, that continent denied by Origen, Jamblichus, D‘Anville, Malte-Brun, and Humboldt, who placed its disappearance among the legendary tales admitted by Posidonius, Pliny, Ammianus Marcellinus, Tertullian, Engel, Buffon, and D’Avezac. I had it there now before my eyes, bearing upon it the unexceptionable testimony of its catastrophe. The region thus ingulfed was beyond Europe, Asia, and Lybia, beyond the columns of Hercules, br where those powerful people, the Atlantides, lived, against whom the first wars of ancient Greece were waged.","What a blaze of light flashed through my mind! Atlantis, the ancient country of Meropis spoken of by the historian Theopompus; Plato's Atlantis; the continent whose very existence has been disputed by such philosophers and scientists as Origen, Porphyry, Iamblichus, d'Anville, Malte-Brun, and Humboldt, who entered its disappearance in the ledger of myths and folk tales; the realm that such other thinkers as Posidonius, Pliny, Ammianus Marcellinus, Tertullian, Engel, Scherer, Tournefort, Buffon, and d'Avezac have accepted as real—that land lay right under my eyes, furnishing its own unimpeachable evidence of the catastrophe that had overtaken it! So this was the submerged region that had existed outside Europe, Asia, and Libya, beyond the Pillars of Hercules, the home of those mighty Atlantean people against whom ancient Greece had waged its earliest wars!"
"— Au fait, dit Conseil, allons-nous du bon côté ?","""By the way,"" said Conseil, ""are we on the right side?""","‘Come to mention it,’ said Conseil, ‘are we heading in the right direction?’","“Well,” said Conseil, “after all this, are we going right?”","“By the way,” Conseil said, “are we heading in a promising direction?”"
"« Ah ! bravo ! Conseil, m’écriai-je.","“Oh! well done ! Council, I exclaimed.",‘Congratulations!’ I exclaimed.,"“Ah! bravo, Conseil!”","“Oh bravo, Conseil!” I exclaimed."
"Le lendemain, 21 mars, dès cinq heures du matin, je montai sur la plate-forme. J’y trouvai le capitaine Nemo.","The next day, March 21, at five o'clock in the morning, I climbed onto the platform. I found Captain Nemo there.","The next day, 21 March, I went up on the platform as early as five o’clock. I found Captain Nemo already there.","The next day, the 21 st of March, at five in the morning, I mounted the platform. I found Captain Nemo there.","The next day, March 21, I climbed onto the platform bright and early at five o'clock in the morning. Ifound Captain Nemo there."
"« Messieurs, si vous avez brisé avec l’humanité, je veux croire que vous n’avez pas renié tout sentiment humain. Nous sommes des naufragés charitablement recueillis à votre bord, nous ne l’oublierons pas. Quant à moi, je ne méconnais pas que, si l’intérêt de la science pouvait absorber jusqu’au besoin de liberté, ce que me promet notre rencontre m’offrirait de grandes compensations. »","“Gentlemen, if you have broken with humanity, I want to believe that you have not denied all human feeling. We are shipwrecked charitably collected on board, we will not forget it. As for me, I am aware that, if the interest of science could absorb even the need for freedom, what our meeting promises me would offer me great compensations. »","‘Sir, if you have broken with humanity, I cannot believe that you have given up all human feeling. We are castaways, magnanimously taken on board, and we will not forget it. I recognize in full that if interest in science can override even the desire for freedom, what is promised thanks to our meeting will offer me personally a great deal of compensation.’",So I contented myself with saying:,"“Sir, even though you've cut yourself off from humanity, I'm willing to believe you haven't given up all humanitarian feelings. We're castaways you've charitably taken on board—we'll never forget that. And speaking for myself, I won't deny that my scientific interests can even override my desire for freedom, so I'm positive our association will have plenty of compensations for me.”"
"— Jamais, monsieur. Dans les mers boréales seulement, et autant dans le détroit de Bering que dans celui de Davis.","“Never, sir. In the northern seas only, and as much in Bering Strait as in Davis Strait.","‘Never, monsieur. Just the Arctic seas, and the Bering Strait as often as the Davis Strait.’","“You have never fished in these seas, Ned?” “Never, sir; in the northern only, and as much in Behring as in Davis Straits.”","“Never, sir. Just the northernmost seas, both in Bering Strait and Davis Strait.”"
"Conseil était mon domestique. Un garçon dévoué qui m’accompagnait dans tous mes voyages ; un brave Flamand que j’aimais et qui me le rendait bien, un être phlegmatique par nature, régulier par principe, zélé par habitude, s’étonnant peu des surprises de la vie, très adroit de ses mains, apte à tout service, et, en dépit de son nom, ne donnant jamais de conseils — même quand on ne lui en demandait pas.","Conseil was my servant. A devoted boy who accompanied me on all my travels; a brave Flemish whom I loved and who returned it well to me, a phlegmatic being by nature, regular by principle, zealous by habit, little surprised by the surprises of life, very skilful with his hands, fit for any service, and , despite his name, never giving advice—even when it wasn't asked.","Conseil was my manservant. A devoted lad who accompanied me on all my journeyings; a good Fleming whom I liked a great deal and who reciprocated; a creature phlegmatic by nature, ordered by principle, and eager by habit: astonished by few of life’s surprises, very good with his hands, suited for any service, and, despite his name, never giving counsel — even unasked.","Conseil was my servant, a true, devoted Flemish boy, who had accompanied me in all my travels.","Conseil was my manservant. A dedicated lad who went with me on all my trips; a gallant Flemish boy whom I genuinely liked and who returned the compliment; a born stoic, meticulous as a matter of principle, habitually hardworking, rarely startled by life's surprises, very skillful with his hands, efficient in all his duties, and despite his having a name that means “counsel,” never giving advice—not even the unsolicited kind."
« Eh bien ? reprit le capitaine Nemo.,""" Well ? resumed Captain Nemo.",‘Well?’ said Captain Nemo.,“Well?” continued Captain Nemo.,“Well?” Captain Nemo went on.
« D’où vient cette détonation ? demandai-je.,“Where does this explosion come from? I asked.,"‘Where did that explosion come from?’ ‘A cannon being fired,’ Ned replied.",“Where did that sound come from?” I asked.,“What was that explosion?” I asked.
Chapitre 8,Chapter 8,8,Chapter VIII,8
Le capitaine Nemo observa le troupeau de cétacés qui se jouait sur les eaux à un mille du Nautilus.,Captain Nemo observed the herd of cetaceans playing on the waters a mile from the Nautilus.,Captain Nemo observed the school of cetaceans playing on the water a mile from the Nautilus.,Captain Nemo watched the troop of cetacea playing on the waters about a mile from the Nautilus.,Captain Nemo studied the pod of cetaceans playing in the waters a mile from the Nautilus.
"— Et j’ajouterai, maître Land, que les eaux ne se seraient pas précipitées sous la montagne et que le volcan serait resté volcan. Donc vos regrets sont superflus. »","“And I will add, Master Land, that the waters would not have rushed under the mountain and the volcano would have remained a volcano. So your regrets are superfluous. »","‘And I would add, Master Land, that the water wouldn’t have rushed under the mountain and the volcano would have remained a volcano. So your regrets are perhaps misplaced.’","“But, friend Ned,” said Conseil, “if the passage had not been under the sea, the Nautilus could not have gone through it.”","“And I might add, Mr. Land,” I said, “that the ocean wouldn't have rushed under the mountain and the volcano would still be a volcano. So you have nothing to be sorry about.”"
"En ce moment, le manomètre indiqua que nous n’étions plus qu’à vingt pieds de la surface. Un simple champ de glace nous séparait de l’atmosphère. Ne pouvait-on le briser ?",At this moment the manometer indicated that we were only twenty feet from the surface. A mere field of ice separated us from the atmosphere. Couldn't we break it?,The pressure-gauge indicated that we were only 20 feet from the surface. A mere sheet of ice separated us from the free air. Could we not break it?,"At the moment, the manometer indicated that we were not more than twenty feet from the surface. A mere plate of ice separated us from the atmosphere; could we not break it?",Just then our pressure gauge showed that we were no more than twenty feet below the surface. A mere tract of ice separated us from the open air. Could we break through it?
