id,source,translation
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",「彼はそこから出て来ないって言ってるんだ」とにきび面が確信に満ちて頷いた。
2,"Już godzina i ćwierć, jak tam wlazł.",既に彼があそこに入ってから1時間15分も経っている。
3,Już po nim.,もう彼は終わった。
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",町人たちは、廃墟の中に詰め込まれ、がれきで塞がれた地下への入口や、瓦礫の山からあくびをしている黒い穴をじっと見つめて沈黙した。
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",黄色の厚着をした太った男が、片足からもう一方の足へと体重を移し、咳払いをした後で、くしゃくしゃになったベレー帽を頭から取り去った。
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「もう少し待とう」と彼は言いながら、滲む汗を希な眉毛で拭った。
7,Na co? prychnął pryszczaty.,「何にだ？」とニキビ顔があざ笑った。
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",あそこ、地下牢にはバジリスクがいるんだぞ。忘れたか、村長？
9,"Kto tam wchodzi, ten już przepadł.",そこに入る者は、すでに見込みがない。
10,Mało to ludzi tam poginęło?,そこで亡くなった人々は少なくないのか？
11,Na co tedy czekać?,ここで何を待つべきなのか？
12,Umawialiśmy się przecie mruknął niepewnie grubas.,「だって、私たちは約束してたんだろ」不確かに太った男がつぶやいた。
13,Jakże tak?,どういうことだ？
14,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「生者と交渉すべきだったんだよ」、にきび面の仲間が巨漢でレザーエプロンを着ている村長にそう言った。
15,"A nynie on martwy, pewne to jak słońce na niebie.",そして今、彼は死んでいる。それは天の太陽が確かな存在であると同じだ。
16,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",彼が災難に遭うことは最初から明らかで、彼以前の人々もそうだった。
17,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",彼は剣だけを持って、鏡を使わないで行ったんだから。
18,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",そして、バシリスクを殺すには鏡がなければならない、それは誰もが知っていることだ。
19,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",「一銭も節約しましたね、にきび面の郷長が付け加えた。
20,Bo i płacić za bazyliszka nie ma komu.,だって、バジリスクの代金を払う相手なんていないからさ。
21,Idźcie tedy spokojnie do dom.,安心してここから出て帰宅しなさい。
22,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",そして、我々は魔術師の馬と家畜を奪う。資産を無駄にするのは惜しいからだ。
23,Ano powiedział rzeźnik.,「ええ、そうだ」と肉屋が言った。
24,"Sielna klacz, a i juki nieźle wypchane.",強壮な雌馬だ、それにユキもかなり肥満している。
25,"Zajrzyjmy, co w środku.",中身を見てみましょう。
26,Jakże tak?,どうしてそんなことが？
27,Coście?,何をしましたか？
28,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",「黙ってろ、旦那。口出ししないでくれ、そうしなきゃここが痛むよ」とにきび顔が警告した。
29,Sielna klacz powtórzył rzeźnik.,「健康な馬」と肉屋が繰り返した。
30,"Zostaw tego konia w spokoju, kochasiu.",その馬をそっとしておいてくれ、愛しい人よ。
31,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋はゆっくりと見知らぬ訪問者の方に向き直った。その人物は壁のすき間から、そして入口周辺で集まっていた群衆の背後から現れました。
32,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",その見知らぬ男は、カールしたきれいな栗色の髪が特徴で、厚手の羽織物の上に茶色いチュニックを着て、高くて騎手用のブーツを履いていました。
33,I żadnej broni.,そして武器なし。
34,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から離れろ」と彼は再度言った、意地悪そうに笑いながら。
35,Jakże to?,それはどういうことだ？
36,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",「人の馬だ、人の麦だ、他人の財産だぞ。お前はその汚らしい目でそれを見つめ、古臭い手を伸ばすのか？」
37,Godzi się tak?,それでいいのですか？
38,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",にきび面で、ゆっくりとコートの脇下に手を滑らせながら、肉屋を見つめた。
39,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",屠殺者は頷き、さらに2人が短く丸刈りにした太った男たちの集団から出てくる所を指差した。
40,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",彼ら二人は棍棒を持っていて、それは屠殺場で動物を窒息させるようなものだった。
41,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",「そんなことを問いかける人は誰だ？」とニキビ面は腋から手を出すことなく尋ねました。「我々に何が正しいで、何が適切でないのか示すために？」
42,"Nic ci do tego, kochasiu.",それについては、君には関係ない、愛しい人よ。
43,Broni nie nosicie.,あなたは武器を持っていません。
44,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,その見知らぬ人はさらに意地悪そうに笑った。
45,Nie nosze.,私は持っていません。
46,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",そのにきびだらけの不良が脇から手を出し、長いナイフと共に。
