id,source,translation
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるものは愛の手稿です。それは男性が女性と出会う物語ですが、彼は既婚であり彼女は彼氏を持っています。
2,J'en ai lu sept pages et je le connais déjà par cœur.,僕は7ページ読んで、もう完全に暗記しちゃった。
3,Rien ne pourra me surprendre.,何も私を驚かせることはありません。
4,"Depuis des lunes, je ne lis plus, je relis.",数ヶ月前から、私は読むのではなく、再読をしている。
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新作」「シーズン」「文学的な帰還」「成功」「失敗」といったものが作られるもとである同じ古いくだらなさだ。
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",朝出発して夜に新しさをすでに失った荷物で帰ってくるトラック、リサイクルされた紙。
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,いつから私は喜びに満ちて飛び跳ねることがなくなったのだろう。傑作を発見し、月曜日に職場に戻って新たな人間として巣番した時の喜びを。
8,Vingt ans?,二十年ですか？
9,Trente ans?,30年ですか？
10,Je n'aime pas tenir ce genre de compte qui sent la mort.,この種の売上記録は、死の匂いがするから好きではありません。
11,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",私が目を閉じると、ペルゼルのランプの一定の黄色い光を瞼越しに見えます。そして、そのあとに黒い形が侵入し、移り変わる廃墟やビクトル・ユーゴーのデザインが浮かび上がります。
12,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",息遣いが落ち着き、心臓も少し落ち着いてきた。眠りにつくことができるだろう、死ぬことさえできる。
13,Mourir à l'attache.,死ぬことはない。
14,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",「彼は本の中で生き、本を読むことで死んだ」と言われてもおかしくない。そして実際、何も考えずに夢見ているうちに私は亡くなっていたであろう。
15,Il y a bien bien longtemps que je ne lis plus vraiment.,本当に久しく、私はほとんど読書をしなくなりました。
16,Est-ce que je sais seulement encore lire ce qui s'appelle lire?,読むということが何を指すのか、私にはもうわかるだろうか？
17,En suis-je seulement capable?,それができるだろうか？
18,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",横を向くと、心臓がより激しく鼓動し、木を震わせる。
19,La maison est plongée tout entière dans un silence de vieux papier.,家全体が古い紙の静寂に包まれていた。
20,"Comme la neige, les livres mangent les bruits.",本も雪のように騒音を食べる。
21,Mon métier a son odeur et ses étouffements.,私の仕事には匂いと息苦しさがあります。
22,Je le respire encore mieux dans ce silence.,この静寂の中で、私は彼をより強く感じる。
23,Retourner au bruit du monde est toujours une épreuve.,人ごみに戻るのはいつも試練だ。
24,Qui peut bien frapper?,誰が叩くんだろう？
