id,source,translation
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",そこから出てくることはない、きっとそう言って、にきびだらけの人が頷きながら確信を持って言った。
2,"Już godzina i ćwierć, jak tam wlazł.",もう一時間15分経ったけど、彼はまだ入ってこない。
3,Już po nim.,もう終わっている。
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",町民たちは廃墟の中で押し込められ、黒い穴が彼らを見つめる中、地下への重く荷物を抱えた入口に黙りこむようだった。
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",太っちょが黄色いコートを着て足を踏みながら、咳払いをして、しわくちゃのベレー帽子を頭から取りました。
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「まだちょっと待ってみよう」彼は希少な眉毛から汗を拭いながら言った。
7,Na co? prychnął pryszczaty.,「何に？」とにきび面がどやされた。
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",そこには、地下牢にハシリスがいるんだよ。忘れたのか、町長さん？
9,"Kto tam wchodzi, ten już przepadł.",誰もそこに入ってくると、もう絶対に消えてしまう。
10,Mało to ludzi tam poginęło?,あれだけの人々がそこで亡くなったんじゃないのか？
11,Na co tedy czekać?,では、何を待てばいいのだろうか？
12,Umawialiśmy się przecie mruknął niepewnie grubas.,「でも、おまえと約束したんだろ？」と、太った男が不安そうにつぶやいた。
13,Jakże tak?,どうしてそんなことができるんだろう？
14,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「生きた人と約束していたんだろう。それがこんなにニキビだらけの巨漢で革の肉屋のエプロンをつけている友達と言っていた市長が言った」
15,"A nynie on martwy, pewne to jak słońce na niebie.",今では彼は死んでしまった、それは確かなことだ、太陽が空にあるように。
16,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",事前にわかっていた通り、彼は他の人と同じく、破滅に向かっている。
17,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",彼は鏡なしでさえ、ただ剣を手にして出かけただけだった。
18,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",バジリスクの鏡なしには倒せないことは、誰もが知っている。
19,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",「君たちかろうじて一銭余り貯めたってことかな」と、その村長はニキビ立ちました。
20,Bo i płacić za bazyliszka nie ma komu.,バジリスクを支払う相手なんていない。
21,Idźcie tedy spokojnie do dom.,どうぞゆっくりと家に帰ってください。
22,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",魔女の馬と財産を私たちは手に入れるんだ、それを無駄にすることは惜しい。
23,Ano powiedział rzeźnik.,それは肉屋が言った。
24,"Sielna klacz, a i juki nieźle wypchane.",強壮なメス馬で、乳房もしっかり盛り上がっている。
25,"Zajrzyjmy, co w środku.",中をのぞいてみましょう。
26,Jakże tak?,なぜそうなのか？
27,Coście?,何だって？
28,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",「黙っていろ、やな奴らめ、そうすることでしか十分に向き合えずにいるからお前たちは結局ガンになるんだ」ニキビ面のやつが警告していた。
29,Sielna klacz powtórzył rzeźnik.,「猛々しい雌馬です」と肉屋は繰り返した。
30,"Zostaw tego konia w spokoju, kochasiu.",その馬を放っておいて、愛しい人よ。
31,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋はゆっくりと背後の人々が囲んでいる地下室の入口に向かって、壁の隣から現れた異邦人を見返した。
32,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",異邦人は、くるくるとした、濃い栗色の髪、防寒着を着た茶色のチュニック、高い乗馬用ブーツを履いていた。
33,I żadnej broni.,そして、どんな武器もない。
34,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から下がってくれ」と彼は皮肉っぽく笑いながら繰り返した。
35,Jakże to?,どういうこと？
36,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",他人の馬、他人の靱帯、他人の所有物なのに、どうして自分じゃないふりをして見つめて、卑劣な手を伸ばすんだ？
37,Godzi się tak?,そうですか？
38,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",ニキビだらけの少年は、ゆっくりと手を上着のポケットに入れながら、屠殺場主を見つめた。
39,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋は頭を振り、グループの方向を示し、そこからまた二人が出てきた。彼らは体格が良く髪も短く刈り込まれていた。
40,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",二人とも、肉屋で動物の殺処分の時に使うような棒を持っていた。
41,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",「それを聞いたのは、にきび面が手を脇に入れたままで、何が許されて何が許されないかを私たちに指図するためだと思っただけだ。」
42,"Nic ci do tego, kochasiu.",関係ないよ、可愛い人。
43,Broni nie nosicie.,武器を持っていません。
44,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,真実の他人はさらに皮肉った笑みを浮かべた。
45,Nie nosze.,持っていません。
46,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",ニキビだらけの男が腋の下から手を取り出し、長いナイフも一緒に出した。
47,"To bardzo niedobrze, że nie nosicie.",「あなたはマスクをしていないのはとても困ることです」と言った。
48,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋もナイフを取り出し、コルデラスのように長いナイフだった。
49,"Tamci dwaj postąpili do przodu, unosząc pałki.",その2人は前に進んで、棍棒を持ち上げた。
50,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",知らない人は言った、「動かずに彼が言っただけでいいだろう」。
51,Moja broń chodzi za mną.,私の武器が私についてくる。
52,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",廃墟の影から、柔らかく確信に満ちた足取りで、2人の若い女性が現れた。
53,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",群衆はすぐに分かれ、後退し、まばらになった。
54,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",両方の女の子は歯を見せて笑っていて、目を細めて、その角から広がっている幅広く青白いタトゥーのストライプによる耳に向かった。
55,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki.",私の筋肉は太ももで人目につく赤茶色の皮膚の下、骨網入りのグローブを超えた裸で丸い肩上で蠢いていた。
56,"Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",肩越しにも鎖帷子で覆われたまま、刀の柄が突き出ていた。
57,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",ニキビだらけの男性がゆっくりと膝を曲げ、ナイフを地面に落とした。
58,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきの穴から石のガラガラという音が響き、砕けた壁の端にしがみつく手が闇から現れた。
59,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",順番に、白くてレンガ色の粉が降りかかった髪の頭、青白い顔、剣の柄、肩から出た物が見え始めた。
60,Tłum zaszemrał.,群衆がざわめいた。
61,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の男が、背中を丸めながら、奇妙な形のものを穴から引き出した。それは奇異な身体で、塵や血で染み込んだ悪臭漂うものだった。
62,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",長いトカゲの尾で怪物を掴んだまま、彼は何も言わずに太った村長の足元にそれを投げつけた。
63,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",村長は仰天して、倒れた壁の破片につまずき、捻じ曲がった鳥のくちばし、羽毛のような翼、鱗で覆われた足先にある鎌状の爪を見ていました。
64,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",盛り上がった首元には、以前は深紅色だったが今は汚れて赤茶けた。
65,"Na szkliste, wpadnięte oczy.",ガラスのような瞳。
66,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",白髪の男がズボンのほこりを払い落としながら、「こいつがバジリスクだ」と言った。
67,Zgodnie z umową.,契約に従って。
68,"Moje dwieście lintarów, jeśli łaska.",私の200リンタルあるけど、お願いですから。
69,"Uczciwych lintarów, mało oberżniętych.",正直な優れた人々、それも少々酔っていない人たち。
70,"Sprawdzę, uprzedzam.",確かめてみます、事前にお知らせします。
71,Wójt drżącymi dłońmi wysupłał sakiewkę.,村長は震える手で小銭入れを取り出した。
72,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男は、周囲を見回し、一瞬でに彼の足元にあるニキビのあるナイフを見つめた。
73,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",彼は茶色のチュニックを着た男性や、ライオンの皮を使った服を着た女性に目を向けた。
74,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",いつものように、震える手で町長の管を取り出しながら彼は言った。
75,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",「くだらないお金のためにあなたたちに首を突き出しているのに、そしてそれと同時に私のものを盗むとは」
76,"Nigdy się, zaraza z wami, nie zmienicie.",お前たちとは一緒になることは決してないだろう。
77,"Nie ruszone zamamrotał rzeźnik, cofając się.",屠畜人が身じろぎもしないでつぶやいた。「退いてください」と。
78,Tamci z pałkami już dawno wtopili się w tłum.,あの棍棒を持った人たちは、もう群衆に溶け込んでいた。
79,"Nie ruszone wasze rzeczy, panie.",お客様の物は触れていません、お客様。
80,Wielcem rad białowłosy uśmiechnął się.,その白髪の男は大いに喜び、微笑んだ。
81,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",その微笑みの光景を見て、蒼白な顔に咲く裂け目のように、人々は急速に散り散りになっていった。
82,"I dlatego, bratku, ty też nie będziesz ruszony.",だから、兄弟よ、お前も動揺しないだろう。
83,Odejdź w pokoju.,去ってくれ。
84,Ale odejdź prędko.,しかし、早く行ってください。
