id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz jest zamężna, kupiła używany dom jednorodzinny w swoim rodzinnym mieście, gdzie często spotyka się ze swoimi przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Choć czasem mam dość, bo jutro znowu trzeba iść do pracy, to staram się na propozycje Miho odpowiadać twierdząco. Praca w sklepie to mój jedyny kontakt ze światem poza kombiniem i jedyna okazja by spędzić czas z „normalną” trzydziestolatką."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj, jak zwykle, spotkałam się z Miho, Yukari, która ma jeszcze małe dzieci, Satsuki bez dzieci właściwie już mężatką i ze mną. Zastanawialiśmy się w domu Miho przynosząc ciasta i pijąc herbatę."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy mogłem stać się częścią świata.
5,私は、今、自分が生まれたと思った。,"Pomyślałam właśnie, że się urodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Tego dnia, na pewno, urodziłem się jako normalna część tego świata."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, pracowaliśmy w parach, służąc pracownikom, odgrywając scenki z fikcyjnymi klientami. Ciągle tylko ćwiczyliśmy."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Patrzeć w oczy ""klientów"", uśmiechać się i kłaniać, wrzucać produkty higieniczne do papierowych torebek, oddzielać ciepłe od zimnych produktów, a jeśli zamówiono fast food, dezynfekować ręce alkoholem."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie były prawdziwe pieniądze, miałem się do nich przyzwyczaić, ale na paragonie wydrukowane było wielkie „szkolenie”, a po drugiej stronie stał kolega z pracy w tym samym mundurze. Wydawało mi się, że jestem na jakimś zabawkowym zakupach."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie. Mimo to, nie traktowała mnie z dystansem, wręcz przeciwnie, darzyła mnie uczuciem."
