id,source,translation
1,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect.","Porównywalnie zaczynali mówić o poprzedniej wojnie, Wielkiej, tej z roku 14, wygranej w krwi i chwale - to była męska wojna, której opowieści kobiety przy stole słuchały z szacunkiem."
2,"Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918.","Rozmawiali o Damskiej Ścieżce i Verdun, o tych, którzy zostali zatruci gazem, o dzwonach 11 listopada 1918 roku."
3,Ils nommaient des villages dont pas un enfant parti au front n'était revenu.,"Wymieniali nazwy wsi, z których żadne dziecko wysłane na front nie powróciło."
4,"Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête.","Porównywali żołnierzy brnących w błocie okopów do więźniów z 40, ciepło i bezpiecznie schowanych przez pięć lat, na których nawet nie spadły bomby."
5,Ils se disputaient l'héroïsme et le malheur.,Kłócili się o bohaterstwo i nieszczęście.
6,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","Ale mówili tylko o tym, co widzieli, co mogło być przeżywane na nowo podczas jedzenia i picia."
7,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,"Nie mieli wystarczająco dużo talentu lub przekonań, aby mówić o tym, co wiedzieli, ale czego nie widzieli."
8,"Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima.","Więc ani o żydowskich dzieciach, które wsiadają do pociągów do Auschwitz, ani o umierających z głodu, zbieranych rano w getcie warszawskim, ani o 10 000 stopniach w Hiroszimie."
9,"D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Stąd to uczucie, którego nie rozproszyły późniejsze lekcje historii, filmy dokumentalne ani fabularne: ani piece krematoryjne, ani bomba atomowa nie znajdowały się w tej samej epoce co masło na czarnym rynku, alarmy i schodzenie do piwnicy."
10,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Pod niewzruszoną fasadą plakaty z zeszłorocznego cyrku z zdjęciem Rogera Lanza, obrazki z pierwszej Komunii św. rozdawane kolegom, Klub Chansonnierów na Radio Luxembourg, dni napełniały się nowymi pragnieniami."
11,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.","W niedzielne popołudnia tłumy gromadziły się przed wystawą sklepu z elektroniką, aby obejrzeć telewizję."
12,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,"Kawiarnie inwestowały w zakup telewizora, aby przyciągnąć klientów."
13,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,"Na zboczach wzgórz wije się trasa motocrossowa, a przez cały dzień obserwowano głośne maszyny podjeżdżające i zjeżdżające."
