id,source,translation
1,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect.","Porównywali wojnę poprzednią, tę Wielką, z roku 1914, która została wygrana w krwi i chwale, to była męska wojna, której kobiety przy stole słuchały z szacunkiem."
2,"Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918.","Rozmawiali o Drodze Panien i Verdun, o gazowanych, o dzwonach z 11 listopada 1918 roku."
3,Ils nommaient des villages dont pas un enfant parti au front n'était revenu.,"Nazywali wioski, z których żadne dziecko wysłane na front nie wróciło."
4,"Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête.","Przez pięć lat żołnierze stawiali więźniów z 1940 roku w błocie okopów, którzy byli ciepli i bezpieczni, nie otrzymując nawet bomb na głowy."
5,Ils se disputaient l'héroïsme et le malheur.,Spierali się o heroizm i nieszczęście.
6,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","Ale rozmawiali tylko o tym, co widzieli, co można było powtórzyć jedząc i pijąc."
7,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,"Nie mieli wystarczającego talentu ani przekonania, aby mówić o tym, czego wiedzieli, ale czego nie widzieli."
8,"Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima.","Więc ani dzieci żydowskie wchodzące do pociągów do Auschwitz, ani umierający z głodu porannym zbierani w warszawskim getcie, ani 10 000 stopni w Hiroszimie."
9,"D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Skąd to wrażenie, że zajęcia z historii, dokumenty i filmy później nie rozwieją: ani krematoria, ani bomby atomowe nie mieściły się w tej samej epoce co masło na czarnym rynku, alarmy i schodzenie do piwnicy."
10,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Pod tą niezmienną powierzchownością, plakaty z zeszłorocznego cyrku ze zdjęciem Rogera Lanzaca, obrazki z pierwszej komunii rozdawane kolegom, Klub Artystów Piosenkarzy w Radiu Luksemburg, dni wypełniały się nowymi pragnieniami."
11,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.",W niedzielne popołudnia tłoczyły się przy wystawie sklepu ogólnoelektrycznego przed telewizorem.
12,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,"Kawiarnie inwestowały w zakup stanowiska, aby przyciągnąć klientów."
13,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,"Na zboczach wzgórz wiją się trasy motocrossowe, i przez cały dzień można było obserwować huczące maszyny wjeżdżające i zjeżdżające."
14,"L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes.","Rosnące niecierpliwość handlu z jego nowymi hasłami ""inicjatywa"", ""dynamizm"" wstrząsało rutyną miast."
15,"Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps.","Między jarmarkiem a festynem, Dwutygodniowe Targi Handlowe zagoszczą jako wiosenne obchody."
16,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.","Na ulicach centrum głośniki ryknęły na zachętę do zakupów, przerywane piosenkami Annie Cordy i Eddiego Constantine'a, aby wygrać Simcę lub jadalnię."
