id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho, która teraz jest zamężna i mieszka w domu jednorodzinnym kupionym używanym, często spotyka się tam z przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Czasem czuję zniechęcenie, bo jutro też mam pracę dorywczą, ale to jedyny kontakt ze światem poza sklepem i cenna okazja do nawiązywania kontaktu z innymi dwudziestopięciolatkami – „normalnymi trzydziestolatkami”, więc staram się jak najczęściej przyjmować zaproszenia od Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj także, w skład grupy wchodzącej Mihoko, Yukari z jej jeszcze małym dzieckiem, Saeko. Mamy dzieci jeszcze nie miały. Zabraliśmy ze sobą ciasto i spotkaliśmy się u Mihoko, żeby napić się razem herbaty."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy mogłem stać się częścią tego świata.
5,私は、今、自分が生まれたと思った。,"Teraz myślę, że się urodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Tego dnia naprawdę urodziłem się jako normalna część świata.
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem ciągle ćwiczyliśmy, para po dwóch osób, z udziałem pracowników, które odgrywały rolę fikcyjnych klientów."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Patrzeć w oczy klienta, uśmiechać się i ukłonić, umieszczać produkty higieniczne w papierowym woreczku, oddzielać jedzenie ciepłe od zimnego i dezynfekować ręce alkoholem przed podaniem fast foodu."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie znajdowały się prawdziwe pieniądze, aby osoba mogła przyzwyczaić się do obsługi kasy. Jednak na paragonach było wyraźnie widoczne napisane „TRENING”, a obsługującym kasę była inna pracownica z tego samego sklepu, więc wszystko wyglądało jak zabawa w sklepik."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja dwuletnia młodsza siostra była ""typowym"" dzieckiem, ale nie unikała mnie i raczej mięczała się do mnie."
