id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz jest mężatką, kupiła używany dom jednorodzinny w swoim rodzinnym mieście, gdzie często spotyka się ze swoimi przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Czasami zdarza mi się narzekać, bo jutro również muszę iść do pracy, ale jest to moje jedyne połączenie ze światem poza moją pracą w sklepie. To cenna okazja do nawiązania kontaktu z kobietami w moim wieku. Staram się więc możliwie często odpowiadać na zaproszenia Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś ja, Miho, Yukari z jej małym dzieckiem oraz Satsuki, która jest mężatką ale jeszcze nie ma dzieci, spędzaliśmy czas razem u Miho z przybranymi ciastkami i herbatą."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy stałem się częścią świata.
5,私は、今、自分が生まれたと思った。,"Pomyślałam, że właśnie się narodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Tego dnia, na pewno, urodziłem się jako normalna część tego świata."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, praktykowaliśmy nieustannie w parach, zarówno z innymi pracownikami jak i z fikcyjnymi klientami."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechając się, kłaniając się, patrząc klientom w oczy, umieszczanie produktów higienicznych do papierowego woreczka, pakowanie ciepłych i zimnych produktów osobno, oraz dezynfekcja rąk alkoholem po każdym zamówieniu fast food."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu zapoznania się z pieniędzmi w kasie znajdowały się prawdziwe banknoty, ale na paragonie było dużo napisane ""trening"", a druga osoba była kolegą z pracy w tym samym mundurze, więc wyglądało to trochę jak zabawa w sklep."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja młodsza o dwa lata siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie. To jednak nie oznaczało, że traktowała mnie z dystansem – wręcz przeciwnie, darzyła mnie uczuciem."
