id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz zamężna, kupiła używany dom w swoim rodzinnym mieście i tam często spotykają się jej przyjaciele."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro także mam pracę dorywczą, więc czasami czuję się zniechęcona, ale jest to jedyny sposób na kontakt z innym światem niż ten w sklepie i cenna okazja do interakcji z rówieśniczką ""normalnej trzydziestki"", więc staram się jak najbardziej odpowiadać na zaproszenia Miiho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj także spotkaliśmy się u Miko, Yucari przyszła z małym dzieckiem, Satsuki, która jest już po ślubie, ale nadal nie ma dzieci. Przynieśliśmy ciasto i popijaliśmy herbatę."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy, poczułam się jak mała część świata."
5,私は、今、自分が生まれたと思った。,"Teraz myślę, że urodziłem się."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, tak się urodziłem tego dnia."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, w dwuosobowych zespołach lub pracując z pracownikami, ciągle trwaliśmy w treningu, mając na myśli fikcyjnych klientów."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Patrzenie klientów w oczy, uśmiechanie się i kłanianie się, pakowanie produktów higienicznych do torebki papierowej, oddzielanie jedzenia ciepłego od zimnego i dezynfekowanie rąk alkoholem po zamówieniu fast foodu."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu przyzwyczajenia się do pieniędzy, w szufladach kasy znajdowały się prawdziwe pieniądze, ale na paragonie dużymi literami wydrukowane było ""trening"", a osoba na drugim końcu była współpracownikiem zatrudnionym na podobną zasadę. Całość wyglądała jak gra w sklep."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Młodsza o dwa lata siostra była ""normalnym"" dzieckiem. Nie unikała mnie, wręcz przeciwnie, podziwiała mnie."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy moja siostra była karana przez matkę za coś, co było dla mnie normalne, podszedłem do mamy i zapytałem: ""Dlaczego jesteś zła?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Kiedy skończyła mnie pouczać po tym, gdy zapytałem matkę, czy mogę, ona zawsze mi mówiła ""dziękuję""."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Mając niewielkie zainteresowanie słodyczami i zabawkami, często je dawałam mojej siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja siostra zawsze chodziła za mną.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tato, lubisz kawałki kurczaka z grilla, więc dzisiaj upiekłam to dla ciebie."" Gdy powtórzyłam to wyraźniej, matka się przestraszyła, a także obok stojąca mama innego dziecka. Ich oczy nos i usta nagle szeroko się otworzyły."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Wyglądało to dziwnie, więc prawie się roześmiałem, ale kiedy zobaczyłem, że ta osoba wpatruje się w moje ręce, pomyślałem: ""Ach tak, jedno ptaszysko to za mało""."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy powinnam przynieść więcej?"" Matka, która w końcu wróciła do siebie, spojrzała na wróbla, który przechadzał się blisko i krzyknęła desperackim głosem: ""Eiko!"""
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Stworzę dla ciebie grobowiec, mała ptaszyno."""
19,ほら、皆も泣いてるよ。,"Widzisz, wszyscy też płaczą."
20,お友達が死んじゃって寂しいね。,"Smutno mi, że twój przyjaciel umarł."
21,ね、かわいそうでしょう？」,Nie jest ci go żal?
22,「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Dlaczego? Przecież w końcu umarłem"" - zapytałem matkę i zaniemówiła ona."
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko wkładam do małego, rozmiaru S, woreczka puszkę kawy, papierosy i hot doga."
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"Podczas tego czasu mężczyzna, który wcześniej w kieszeniach szeleścił drobnymi, nagle wetknął rękę do kieszeni na piersi."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Z jej ruchów od razu zrozumiałem, że zamierza płacić elektronicznym pieniądzem."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Proszę bardzo, dzień dobry!"" Nieznacznie się ukłoniłem i przyjąłem puszkę kawy od mężczyzny-klienta."
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Okej, i jeszcze jedną paczkę numer pięć"" ""Rozumiem."" Szybko wyjął Marlboro Light Menthol i zeskanował go na kasie."
28,「年齢確認のタッチをお願いします」,"""Proszę o potwierdzenie wieku przez dotyk."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Przestał ruszać palcem, kiedy zobaczył, że mężczyzna spojrzał na szybę z wystawionymi daniami fast foodowymi i przeszedł wzrokiem do jego oczu."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"Można zapytać, czy interesuje go coś konkretnego, ale gdy klient wygląda na niezdecydowanego, warto się cofnąć i poczekać."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,Zwrócił się w stronę cichego dźwięku drobnych monet i spojrzał w kierunku kasy.
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Osoby, które szurają drobnymi w dłoniach albo kieszeni, zazwyczaj szybko kupują papierosy lub gazetę i wracają do domu. Są wrażliwe na dźwięk pieniędzy."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Oczywiście, jak się spodziewałem, był tam mężczyzna podchodzący do kasy, trzymający w jednej ręce puszkę kawy, a drugą włożoną w kieszeń."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przeniosłem się wewnątrz sklepu, wkładając ciało za ladę kasy i stojąc tam czekając, aby nie zmuszać klientów do oczekiwania."
35,コンビニエンスストアは、音で満ちている。,Sklep convenience store jest pełen dźwięków.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,Głos idola promującego nowe produkty poprzez przewodnią melodię płynący przez głośniki w momencie gdy klient wchodził do sklepu.
37,店員の掛け声に、バーコードをスキャンする音。,"Dźwięk skanowania kodu kreskowego, towarzyszący okrzykom sprzedawcy."
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Słychać było dźwięki przedmiotów wrzucanych do koszyka, dźwięk zaciskanego woreczka z chlebem, a także odgłos kroków na obcasach w sklepie."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko się miesza i staje się dźwiękiem ""sklepu otartego całą dobę"", który odbija się na bębenkach mojego ucha."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki często spotykały się w miejscowości, więc miały takie same wyrazy twarzy i sposób rozmawiania."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"W szczególności sposób jedzenia słodyczy jest podobny - obie osoby łamią ciastka na małe kawałki i wkładają je do ust, trzymając palec przystrojony paznokciami."
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję sobie przypomnieć, czy to było już od dawna, ale pamięć jest mglista."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może i maleńkie przyzwyczajenia i gesty, które mieliśmy kiedyś, gdzieś uciekły."
