Source,GoogleTranslate,human1,human2
— Morto! morto! — dizia consigo.,— Dead! dead! he said to himself.,“Dead! Dead!” she kept saying to herself.,“Dead! dead!” she repeated to herself.
— Que é? — perguntou Virgília.,- What is? asked Virgilia.,“What is it?” Virgília asked.,“What is it?” “It’s .
Virgílio,Virgil,"I was going to write virumque—and Virgil came out, then I continued:",Virgil
"Naquela noite não padeci essa triste sensação de enfado, mas outra, e deleitosa. As fantasias tumultuavam-me cá dentro, vinham umas sobre outras, à semelhança de devotas que se abalroam para ver o anjo cantor das procissões. Não ouvia os instantes perdidos, mas os minutos ganhados. De certo tempo em diante não ouvi cousa nenhuma, porque o meu pensamento, ardiloso e traquinas, saltou pela janela fora e bateu as asas na direção da casa de Virgília. Aí achou ao peitoril de uma janela o pensamento de Virgília, saudaram-se e ficaram de palestra. Nós a rolarmos na cama, talvez com frio, necessitados de repouso, e os dous vadios ali postos, a repetirem o velho diálogo de Adão e Eva.","That night I didn't suffer that sad feeling of boredom, but another, and delightful one. The fantasies were in turmoil inside me, coming one on top of the other, like devotees who crash together to see the singing angel of the processions. He didn't hear the moments lost, but the minutes gained. From then on I heard nothing, because my thought, cunning and mischievous, jumped out the window and fluttered its wings in the direction of Virgilia's house. There he found Virgilia's thoughts on the windowsill, they greeted each other and continued to talk. Us rolling over in bed, maybe cold, in need of rest, and the two bums lying there, repeating the old dialogue between Adam and Eve.","On that night I didn’t suffer that sad feeling of tedium but a different and delightful one. Fantasies swarmed inside of me, coming one on top of another like the devout women who crush forward in order to get a look at the singing angel in processions. I wasn’t hearing the instants lost but the minutes gained. From a certain time forward I didn’t hear anything at all because my thought, wily and frisky, leaped out the window and flapped its wings toward Virgília’s house. There it found Virgília’s thought on a window sill. They greeted each other, remained chatting. We were tossing in bed, cold perhaps, in need of rest, and those two idlers there were repeating the old dialogue of Adam and Eve.","On that night I was not visited by that terrible ennui, but by another sensation, a delightful one. Fantasies were aflutter within me, one tumbling after the other, like pious ladies jostling to see the singing angel in a religious procession. I heard not the moments lost, but the minutes gained. At some point hence I heard nothing at all, for my thoughts, cunning and restless as they were, leaped out the window and flew over to Virgília’s house. There they found Virgília’s thoughts on a windowsill, where they greeted one another and struck up a conversation. There we were, tossing and turning in our beds, perhaps feeling cold, deprived of rest, as those two vagabonds echoed the age-old dialogue of Adam and Eve."
"Naquela noite descobri a causa verdadeira. Era medo do parto e vexame da gravidez. Padecera muito quando lhe nasceu o primeiro filho; e essa hora, feita de minutos de vida e minutos de morte, dava-lhe já imaginariamente os calafrios do patíbulo. Quanto ao vexame, complicava-se ainda da forçada privação de certos hábitos da vida elegante. Com certeza, era isso mesmo; dei-lho a entender, repreendendo-a, um pouco em nome dos meus direitos de pai. Virgília fitou-me; em seguida desviou os olhos e sorriu de um jeito incrédulo.","That night I discovered the real cause. It was fear of childbirth and vexation of pregnancy. She had suffered a lot when her first child was born; and that hour, made up of minutes of life and minutes of death, already made him shiver on the scaffold. As for the embarrassment, it was further complicated by the forced deprivation of certain habits of elegant life. Sure enough, that was it; I let her know, scolding her, a little in the name of my father's rights. Virgilia looked at me; then he averted his eyes and smiled in disbelief.","That night I discovered the real reason. It was fear of childbirth and the annoyance of pregnancy. She’d suffered a great deal with the birth of her first child. During that hour made up of minutes of life and minutes of death, she’d experienced the chills of the gallows in her imagination. As for the annoyance, it was complicated all the more by the forced deprivation of certain habits of her elegant life. That must have been it, most certainly. I gave her to understand that, scolding her a little by my rights as a father. Virgília stared at me. She immediately turned her eyes away and smiled in an incredulous way.","On that night, I discovered the true cause. It was her fear of childbirth and the indignity of pregnancy. She had suffered greatly when her first child was born; and at the very thought of that hour, made up of minutes of life and minutes of death, her imagination gave her the chills of the gallows. As for the indignity, it was rendered even more onerous by the forcible privation of social pleasures. This was certainly it; I made as much known to her and delivered a reprimand, partly in the name of my rights as a father. Virgília stared at me; then she looked away and smiled incredulously."
"O despropósito fez-me perder outro capítulo. Que melhor não era dizer as cousas lisamente, sem todos estes solavancos! Já comparei o meu estilo ao andar dos ébrios. Se a ideia vos parece indecorosa, direi que ele é o que eram as minhas refeições com Virgília, na casinha da Gamboa, onde às vezes fazíamos a nossa patuscada, o nosso luncheon. Vinho, fruta, compotas. Comíamos, é verdade, mas era um comer virgulado de palavrinhas doces, de olhares ternos, de criancices, uma infinidade desses apartes do coração, aliás o verdadeiro, o ininterrupto discurso do amor. Às vezes vinha o arrufo temperar o nímio adocicado da situação. Ela deixava-me, refugiava-se num canto do canapé, ou ia para o interior ouvir as denguices de D. Plácida. Cinco ou dez minutos depois, reatávamos a palestra, como eu reato a narração, para desatá-la outra vez. Note-se que, longe de termos horror ao método, era nosso costume convidá-lo, na pessoa de D. Plácida, a sentar-se conosco à mesa; mas D. Plácida não aceitava nunca.","The nonsense made me miss another chapter. What better way to say things smoothly, without all these bumps! I've compared my style to that of drunkards. If the idea seems unseemly to you, I will say that it is what my meals with Virgília were like, at the little house in Gamboa, where we sometimes had our patuscada, our luncheon. Wine, fruit, jams. We ate, it's true, but it was eating with sweet little words, tender looks, childishness, an infinity of those asides of the heart, in fact the true, uninterrupted discourse of love. Sometimes the fuss came to temper the sweet mood of the situation. She would leave me, take refuge in a corner of the sofa, or go inside to listen to Dona Plácida's denguices. Five or ten minutes later, we would resume the lecture, as I resume the narration, to untie it again. It should be noted that, far from being terrified of the method, it was our custom to invite him, in the person of Dona Plácida, to sit with us at the table; but Dona Plácida never accepted.","The absurdity made me lose another chapter. How much better it would have been to have said things smoothly, without all these jolts! I’ve already compared my style to a drunkard’s gait. If the idea seems indecorous to you, let me say that it’s what my meals with Virgília were like in the little house in Gamboa, where we would have our sumptuous feast sometimes, our luncheon. Wine, fruit, compotes. We would eat, it’s true, but it was eating punctuated by loving little words, tender looks, childish acts, an infinity of those side comments of the heart in addition to the real, uninterrupted discourse of love. Sometimes a tiff would come to temper the excessive sweetness of the situation. She would leave me, take refuge in a corner of the settee or go inside to listen to Dona Plácida’s pruderies. Five or ten minutes later we would pick up the thread of our conversation the way I pick up the thread of this narrative to let it unwind again. Let it be noted that far from being horrified at the method, it was our custom to invite it in the person of Dona Plácida, to sit down at the table with us, but Dona Plácida never accepted.","The nonsense has made me waste another chapter. How much better it would be to say things smoothly, without all this jolting! I’ve already compared my style to a drunkard’s walk. If the idea strikes you as indecorous, I will say that it was precisely what my meals with Virgília were at the little house in Gamboa, where we often had our feasts, our refreshments. Wine, fruit, compotes. We ate, it’s true, but the eating was punctuated with the commas of sweet words, tender gazes, childish moments, an endless stream of these asides of the heart which are the true, uninterrupted discourse of love. At times a lover’s quarrel would come to temper the surfeit of sweetness. She would leave me and take refuge in a corner of the sofa, or go inside to hear Dona Plácida’s cooing. Five or ten minutes later, we would resume the thread of our conversation again, as I resume the thread of narration, only to abandon it yet again. Note that not only did we not flee from method, we also habitually invited it, in the form of Dona Plácida, to join us at the table; but Dona Plácida never said yes."
"Como este apelido de Cubas lhe cheirasse excessivamente a tanoaria, alegava meu pai, bisneto de Damião, que o dito apelido fora dado a um cavaleiro, herói nas jornadas da África,* em prêmio da façanha que praticou, arrebatando trezentas cubas aos mouros. Meu pai era homem de imaginação; escapou à tanoaria nas asas de um calembour. Era um bom caráter, meu pai, varão digno e leal como poucos. Tinha, é verdade, uns fumos de pacholice; mas quem não é um pouco pachola nesse mundo? Releva notar que ele não recorreu à inventiva senão depois de experimentar a falsificação; primeiramente, entroncou-se na família daquele meu famoso homônimo, o capitão-mor Brás Cubas,** que fundou a vila de São Vicente onde morreu em 1592, e por esse motivo é que me deu o nome de Brás. Opôs-se-lhe, porém, a família do capitão-mor, e foi então que ele imaginou as trezentas cubas mouriscas.","As this nickname of Cubas smacks of cooperage excessively, my father, Damião's great-grandson, alleged that the said nickname had been given to a knight, a hero in the African journeys,* as a reward for the feat he performed, snatching three hundred vats from the Moors. My father was a man of imagination; escaped the cooperage on the wings of a calembour. He was a good character, my father, a worthy and loyal man like few others. It had, it is true, a hint of pacholice; but who isn't a little pachola in this world? It is worth noting that he did not resort to inventiveness until after experimenting with forgery; first, he became part of the family of that famous namesake of mine, the captain-major Brás Cubas,** who founded the village of São Vicente where he died in 1592, and for that reason he gave me the name Brás. However, the captain-major's family opposed him, and it was then that he imagined the three hundred Moorish vats.","Since the surname Cubas, meaning kegs, smelled too much of cooperage, my father, Damião’s great–grandson, alleged that the aforesaid surname had been given to a knight, a hero of the African campaigns, as a reward for a deed he brought off: the capture of three hundred barrels from the Moors. My father was a man of imagination; he flew out of the cooperage on the wings of a pun. He was a good character, my father, a worthy and loyal man like few others. He had a touch of the fibber about him, it’s true, but who in this world doesn’t have a bit of that? It should be noted that he never had recourse to invention except after an attempt at falsification. At first he had the family branch off from that famous namesake of mine, Captain-Major Brás Cubas, who founded the town, of São Vicente, where he died in 1592, and that’s why he named me Brás. The captain-major’s family refuted him, however, and that was when he imagined the three hundred Moorish kegs.","Since the name Cubas wafted of cooperage, my father, Damião’s great-grandson, alleged that the cognomen had been given to a knight, a hero of the African campaigns, in recognition of a feat in which he captured three hundred barrels from the Moors. My father was a man of great imagination; he escaped from the cooper’s shop on the wings of wordplay. He was a good man, my father, worthy and loyal like few others. He had a way of putting on airs, it’s true, but who in this world hasn’t wrapped himself in an air or two? It may be appropriate to note that he resorted to invention only after having tried out falsification; he had initially grafted himself onto the family of my famous namesake, Captain-Major Brás Cubas, who founded the town of São Vicente and died there in 1592, and it was for that reason that he gave me the name Brás.3 The family of the captain-major objected, however, and it was then that my father conjured up the three hundred Moorish barrels."
"— Estou velha! Ninguém mais repara em mim. Mas, para cortar dúvidas, virei com o Nhonhô.","- I am old! Nobody notices me anymore. But, to eliminate doubts, I will come with Nhonhô.",“I’m an old woman! Nobody pays any attention to me anymore. But just to put an end to any doubts I’ll come with Nhonhô.”,"“I’ve grown old! No one takes any notice of me anymore. But to leave no room for suspicion, I’ll come with Nhonhô.”5"
"— Nunca, nunca, meu amor!","""Never, never, my love!""","She held out her hands, took mine, snuggled me against her breast, and whispered softly in my ear, “Never, never, my love!”","“Never, never, my love!”"
CLIII,CLIII,CLIII,CHAPTER CLIII
