id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho wzięła ślub i teraz mieszka w domu jednorodzinnym, którego kupiła używany, w swoim rodzinnym mieście, gdzie często spotyka się ze znajomymi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Często nie mam chęci iść na kolejną zmianę w pracy dorywczej, ale jest to jedyna okazja do nawiązania kontaktu z ""zwykłą trzydziestolatką"" spoza świata sklepu, dlatego staram się jak najczęściej odpowiadać na zaproszenia Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj również spotkaliśmy się u Miho z Yukari, która miała jeszcze małe dziecko, oraz z Satsuki, która choć jest już zamężna, sama dzieci nie ma. Przynieśliśmy tort i razem spędziliśmy czas pijąc herbatę."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy po raz pierwszy zdałem sobie sprawę, że mogłem stać się częścią tego świata."
5,私は、今、自分が生まれたと思った。,"Czuję się teraz, jakbym właśnie się urodził."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, właśnie tego dnia urodziłam się na nowo."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem praktykowali bez przerwy, czasami w parach, czasami ćwicząc z pracownikami, udając że są obsługują klientów."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Patrzenie w oczy klienta, lekki uśmiech i ukłon, umieszczanie produktów higienicznych w papierowej torbie, oddzielenie ciepłych potraw od zimnych i dezynfekcja rąk alkoholem po zamówieniu fast foodu."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu przyzwyczajenia się do obsługi gotówki w kasie, wkładano do niej prawdziwe pieniądze, jednak na paragonie wyraźnie widniało ""Trening"", a osoba obsługująca była koleżanką z pracy w tej samej odzieży, sprawiając wrażenie jakby po prostu bawiły się w sklepik."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Młodsza o dwa lata siostra była ""zwykłym"" dzieckiem w przeciwieństwie do mnie, ale nie unikała mnie, wręcz przeciwnie – darzyła mnie sympatią."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Gdy moja siostra była karana przez matkę za coś, co było dla mnie zupełnie normalne, podchodziłem do matki i pytałem: ""Dlaczego jesteś zła?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Po zakończeniu kazania, które wydawało się być spowodowane moim pytaniem do matki, siostra zawsze mówiła mi ""dziękuję""."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nie miałem zbytniego zainteresowania słodyczami ani zabawkami, więc często je podarowywałem siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja siostra zawsze mnie śledziła.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Ojcze, lubisz yakitori, więc dzisiaj upieczemy to i zjemy"" - powiedziałem głośno, ale gdy zauważyłem, że nie usłyszała dobrze, powtórzyłem wyraźniej. Moja mama była zaskoczona, a matka innego dziecka obok również się zdziwiła – oczy mu się wielkie otworzyły."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Jego dziwna mina sprawiła, że prawie się roześmiałem, ale kiedy zobaczyłem, że patrzy na moje dłonie, pomyślałem: ""Ach tak, jedno ptaszysko to za mało""."
