id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Mihoko currently lives in a small, old house that she bought in the countryside after getting married, and she often has friends over."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro także będę pracował na pół etatu, więc czasami myślę, że moje życie jest trochę nudne, ale jest to jedyna możliwość kontaktu z innymi ludźmi poza moim miejscem pracy, a także okazja do wymiany doświadczeń z kobietą w podobnym wieku, dlatego staram się przyjmować Miho's invitations whenever possible."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś także, z Miho i jeszcze małym dzieckiem Yukari, które jest związane w małżeństwie, ale dziecko jest jeszcze małe, a Miho, Yukari i ja, jako członkowie grupy, zebraliśmy się w domu Miho, aby przywitać kawę i przywieźć ciastko."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy, poczułem, że mogę zostać częścią świata."
5,私は、今、自分が生まれたと思った。,"Ja teraz myślę, że zostałem tutaj urodzony."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, w tym dniu na pewno się urodziłem."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Dwa tygodnie przed otwarciem, zespół dwóch osób lubił grać rolę klienta, aktorując sceny z życia codziennego, nieustannie ćwicząc."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"""Oczykujący"" celibrach, aby wiedzieć, jak się zachować w różnych sytuacjach, np. jak się zachować w restauracji, jak się zachować w supermarkecie, jak się zachować na ulicy itp."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,Original text in Japanese: お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Two years younger sister was, unlike me, a ""normal"" child, and she didn't look up to me, but rather admired me."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,Translation into Polish:
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Po tym, jak zadałem pytanie matce, zakończyłam wykład i pomyślałam, że może dzięki temu zyskam uwagę, ale zawsze mówiła mi ""dziękuję""."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,Original text in Japanese: お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。
14,そのため、妹はいつも私についてまわっていた。,"Tańcząc wokół mnie, zawsze była blisko mnie."
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"「Ojcie, lubię kurczaki, dlatego dziś będę je gotować i jeść」. Dźwięki te nie były zbyt jasne, więc matka była zaskoczona i otworzyła oczy, nosa i usta na maksymalną wielkość, a także inni rodzice, którzy znajdowali się obok niej, wyglądali na zaskoczenie."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,Original text in Japanese: 変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。
