id,source,translation
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","The family is looking, the girls themselves, the mother with a child at her breast is getting off the bus awkwardly, and the driver is urging her to hurry up because the bus has to return to the suburbs."
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","The cloak falls off her back, and a few tattered rags and a small, darkened coral necklace spill out from under it."
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.","The woman gathers them, embarrassed, as if she had just revealed her most intimate secrets to the world."
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","""The boy runs up to her and suddenly says with a beaming smile, 'Praise be to Jesus Christ!'""."
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","""Forever and ever, amen."""
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,I already have my hand on my heart and tears are welling up in my eyes.
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.","The boy's gaze meets hers, full of tears, yet still smiling, as he takes her hand and holds it tight."
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings rise up before them, suddenly, without warning."
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","The mist changes the sense of distance, because even Kasia herself seems surprised by it."
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly, it jumps, hissing loudly, and if it weren't for Rosh's quick reaction and his bat, it would have overturned the stroller."
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","""Maybe Kaśka was startled by the sparks flying from the grate, or the unease of the horses waiting their turn to be saddled..."""
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere, a faint smell of mold, every item for sale is permeated with it."
13,Można się nim najeść jak chlebem.,"""You can feed on it like bread."""
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","In the suburbs of Rohatyn, in Babinychi, there are several small breweries, and it is from there that the enticing aroma spreads throughout the surrounding area."
15,"Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak.","Many vendors sell beer here, but better shops have beer, vodka, and non-alcoholic beer."
16,"Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.","The Jewish merchant Wakszul's stock offers wine, genuine Hungarian and genuine Renish, and a little bit of quince, which they bring all the way from Wallachia."
17,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów.",The most convenient way to put it would be to say that the Wołowskis' family has grown to enormous size.
