id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Miho teraz jest zamężna, kupiła używany dom jednorodzinny w swoim rodzinnym mieście, gdzie często spotyka się ze swoimi przyjaciółmi. Choć czasem mam dość, bo jutro znowu trzeba iść do pracy, to staram się na propozycje Miho odpowiadać twierdząco. Praca w sklepie to mój jedyny kontakt ze światem poza kombiniem i jedyna okazja by spędzić czas z „normalną” trzydziestolatką. Dzisiaj, jak zwykle, spotkałam się z Miho, Yukari, która ma jeszcze małe dzieci, Satsuki bez dzieci właściwie już mężatką i ze mną. Zastanawialiśmy się w domu Miho przynosząc ciasta i pijąc herbatę."
2,そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Wtedy po raz pierwszy mogłem stać się częścią świata. Pomyślałam właśnie, że się urodziłam. Tego dnia, na pewno, urodziłem się jako normalna część tego świata."
3,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Przez dwa tygodnie przed otwarciem, pracowaliśmy w parach, służąc pracownikom, odgrywając scenki z fikcyjnymi klientami. Ciągle tylko ćwiczyliśmy. Patrzeć w oczy ""klientów"", uśmiechać się i kłaniać, wrzucać produkty higieniczne do papierowych torebek, oddzielać ciepłe od zimnych produktów, a jeśli zamówiono fast food, dezynfekować ręce alkoholem. W kasie były prawdziwe pieniądze, miałem się do nich przyzwyczaić, ale na paragonie wydrukowane było wielkie „szkolenie”, a po drugiej stronie stał kolega z pracy w tym samym mundurze. Wydawało mi się, że jestem na jakimś zabawkowym zakupach."
4,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。,"Moja młodsza o dwa lata siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie. Mimo to, nie traktowała mnie z dystansem, wręcz przeciwnie, darzyła mnie uczuciem. Kiedy moja siostra została znormalnie zdyscyplinowana przez naszą matkę, podeszłam do mamy i zapytałam: ""Dlaczego się gniewasz?"" Gdy skończyło się pouczanie, zaczęte przez moje pytanie do matki, siostra zawsze dziękowała mi, jakby czuła, że ją obroniłam. Nigdy nie byłem specjalnie zainteresowany słodyczami czy zabawkami, więc często oddawałem je mojej młodszej siostrze. Moja siostra zawsze chodziła za mną."
5,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Tato, wiem, że lubisz japońskie szaszłyki z kurczaka, więc upieczemy to i zjemy dzisiaj""."" Kiedy powtórzyłem to głośniej i wyraźniej, moja matka zdawała się przestraszona. Inna matka obok też chyba była zdziwiona, bo jej oczy, nozdrza i usta otworzyły się na raz. Zaraz miałam się roześmiać na jego minę, ale zauważyłam, że mocno się przygląda moim rękom. Podsunęło mi to myśl, że jedna para rąk mu nie wystarczy. ""Czy powinnam przynieść więcej?"" Ledwie spojrzała na wróble krzątające się w pobliżu, gdy jej matka, jakby nagle do siebie wróciła, zawołała desperackim tonem ""Keiko!"" – Zróbmy małemu ptaszku grób i go pochowajmy. Spójrz, wszyscy też płaczą. Smutno, kiedy przyjaciel umiera, prawda? Nie jest mi go żal? ""Dlaczego? Przecież już nie żyje."" Na moje pytanie, mama zaniemówiła."
6,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Szybko zapakowałem puszkę kawy, papierosy i hot doga do małej torebki. W tym czasie, mężczyzna grzebiący monetami w kieszeni nagle zanurzył rękę w kieszeń na piersi, jakby coś mu przyszło do głowy. Z jego gestów natychmiast zrozumiałem, że zamierza zapłacić elektronicznym portfelem."
7,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"""Witaj, dzień dobry!"" Z uśmiechem przyjąłem puszke kawy, którą podał mi mężczyzna. - ""A, i jeszcze jeden papieros numer pięć"". ""Rozumiem"". Szybko wyciągnął Marlboro Light Menthol i zeskanował je przy kasie. ""Proszę o potwierdzenie wieku przez dotknięcie ekranu."" Zatrzymałam ruchy palca na ekranie, widząc, jak jego wzrok powoli przechodzi do gabloty z fast-foodem. ""Mogę coś podać?"" - można by zapytać, ale jeżeli wygląda na to, że klient nie jest pewien czy coś kupić, wolę mu dać trochę przestrzeni i poczekać."
8,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Na dźwięk drobnych monet, obróciłem się i spojrzałem na kasę. Ludzie, którzy bawią się drobnymi w dłoniach lub w kieszeni, często zamierzają szybko kupić papierosy lub gazetę i wrócić, więc są bardzo wrażliwi na dźwięk pieniędzy. Rzeczywiście, widziałem mężczyznę zbliżającego się do kasy z puszką kawy w jednej ręce, a drugą schowaną w kieszeni. Szybko przesuwa się po sklepie, wciska się za ladę kasy i czeka na klientów, starając się ich nie zatrzymywać."
9,コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Sklepik osiedlowy jest pełen dźwięków. Dźwięk dzwonka sygnalizującego wejście klienta, przenikanie do środka sklepu śpiewu idola reklamującego nowe produkty. Dźwięk skanowania kodów kreskowych na dźwięk wezwania sprzedawcy. Dźwięk rzeczy wkładanych do koszyka, szelest torby na chleb, stukot obcasów przechadzających się po sklepie. Wszystko się miesza, tworząc ""dźwięk sklepu"" i ciągle dotyka moje bębenki."
10,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Miho i Satsuki, prawdopodobnie z powodu częstych spotkań w miejscowości, mają identyczne wyrazy twarzy i sposób mówienia. Szczególnie widać to było, kiedy jadły słodycze: obie z umalowanymi paznokciami łamały ciasteczka na małe kawałki i podawały sobie do ust. Czy zawsze tak było? – próbowałem sobie przypomnieć, ale moje wspomnienia były mgliste. Myślę, że małe nawyki i gesty, które zauważyłem podczas naszego ostatniego spotkania, mogły już gdzieś uciec."
