id,source,translation
1,"""Was ist denn?"", fragte ich. ""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft. ""Was darf's denn heute aufs Schulbrot sein?"", flötete sie. ""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend. ""Käse, bitte"", sagte ich, ""was hast du denn""? ""Nichts"", flötete Selma, ""hab ich doch gesagt"". Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte. Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","""Co się dzieje?"", zapytałem. ""Nic"", zaśpiewała Selma, otwierając lodówkę, wyjmując z niej paczkę sera i pasztet z wątróbki i machając nimi w powietrzu. ""Mysikróliczku"" - zaśpiewała jeszcze do niego, a śpiew i mysikróliczek były naprawdę alarmujące. ""Serek, proszę"", powiedziałem, ""co tam masz""? ""Nic"", zaśpiewała Selma, ""przecież mówiłam"". Posmarowała masłem kromkę chleba, a ponieważ nadal wykonywała gwałtowne ruchy, zrzucając ser na podłogę swoim nadgarstkiem. Selma teraz stała nieruchomo i patrzyła na opakowanie sera, jakby to była cenna rzecz, która rozpadła się na tysiące kawałków."
2,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren. Unser Verstand funktioniert so. Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören. Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Selma śniło się w życiu trzykrotnie okapi i za każdym razem po tym śnie ktoś umierał, dlatego byliśmy przekonani, że sen o okapi i śmierć są nierozerwalnie ze sobą związane. Nasz umysł tak działa. Może w najkrótszym możliwym czasie sprawić, że najbardziej niestosowne dla siebie rzeczy ściśle do siebie przylegają. Na przykład dzbanki do kawy i sznurówki, lub butelki zwrotne i choinki."
3,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne. ""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen. ""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"". Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose. ""Weißt du, wann genau du das geträumt hast""? ""Gegen drei Uhr"", sagte Selma. Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker. Drei Uhr. ""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""Co to miałoby być, jeśli nie to"" - powiedziała Selma, dodając, że okapi trudno pomylić z innym zwierzęciem. ""Jednak"", powiedziałem, mogło to być przecież zdeformowane bydle, źle poskładana żyrafa, kaprys natury, a paski i ten rdzawy odcień w nocy i tak nie można do końca rozpoznać - wszak wszystko jest bardzo nieostry. ""To przecież bzdura"" - powiedziała Selma, pocierając czoło - ""to niestety bzdura, Luise"". Nałożyła plaster sera na chleb, złożyła go na pół i włożyła do mojego pojemnika na kanapki. ""Czy wiesz, kiedy dokładnie to śniłeś""? ""Około trzeciej"", powiedziała Selma. Przeszła się po wycofaniu obrazu okapi, siedząc prosto zbudziła się w łóżku i gapiła się na swoją koszulę nocną, w której stała właśnie jeszcze we śnie na Uhlheck, a potem na budzik. Trzecia. ""Pewnie nie powinniśmy tego tak serio traktować"" - powiedziała Selma, ale wyszło jej to jak inspektor z telewizji, który lekceważy anonimowy list."
4,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht. Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte. In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen. Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren. ""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel. Wiese. Wald. Wald. Hochsitz eins. Feld. Wald. Wiese. Weide, Weide. Reifenfabrik. Dorf. Weide. Feld. Hochsitz zwei. Waldstück. Hof. Feld. Wald. Hochsitz drei. Dorf.""","Podróż pociągiem trwała piętnaście minut, bez żadnych postojów. Od naszej pierwszej podróży pociągiem zawsze bawiliśmy się w to samo: stawaliśmy plecami do okien przy przeciwnych drzwiach pociągu, Martin zamykał oczy, a ja patrzyłem przez okno w drzwiach pociągu, które Martin miał za sobą. W pierwszej klasie opisywałem Martinowi wszystko, co widziałem podczas podróży, a Martin próbował to wszystko zapamiętać. To zadanie bardzo dobrze mi szło, więc w drugiej klasie już nic nie musiałem wyliczać. Martin, siedząc tyłem do okna i mając zamknięte oczy, mógł niemal wszystko powiedzieć, co ja widziałem przez zaparowane okno pociągu: ""Fabryka drutu,"" powiedział dokładnie w momencie, kiedy mijaliśmy tę fabrykę. ""Teraz pole. Łąka. Gospodarstwo szalonego Hassela. Łąka. Las. Las. Ambona numer jeden. Pole. Las. Łąka. Pastwisko, pastwisko. Fabryka opon. Wieś. Pastwisko. Pole. Ambona dwa. Las. ""Dwór. Pole. Las. Ambona trzy. Wieś."""
5,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war. Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde. Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde. ""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten. Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"". Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen. Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","Rolnik Häubel był przekonany, że śmierć będzie uprzejma, tak jak sam Häubel przez całe swoje życie. Był pewien, że śmierć nie wyrwie mu życia, tylko ostrożnie je z jego rąk weźmie. Wyobrażał sobie, jak śmierć delikatnie puka, otwiera drzwi tylko na uchyl i pyta ""Czy mogę?"", na co Bauer Häubel oczywiście odpowie twierdząco. ""Oczywiście"", powiedziałby Bauer Häubel, ""proszę wejść"", a śmierć weszłaby. Postawiłby się przy łóżku Bauera Häubla i zapytał: ""Czy teraz panu pasuje?"" ""Mogę również przyjść w późniejszym terminie"". Chłop Häubel podniósłby się i powiedział ""Nie, nie, teraz mi bardzo pasuje"", ""lepiej nie odkładajmy tego jeszcze raz, kto wie, kiedy znów będziecie mogli to zrobić"", a śmierć usiadłaby na już przygotowanym krześle na końcu stołu. Przepraszałby z góry za zimno swoich rąk, które - jak wiedział Bauer Haubel - nie robiłyby na nim żadnego wrażenia, a następnie kładłby dłoń na oczach Bauera Haubela."
6,"Das stimmte. Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin. Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete. Selma stand immer noch erhoben vor der Küchenbank. Sie schaute lange auf den Hund. Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","To było prawda. Pies miał kolor brudnego śniegu, był sfilcowany i szary jak czystej rasy irlandzki wilczarz, bez krzyżówki z innym gatunkiem. Jego ciało było jeszcze małe, ale jego łapy były duże jak łapy niedźwiedzia, a wszyscy wiedzieliśmy, co to oznacza. Selma wciąż stała prosto przed kuchenną ławką. Długo patrzyła na psa. Następnie spojrzała na mojego ojca, jakby był sklepem z pomysłami na prezenty."
7,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"". Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen. Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde. ""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun. ""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie. Der Optiker wurde jetzt langsamer. Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","""Zamknij się"", powiedział okulista jeszcze głośniej i przyspieszył, ""Selma rzadko uznaje coś za groźne lub nieestetyczne"". Miał w pełni rację, niestety powiedział więcej, niż powinien odpowiedzieć na te głosy. Ale miłość mogłaby przecież uważać go właśnie za nieatrakcyjnego, szeptały głosy, musiał być jakiś powód, mówiły, dla którego prawda tak długo była ukrywana. ""To była tchórzostwo"" - powiedział optyk, przerzucając skórzaną torbę na drugie biodro, gdyż uderzanie torby i dźwięki rozmów zaczynały go powoli boleć. ""Było to rozwaga"" - mówiły głosy, ""strach jest przecież czasami dobrym doradcą"" - powiedziały i nuciły melodię przewodnią serialu wieczornego. Optyk zaczął teraz zwalniać. Droga do domu Selmy, trwająca właściwie dziesięć minut, nagle zdawała mu się być dniem pełnym podróży, podroży z bardzo, bardzo dużym bagażem."
8,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah. Ich lag mit dem Bauch auf Selmas Händen, Martin auf den Händen des Optikers. ""Wir lassen nicht los"", sagten Selma und der Optiker, und irgendwann: ""Wir lassen jetzt los"", und Martin und ich schwammen, erst zappelig und mit vor Panik und Stolz weit aufgerissenen Augen, dann immer sicherer. Selma fiel dem Optiker jubelnd in die Arme, und dem Optiker traten die Tränen in die Augen.","Również pływanie nauczyli nas Selma i optyk; stali w basenie dla niepływających, oboje w wodzie po pępki. Selma miała na głowie dużą fioletową czepek z falbanek, który wyglądał jak hortensja i który pożyczyła od Elsbeth, aby nic się nie stało fryzurze Rudi Carrella. Leżałem brzuchem na dłoniach Selmy, Martin na dłoniach optyka. ""Nie odpuszczamy"", mówili Selma i optyk, a w końcu: ""Teraz odpuszczamy"", a my z Martinem pływaliśmy, najpierw nerwowo i z oczami szeroko otwartymi ze strachu i dumy, potem coraz pewniej. Selma wpadła okulistce z radością w ramiona, a okulistka napełniła się łzami."
9,"Er ging an weiteren Häusern vorbei, Häusern voller verschwiegener Wahrheiten, die ans Licht wollten, und er fuhr jetzt alles auf, was er je an Sinnsprüchen über Mut gelesen hatte. Das war eine Menge. Immer, wenn er mit Selma in die Kreisstadt fuhr, weil Selma ihren Wochenendeinkauf erledigen wollte, wartete der Optiker vor einem abgelegenen Geschenkideengeschäft auf sie, denn dort konnte man gut heimlich rauchen, dort wurde man von Selma bestimmt nicht erwischt, nirgends war man vor ihr so sicher wie vor einem Geschenkideengeschäft. Während Selma einkaufte, hatte der Optiker mittlerweile den ganzen immerhin 96-fächrigen Postkartenständer vor dem Geschenkideengeschäft gelesen und vollgequalmt. Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte. Jetzt, da er merkte, dass die Stimmen immer kraftvoller und er immer kraftloser wurde, sagte er sich die Sprüche auf, laut und schon kurz vor Selmas Haus.","Przechodził obok kolejnych domów, pełnych skrywanych prawd pragnących wyjść na światło dzienne, i teraz przypominał sobie wszystko, co kiedykolwiek przeczytał o odwadze. To było sporo. Zawsze, kiedy jechał z Selmą do miasta powiatowego, bo Selma chciała tam zrobić zakupy na tydzień, optyk czekał na nią przed odległym sklepem z pomysłami na prezenty, ponieważ tam można było dobrze palić w ukryciu, bez strachu że Selma go nakryje; nigdzie nie był przed nią tak bezpieczny jak przed sklepem z prezentami. Podczas gdy Selma robiła zakupy, optyk przeczytał i całkowicie zadymił w tym czasie całą notabene 96-przegródki zawierającą pocztówki stojącą przed sklepem z pomysłami na prezenty. Na każdej pocztówce przedstawiony był pejzaż, nie mający nic wspólnego z miastem, tzn. morze, wodospad czy pustynia, a do tego jakiś sentencją, nie mającą z optkiem nic wspólnego. Teraz, zauważając, że głosy stawały się coraz mocniejsze, a on sam coraz słabszy, mówił głośno hasła już nieopodal domu Selmy."
10,"Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden. Als ich kleiner war, hatte ich nach den Geschichten immer ihr Handgelenk umfasst, meinen Daumen auf ihren Puls gelegt und mir vorgestellt, dass die ganze Welt alles im Rhythmus von Selmas Herzschlag tat. Ich stellte mir vor, wie der Optiker Linsen schliff, Martin ein Gewicht stemmte, Elsbeth ihre Hecke schnitt, wie der Einzelhändler Safttüten einräumte, meine Mutter Tannenzweige aufeinanderschichtete, mein Vater Rezepte stempelte, und alle taten das genau in Selmas Herzrhythmus. Darüber war ich immer verlässlich eingeschlafen, aber jetzt, mit zehn Jahren, fand Selma, sei ich zu alt dafür.","Kiedy spałem u Selmy na dole, opowiadała mi przy krawędzi łóżka historie z dobrymi zakończeniami. Kiedy byłem młodszy, zawsze po opowieściach chwytałem ją za nadgarstek, kładłem na nim kciuk i wyobrażałem sobie, że cały świat działa w rytmie bicia serca Selmy. Wyobrażałem sobie, jak optyk szlifuje soczewki, Martin podnosi ciężar, Elsbeth przycina żywopłot, jak sprzedawca układa soki na półkach, moja matka układa jedne na drugim gałęzie jodły, mój ojciec stawia pieczątki na receptach i wszyscy robią to dokładnie w rytmie serca Selmy. Zawsze zasypiałem solidnie na te opowieści, ale teraz, mając dziesięć lat, Selma stwierdziła, że jestem na to już za stary."
