id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Miho wyjzdała ze wsi, wyszła za mąż i kupiła używany dom w swoim rodzinnym mieście, gdzie często gromadzą się jej przyjaciele. Czasami mam opory, bo jutro też mam pracę dorywczą, ale to jedyna okazja do kontaktu z kimś spoza sklepu i cenna możliwość spędzenia czasu z innymi trzydziestoparolatkami, więc staram się na ile to możliwe odpowiadać na zaproszenia Miho. Dzisiaj także spotkaliśmy się u Miko i popijając herbatę z ciastkiem rozmawialiśmy. W grupie były: Miko, Yukari z małym dzieckiem oraz ja i Satsuki, który jeszcze nie jest w małżeństwie, lecz także nie ma jeszcze dzieci."
2,そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Wtedy, po raz pierwszy, mogłem stać się częścią tego świata. Właśnie teraz uważam, że się narodziłem. Tego dnia naprawdę narodziłem się jako normalna część świata."
3,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Przez dwa tygodnie przed otwarciem, aby przygotować się do roli fikcyjnych klientów, kontynuowaliśmy trening jednocześnie świadcząc usługi dla pracowników. Patrzenie klientowi w oczy i uśmiechanie się z lekkim ukłonem, wkładanie artykułów higienicznych do torebki papierowej, oddzielanie ciepłych potraw od zimnych, dezynfekowanie rąk alkoholem po przyjęciu zamówienia fast food. Wewnątrz kasy faktycznie były prawdziwe pieniądze, ale na paragonie widniało duże napisane ""Trening"", a osoba obsługująca miała na sobie ten sam strój roboczy, więc wydawało się, że to tak jakbyśmy bawili się w sklep."
4,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。,"Młodsza o dwa lata siostra była ""normalnym"" dzieckiem, nie unikała mnie i wręcz mnie podziwiała. Kiedy moja siostra, w przeciwieństwie do mnie, była karana za zwykłe rzeczy przez matkę, podchodziłem do niej i pytałem: ""Dlaczego jesteś zła?"" Po zakończeniu kazań, które trwały dlatego, że zapytałam matkę o coś, moja siostra zawsze mówiła do mnie ""dziękuję"". Mając niewielkie zainteresowanie słodyczami i zabawkami, często je podarowywałem siostrze. Dlatego też moja siostra zawsze mnie obserwowała."
5,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Mamo, tato lubi koreczki, więc dzisiaj upiekłam je do zjedzenia"". Gdy zauważyłam, że może mnie nie usłyszała, powtórzyłam to wyraźniej i matka wystraszyła się. Obok stała inna mama i także zdziwiła się tak bardzo, że oczy, nozdrza i usta otwarły się szeroko. Zauważyłam, że ma dziwną minę i miałam ochotę się zaśmiać, ale kiedy zobaczyłam, że ta osoba wpatruje się w moje dłonie, pomyślałam sobie: ""Och, więc przyda się jeszcze jedno ptaszysko"". ""Mam zabrać jeszcze więcej?"" - Mój umysł wrócił do mnie, gdy rzuciłem okiem na kilka wróbli idących obok siebie i desperackim głosem wykrzyczała ""Keiko!"" ""Stworzę ci grobowiec, ptaszku."" Patrz, wszyscy też płaczą. Smutno, że twój przyjaciel umarł. Wiesz, biedaczeku? ""DLACZEGO? Skoro już umieram?"" Matka zaniemówiła na moje pytanie."
6,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Szybko wsadziłem puszki kawy, papierosy i amerykańskie hot dogi do małego woreczka. W tym czasie mężczyzna klasnął monetami w kieszeni i nagle włożył rękę do swojego piersiowego kieszenia. Zauważyłem to z jej gestów i szybko wywnioskowałem, że zamierza zapłacić za to kartą elektroniczną."
7,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"""Dzień dobry, witamy!''' Uśmiechnąłam się i przyjęłam puszeczkę kawy podaną przez męskiego klienta. - Okej, i jeszcze jeden paczkę papierosów Marlboro Light Menthol nr 5 - Tak, rozumiem. Szybko wyciągnęłam paczkę papierosów i zeskanowałam ją na kasie. ""Proszę o potwierdzenie wieku dotykiem"" Gdy zobaczyłem, że mężczyzna przesunął swoje spojrzenie sprawnie po witrynie z jedzeniem, przestałem poruszać palcem po ekranie dotykowym. – Czy mogę zaproponować coś na przekąskę? Jeśli widzę, że klient wahający się z zakupem, ustępuję krok i czekam."
8,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Obróciła się w stronę cichego dźwięku drobnych monet i spojrzała w kierunku kasy. Ludzie, którzy kłują drobniaki w dłoniach lub wkładają je do kieszeni, często kupują jedynie papierosy albo gazetę i szybko wracają do domu, dlatego są wyczuleni na dźwięk pieniędzy. Oczywiście, kiedy zbliżałem się do kasy, miałem w ręce puszkę kawy, a drugą wsadzoną w kieszeń. Szybko przesunąłem się po sklepie i wsunąłem się pomiędzy ladę kasową, stanowiąc straż przednią, aby nie trzymać klientów w kolejce."
9,コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Sklep convenience store jest wypełniony dźwiękiem. Na dźwięk dzwonka otwierającego dochodził klimatyzowany głos promujący nowe produkty w sklepie. Dźwięk skanowania kodu kreskowego w odpowiedzi na wołanie sprzedawcy. Słychać było dźwięk wrzucanych do koszyka przedmiotów, trzymającego torebkę z chlebem dźwięk oraz odgłos kroków na obcasach po sklepie. Wszystko się miesza i staje się jednym dźwiękiem ""dźwięku ze sklepu convenience store"", który nieustannie dotyka mojej błony bębenkowej."
10,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Mihou i Satsuki spotykają się często na miejscu, dlatego mają podobne wyrażenie twarzy i sposób mówienia. Obie szczególnie podobnie jedliśmy słodycze - z użyciem paznokci, łamiąc ciasteczka na mniejsze kawałki i wkładając je do ust. Zastanawiam się, czy tak było od samego początku, ale moje wspomnienia są mgliste. Może się zdarzyć, że małe nawyki i gesty naszej przeszłości gdzieś już odpłynęły."
