id,source,translation
1,"Беспредельный морской шум не прекращался ни на минуту. Он набегал длинными волнами, то усиливаясь, то затихая. И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи. Но он не уходил, он был здесь. Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа. Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом. Изредка из тьмы, из города, доносились ружейные выстрелы. После каждого выстрела долго лаяли собаки. Потом далеко в море мелькнул тусклый огонь и погас.","The boundless sea noise didn't stop for a minute. It surged with long waves, sometimes intensifying, sometimes subsiding. The wind would start to rustle in the bare trees, then fall silent, much like myself listening to the flow of the night. But he did not leave, he was still here. I knew this from the smell of wet pebbles and the barely audible shiver of a solitary plane tree leaf. I had noticed this stubborn, bluish leaf during the day, but now, at night, it seemed to me a small living creature, my only wakeful friend. Occasionally, gunshots could be heard from the darkness, from the city. After every shot, the dogs barked for a long time. Then a faint light flickered far out at sea and went out."
2,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств. Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца. Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени. Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата. По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","He made us look at these things more closely and for longer than we usually do, and discover many qualities in them that we had not noticed before. In the yellow, porous stone, there were many tiny seashells firmly embedded into it. A few flowers still remained on the bellflower bushes, sitting on their stiff stems like drenched and shriveled golden butterflies, patiently waiting for the sun. But it only rarely showed through the fog as a blurred white spot and gave neither warmth nor shade. Leaves lay scattered under the lone old plane tree with its lemon-yellow patches on the trunk, as if cut from dull green velvet. Ants ran in a line through the iron gate, carrying their last supplies for winter to their underground storerooms, and under the anchor chain lived a small timid frog."
3,"Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать. Я вышел с дядей Илько на берег. Река ревела. Вода шла через греблю холодным водопадом. Ночь стояла поздняя, глухая, ни единой звезды не было над головой. В лицо дуло дикой свежестью разлива, оттаявшей земли. И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","At night, someone on the other side of the river started waving a lantern and shouting in a drawn-out way. I went out with my uncle. Ilko to the shore. The river roared. The water was going over the dam in a cold waterfall. It was late at night, dead silent, not a single star overhead. The wild freshness of the thawed earth and the river was blowing in my face. All the time, someone on the other shore was waving a lantern and shouting, but the words could not be made out over the noise of the river."
4,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму. Она стояла неподвижно на берегу. Она видела оттуда, как выносили отца. Потом она опустилась на колени и упала головой на песок.","When the coffin was carried out onto the porch, I saw an old carriage on the other bank of the river, horses unharnessed and tied to it, and a small woman in black, my mother. She stood motionless on the shore. From there, she saw her father being carried out. Then she sank to her knees and fell face down in the sand."
5,"Нет, отвечал дед. Это верно, не виделись. Остап начал слепнуть. Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп. Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки. Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза. Завещала та женщина положить розу на ее могилу. Навеки. А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом. Аминь!","No, Grandfather replied. That's true, we haven't met. Ostap began to go blind. He had then decided to get to Petersburg in order to see that woman before he went completely blind. He got to the royal capital and found out that she had died, probably unable to bear the separation. Ostap found her grave made of white marble in the cemetery, took one look, and his heart was torn apart - on the stone lay his iron rose. That woman had bequeathed to place a rose on her grave. Forever. And Ostap began to play the lyre and, likely, ended up dying on the road or in a market under a cart. Amen!"
6,"На том берегу подымался по скату заповедный лес графини Браницкой. Солнце не могло прорваться сквозь мощную зелень этого леса. Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности. Как сверкающие пылинки, влетали в этот луч маленькие птицы. Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.","On the other bank, Countess Branitsky's sacred forest rose up the slope. The sun couldn't break through the thick greenery of this forest. Only occasionally a solitary ray cut diagonally through the thicket, revealing to us the staggering vitality of vegetation. Like sparkling specks of dust, little birds flew into this ray. They were chasing each other with squeals and diving into the foliage as if it were green water."
7,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал. Красные поплавки неподвижно стояли в воде. Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону. Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня. Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск. Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася. Он лежал на боку, отдувался и шевелил плавниками. От его чешуи шел удивительный запах подводного царства.","I was filling a bucket with water from the pond, throwing grass into this water and waiting. The red floats stood still in the water. Then one of them would start to quiver, make gentle circles, suddenly dive or quickly swim to the side. The father struck, the line tightened, the walnut rod bent into an arch, and splashing, bubbling and commotion began over the misty pond. The water rippled, rocking the water lilies, water beetles hurriedly scurried in all directions, and finally a shimmering golden gleam appeared from the mysterious depths. It was impossible to figure out what it was until father dragged a heavy crucian carp onto the trampled grass. He lay on his side, catching his breath and moving his fins. An astonishing scent of the underwater kingdom emanated from its scales."
8,"Яша считал про себя секунды. Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы. В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности. Особенно если не зажигали коптилок. Когда мы проходили около подворотни, Яша споткнулся. Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине. Я же про себя думал, что всему виной была Яшина невыносимая походка. Но я молчал, чтобы не огорчать Яшу.","Yasha was counting seconds to himself. We knew that it was a seven-minute walk from Sturdza Lane to Landesman Sanatorium. In the sanatorium, behind a high fence and iron gates, we always felt completely safe. Especially if they didn't light any incense. When we were passing by the gate, Yasha stumbled. Later, when we recalled the incident on Sturdza Street, Yasha insisted that whenever you want to do something perfectly, you inevitably mess up over some trifling detail. As for me, I thought to myself that Yasha's intolerable gait was to blame for everything. But I kept quiet so as not to upset Yasha."
9,"Мы крадучись пошли по переулку. Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни. Расчет, по-моему, был математически точен. Если в подворотне есть люди, то они могут нас и не заметить. Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали. Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше. И, следовательно, будет в пять раз больше шансов, что нас заметят.","We crept along the alley. I said to go on the side where the gateway is, stop before reaching it, listen carefully, and then quickly and silently dart past the gateway. The calculation, in my opinion, was mathematically precise. If there are people in the alley, they might not notice us. However, if we walk on the opposite side from the driveway, we may be spotted from a distance. I calculated that in the latter case we would be passing the dangerous alley, or rather, we would be within sight of people hiding in the alley five times longer. And therefore, there will be five times more chances that we will be noticed."
10,"Утром я просыпался от жаркого солнца, бившего в белые стены. Красные и желтые мальвы-монашки покачивались за открытым окном. Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела. Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка. По потолку без конца бежали светлые струи, легкие волны отражения реки. Река шумела тут же, рядом.","In the morning, I was woken up by the hot sun beating against the white walls. Red and yellow hollyhocks were swaying behind the open window. Together with them, a nasturtium flower peeked into the room; a furry bee was sitting in it. Frozen, I watched as she backed out angrily and extricated herself from the tight blossom. Endless streams of light, gentle waves reflecting from the river, were racing across the ceiling. The river was roaring right here, next to us."
