Source,GoogleTranslate,human1,human2
"Hela luften var plötsligt mörk, tjock och mörk, men det vimlade i mörkret på ett sätt som jag inte kände igen. Alldeles intill mig kände jag mer än såg, hur fasta kroppar fyllde luften omkring mig. Jag drog fram min ficklampa och riktade den rakt framför mig. Den träffade en mänsklig skepnad på en halv meters avstånd. Fallskärmstrupper! Strax därpå hade jag väl tio starkare ficklampor i ansiktet och kände mig fattad kring armarna av kraftiga händer.","The whole air was suddenly dark, thick and dark, but it was teeming with darkness in a way I did not recognize. Right next to me, I felt more than saw how solids filled the air around me. I pulled out my flashlight and pointed it straight in front of me. It met a human figure half a meter away. Paratroopers! Shortly afterwards, I probably had ten stronger flashlights on my face and felt gripped around my arms by strong hands.","The air was suddenly dark all over, thick and dark, but in the darkness there was a swarming of a kind I did not recognize. Very close to me, I could feel rather than see solid bodies filling the air around me. I took out my flashlight and shone it straight ahead of me. It showed a human figure half a metre away. Paratroopers! A second later at least ten more powerful flashlights shone in my face, and I felt my arms being seized by strong hands.","The air suddenly became dark, thick and dark, but there was a teeming in the dark unlike anything I had ever experienced. Close by I felt rather than saw how actual bodies filled the air around me. I pulled out my torch and directed it straight ahead. The beam fell on a human body only a yard away. Paratroopers! Next moment at least ten stronger beams hit my face, and sturdy hands grabbed my arms."
"– Omöjligt, sade han. Även om inte den angivne redan vore häktad – och det är han – skulle polisen naturligtvis inte kunna underlåta att ta hänsyn till en så utomordentligt välmotiverad anklagelse. Er anhållan beviljas inte.","""Impossible,"" he said. Even if the accused had not already been detained - and he is - the police would of course not be able to fail to take into account such an extraordinarily well-motivated accusation. Your request will not be granted.","‘Impossible,’ he said. ‘Even if the suspect had not already been arrested – and he has – the police could naturally not ignore such an extraordinarily well-motivated accusation. Your request is denied.’","""Impossible,"" he said. ""Even if the reported man weren't arrested—which he is— the police of course could not fail to consider such an extremely well substantiated report. Your petition is denied."""
"– Ja, ja visst, visst vill vi något ...","- Yes, yes of course, of course we want something ...","‘Yes, yes of course, of course we want something …’","""Yes, yes of course we want something . . . """
"Då han började tala, märkte jag samma ovanliga livlighet i rösten; den var exalterad, nästan uppsluppen, och han brydde sig knappt om att dölja sin stämning.","As he began to speak, I noticed the same unusual liveliness in his voice; it was excited, almost hilarious, and he hardly bothered to hide his mood.","When he began to speak, I noticed the same unusual liveliness in his voice; it was exalted, almost euphoric, and he scarcely bothered to conceal his state of mind.","When he started to speak I noticed the same unusual excitement in his voice; it was exalted, almost hilarious, and he made hardly any attempt to hide his feelings."
Så underligt sammanslingrat var det som vaknade vid Lindas självklara fråga.,So strangely tangled was it that awoke to Linda's obvious question.,"It was so strangely convoluted, this thing that awoke with Linda’s self-evident question.",So strangely entwined was that something that was awakened by Linda's simple question.
"– Nej! (Nu var rösten alldeles stadig igen, utan en ton av överraskning.)","- No! (Now the voice was quite steady again, without a ton of surprise.)","‘No!’ (Now her voice was perfectly steady again, without any note of surprise.)","""No!"" (Now her voice was steady again, devoid of surprise.)"
"De tre häktade fördes in en i sänder och undersöktes. Två av dem var av en sort, som vi hittills inte haft att göra med, vanliga förbrytartyper, som helt enkelt lockades övermäktigt av de summor spionen påstods ha utlovat. En av dem, en kvinna, muntrade för övrigt upp både oss och polischefen med sina intima förtroenden om mannens natur och vanor. En intelligent kvinna, och kvick, men ingen önskvärd medsoldat, med den mest kompakta individuella själviskhet.","The three detainees were brought in one at a time and examined. Two of them were of a kind we have not hitherto had to deal with, ordinary types of criminals, who were simply overwhelmed by the sums the spy allegedly promised. Incidentally, one of them, a woman, cheered up both us and the chief of police with his intimate confidences about the man's nature and habits. An intelligent woman, and witty, but no desirable fellow soldier, with the most compact individual selfishness.","The three remand prisoners were brought in one at a time and questioned. Two of them were of a sort we had not so far had to deal with, ordinary criminal types, who had quite simply been unable to resist the lure of the sums of money the spy was said to have promised. One of them, a woman, actually cheered up both us and the police chief with her intimate confessions about her husband’s nature and habits. An intelligent woman, and witty, but not desirable as a fellow soldier, with the most compact individual selfishness.","The three arrested persons were brought in and examined, one at a time. Two of them belonged to a type we had not previously encountered; common criminal types, simply lured beyond resistance by the sums the spy was said to have promised. One of them, a woman, also entertained both the chief of police and us with intimate disclosures of her husband's nature and habits; an intelligent woman, and sharp, but not a desirable fellow-soldier, and with the most impenetrable individual selfishness."
"När jag sprang upp på podiet igen, hade Rissen vaknat helt och hållet. Han satt stilla och såg rakt ut i luften, och fortfarande log han för sig själv i sin ensamhet, men nu var leendet bittert. Plötsligt reste han sig vacklande ur stolen och tog några steg ut mot salen. Jag varken kunde eller ville hindra honom.","When I ran up to the podium again, Rissen had woken up completely. He sat still and looked straight into the air, and he still smiled to himself in his loneliness, but now the smile was bitter. Suddenly he rose staggering from his chair and took a few steps towards the hall. I neither could nor wanted to stop him.","When I jumped up on the podium again, Rissen was wide awake. He sat still, looking straight out into space, and still smiling to himself in his loneliness, though now the smile was a bitter one. Suddenly he staggered up from his chair and took a few steps towards the auditorium. I was neither able nor willing to stop him.","When I returned to the podium Rissen had regained his full consciousness. He sat immobile and looked straight in the air before him, still smiling to himself in his aloneness, but now his smile was bitter. Suddenly he rose from the chair, took a few wobbly steps towards the audience. I neither could nor wished to hinder him."
"Vid hennes fråga vaknade min svartsjuka och vädrade. Hur intimt var egentligen förhållandet mellan henne och Rissen? I en stor fabrik kunde det ofta hända, att två personer befann sig utom synhåll för de andra, i lagerlokalerna till exempel, där balar och lårar skymde utsikten genom glasväggarna och där kanske till råga på allt ingen annan var sysselsatt vid den tiden ... Också Linda hade ju haft sin tur som nattvakt i fabriken. Rissen kunde mycket väl haft sin vakt på samma gång. Allt var möjligt, till och med det värsta av allt: att det fortfarande var honom hon älskade och inte mig.","When she asked, my jealousy woke up and smelled. How intimate was the relationship between her and Rissen really? In a large factory it could often happen that two people were out of sight of the others, in the warehouses for example, where bales and thighs obscured the view through the glass walls and where perhaps to top it all no one else was busy at that time ... Linda had also had her turn as a night watchman in the factory. Rissen could very well have had his guard at the same time. Everything was possible, even the worst of all: that it was still him she loved and not me.","At her question my jealousy awoke and pricked up its ears. How intimate, really, was the relationship between her and Rissen? In a large factory it could often happen that two people were out of sight of the others, in the storage rooms, for example, where bales and crates blocked the view through the glass walls and where, moreover, no one else was busy at the time ….. Also, I knew for a fact that Linda had often done shifts as a night guard at the factory. Rissen could easily have had his shift at the same time. Anything was possible, even the worst of all: that it was still him she loved, and not me.","With her question my jealousy was aroused. How intimate was the relationship between her and Rissen? In a big factory it could often happen that two people would be out of view of others, in the warehouses for example, where bales and boxes prevented a clear vision through the glass walls, and where perhaps no one else might be occupied at the time. . . . Linda also had done her night-guard duty in the factory; Rissen might very well have done his duty at the same time. Anything was possible, even the worst of all: that she was in love with him still, and not with me."
"När jag sedan satt där hemma vid min kvällsmat, var det som att upprepa den förfärliga middagen. Samma svårighet att möta Lindas ögon som förut Rissens, samma känsla att hon måste veta allt, samma fientlighet, som laddade luften mellan oss. Sekunderna kröp fram, och jag trodde aldrig hembiträdet skulle gå och barnen somna. Äntligen var jag ensam med Linda, och för att undvika åhörare ställde jag på radion för fullt och satte både henne och mig så att högtalaren kom mellan oss och polisörat.","When I then sat there at home at my supper, it was like repeating the awful dinner. The same difficulty in meeting Linda's eyes as before Rissen's, the same feeling that she must know everything, the same hostility that charged the air between us. The seconds crept by, and I never thought the maid would go and the children would fall asleep. Finally I was alone with Linda, and to avoid the audience I turned on the radio fully and put both her and me so that the speaker came between us and the police ear.","When later, back at home, I sat over my evening meal, it was like a repeat of that awful lunch. The same difficulty in meeting Linda’s eyes as, earlier, Rissen’s, the same feeling that she must know everything, the same hostility that charged the air between us. The seconds crept on, and I thought the home help would never leave, nor the children go to sleep. At last I was alone with Linda, and to avoid eavesdroppers I put the radio on at full volume and arranged our chairs so that the loudspeaker came between us and the police ear.","Later, having supper at home, it was like a repetition of the horrible dinner. The same difficulty in meeting Linda's eyes as earlier Rissen's, the same feeling that she must know all, the same animosity charging the air between us. The seconds crept on and I thought the home-assistant would never leave and the children go to sleep. Finally I was alone with Linda, and to avoid listeners I turned up the radio full blast and placed her and myself in a position where the loudspeaker was between us and the police ear."
