Source,GoogleTranslate,human1,human2
"Nu började åter en glädjens tid och en sorgens tid för mamsell Marie, men inte lång, bara korta åtta dagar.","Now began again a time of joy and a time of sorrow for Mamsell Marie, but not long, only short eight days.","Now there began again for Mamselle Marie a time of joy and a time of sorrow; but it did not last long,—only one short week.","Now began again a time of joy and a time of sorrow for Mamsell Marie, but not for long, only eight short days."
"»Om det ännu finns en väg till upprättelse för mig, giv regn …»","»If there is still a way for me to be restored, give rain…»","“If there is a way of expiation for me, give rain—”","“If there is still a path to rehabilitation for me, grant rain . . .”"
Ryktet kom och ryktet gick. I sinom tid fördes berättelsen om grevinnans vandring över till Anna Stjärnhök.,"The rumor came and the rumor went. In his time, the story of the Countess' journey was transferred to Anna Stjärnhök.","Rumor came, and rumor went. In time the story of the countess’s wanderings reached Anna Stjärnhök.",Rumors came and rumors went. In time the story of the countess’s wandering made its way to Anna Stjärnhök.
"Melchior Sinclaire såg på dem en stund; men så gick han och lät Marianne dansa. Han slängde hårt igen dörren, stampade fruktansvärt i trappan och satte sig utan vidare i släden, där hans hustru redan väntade, samt körde hem.","Melchior Sinclaire looked at them for a moment; but then he went and let Marianne dance. He slammed the door shut, stomped terribly on the stairs and sat down in the sleigh, where his wife was already waiting, and drove home.","Melchior Sinclair watched them for a while; but then he went and left Marianne to dance. He slammed the door, tramped down the stairs, and placed himself in the sledge, where his wife already waited, and drove home.","Melchior Sinclaire watched them awhile; but then he left and let Marianne dance. He slammed the door hard, stamped dreadfully in the stairway, and without further ado sat down in the sleigh, where his wife was already waiting, and drove home."
"I Broby kyrka var predikan just avslutad, och de vanliga bönerna voro lästa. Komministern var just färdig att stiga nedför trappan från predikstolen. Men han tvekade. Slutligen föll han på knä däruppe och bad om regn.","In Broby Church, the sermon had just ended, and the usual prayers had been read. The commissioner had just finished descending the stairs from the pulpit. But he hesitated. Finally he fell to his knees up there and asked for rain.","In the Broby church the sermon was over and the usual prayers read. The minister was just going to step down from the pulpit, but he hesitated, finally he fell on his knees and prayed for rain.","In Broby church the sermon was just concluded, and the usual prayers were read. The minister was just about to step down from the pulpit. But he hesitated. Finally he fell to his knees up there and prayed for rain."
"»Se här, Lövenborg,» säger Beerencreutz, då de komma tillbaka, »här har du ditt klaver! Spela nu för Gösta!»","""Look here, Lövenborg,"" says Beerencreutz, when they return, ""here you have your piano! Play now for Gösta! »","“See here, Löwenborg,” says Beerencreutz, when they come back, “here is your piano. Play for Gösta!”","“Look here, Lövenborg,” says Beerencreutz as they come back, “here’s your piano! Play now for Gösta!”"
"»Jag är en usling, en usling! Grevinnan skulle inte ha retat mig. Ni stod där så stolt och fin och trodde aldrig, att en kavaljersnäve kunde nå er. Himmel och jord älska er. Ni skulle inte öka deras börda, som himmel och jord förakta.»","""I'm a bastard, a bastard! The Countess would not have teased me. You stood there so proud and nice and never thought that a cavalier fist could reach you. Heaven and earth love you. You would not increase their burden, as heaven and earth despise. ""","“I am a wretch, a wretch. You ought not to have angered me, countess. You stood there so proud and fair, and never thought that a pensioner’s hand could reach you. Heaven and earth love you. You ought not to add to the burden of those whom heaven and earth scorn.”","“I am a wretch, a wretch! The countess should not have provoked me. You stood there so proud and fine, never believing that a cavalier’s fist could reach you. Heaven and earth love you. You should not increase the burden for those whom heaven and earth despise.”"
"Barn, du har älskat, men aldrig mer skall du höra kärlekens röst.","Children, you have loved, but never again will you hear the voice of love.","“Child, thou hast loved, but now nevermore Shalt thou hear love’s murmuring voice.","Child, you have loved, but never more shall you hear the voice of love."
"Kom icke i er skönhets glans, señora, fram till gallret här!","Do not come in the splendor of your beauty, señora, to the lattice here!","“Ah, come not in thy beauty’s glow, Señora, through yon terrace-door;","Come not to the grated window, señora, with your beauty fair!"
"»Se, se, se, det låter höra sig,» säger den svarte herrn utan att blinka. »Kavaljererna eller Sintram, de kunna gå upp mot varann. Det blir ett gott år.»","""Look, look, look, it sounds,"" said the black gentleman without blinking. »The Cavaliers or Sintram, they can go up against each other. It will be a good year. ""","“Well, well, that will do,” says the devil, without blinking. “The pensioners or Sintram, they can balance one another. This will be a good year.”","“There, there, there, that sounds all right,” says the black gentleman without blinking. “The cavaliers or Sintram, they can balance each other out. It will be a good year.”"
"Han fattar en båtshake, springer i land och skyndar bort till kvinnan.","He grabs a boat hook, runs ashore and hurries away to the woman.","He seizes a boat-hook, runs to the shore, and hurries away to the woman.","He grasps a boat hook, leaps ashore, and hurries over to the woman."
