Source,GoogleTranslate,human1,human2
*,*,*,Every idiot at the Eugenia Home costs more in annual upkeep than a healthy young labourer earns in annual income.
Men i alla fall – hur hon strålade! Älskar hon någon?,But in any case - how she shone! Does she love anyone?,But still—how she was beaming! Is she in love?,But even so—how radiant she was! Is she in love with someone?
En liten prins skulle göra en utfärd; man frågade honom: vill prinsen åka med häst eller fara i båt? Och han svarade: jag vill åka med häst och fara i båt.,A little prince would make an excursion; they asked him: does the prince want to ride a horse or go by boat? And he answered: I want to ride a horse and go by boat.,"A little prince was going on an excursion, and he was asked whether he wanted to go by land or by sea. And he answered that he wanted to go by land and by sea.",A little prince was about to make an excursion. They asked him: Will Your Highness go on horseback or by boat? He answered: I want to ride on horseback and take the boat.
"– Käre vän, sade jag, du har en vacker lifsuppgift.","- Dear friend, I said, you have a beautiful life task.","“My dear friend,” I said, “you have an enviable mission in life.”","—My dear friend, I said, yours is a beautiful calling."
"Rädda mig, bad hon, rädda mig. – Jag svarade med plikten etc., men det var tydligen något som hon icke förstod. Jag förklarade för henne att lagen icke förstår sig på skämt i sådana fall. – Lagen? Hon såg bara frågande ut. – Jag rådde henne att anförtro sig åt sin mor: så talar hon med pappa, och så blir det bröllop. – O, nej, min fästman har ingenting, och far skulle aldrig förlåta mig. De voro icke förlofvade, hon sade »fästman» blott emedan hon icke kunde finna något annat ord, älskare är ett romanord som låter oanständigt i tal. – Rädda mig, har ni då ingen barmhärtighet! Jag vet inte hvad jag gör, jag går i Norrström!","Save me, she asked, save me. - I answered with the duty, etc., but it was apparently something she did not understand. I explained to her that the law does not understand jokes in such cases. - The law? She just looked questioning. - I advised her to entrust herself to her mother: then she talks to dad, and then there will be a wedding. - Oh, no, my fiancé has nothing, and father would never forgive me. They were not engaged, she said ""fiancé"" only because she could not find another word, lover is a novel word that sounds indecent in speech. - Save me, then you have no mercy! I do not know what I do, I go to Norrström!","“Save me!” she pleaded, “save me!” I responded with duty, etc., but this was apparently beyond her comprehension. I explained to her that the law was no joking matter in cases like this. “The law?” She merely looked puzzled. I advised her to talk to her mother, who would talk to her father, and then there’d be a wedding. “Oh, no, my fiancé has nothing, and Father would never forgive me!” They weren’t engaged; she said “fiancé” for lack of a better word, since “lover” appears only in novels and sounds indecent when spoken aloud. “Save me! Have you no pity? I don’t know what I’ll do—I’ll throw myself into the Stream!”","—Save me, she begged, save me. I replied with duty, etc., but that was clearly something she did not understand. I explained to her how the Law does not connive at any jiggery-pokery in such cases.—A glance of non-comprehension. The Law? I advised her to confide in her mother: She’ll talk to Papa, and there’ll be a wedding.—Oh, no, my fiancé hasn’t a penny, and Father would never forgive me. They weren’t engaged, of course; she used the word ‘fiancé’ because she could find no other, and ‘lover’ is a novelist’s word, foul in the mouth.—Save me! Haven’t you any mercy? I don’t know what I’ll do! I’ll throw myself into the harbour!"
"Det gick en tidningspojke förbi; jag köpte ett Aftonblad att begagna till skyddande förklädnad och betraktade honom öfver tidningskanten. Och åter for det igenom mig samma tanke som då jag för många år sedan såg honom för första gången: hvarför har den mannen fått just det ansikte, som jag borde ha haft? Så ungefär skulle jag se ut, om jag kunde göra om mig själf. Jag, som på den tiden led så bittert af att jag var ful som hin onde. Nu gör det mig detsamma.","A newspaper boy passed by; I bought an Aftonblad to use for a protective disguise and looked at him over the edge of the newspaper. And again the same thought came to me as when I saw him for the first time many years ago: why has that man got exactly the face I should have had? That's what I would look like if I could redo myself. I, who at that time suffered so bitterly that I was ugly as the evil one. Now it makes me the same.","A newsboy came by, and I bought an Evening News to hide behind while peering at him over the edge. And once again the thought struck me, just as it did when I first saw him many years ago: why does that man have precisely the face I should have had? That’s just what I would look like if I could remake myself. Back then I suffered bitterly because I was ugly as sin. Now I don’t care.","A newsboy went by; I bought an Aftonblad to use as camouflage, observing him over the edge of its page. And the same thought passed through my mind as when I first saw him, many years ago: why has that man got just the face I ought to have had? That is more or less how I would look, if I could re-make myself. I who in those days suffered such torments because I felt as ugly as the devil. Now I don’t care."
Jag frågade:,I asked:,"She shook her head, her eyes full of tears.",I asked.:
"– För all del, visst inte. Klas Recke är en fin man. Du kan vara lugn för att han sköter om att han först blir lidelsefullt förälskad i henne, och sedan gifter han sig af kärlek. Det där kommer han att göra så bra, att pengarna nästan bli en öfverraskning för honom.","- By all means, certainly not. Klas Recke is a nice man. You can be calm because he takes care that he first falls passionately in love with her, and then he marries out of love. He will do that so well, that the money will almost be a surprise to him.","“By no means, of course not. Klas Recke is a gentleman. You can be sure he’ll see to it that first he falls passionately in love with her and then marries for love. He’ll manage that so well that the money will virtually take him by surprise.”","—Why, certainly not! Klas Recke is a man of breeding and sensibility. Calm yourself. You can be sure he will first of all arrange to fall passionately in love with her, and then marry for love. All this he will manage so well , the money will come to him almost as a surprise."
"På kyrkogården promenerar församlingens herde långsamt af och an i den vackra sommarkvällen, stödd på en yngre ämbetsbroders arm. Mitt fönster står öppet, och det är så stilla att ett och annat ord af hvad de säga tränger ända hit upp. De tala om det förestående valet till pastorprimariiämbetet, och jag hörde att kyrkoherden nämnde namnet Gregorius. Han uttalade detta namn utan någon förtjusning och med en icke helt oblandad sympati. Gregorius hör till de präster som alltid ha haft menigheten för sig och som följd däraf ämbetsbröderna emot sig. Jag hörde på tonfallet, att kyrkoherden nämnde hans namn mera i förbigående och att han icke ansåg honom ha några allvarliga utsikter.","In the cemetery, the pastor of the parish walks slowly from time to time in the beautiful summer evening, supported on the arm of a younger brother in office. My window is open, and it's so quiet that one or two words of what they say are pushing all the way up here. They were talking about the forthcoming election to the pastorate, and I heard the pastor mention the name Gregory. He pronounced this name without any delight and with a not entirely unmixed sympathy. Gregory is one of the priests who have always had the congregation for themselves and as a result the brethren against him. I heard the tone, that the pastor mentioned his name more in passing and that he did not consider him to have any serious prospects.","In the churchyard the shepherd of the congregation is walking back and forth in the lovely summer evening, leaning on the arm of a younger colleague. My window is open, and it’s so quiet that fragments of their conversation carry all the way up here. They’re discussing the upcoming election for Pastor Primarius, and I heard the minister mention Gregorius’s name. He uttered it without enthusiasm and not very wholeheartedly. Gregorius is one of those preachers who always wins over the congregation and consequently is opposed by colleagues. I could tell by the tone of voice that the minister mentioned his name more or less in passing and didn’t believe his prospects were serious.","In the churchyard the shepherd of the parish strolls slowly to and fro in the beautiful summer evening, supporting himself on the arm of a younger colleague. My window is open and outside it’s so still that a word or two of what they are saying reaches up to me. They are talking of the imminent election of a new archbishop, and I heard the rector mention the name Gregorius. He pronounced the name without enthusiasm and with not entirely unmixed sympathies. Gregorius is one of those clergymen who have always had the laity on their side and therefore their own colleagues against them. From his tone of voice I gathered that the rector mentioned his name more or less in passing, he did not regard him as having any serious chances."
Jag reste mig:,I got up:,I got up.,I got up:
