id,source,translation
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes. They were alone. ‘Chemtrails,’ the farmer had said to Alec, early on their walk. Other than this, he had been silent.",雲の塊は日の出前に黒く燃え、地平線には古くて錆びたシルエットの漂流物が散らばっていました。彼らは一人でした。 「ケムトレイル」農夫は散歩の早い段階でアレックに言った。それ以外は黙っていた。
2,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth. Chalky rocks littered the plot in every direction. Each step in this place was as muddy and wet as the last. Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",50フィート離れた畑は、耕されたばかりの茶色の土に変わり、でこぼこした地面のいたるところに塚を形成していました。白亜質の岩がプロットのあらゆる方向に散らばっていました。この場所の各ステップは、最後のステップと同じように泥だらけで濡れていました。 さらに、細い金属製のフェンスが土地の端を示し、羊がかつて突破しようとしたフェアリーライトのようにワイヤーを装飾する羊毛の塊がありました。
3,"He swatted another fly away from his face. ‘No,’ the farmer said. ‘I’m a vegetarian.’ ‘Really? My wife tried doing that a few years back, and—’ ‘No,’ the farmer said, and the conversation died. The world was still dark, even if only for a little while. The sun was almost free. The day had almost begun.",彼は別のハエを顔から叩きのめした。 「いいえ」農夫は言った。 「私は菜食主義者です。」 '本当？私の妻は数年前にそれをやろうとしました、そして—」 「いいえ」と農夫は言い、会話は途絶えました。 ほんの少しの間でも、世界はまだ暗いままでした。太陽はほとんど自由だった。その日はほとんど始まっていた。
4,"‘They’re selling up to live with family, so she says.’ ‘I think I saw them in town a few times,’ Alec said. They were almost at the water tank, at the smile. ‘Were they the ones who made those wagon wheels? They’d mix sausage meat into a kind of – well, kind of cinnamon swirl, I suppose. It’s delicious. Did you ever try one?’",「彼らは家族と一緒に暮らすために売り払っているので、彼女は言います。」 「町で何回か見かけたと思います」とアレックは言いました。彼らは笑顔で、ほとんど水槽にいました。 「あの馬車の車輪を作ったのは彼らでしたか。彼らはソーセージの肉を一種のシナモンの渦巻きのようなものに混ぜていました.それはおいしいです。試したことはありますか？
5,"‘Jean’s moving out,’ the farmer said. ‘Did you know?’ ‘Who?’ ‘Jean . . . The lady who lives down the lane,’ the farmer said, frowning. ‘She’s moving out, selling up her farm.’ ‘Oh yes, Jean . . .’ His voice drifted. ‘I saw the sign.’ Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition. He had not known the name. He knew few out here. One more reminder that he did not belong, he supposed.",「ジーンが引っ越す」農夫は言った。 '知ってますか？' '誰？' 『ジャン。 . .路地裏に住んでいる女性です」と農夫は顔をしかめながら言いました。 「彼女は引っ越して、自分の農場を売り払っています。」 『そうそう、ジャン。 .彼の声は漂った。 「私は標識を見ました。」アレックは、ここの農場の 2 倍の広さで、動物も土地も人々もはるかに良い状態で、ここに来る途中で車を運転して通り過ぎました。彼はその名前を知りませんでした。彼はここでほとんど知りませんでした。彼が所属していないことをもう一度思い出させてください、と彼は思いました。
6,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within. ‘We found them near there.’ His face fell. Alec checked his watch. 7.06 a.m. The sun would soon rise. They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼は、約 200 フィート離れた、半分空になった大きな水タンクのそばを身振りで通り過ぎた。その半透明のプラスチックは時間の経過とともに汚れ、液体が浸み込んだ笑顔のしみができていた。 「あそこの近くで見つけました」彼は顔を伏せた。 アレックは時計をチェックした。午前7時6分 太陽はすぐに昇るでしょう。 ハエの鳴き声と、半暗闇の中でぼろぼろの羊の遠くの挨拶によって沈黙がかき消されました。
7,"Alec grimaced. He stepped back, tensing before rushing over the ditch. He came down with a thud, right into the thick and gelatinous mud. He splattered his black trouser legs and the farmer’s jeans. The other man tutted, smiling. ‘What have we come to, eh?’ Alec brushed at the muck around his ankles, but this only spread it further. His palms grew filthy. The farmer walked on.",アレックは顔をしかめた。彼は後ずさりし、緊張をほぐして溝を駆け抜けた。彼は、厚いゼリー状の泥の中に、ドスンと降りてきました。彼は黒いズボンの脚と農夫のジーンズをはねかけました。 もう一人の男は、にっこりと笑った。 「どうしたんだい？」 アレックは足首の周りの泥をブラッシングしましたが、これはそれをさらに広げただけでした.彼の手のひらは汚れた。 農夫は歩き続けた。
8,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard. With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus. ‘You won’t fall,’ he said. ‘Not afraid of a little dirt, are you, Sergeant Nichols?’ ‘No.’ Yes. ‘I just hope you aren’t wasting my time. And these flies . . .’ Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm. He was food for this whole place. ‘Try covering up next time,’ the farmer said.",アレックが泥を見つめると、農夫はにやにや笑い、汚れた白いあごひげの下で頬を赤らめた.あの分厚いワックスコートとその腸とあの声で、彼は狂ったサンタクロースだったかもしれません. 「あなたは落ちません」と彼は言いました。 「ちょっとした汚れも怖くないですか、ニコルズ軍曹？」 'いいえはい。 「あなたが私の時間を無駄にしないことを願っています。そして、これらのハエ。 . 」 アレックは、前腕の毛に寄り添っていた大きな球根状の物である、丸めた袖から 1 つを叩きました。彼はこの場所全体の食べ物でした。 「次は隠蔽してみよう」と農夫は言った。
9,"‘Where are they?’ Alec asked, shivering. It was 6.55 a.m. He’d left his jacket in his patrol car. ‘There weren’t any sheep over here,’ the farmer said, ignoring the question. He leapt over the bank, his boots slipping slightly on the incline. ‘They normally love coming over here.’",「どこにいるの？」アレックは震えながら尋ねた。午前6時55分、パトカーに上着を置き忘れた。 「ここには羊はいませんでした」農夫は質問を無視して言った。彼は岸を飛び越えたが、坂道でブーツが少し滑った。 「彼らは通常、ここに来るのが大好きです。」
10,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer’s reclaimed marshland. Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",そして今、彼らの松明は、農夫の開拓された湿地帯を切り開いている浅い小川の頂上の直前に、銀行の端を明らかにしました.その泥だらけの縁に沿って、葦はハエやコオロギやホオジロと一緒に歌いました。
