id,source,translation
1,Police arrest 15 after violent protest outside UK refugee hotel,Polizei nimmt 15 Personen fest nach gewalttätigem Protest vor dem Gebäude. Das britische Flüchtlings-Hotel.
2,"The incident comes after increase in numbers of refugees and asylum seekers crossing the Channel to the UK in boats. Police have arrested 15 people after an anti-refugee demonstration outside a hotel used to house asylum seekers turned violent near the English city of Liverpool. The Merseyside Police department said a police officer and two civilians sustained minor injuries during the disturbance on Friday night in Knowsley. The police force said some protesters threw objects and set a police van on fire. The people arrested, who ranged in age from 13 to 54, were detained ""following violent disorder."" Merseyside police commissioner Emily Spurrell told Radio City, ""It was incredibly dangerous and there were a couple of injuries amongst the police officers.""","Der Vorfall kommt nach einer Zunahme der Zahl von Flüchtlingen und Asylsuchenden, die den Channel nach Großbritannien in Booten überqueren. Die Polizei hat 15 Menschen nach einer anti-flüchtlings Demonstration vor einem Hotel festgenommen, das als Unterkunft für Asylsuchende genutzt wird, in der Nähe der englischen Stadt Liverpool. Die Merseyside Police erklärte, dass ein Polizist und zwei Zivilisten während der Unruhen in der Nacht auf Freitag in Knowsley leichte Verletzungen erlitten. Die Polizei gab an, dass einige Demonstranten Gegenstände geworfen und einen Polizeiwagen in Brand gesetzt hätten. Die festgenommenen Personen, die im Alter von 13 bis 54 Jahren waren, wurden ""nach gewaltsamem Aufruhr"" festgehalten. Die Polizeikommissarin von Merseyside, Emily Spurrell, erklärte Radio City: ""Es war äußerst gefährlich und es gab einige Verletzte unter den Polizisten.""."
3,"The Home Office has been using the hotel to temporarily house asylum seekers since last year, according to local media. George Howarth, who represents Knowsley in the UK Parliament, said the violence on Friday night did not reflect the community. ""The people of Knowsley are not bigots and are welcoming to people escaping from some of the most dangerous places in the world in search of a place of safety,"" he said. ""Those demonstrating against refugees at this protest tonight do not represent this community."" The protest took place amid heightened tensions as growing numbers of refugees and migrants cross the Channel in small boats.","Das Innenministerium hat das Hotel seit letztem Jahr zur vorübergehenden Unterbringung von Asylsuchenden genutzt, laut lokalen Medien. George Howarth, der Knowsley im britischen Parlament vertritt, sagte, dass die Gewalt in der vergangenen Nacht nicht die Gemeinschaft widerspiegelt. Die Menschen in Knowsley sind keine Bigotten und sind offen für Menschen, die aus einigen der gefährlichsten Orte der Welt fliehen, um einen sicheren Ort zu finden. Diejenigen, die gegen Flüchtlinge demonstrieren, repräsentieren nicht diese Gemeinschaft. Die Proteste fanden unter erhöhten Spannungen statt, als zunehmend mehr Flüchtlinge und Migranten über den Kanal in kleinen Booten übersetzen."
4,"More than 45,000 people reached the UK by that route in 2022, and most applied for asylum. The system for considering asylum applications has slowed to a crawl because of political turmoil and bureaucratic delays, leaving many asylum seekers stuck in hotels or other temporary accommodations. The Channel crossings have become a political issue, with the Conservative government promising to ""stop the boats"" and pursuing a plan to send such asylum seekers to Rwanda. Opponents have accused the government of demonising desperate people fleeing war and poverty.","Mehr als 45.000 Menschen erreichten im Jahr 2022 über diese Route das Vereinigte Königreich und die meisten beantragten Asyl. Das System zur Prüfung von Asylanträgen ist aufgrund politischer Unruhen und bürokratischer Verzögerungen zum Stillstand gekommen, was dazu geführt hat, dass viele Asylsuchende in Hotels oder anderen temporären Unterkünften gefangen sind. Die Channel-Überquerungen haben sich zu einem politischen Thema entwickelt, mit der konservativen Regierung, die verspricht, ""die Boote zu stoppen"" und einen Plan verfolgt, um solche Asylsuchenden nach Ruanda zu schicken. Die Regierung wurde von Gegnern beschuldigt, verzweifelte Menschen, die Krieg und Armut fliehen, zu verhexen."
5,President's Cup: Candystripes defeat Rovers in season opener at Brandywell,Präsidial-Pokal: Candystripes besiegen. Die Rovers starten in der Saisoneröffnung bei Brandywell.
6,Derry midfielder Adam Reilly closes down Lee Grace at the Brandywell,Derry-Mittelfeldspieler Adam. Reilly schliesst Lee Grace in Brandywell nieder.
7,Derry City emerged victorious in the President's Cup as they ran out 2-0 winners over Shamrock Rovers. The FAI Cup holders defeated last season's league winners at the Brandywell thanks to first-half goals from Will Patching and Michael Duffy. The Hoops pushed to reduced terms in the second half but Ruaidhri Higgins' charges stood firm to win the curtain-raiser. Derry travel to St. Patrick's Athletic for the league opener next Friday. Patching's side-footed volley nudged Derry in front after 23 minutes the midfielder opened the scoring as the Foylesider's ran out 2-1 winners over the eventual champions last February.,"Derry City siegte im President's Cup mit 2:0 gegen Shamrock Rovers. Der FAI-Cup-Titelverteidiger besiegte den Meister der vorherigen Saison auf dem Brandywell-Stadion durch Tore von Will Patching und Michael Duffy in der ersten Halbzeit. Die Hoops drängten in der zweiten Hälfte auf eine Reduzierung der Bedingungen, aber Ruaidhri Higgins' Truppe hielt stand und gewann das Auftaktspiel. Derry reist zum Ligastart nach St. Patrick's Athletic am nächsten Freitag. Patchings' seitlicher Volley schob Derry nach 23 Minuten in Führung, nachdem der Mittelfeldspieler das Scoring für die Foylesider eröffnet hatte, die letztendlich gegen die späteren Meister mit 2:1 siegten."
8,"The Hoops went on to win the Premier Division by 13 points but Duffy soon had City further ahead with a long-range effort which managed to squirm under keeper Leon Pohls and into the net. Last season's runners-up were two goals to good at the break. Graham Burke went closest to reducing the arrears in the second period but the Candystripes were comfortable winners a week prior to their quest for national glory. City boss Ruaidhri Higgins praised his team after what he said was the ""hardest week of my life"" following the death of his brother Kevin. ""It's a kick in the teeth and there's tough weeks ahead but we'll get on with it in his memory,"" said Higgins. ""To beat Shamrock Rovers and deservedly so with a good performance is really pleasing.""","Die Hoops gingen weiter und gewannen die Premier Division mit 13 Punkten Vorsprung, aber Duffy brachte City bald weiter in Führung, als er einen langen Schuss abgab, der sich unter dem Torwart Leon Pohls durchschlug und ins Tor fiel. Letzter Saison's Zweitplatzierte lagen zur Halbzeit zwei Tore gut. Graham Burke kam am nächsten an die Reduzierung der Rückstände in der zweiten Periode, aber die Candystripes waren einen Wochen vor ihrem Ziel der nationalen Ehre komfortable siegreich. Stadtchef Ruaidhri Higgins lobte sein Team, nachdem er sagte, es sei die ""schwierigste Woche meines Lebens"" gewesen, nach dem Tod seines Bruders Kevin. ""Es ist ein Tritt in den Bauch und es gibt schwere Wochen vor uns, aber wir werden weiter machen, um seiner Erinnerung zu gedenken"", sagte Higgins. ""Shamrock Rovers besiegen und das mit einer guten Leistung tun, ist wirklich erfreulich."""
9,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,DHS engagiert Anwaltskanzlei zur Behandlung möglicher Impeachment-Verfahren gegen Alejandro Mayorkas.
10,"The Department of Homeland Security has hired an outside law firm Debevoise & Plimpton to assist in possible impeachment proceedings for Secretary Alejandro Mayorkas, as he potentially faces charges by House Republicans regarding his handling of the southern border. ""The Department of Homeland Security has retained outside counsel to help ensure the Department's vital mission is not interrupted by the unprecedented, unjustified, and partisan impeachment efforts by some Members of Congress, who have already taken steps to initiate proceedings,"" a DHS spokesperson said in a statement Friday. ""DHS will continue prioritizing its work to protect our country from terrorism, respond to natural disasters, and secure our borders while responding appropriately to the over 70 Congressional committees and subcommittees that have oversight of DHS."" A DHS official tells CBS News the department has hired the firm for contracted work for the life of the congressional inquiry. Debevoise was chosen because of its expertise in impeachment and bipartisan experience in working with Congress on oversight.","Das Ministerium für Innere Sicherheit hat die Anwaltskanzlei Debevoise & Plimpton auswärts engagiert, um bei möglichen Impeachment-Verfahren gegen Minister Alejandro Mayorkas zu helfen, da dieser von republikanischen Abgeordneten des Repräsentantenhauses wegen seiner Amtsführung an der südlichen Grenze angeklagt werden könnte. Das Ministerium für Innere Sicherheit hat sich externalen Anwaltschaft engagiert, um sicherzustellen, dass die wichtige Mission des Ministeriums nicht durch die beispiellosen, unangemessenen und parteiischen Impeachment-Bemühungen von einigen Mitgliedern des Kongresses unterbrochen wird, die bereits Schritte unternommen haben, um Verfahren einzuleiten. Eine Sprecherin des DHS erklärte dies am Freitag in einer Mitteilung. DHS wird seine Arbeit fortsetzen, um unser Land vor Terrorismus zu schützen, auf natürliche Katastrophen zu reagieren und unsere Grenzen zu sichern, während sie angemessen auf die über 70 Kongressausschüsse und Unterausschüsse reagiert, die die Aufsicht über DHS haben. Ein Sprecher des Ministeriums für Innere Sicherheit (DHS) erklärt CBS News, dass das Ministerium die Firma für den Zeitraum der Kongressuntersuchung unter Vertrag genommen hat. Debevoise wurde aufgrund seiner Expertise in Impeachment und der bipartisanen Erfahrung in der Zusammenarbeit mit dem Kongress bei Überwachungsangelegenheiten ausgewählt."
