Source,GoogleTranslate,human1,human2,human3
"– Либо я глуп, либо это все – вздор. Должно быть, я глуп.","“Either I'm stupid, or it's all nonsense. I must be stupid.","""Well, either I am a fool or the thing is rubbish. Of the two views, the former seems to me the most probable.""","'Either I'm stupid, or it's all—nonsense. I must be stupid, I suppose.'",‘Either I’m stupid or it’s all nonsense. It must be I’m stupid.’
"– Я эфтим хочу доказать, милостивый государь (Павел Петрович, когда сердился, с намерением говорил: «эфтим» и «эфто», хотя очень хорошо знал, что подобных слов грамматика не допускает. В этой причуде сказывался остаток преданий Александровского времени. Тогдашние тузы в редких случаях, когда говорили на родном языке, употребляли одни – эфто, другие – эхто: мы, мол, коренные русаки, и в то же время мы вельможи, которым позволяется пренебрегать школьными правилами), я эфтим хочу доказать, что без чувства собственного достоинства, без уважения к самому себе, – а в аристократе эти чувства развиты, – нет никакого прочного основания общественному… bien public…[44] общественному зданию. Личность, милостивый государь, – вот главное; человеческая личность должна быть крепка, как скала, ибо на ней все строится. Я очень хорошо знаю, например, что вы изволите находить смешными мои привычки, мой туалет, мою опрятность, наконец, но это все проистекает из чувства самоуважения, из чувства долга, да-с, да-с, долга. Я живу в деревне, в глуши, но я не роняю себя, я уважаю в себе человека.","- I want to prove it, my dear sir (Pavel Petrovich, when he was angry, with the intention of saying: ""eftim"" and ""efto"", although he knew very well that grammar does not allow such words. in rare cases, when they spoke their native language, some people used - efto, others - ehto: we are, they say, indigenous hares, and at the same time we are nobles who are allowed to disregard school rules), I want to prove eftim that without a sense of our own dignity, without respect for oneself - and in the aristocrat these feelings are developed - there is no solid foundation for a public ... bien public ... [44] public building. Personality, my dear sir, is the main thing; the human personality must be strong as a rock, for everything is built on it. I know very well, for example, that you deign to find my habits, my toilet, my tidiness, at last, funny, but it all stems from a sense of self-respect, from a sense of duty, yes, yes, duty. I live in a village, in the wilderness, but I do not drop myself, I respect the person in myself.","""I am seeking to prove this,"" replied Paul Petrovitch. "" That without a certain sense of personal dignity, without a sense of self-respect (both of which senses are inborn in the true aristocrat), the social edifice, the bien public, cannot rest upon a durable basis. It is personality that matters, my dear sir: and the human personality requires to be as firm as a rock, in that there rests upon it the entire structure of society. For example, I know that you ridicule my customs, my dress, my fastidious tastes. Yet do those very things proceed from that sense of duty—yes, of duty, I repeat—to which I have just alluded. In other words, I may live in the depths of the country, yet I do not let myself go. For I respect in myself the man.""","'I am tryin' to prove by that, sir' (when Pavel Petrovitch was angry he intentionally clipped his words in this way, though, of course, he knew very well that such forms are not strictly grammatical. In this fashionable whim could be discerned a survival of the habits of the times of Alexander. The exquisites of those days, on the rare occasions when they spoke their own language, made use of such slipshod forms; as much as to say, 'We, of course, are born Russians, at the same time we are great swells, who are at liberty to neglect the rules of scholars'); 'I am tryin' to prove by that, sir, that without the sense of personal dignity, without self-respect—and these two sentiments are well developed in the aristocrat—there is no secure foundation for the social ... bien public ... the social fabric. Personal character, sir—that is the chief thing; a man's personal character must be firm as a rock, since everything is built on it. I am very well aware, for instance, that you are pleased to consider my habits, my dress, my refinements, in fact, ridiculous; but all that proceeds from a sense of self-respect, from a sense of duty—yes, indeed, of duty. I live in the country, in the wilds, but I will not lower myself. I respect the dignity of man in myself.'","‘By thert, my dear sir, I want to demonstrate,’ (Pavel Petrovich when he got angry deliberately mispronounced that in an affected way although he knew very well that proper usage didn’t admit it. This idiosyncrasy was the remnant of traditions going back to the time of Alexander I. The great men of the day, on the rare occasions when they spoke their mother tongue, would use such corruptions of language to show we are Russians through and through, at the same time we are noblemen who are licensed to ignore school rules) ‘ by thert I want to demonstrate that, without a sense of one’s own dignity, without self-respect – and in the aristocrat these feelings are highly developed – there is no solid foundation for the public… for the bien public,6 for the edifice of society. Character, my dear sir, is the key; man’s character must be firm as a rock, because on it everything is built. I know very well, for example, that you see fit to ridicule my habits, my clothes, even my personal fastidiousness – but all this comes from a sense of self-respect, from a sense of duty, yes, sir, yes, duty. I live in the country, in the back of beyond, but I don’t let myself go, I have respect for the human being I am.’"
"– Да так же. Например, я: я придерживаюсь отрицательного направления – в силу ощущения. Мне приятно отрицать, мой мозг так устроен – и баста! Отчего мне нравится химия? Отчего ты любишь яблоки? – тоже в силу ощущения. Это все едино. Глубже этого люди никогда не проникнут. Не всякий тебе это скажет, да и я в другой раз тебе этого не скажу.","- Yes, just the same. For example, me: I am in a negative direction - by virtue of sensation. I am pleased to deny that my brain is so wired - and that's it! Why do I like chemistry? Why do you like apples? - also by virtue of sensation. It is all one. People will never penetrate deeper than this. Not everyone will tell you this, and I won't tell you that next time.","""Thus. We will take myself as an example. Owing to the nature of my instincts, I am prone to deny—I am prone to deny because my brain is so constituted. In the same way, if you were to ask me why I am interested in chemistry, and why you like apples, I should reply that the same reason holds good in each case—that our respective instincts are what they are. In other words, there exists between your instincts and mine a certain affinity. Deeper it is not given us to probe.""","'How so?' 'Why, I, for instance, take up a negative attitude, by virtue of my sensations; I like to deny—my brain's made on that plan, and that's all about it! Why do I like chemistry? Why do you like apples?—by virtue of our sensations. It's all the same thing. Deeper than that men will never penetrate. Not every one will tell you that, and, in fact, I shan't tell you so another time.'","‘Like this. Take me, for example. I advocate a negative attitude – by virtue of a sensation. I like negatives, my brain’s made that way – and that’s all it is! Why do I like chemistry? Why do you like apples – also by virtue of a sensation. It’s all one and the same. People won’t ever penetrate deeper than that. Not everyone will tell you this, and I won’t tell it to you another time.’"
"– Да-с, – промолвила Фенечка. – Четверо зубков у него уже прорезались, а теперь вот десны опять припухли.","""Yes, sir,"" said Fenichka. - Four of his teeth have already erupted, and now the gums are swollen again.","""Yes,"" replied Thenichka. "" He has now cut four of them, and the gums are a little swelled.""","'Yes,' said Fenitchka; 'he has cut four teeth already, and now the gums are swollen again.'","‘Yes,’ said Fenechka, ‘four teeth have come through, and now his gums are swollen again.’"
"Тетушка Анны Сергеевны, княжна Х……я, худенькая и маленькая женщина с сжатым в кулачок лицом и неподвижными злыми глазами под седою накладкой, вошла и, едва поклонившись гостям, опустилась в широкое бархатное кресло, на которое никто, кроме ее, не имел права садиться. Катя поставила ей скамейку под ноги: старуха не поблагодарила ее, даже не взглянула на нее, только пошевелила руками под желтою шалью, покрывавшею почти все ее тщедушное тело. Княжна любила желтый цвет: у ней и на чепце были ярко-желтые ленты.","Anna Sergeevna's aunt, Princess X ... ... I, a thin and small woman with a face clenched into a fist and motionless evil eyes under a gray pad, entered and, barely bowing to the guests, sank into a wide velvet chair, to which no one but her had the right sit down. Katya put a bench under her feet: the old woman did not thank her, did not even look at her, only moved her hands under the yellow shawl that covered almost all of her frail body. The princess loved yellow: she also had bright yellow ribbons on her cap.","Anna Sergievna's aunt—a small, spare woman with a mallet-shaped face, a pair of narrow, malicious eyes, and a grey false front—bestowed scarcely so much as a bow upon the guests, but at once relapsed into a huge velvet armchair which no one but herself was allowed to use. And even when Katia hastened to place for her a footstool, the old woman did not thank her, nor even look at her, but chafed her hands under the yellow shawl which covered the whole of her frail figure. Beyond all things was she fond of yellow; wherefore she had had her cap trimmed with ribands of the same hue.","Anna Sergyevna's aunt, Princess H——, a thin little woman with a pinched-up face, drawn together like a fist, and staring ill-natured-looking eyes under a grey front, came in, and, scarcely bowing to the guests, she dropped into a wide velvet covered arm-chair, upon which no one but herself was privileged to sit. Katya put a footstool under her feet; the old lady did not thank her, did not even look at her, only her hands shook under the yellow shawl, which almost covered her feeble body. The Princess liked yellow; her cap, too, had bright yellow ribbons.","Anna Sergeyevna’s aunt, Princess Kh–ya, a thin little woman with a face pinched in like someone making a fist, staring malevolent eyes and a grey wig, came in and, barely greeting the guests, sank into a velvet easy chair on which no one except for her had the right to sit. Katya put a footstool under her feet. The old woman didn’t thank her, didn’t even look at her, but moved her hands about under the yellow shawl which enveloped most of her puny body. The princess liked the colour yellow: her cap had bright-yellow ribbons."
"– Да что мне сказать вам? О людях вообще жалеть не стоит, а обо мне подавно.","- What can I tell you? You shouldn't regret people in general, and even more so about me.","""What is there to say? In general, to regret people's absence is not worth while, and, least of all, the absence of people like myself.""","'Why, what am I to say to you? People are not generally worth being missed, and I less than most.'","‘What should I be saying to you? In general there’s no point in missing people, certainly not me.’"
"– Полно, папаша, полно, сделай одолжение! – Аркадий ласково улыбнулся. «В чем извиняется!» – подумал он про себя, и чувство снисходительной нежности к доброму и мягкому отцу, смешанное с ощущением какого-то тайного превосходства, наполнило его душу. – Перестань, пожалуйста, – повторил он еще раз, невольно наслаждаясь сознанием собственной развитости и свободы.","- Complete, dad, complete, do me a favor! - Arkady smiled affectionately. ""What is he apologizing for!"" - he thought to himself, and a feeling of condescending tenderness for a kind and gentle father, mixed with a feeling of some kind of secret superiority, filled his soul. “Stop, please,” he repeated once more, involuntarily enjoying the consciousness of his own development and freedom.","His face had turned redder than ever. ""No, you have not, Papa,"" repeated Arkady with a loving smile, while adding to himself with a feeling of indulgent tenderness for his good, kind father, as well as with a certain sense of ""superiority"": ""Why is he making these excuses?"" ""I beg of you to say no more,"" he continued with an involuntary feeling of exultation in being ""grown up"" and ""emancipated.""","'Nonsense, dad, nonsense; please don't!' Arkady smiled affectionately. ' What a thing to apologise for!' he thought to himself, and his heart was filled with a feeling of condescending tenderness for his kind, soft-hearted father, mixed with a sense of secret superiority. ' Please, stop,' he repeated once more, instinctively revelling in a consciousness of his own advanced and emancipated condition.","‘Stop it, Papa, do me a favour and just stop it!’ Arkady gave him a tender smile. ‘Why’s he apologizing?’ he thought to himself, overcome by indulgent tenderness towards his kind, soft-hearted father, which was mixed with the sense of a sort of secret superiority. ‘Stop it, please,’ he said again, involuntarily enjoying the consciousness of his own maturity and freedom."
"– Позвольте представиться, – начал он с вежливым поклоном, – Аркадию Николаевичу приятель и человек смирный.","- Allow me to introduce myself, - he began with a polite bow, - Arkady Nikolaevich is a friend and a meek man.","""Allow me to introduce myself,"" he said with a polite bow. ""I am a friend of Arkady's, and a perfectly harmless individual.""","'Allow me to introduce myself,' he began, with a polite bow. ' I'm a harmless person, and a friend of Arkady Nikolaevitch's.'","‘May I introduce myself,’ he began, bowing politely, ‘I’m a friend of Arkady Nikolaich – and a peaceable fellow.’"
– Да часов около пяти.,"- Yes, about five hours.","""About five hours.""","'Oh, about five hours.'",‘About five hours.’
"– Евгений, возьми меня с собой; я хочу к тебе поехать.","- Eugene, take me with you; I want to go to you.","""Evgenii, take me with you. I should like to come to your place, after all.""","When they reached Hohlovsky, Arkady waited till Fedot, the keeper of the posting-station, had put in the horses, and going up to the coach, he said, with his old smile, to Bazarov, 'Yevgeny, take me with you; I want to come to you.'","‘Yevgeny, take me with you. I want to come and stay with you.’"
