Source,GoogleTranslate,human1,human2
"Я затворил за собою дверь моей комнаты, засветил свечку и бросился на постель; только сон на этот раз заставил себя ждать более обыкновенного. Уж восток начинал бледнеть, когда я заснул, но – видно, было написано на небесах, что в эту ночь я не высплюсь. В четыре часа утра два кулака застучали ко мне в окно. Я вскочил: что такое?.. «Вставай, одевайся!» – кричало мне несколько голосов. Я наскоро оделся и вышел. «Знаешь, что случилось?» – сказали мне в один голос три офицера, пришедшие за мною; они были бледны как смерть.","I closed the door of my room behind me, lit the candle, and flung myself on the bed; only the dream this time forced itself to wait for something more ordinary. The east was already beginning to turn pale when I fell asleep, but apparently it was written in heaven that I would not sleep that night. At four o'clock in the morning two fists pounded on my window. I jumped up: what is it? .. ""Get up, get dressed!"" several voices shouted at me. I quickly got dressed and went out. ""Do you know what happened?"" - three officers who came for me said to me in one voice; they were as pale as death.","I closed the door to my room behind me and lit the candle and fell onto my bed. But slumber made me wait for it longer than usual. The east was already paling when I fell asleep, but apparently it was written in the skies that I wouldn’t get a good night’s sleep. At four o’clock in the morning, two fists knocked on my window. I jumped up. “What is it?” “Get up! Get dressed!” various voices cried to me. I quickly dressed and went out. “Do you know what has happened?” three officers asked me in unison, coming for me. They were as pale as death.","I closed the door of my room, lit a candle and threw myself on my bed; however, sleep made me wait for it longer than usual. The east was already beginning to pale when I fell asleep, but apparently it was written in heaven that I was not to get my fill of sleep that night. At four in the morning, two fists began to beat against my window. I jumped up: what was the matter? “Get up, get dressed!” shouted several voices. I dressed quickly and went out. “Do you know what’s happened?” said, with one voice, the three officers who had come to fetch me. They were as pale as death."
"– Я слышал, княжна, что, будучи вам вовсе незнаком, я имел уже несчастье заслужить вашу немилость… что вы меня нашли дерзким… неужели это правда?","“I heard, princess, that, being a complete stranger to you, I already had the misfortune to deserve your disgrace ... that you found me impudent ... is that really true?","“I have heard, princess, that though completely unacquainted with you, I already have the unhappiness of having earned your disfavor . . . that you found me to be audacious .","“I hear, princess, that despite my being completely unknown to you, I have already had the misfortune to earn your displeasure … that you’ve found me insolent… Can this be true?”"
– Вы нынче умрете! – сказал я ему.,“You are going to die today!” I told him.,“You will die today!” I said to him.,"“Tonight you will die,” I said to him."
– Это моя тайна.,- This is my secret.,“That is my secret.”,“That’s my secret.”
"– Дьявол, а не женщина! – отвечал он, – только я вам даю мое честное слово, что она будет моя…","“Devil, not a woman!” - he answered, - only I give you my word of honor that she will be mine ...","“‘A devil, not a woman!’ he replied. ‘Only I’ll give you my honest word, that she will be mine . . .’","‘ A demon, not a woman!’ he answered."
"– Максим Максимыч, – сказал я, подошедши к нему, – а что это за бумаги вам оставил Печорин?","“Maxim Maksimych,” I said, going up to him, “what kind of papers did Pechorin leave you with?”","“Maxim Maximych,” I said, walking up to him, “and what are these papers that Pechorin has left with you?”","“Maksim Maksimich,” I said, going up to him, “what are those papers that Pechorin left with you?”"
Тут разговор переменил направление и к этому уж более не возвращался.,Here the conversation changed direction and never returned to it.,Here the conversation changed direction and did not return to this again.,"Here the conversation took another direction, and did not return to that subject any more."
"Убийца заперся в пустой хате, на конце станицы. Мы шли туда. Множество женщин бежало с плачем в ту же сторону; по временам опоздавший казак выскакивал на улицу, второпях пристегивая кинжал, и бегом опережал нас. Суматоха была страшная.","The murderer locked himself in an empty hut, at the end of the village. We were going there. Many women ran crying in the same direction; from time to time a late Cossack jumped out into the street, hastily fastening his dagger, and ran ahead of us. The commotion was terrible.","The murderer had locked himself in an empty hut at the end of the stanitsa. We went there. A mass of women were weeping while running in the same direction. From time to time a tardy Cossack galloped out onto the street, hurriedly fastening his dagger to his belt, and outstripping us at a gallop. The turmoil was terrible.","The assassin had locked himself up in an empty hut on the outskirts of the settlement: we proceeded thither. A great many women ran, wailing, in the same direction. Here and there, some belated Cossack rushed out into the street fastening on his dagger, and passed us at a run. The commotion was terrible."
Мне надоела эта длинная церемония.,I'm tired of this long ceremony.,I was becoming fed up with this long ceremony.,I became bored with this long procedure.
"Два часа ночи… не спится… А надо бы заснуть, чтоб завтра рука не дрожала. Впрочем, на шести шагах промахнуться трудно. А! господин Грушницкий! ваша мистификация вам не удастся… мы поменяемся ролями: теперь мне придется отыскивать на вашем бледном лице признаки тайного страха. Зачем вы сами назначили эти роковые шесть шагов? Вы думаете, что я вам без спора подставлю свой лоб… но мы бросим жребий!.. и тогда… тогда… что, если его счастье перетянет? если моя звезда наконец мне изменит?.. И не мудрено: она так долго служила верно моим прихотям; на небесах не более постоянства, чем на земле.","Two o'clock in the morning ... I can't sleep ... But I should fall asleep so that tomorrow my hand does not tremble. However, it is difficult to miss at six steps. BUT! Mr Grushnitsky! you will not succeed in your hoax ... we will switch roles: now I will have to look for signs of secret fear on your pale face. Why did you yourself appoint these fatal six steps? You think that I will turn my forehead to you without a dispute ... but we will cast lots! .. and then ... then ... what if his happiness outweighs? if my star finally betrays me? .. And no wonder: for so long she served faithfully to my whims; there is no more constancy in heaven than on earth.","I cannot sleep . . . But I must fall asleep, so that tomorrow my hand won’t shake. However, at six paces, it is hard to miss. Ah! Mr. Grushnitsky! You won’t succeed in your hoax . . . We will swap roles. Now it is I who shall look for the symptoms of secret fear on your pale face. Why did you set yourself these fateful six paces? You think that I will offer you my forehead without a struggle . . . but we are casting lots! . . . But then . . . then . . . what if his luck outweighs mine . . . if my star has at last betrayed me? . . . It would be no surprise: it has faithfully served my whims for so long, there is no more constancy in the heavens than on earth.","Two o’clock in the morning … Sleep does not come … Yet I ought to have some sleep so that my hand does not shake tomorrow. Anyway, it would be difficult to miss at six paces. Ah, Mr. Grushnitski! Your mystification will not come off … We shall exchange parts: it is now I who will search your pale face for signs of secret fear. Why did you designate yourself those fatal six paces? You think that I shall present my forehead to you without arguing … But we shall cast lots … and then … then … what if his luck outweighs mine? What if my star at last betrays me? … It would hardly be strange, it has so long served my whims faithfully. There is no more constancy in heaven than there is on earth."
