Source,GoogleTranslate,human1,human2
"— Vous ne daignez pas descende jusqu'a moi, vous… [Вы не удостаиваете снизойти до брака со мною, вы…] — заплакав, сказала Элен.","- Vous ne daignez pas descende jusqu'a moi, vous ... [You do not condescend to marry me, you ...] - Helen said, crying.","“Vous ne daignez pas descendre jusqu'à moi, vous ... “[516] said Hélène, bursting into tears.","‘Vous ne daignez pas descendre jusqu’à moi, vous …’6 said Hélène, beginning to cry."
"— Осмелюсь обеспокоить, ваше благородие, — сказал он с почтительностью, но с относительным пренебрежением к юности этого офицера и заложив руку за пазуху. — Моя госпожа, дочь скончавшегося сего пятнадцатого числа генерал-аншефа князя Николая Андреевича Болконского, находясь в затруднении по случаю невежества этих лиц, — он указал на мужиков, — просит вас пожаловать… не угодно ли будет, — с грустной улыбкой сказал Алпатыч, — отъехать несколько, а то не так удобно при… — Алпатыч указал на двух мужиков, которые сзади так и носились около него, как слепни около лошади.","“I dare to disturb, Your Honor,” he said with deference, but with relative disdain for the youth of this officer, and putting his hand in his bosom. “My lady, the daughter of General-in-Chief Prince Nikolai Andreevich Bolkonsky, who died this fifteenth day, being in difficulty because of the ignorance of these persons,” he pointed to the peasants, “asks you to come in ... if you like,” Alpatych said with a sad smile, “ drive off a little, otherwise it’s not so convenient when ... - Alpatych pointed to two men who were rushing around him from behind, like horseflies near a horse.","“I make so bold as to trouble you, Your Honor,” he said respectfully, but with relative scorn for the youth of this officer, and putting his hand behind his lapel. “My mistress, the daughter of General in Chief Prince Nikolai Andree-vich Bolkonsky, who passed away on the fifteenth instant, being in difficulty on the occasion of the ignorance of these persons,” he pointed to the muzhiks, “asks you kindly ... would you be so good,” Alpatych said with a sad smile, “as to ride off a little, for it is not so convenient in front of ...” Alpatych pointed to the two muzhiks, who flitted about behind him like gadflies around a horse.","‘May I make bold to trouble your Honour?’ said he respectfully, but with a shade of contempt for the youthfulness of this officer and with a hand thrust into his bosom. ‘My mistress, daughter of General-in-Chief Prince Nikolai Andreevich Bolkonsky who died on the 15th of this month, finding herself in difficulties owing to the boorishness of these people’—he pointed to the peasants—’asks you to come up to the house … Won’t you, please, ride on a little farther,’ said Alpatych with a melancholy smile, ‘as it is not convenient in the presence of …?’ He pointed to the two peasants who kept as close to him as horseflies to a horse."
"Камердинер приподнялся и прошептал что-то. Тимохин, страдая от боли в раненой ноге, не спал и во все глаза смотрел на странное явление девушки в бедой рубашке, кофте и вечном чепчике. Сонные и испуганные слова камердинера; «Чего вам, зачем?» — только заставили скорее Наташу подойти и тому, что лежало в углу. Как ни страшно, ни непохоже на человеческое было это тело, она должна была его видеть. Она миновала камердинера: нагоревший гриб свечки свалился, и она ясно увидала лежащего с выпростанными руками на одеяле князя Андрея, такого, каким она его всегда видела.","The valet rose and whispered something. Timokhin, suffering from pain in his wounded leg, did not sleep and looked with all his eyes at the strange appearance of a girl in a poor shirt, jacket and eternal cap. The sleepy and frightened words of the valet; ""What do you want, why?"" - they only forced Natasha to come up to the one that lay in the corner as soon as possible. As terrifying as this body was, it must have been visible to her. She passed the valet: the burning mushroom of the candle fell off, and she clearly saw Prince Andrei lying on the blanket with outstretched arms, just as she had always seen him.","The valet rose a little and whispered something. Timokhin, suffering from the pain in his wounded leg, was not asleep and stared all eyes at the strange apparition of a girl in a white nightgown, a jacket, and a nightcap. The valet's sleepy and frightened words—”What is it, why?”—only made Natasha approach more quickly what lay in the corner. However frightening and unlike anything human this body was, she had to see it , She went past the valet; the mushroom of snuff fell from the candle, and she clearly saw Prince Andrei lying with his arms on the covers, the same as she had always seen him.","The valet sat up and whispered something. Timokhin, kept awake by the pain in his wounded leg, gazed with wide-open eyes at this strange apparition of a girl in a white chemise, dressing-jacket, and night-cap. The valet’s sleepy, frightened exclamation, ‘ What do you want? What’s the matter?’ made Natasha approach more swiftly to what was lying in the corner. Horribly unlike a man as that body looked, she must see him. She passed the valet, the snuff fell from the candle wick, and she saw Prince Andrei clearly with his arms outside the quilt, and just as she had always seen him."
"Начинало светать, небо расчистило, только одна туча лежала на востоке. Покинутые костры догорали в слабом свете утра.","It began to dawn, the sky cleared, only one cloud lay in the east. Abandoned fires burned out in the faint morning light.","It was beginning to grow light, the sky cleared, only one cloud lay in the east. The abandoned campfires were going out in the faint light of morning.","It was growing light, the sky was clearing, only a single cloud lay in the east. The abandoned camp-fires were burning themselves out in the faint morning light."
"Графине понравилось это усердие Наташи; она в душе своей, после безуспешного медицинского лечения, надеялась, что молитва поможет ей больше лекарств, и хотя со страхом и скрывая от доктора, но согласилась на желание Наташи и поручила ее Беловой. Аграфена Ивановна в три часа ночи приходила будить Наташу и большей частью находила ее уже не спящею. Наташа боялась проспать время заутрени. Поспешно умываясь и с смирением одеваясь в самое дурное свое платье и старенькую мантилью, содрогаясь от свежести, Наташа выходила на пустынные улицы, прозрачно освещенные утренней зарей. По совету Аграфены Ивановны, Наташа говела не в своем приходе, а в церкви, в которой, по словам набожной Беловой, был священник весьма строгий и высокой жизни. В церкви всегда было мало народа; Наташа с Беловой становились на привычное место перед иконой божией матери, вделанной в зад левого клироса, и новое для Наташи чувство смирения перед великим, непостижимым, охватывало ее, когда она в этот непривычный час утра, глядя на черный лик божией матери, освещенный и свечами, горевшими перед ним, и светом утра, падавшим из окна, слушала звуки службы, за которыми она старалась следить, понимая их. Когда она понимала их, ее личное чувство с своими оттенками присоединялось к ее молитве; когда она не понимала, ей еще сладостнее было думать, что желание понимать все есть гордость, что понимать всего нельзя, что надо только верить и отдаваться богу, который в эти минуты — она чувствовала — управлял ее душою. Она крестилась, кланялась и, когда не понимала, то только, ужасаясь перед своею мерзостью, просила бога простить ее за все, за все, и помиловать. Молитвы, которым она больше всего отдавалась, были молитвы раскаяния. Возвращаясь домой в ранний час утра, когда встречались только каменщики, шедшие на работу, дворники, выметавшие улицу, и в домах еще все спали, Наташа испытывала новое для нее чувство возможности исправления себя от своих пороков и возможности новой, чистой жизни и счастия.","The countess liked Natasha's zeal; in her soul, after unsuccessful medical treatment, she hoped that prayer would help her with more medicines, and although with fear and hiding from the doctor, she agreed to Natasha's desire and entrusted her to Belova. Agrafena Ivanovna came at three o'clock in the morning to wake Natasha, and for the most part found her no longer asleep. Natasha was afraid to oversleep the time of matins. Hastily washing herself and humbly dressing in her worst dress and an old mantilla, shuddering with freshness, Natasha went out into the deserted streets, transparently lit by the morning dawn. On the advice of Agrafena Ivanovna, Natasha did not preach in her parish, but in the church, in which, according to the pious Belova, there was a priest of a very strict and high life. There were always few people in the church; Natasha and Belova took their usual place in front of the icon of the Mother of God, embedded in the back of the left choir, and Natasha’s new sense of humility in front of the great, incomprehensible, seized her when, at this unusual hour in the morning, she looked at the black face of the Mother of God, lit by candles. burning in front of him, and by the light of the morning falling from the window, she listened to the sounds of the service, which she tried to follow, understanding them. When she understood them, her personal feeling with its shades joined her prayer; when she did not understand, it was still sweeter for her to think that the desire to understand everything is pride, that it is impossible to understand everything, that one must only believe and surrender to God, who at that moment—she felt—ruled her soul. She crossed herself, bowed, and when she did not understand, she only, horrified by her abomination, asked God to forgive her for everything, for everything, and have mercy. The prayers to which she devoted herself most were the prayers of repentance. Returning home at an early hour in the morning, when only masons going to work, janitors sweeping the street, and everyone was still sleeping in the houses, Natasha experienced a new feeling for her of the possibility of correcting herself from her vices and the possibility of a new, pure life and happiness.","The countess liked this zeal of Natasha's; after the unsuccessful medical treatment, she hoped in her heart that prayer would help her more than medications, and she consented to Natasha's wish, though with fear and concealing it from the doctor, and entrusted her to Mrs. Belov. Agrafena Ivanovna would come at three o'clock in the morning to wake Natasha, and most often found her already up. Natasha was afraid to sleep through the time for matins. Washing hastily and dressing humbly in the poorest of her dresses and an old mantilla, shivering in the fresh air, Natasha would go out into the deserted streets, transparently lit up by the glow of dawn. On Agrafena Ivanovna's advice, Natasha went to the services not in her own parish, but in a church in which, according to the pious Mrs. Belov, there was a priest of quite strict and lofty life. In the church there were always few people; Natasha and Mrs. Belov would stand in their usual place before the icon of the Mother of God, built into the back of the left-hand choir, and a new feeling of humility would come over Natasha before the great, the unknowable, when at this unaccustomed hour of morning, looking at the blackened face of the Mother of God lit by candles and the light of morning coming from the window, she listened to the words of the service, which she tried to follow and understand.[203] When she understood them, her personal feeling, with its nuances, joined with her prayer; when she did not, the sweeter it was for her to think that the wish to understand everything was pride, that it was impossible to understand everything, that she only had to believe and give herself to God, who in those moments—she felt—was guiding her soul. She crossed herself, bowed, and, when she did not understand, only asked God, in horror at her own vileness, to forgive her for everything, everything, and to have mercy on her. The prayers she gave herself to most of all were prayers of repentance. Returning home at an early hour of the morning, when she met only masons going to work and yard porters sweeping the streets, and everyone in the houses was still asleep, Natasha experienced a new feeling of the possibility of correcting her vices and the possibility of a new, pure life and happiness.","The countess was pleased with Natasha’s zeal; after the poor results of the medical treatment, in the depths of her heart she hoped that prayer might help her daughter more than medicines and, though not without fear, and concealing it from the doctor, she agreed to Natasha’s wish and entrusted her to Belova. Agrafena Ivanovna used to come to wake Natasha at three in the morning, but generally found her already awake. She was afraid of being late for Matins. Hastily washing, and meekly putting on her shabbiest dress and an old mantilla, Natasha, shivering in the fresh air, went out into the deserted streets lit by the clear light of dawn. By Agrafena Ivanovna’s advice Natasha prepared herself not in their own parish, but at a church where according to the devout Agrafena Ivanovna the priest was a man of very severe and lofty life. There were never many people in the church; Natasha always stood beside Belova in the customary place before an icon of the Blessed Virgin let into the screen before the choir on the left side, and a feeling, new to her, of humility before something great and incomprehensible, seized her when at that unusual morning hour, gazing at the dark face of the Virgin illuminated by the candles burning before it and by the morning light falling from the window, she listened to the words of the service which she tried to follow with understanding. When she understood them, her personal feeling became interwoven in the prayers with shades of its own. When she did not understand, it was sweeter still to think that the wish to understand everything is pride, that it is impossible to understand all, that it is only necessary to believe and to commit oneself to God, whom she felt guiding her soul at those moments. She crossed herself, bowed low, and when she did not understand, in horror at her own vileness, simply asked God to forgive her everything, everything, and to have mercy upon her. The prayers to which she surrendered herself most of all were those of repentance. On her way home at an early hour when she met no one but bricklayers going to work or men sweeping the street, and everybody within the houses was still asleep, Natasha experienced a feeling new to her, a sense of the possibility of correcting her faults, the possibility of a new, clean life, and of happiness."
"Марья Генриховна согласилась и стала искать ложку, которую уже захватил кто-то.","Marya Genrikhovna agreed and began to look for the spoon, which someone had already seized.","Marya Genrikhovna agreed and began looking for the spoon, which someone had already snatched up.",Marya Gendrikhovna assented and began looking for the spoon which someone meanwhile had pounced on.
"— Ну да, посылай третью роту опять, — поспешно сказал офицер.","“Well, yes, send the third company again,” the officer said hastily.","“Ah, yes, send the third platoon again,” he said hastily.","‘Well, send number three company again,’ the officer replied hurriedly."
"Как сомнамбулка, которую разбудили в середине ее сна, Наташа вышла из комнаты и, вернувшись в свою избу, рыдая упала на свою постель.","Like a somnambulist who was awakened in the middle of her sleep, Natasha left the room and, returning to her hut, fell on her bed sobbing.","Like a somnambulist awakened in the middle of her sleep, Natasha went out of the room and, returning to her side of the cottage, fell sobbing on her bed.","Like a somnambulist aroused from her sleep, Natasha went out of the room and returning to her hut fell sobbing on her bed."
"— Ехать просилась. Дело женское! Увези ты, говорит, меня, не погуби ты меня с малыми детьми; народ, говорит, весь уехал, что, говорит, мы-то? Как зачал бить. Так бил, так волочил!","- Asked to go. It's a woman's business! Take me away, he says, do not destroy me with small children; the people, they say, all left, what, they say, are we? How to start beating. So beat, so dragged!","“She was begging to leave. It's a woman's thing! ' Take me away,' she says, 'don't let me and the little children perish. People have all left,' she says, 'what about us?' And he started beating her. How he beat her, how he dragged her!”","‘She kept begging to go away. She’s a woman! “Take me away,” says she, “don’t let me perish with my little children; folks,” she says, “are all gone, so why”, she says, “don’t we go?” So he starts in beating and knocking her all around!’"
"— Вы пальчиком, Марья Генриховна, — сказал Ростов, — еще приятнее будет.","- You're a finger, Marya Genrikhovna, - said Rostov, - it will be even more pleasant.","“Use your finger, Marya Genrikhovna,” said Rostov, “that will be even nicer.” “It's too hot!”","‘Use your finger, Marya Gendrikhovna, it will be still nicer,’ said Rostov."
