Source,GoogleTranslate,human1,human2,human3
О металлическом месте …,About the metal place...,"The memory of a memory remained, and of a business which brooks no postponement.",Of the metallic place …,Of a metal place …
"Часы тикали. Александр Иванович крякнул два раза, чтобы слуха особы коснулось его нетерпение (надо было и себя отстоять, и не слишком обидеть особы; обидь он особу, Николай Аполлонович от обиды той ведь мог потерпеть)… Но кряхтенье Александра Ивановича вышло робеющей спазмой приготовишки перед школьным учителем. Что такое случилось с ним? Откуда возникла та робость? Особы он не боялся ничуть: он боялся галлюцинации, возникающей там, на обоях, – не особы же…","The clock was ticking. Alexander Ivanovich grunted twice so that his impatience touched the hearing of the person (it was necessary to defend himself, and not to offend the person too much; if he offended the person, Nikolai Apollonovich could suffer from that insult) ... . What happened to him? Where did that shyness come from? He was not at all afraid of a person: he was afraid of a hallucination that appeared there, on the wallpaper, - not a person ...","He grunted twice, so that his impatience would register on the person’s hearing (he had to stand up for himself but not offend the person too much). But the grunting came out like a timid spasm in the throat of a schoolboy standing before his teacher. What was wrong with him? Why such timidity? He wasn’t afraid of the person. He was afraid of the hallucinations on the wallpaper.","The clock ticked. Alexandr Ivanovich cleared his throat twice, so that his impatience should impinge upon the person’s hearing (he had to stand up for himself and at the same time not offend the person too much; were he to offend the person, Nikolai Apollonovich might well suffer from that offence) … But Alexandr Ivanovich’s throat-clearing came out like the timid spasms of a first-former in front of the class teacher. Whatever had happened to him? Where had that timidity come from? He was not in the least afraid of that person: he was afraid of the hallucination that appeared there on his wallpaper—not of the person, though …","The hours were ticking. Aleksandr Ivanovich grunted twice, so that his impatience would touch the person’s hearing (he must both stand up for himself and not insult the person too much; were he to insult the person, after all, Nikolai Apollonovich might suffer because of it) … But Aleksandr Ivanovich’s grunting came out sounding like the timid spasm of a preparatory form pupil before the teacher. What had happened to him? Where had this timidity come from? He was not in the slightest afraid of the person: he was afraid of the hallucination that emerged back there, on the wallpaper – but as for the person …"
"Там, напротив, чернел перекресток; и там – была улица; каменно принависла там кариатида подъезда.","There, on the contrary, was a black crossroads; and there was a street; a caryatid of the entrance hung there like a stone.",Opposite the black of an intersection a caryatid hung suspended above the street.,"Over there, on the opposite side, the black of a crossroads could be seen; and there was a street there; the caryatid at an entrance loured there stonily.","There, opposite, the crossroads showed black; and there was the street; the caryatid of the entrance porch hung there stonily."
"И бряцая, и дзанкая, докрасна раскаленную трубочку повынимала из складок камзола многосотпудовая рука, и указывая глазами на трубочку, подмигнула на трубочку:","And rattling, and dzankaya, a red-hot pipe was pulled out of the folds of the camisole by a many-hundred-pound hand, and pointing with its eyes at the pipe, winked at the pipe:","And his hand, clanking and clattering, took out a glowing red hot pipe, and he indicated the pipe with his eyes, and winked at the pipe:","And with a jingle and a jangle, the hand of massive weight took from the folds of his camisole a red-hot pipe, and indicating the pipe with his eyes, he winked at it:","And, jangling and clanking, a hand weighing many hundreds of poods took from the folds of the camisole a small, red-glowing pipe, and, indicating the pipe with his eyes, winked at it:"
"С той поры ее действительный муж Сергей Сергеич Лихутин обратился всего-навсего в посетителя квартирки на Мойке: стал заведовать, где-то там, провиантом; уходил из дому рано утром; появлялся с полуночи: говорил для приличия фифку, опуская в кружку двугривенный, или скромно кивал головой на слова «революция – эволюция», выпивал чашку чая и шел к себе спать: надо же было утром как можно ранее встать и идти где-то там, заведовать провиантом. Оттого лишь Сергей Сергеич, где-то там, стал заведовать провиантом, что свободы жены не хотел он стеснять.","From that time on, her real husband, Sergei Sergeyevich Likhutin, turned into nothing more than a visitor to an apartment on the Moika: he began to manage, somewhere there, provisions; left home early in the morning; appeared from midnight: for decency, he spoke a fifka, dropping a two-kopeck piece into a mug, or modestly nodded his head at the words “revolution - evolution”, drank a cup of tea and went to bed: you had to get up as early as possible in the morning and go somewhere there, manage the provision. The only reason why Sergei Sergeyevich, somewhere out there, began to manage the provisions was that he did not want to restrict his wife's freedom.",He took charge of provisions somewhere out there. He left the house early in the morning; he reappeared about midnight. Freedom was more than Sofia Petrovna could endure.,"From that time her real husband, Sergei Sergeich Likhutin, turned into nothing more than a visitor to the little apartment on the Moika: he began to take charge of provisions somewhere out there; left the house early in the morning; appeared around midnight: told a whiffy for decency’s sake, dropping a twenty-copeck piece into the tankard, or nodded modestly at the words “revolution—evolution”, drank a cup of tea and went to his room to sleep: he had to be up as early as possible in the morning and go off out there somewhere to take charge of provisions. It was only because he did not wish to inhibit his wife’s freedom that he had begun to take charge of provisions somewhere out there.","Ever since then, her real husband had become no more than a visitor to the little flat on the Moika : began to take charge of provisions somewhere out there; left the house early in the morning; reappeared at around midnight: said a ‘fifi’ for the sake of propriety, dropping a twenty-copeck piece into the collection box, or modestly nodding his head at the words ‘revolution-evolution’, drinking a cup of tea and going off to his room to sleep: for he had to get up as early as possible in the morning and walk to somewhere out there in order to take charge of provisions. Sergei Sergeich had only begun, somewhere out there, to take charge of provisions because he did not want to hamper his wife’s freedom."
"– «Проследовал… До вот этого места… Вы все время о чем-то вдвоем говорили… Я – за вами ходил и, признаться, досадовал… Послушайте», – оборвал он повествованье, похожее на типографский, случайно рассыпанный, собранный и случайно прочтенный набор, – «вы не слышите?»","- “I followed ... Until this place ... You were talking about something together all the time ... I followed you and, frankly, was annoyed ... Listen,"" he interrupted the narrative, similar to a typographical, randomly scattered, assembled and accidentally read set , - ""do not you hear?""",“Listen . . .” “What is it?” “A note of some kind—an ‘oo.’,"“I followed you … Right to this spot … All the time the two of you were talking about something … I—was walking along behind you, and, I must admit, getting annoyed … Listen,” he broke off his narration, which resembled a page of type that had been scattered and re-assembled, and was now being read at random, “can you hear that?”","‘I followed you … Right to this place … The two of you were talking about something … I walked behind you, and I must admit that I felt annoyed … Listen,’ he said, breaking off his narration, which was like a typographical composition, haphazardly scattered, gathered together and haphazardly read – ‘Don’t you hear?’"
"Господин завозился над лужею, подбирая антоновки; пальто его распахнулось; он, очевидно, кряхтел; затворяя калитку, он вновь едва не рассыпал покупочки. Господин приблизился к дачке по садовой желтой дорожке между двух рядов в ветре изогнутых кустиков; распространилась вокруг та гнетущая знакомая атмосфера; покрытая шапкой с наушниками, круто как-то на грудь оседала зловещая голова; глубоко в орбитах сидящие глазки на этот раз не бегали вовсе (как бегали они перед всяким пристальным взором); глубоко сидящие глазки устало уставились в стекла. Александр Иванович успел подсмотреть в этих глазках (представьте себе!) какую-то особую, свою радость, смешанную с усталостью и печалью – чисто животную радость: отогреться, выспаться и плотно поужинать после стольких перенесенных трудов. Так зверь кровожадный: возвращаясь в берлогу, кажется зверь кровожадный домашним и кротким, обнаружив беззлобие, на какое способен и он; дружелюбно обнюхивает тогда этот зверь свою самку; и облизывает заскуливших щенят.","The gentleman fussed over the puddle, picking up Antonovkas; his coat was flung open; he was obviously groaning; shutting the gate, he again almost scattered the purchases. The gentleman approached the dacha along a yellow garden path between two rows of curved bushes in the wind; spread around that oppressive familiar atmosphere; covered with a hat with headphones, an ominous head somehow settled abruptly on the chest; deep in their orbits, the little eyes, which were set in their sockets, did not run at all this time (as they did before any intent gaze); deep-set eyes stared tiredly into the glass. Alexander Ivanovich managed to peep in those eyes (imagine!) some special, his own joy, mixed with fatigue and sadness - a purely animal joy: to warm up, sleep and have a hearty dinner after so many endured labors. So is the bloodthirsty beast: returning to the den, the bloodthirsty beast seems to be domestic and meek, revealing the malice that he is capable of; friendly then this animal sniffs its female; and licks whining puppies.","From under an arm a bag fell toward a mud puddle; the paper tore and Antonov apples rolled in the mud. A sinister head covered by a cap with ear-flaps was settled on the chest. The deep-set little eyes did not dart, but wearily fixed on the window panes. And Alexander Ivanovich managed to detect (just imagine!) joy, the animal joy of having supper after travails endured. Thus a beast, upon returning to its lair, seems meek, and displays the benignity of which it is capable. It amiably sniffs at its mate and licks its cubs.","The gentleman fussed about over the puddle, gathering up the apples; his overcoat fell open; he was breathing with obvious difficulty; as he closed the gate, he all but shed his purchases again. The gentleman approached the cottage along the yellow garden path between two rows of bushes, bending in the wind; a familiar oppressive atmosphere spread all round; his sinister head, covered by a hat with ear-flaps, was drooping acutely on to his chest; his deep-set eyes on this occasion were not wandering at all (as they did before any intensive scrutiny); the deep-set eyes gazed wearily at the window. Alexandr Ivanovich was able to glimpse in those eyes (can you imagine!) a certain special, personal joy, mixed with tiredness and sadness—a purely animal joy at the prospect of getting warmed through, having a sound sleep and a good supper after so many exertions. Like a bloodthirsty beast: returning to its lair, a bloodthirsty beast appears harmless and domesticated, displaying a mildness of which even it is capable; this beast then sniffs amicably at its mate; and licks its whimpering cubs.","The gentleman began to fuss over the puddle, picking up the apples; his coat fell open; he was apparently groaning; closing the gate, he again very nearly spilled his purchases. The gentleman approached the small dacha along the yellow garden path between two rows of shrubs that were bent in the wind; the same familiar, oppressive atmosphere was spread around; covered by a hat with earflaps, the man’s sinister head seemed suddenly to settle on his chest; the small eyes set deep in their sockets did not on this occasion move about at all (as they moved about before any fixed gaze); the small, deepset eyes stared wearily at the window-panes. Aleksandr Ivanovich managed to detect in those little eyes (just imagine!) some kind of peculiar joy of their own, one mixed with weariness and sadness – a purely animal joy: at warming oneself, sleeping properly and having a good supper after having endured so many travails. Thus the bloodthirsty beast: returning to its lair, the bloodthirsty beast seems meek and domesticated, displaying the good nature of which it, too, is capable; in friendly fashion this beast then sniffs at its mate; and licks its whimpering cubs."
И валила зевота.,And there was a yawn.,And yawning got the best of him.,And he was overcome by yawning.,And the yawns came weighing down.
"Но сердца троих бились; но глаза троих избегали друг друга. Николай Аполлонович убежал одеваться; он думал теперь – все о том, об одном: как она вчера там бродила под окнами: значит, она тосковала; но сегодня ее ожидает – что ожидает?..","But the hearts of three were beating; but the eyes of the three avoided each other. Nikolai Apollonovich ran off to get dressed; he thought now - all about that, about one thing: how she wandered there yesterday under the windows: it means that she yearned; but today she expects - what awaits? ..",Nikolai Apollonovich . . .,But the hearts of all three were beating fast; but the eyes of all three were avoiding each other. Nikolai Apollonovich ran off to change; he now had only one thought on his mind: how she had been wandering under the window yesterday: so she was pining; but there was something in store for her today—what was it? …,But the hearts of all three were pounding; the eyes of all three avoided one another. Nikolai Apollonovich ran off to get ready: she had wandered under the windows there: that meant she was depressed; but today there awaited her – what awaited her? …
– «Конт…»,"- ""Cont...""",“Comte . . .”,“Comte …”,‘Comte …
"Тут он сообразил: по лестнице поднималась, конечно, им поджидаемая особа; вот-вот войдет; но она не входила; в дверях не было никого.",Then he realized: the person he was waiting for was going up the stairs; is about to enter; but she did not enter; there was no one at the door.,"At that very moment when my stranger turned away from the door, an unpleasant fat man came in through it.","Then he realised: the person he was waiting for was climbing the stairs, of course; and was about to enter; but was not entering yet; there was no one in the doorway.","At this point he pondered: up the staircase was coming, of course, the person he had been waiting for; in a moment or two he would come in; but he did not come in; in the doorway there was no one."
"– «Трудно жить, Николай Аполлонович, выключенным, как я, в торичеллиевой пустоте…»","- ""It's hard to live, Nikolai Apollonovich, turned off, like me, in the Toricelli void...""",“It’s hard to live in a Torricellian vacuum.”,"“It’s hard, Nikolai Apollonovich, to live shut out as I do, in a Torricellian vacuum …”","‘It is difficult to live as one excluded, Nikolai Apollonovich, like myself, in a Torricellian vacuum …’22"
И он разрывался на части.,And he was torn to pieces.,And it would burst into pieces.,And it burst into pieces.,And he would burst into pieces.
