Source,GoogleTranslate,human1,human2,human3
"— Да! — резко и поспешно она мне поддакнула. Меня даже удивила поспешность этого да. Значит, и у ней, может быть, та же самая мысль бродила в голове, когда она давеча меня рассматривала? Значит, и она уже способна к некоторым мыслям?.. «Черт возьми, это любопытно, это — сродни, — думал я, — чуть не потирая себе руки. — Да и как с молодой такой душой не справиться?..»","- Yes! She urged me sharply and hastily. I was even surprised by the haste of this yes. So, maybe she had the same thought wandering in her head when she looked at me just now? So, she is already capable of some thoughts?.. “Damn it, this is curious, this is akin,” I thought, “almost rubbing my hands. “Yes, and how can one not cope with such a young soul?”","“Yes!” she agreed, abruptly and hastily. I was even surprised by the hastiness of this “yes.” So perhaps the same thought was wandering through her mind as she was peering at me just now? So she, too, is already capable of certain thoughts? . . .”Devil take it , that's curious, it's – akin” I reflected, almost rubbing my hands. ”No, how can I fail to get the better of such a young soul? . . .”","‘Yes!’ she agreed sharply and quickly. I was astonished by the swiftness of that yes…. So the same thought had perhaps been running through her head too, a short time before, when she was watching me? So even she was capable of some ideas?… ‘Damn it, how very interesting that we should be akin!’ I thought, almost rubbing my hands. But how with a young heart like this could she fail to understand?","“Yes!” she assented sharply and hurriedly. I was positively astounded by the promptitude of this “Yes.” So the same thought may have been straying through her mind when she was staring at me just before. So she, too, was capable of certain thoughts? “Damn it all, this was interesting, this was a point of likeness!” I thought, almost rubbing my hands. And indeed it’s easy to turn a young soul like that!"
"— Да что ты, чего дерешься? — закричал мужичонка, стегая, однако ж, клячу, так что та начала лягаться задними ногами.","“Yes, what are you fighting about?” the little man shouted, whipping, however, the nag, so that she began to kick with her hind legs.","“What's with you? Why're you punching?” the little peasant cried, lashing the nag, however, so that she started kicking with her hind legs.","‘What’s that for, why are you knocking me about?’ cried my wretched peasant, but he whipped up his miserable nag, so that it began to lash out with its hoofs.","“What are you up to? What are you hitting me for?” the peasant shouted, but he whipped up his nag so that it began kicking."
Часть I,Part I,PART ONE: UNDERGROUND,Chapter One,PART I
"Я пил с горя лафит и херес стаканами. С непривычки быстро хмелел, а с хмелем росла и досада. Мне вдруг захотелось оскорбить их всех самым дерзким образом и потом уж уйти. Улучить минуту и показать себя — пусть же скажут: хоть и смешон, да умен… и… и… одним словом, черт с ними!","I drank lafite and sherry with glasses of grief. Out of habit, I quickly got tipsy, and with the hops my annoyance grew. I suddenly wanted to insult them all in the most daring way and then leave. To seize a moment and show themselves - let them say: although he is ridiculous, he is smart ... and ... and ... in a word, to hell with them!","I drank Lafite and sherry by the glassful in my grief. From lack of habit I was quickly getting drunk, and as my drunkenness increased, so did my vexation. I suddenly wanted to insult them all in the boldest fashion, and only then leave. To seize the right moment and show myself; let them say: he's funny, but no dummy . . . and . . . and . . . in short, devil take them.","I drowned my sorrows in great bumpers of claret and sherry. I was so unused to it that I got drunk very quickly, and my anger increased with my intoxication. Suddenly I wanted to be outrageously rude to every one of them, and then go. To find the right moment and show them who I was: make them say, ‘He may be ridiculous, but he’s damned clever…’ and… and… in short, to hell with them!","I drank sherry and Lafitte by the glassful in my discomfiture. Being unaccustomed to it, I was quickly affected. My annoyance increased as the wine went to my head. I longed all at once to insult them all in a most flagrant manner and then go away. To seize the moment and show what I could do, so that they would say, “He’s clever, though he is absurd,” and ... and ... in fact, damn them all!"
"— Гм… — решаете вы, — наши хотенья большею частию бывают ошибочны от ошибочного взгляда на наши выгоды. Мы потому и хотим иногда чистого вздору, что в этом вздоре видим, по глупости нашей, легчайшую дорогу к достижению какой-нибудь заранее предположенной выгоды. Ну, а когда все это будет растолковано, расчислено на бумажке (что очень возможно, потому что гнусно же и бессмысленно заранее верить, что иных законов природы человек никогда не узнает), то тогда, разумеется, не будет так называемых желаний. Ведь если хотенье стакнется когда-нибудь совершенно с рассудком, так ведь уж мы будем тогда рассуждать, а не хотеть собственно потому, что ведь нельзя же, например, сохраняя рассудок, хотеть бессмыслицы и таким образом зазнамо идти против рассудка и желать себе вредного… А так как все хотенья и рассуждения могут быть действительно вычислены, потому что когда-нибудь откроют же законы так называемой нашей свободной воли, то, стало быть, и, кроме шуток, может устроиться что-нибудь вроде таблички, так что мы и действительно хотеть будем по этой табличке. Ведь если мне, например, когда-нибудь, расчислят и докажут, что если я показал такому-то кукиш, так именно потому, что не мог не показать и что непременно таким-то пальцем должен был его показать, так что же тогда во мне свободного-то останется, особенно если я ученый и где-нибудь курс наук кончил? Ведь я тогда вперед всю мою жизнь на тридцать лет рассчитать могу; одним словом, если и устроится это, так ведь нам уж нечего будет делать; все равно надо будет принять. Да и вообще мы должны, не уставая, повторять себе, что непременно в такую-то минуту и в таких-то обстоятельствах природа нас не спрашивается; что нужно принимать ее так, как она есть, а не так, как мы фантазируем, и если мы действительно стремимся к табличке и к календарю, ну, и… ну хоть бы даже и к реторте, то что же делать, надо принять и реторту! не то она сама, без вас примется…","“Hm,” you decide, “our desires are mostly erroneous from an erroneous view of our benefits. That is why we sometimes want pure nonsense, because in this nonsense we see, due to our stupidity, the easiest way to achieve some preconceived advantage. Well, when all this is explained, calculated on a piece of paper (which is very possible, because it is vile and senseless to believe in advance that a person will never know other laws of nature), then, of course, there will be no so-called desires. After all, if wanting ever completely collides with reason, then we will then reason, and not actually want because, after all, it is impossible, for example, while maintaining reason, to want nonsense and thus deliberately go against reason and wish for ourselves harmful ... And since all desires and reasoning can really be calculated, because someday the laws of our so-called free will will be discovered, then, therefore, and, apart from jokes, something like a tablet can be arranged, so that we really will want on this plate. After all, if, for example, someday they calculate and prove to me that if I showed such and such a fico, it was precisely because I could not help but show it and that I had to show it with such and such a finger, so what then in me Will there be anything free, especially if I am a scientist and finished my science course somewhere? After all, then I can calculate my whole life for thirty years ahead; in a word, even if this is arranged, then we will have nothing to do; still need to be accepted. And in general, we must tirelessly repeat to ourselves that at such and such a moment and in such and such circumstances, nature does not ask us; that it is necessary to accept it as it is, and not as we fantasize, and if we really strive for a tablet and a calendar, well, and ... well, even if only for a retort, then what can we do, we must accept the retort ! not that she herself, without you, will be accepted ...","“Hm . . .” you decide, “our wantings are for the most part mistaken owing to a mistaken view of our profit. We sometimes want pure rubbish precisely because, in our stupidity, we see this rubbish as the easiest path to the attainment of some preconceived profit. Well, but when it's all explained, worked out on a piece of paper (which is quite possible because, after all, it's vile and senseless to believe beforehand that there are certain laws of nature which man will never learn) – then, to be sure, there will be no more so-called desires. For if wanting someday gets completely in cahoots with reason, then essentially we shall be reasoning and not wanting, because it really is impossible, for example, while preserving reason, to want senselessness and thus knowingly go against reason and wish yourself harm . . . And since all wantings and reasonings can indeed be calculated – because, after all, they will someday discover the laws of our so-called free will – then consequently, and joking aside, something like a little table can be arranged, so that we shall indeed want according to this little table. For if it should someday be worked out and proved to me that when I made a fig at such-and-such a person, it was precisely because I could not do otherwise, and that I was bound to do it with such-and-such a finger, then what is left so free in me, especially if I am a learned man and have completed a course of studies somewhere? No, then I can calculate my life for thirty years ahead; in short, if this does get arranged, then we really will have no choice; we'll have to accept it in any case. And, generally, we ought tirelessly to repeat to ourselves that, precisely at such-and-such a moment, in such-and-such circumstances, nature does not ask our permission; that it must be accepted as it is, and not as we fancy, and if we are really aiming at a little table and a calendar, and . . . well, and even at a retort, then there's no help for it, we must accept the retort! Or else it will get accepted of itself, without you . . .”","‘H’m,’ you decide, ‘our desires are for the most part mistaken because of our erroneous view of our own interests. The reason why we sometimes want purely nonsensical things is that in our stupidity we see in those nonsensical things the easiest way to the attainment of some already proposed advantage. Well, but when it has all been worked out and tabulated on paper (which is quite possible, because it is wicked and silly to believe in advance that there are some laws of nature that man will never discover), then of course there will no longer be any so-called volition. If ever volition becomes completely identified with common sense, we shall of course reason, not want, purely because it is impossible to want what has no sense, flying in the face of reason and desiring what will do one harm, and still preserve one’s common sense…. And since all volition and all reasoning really may be tabulated, because the laws of our so-called free will may indeed be discovered, it follows, quite seriously, that some sort of table may be drawn up and that we shall exercise our wills in conformity with that table. If, for example, it can one day be worked out and proved to me that I have on some occasion cocked a snook at somebody simply because I could not help it, and that I was obliged to make the gesture in that particular way, then what freedom remains to me, especially if I am learned and have taken a science course somewhere? After all, in that case I can calculate my life for thirty years in advance; in short, if things turn out in this way, there won’t be anything left for us to do; all the same, we shall need to understand. But in general we ought always to be telling ourselves that, inevitably, at certain times and in certain circumstances nature will not consult us; that we must take her as she is and not as we fancy her to be, and if we really are progressing at great speed towards the tables and almanacs and… even the test-tube, there’s no help for it, we must accept even the test-tube! Or else it will be accepted for us…’","“H’m!” you decide. “Our choice is usually mistaken from a false view of our advantage. We sometimes choose absolute nonsense because in our foolishness we see in that nonsense the easiest means for attaining a supposed advantage. But when all that is explained and worked out on paper (which is perfectly possible, for it is contemptible and senseless to suppose that some laws of nature man will never understand), then certainly so-called desires will no longer exist. For if a desire should come into conflict with reason we shall then reason and not desire, because it will be impossible retaining our reason to be senseless in our desires, and in that way knowingly act against reason and desire to injure ourselves. And as all choice and reasoning can be really calculated—because there will some day be discovered the laws of our so-called free will— so, joking apart, there may one day be something like a table constructed of them, so that we really shall choose in accordance with it. If, for instance, some day they calculate and prove to me that I made a long nose at someone because I could not help making a long nose at him and that I had to do it in that particular way, what freedom is left me, especially if I am a learned man and have taken my degree somewhere? Then I should be able to calculate my whole life for thirty years beforehand. In short, if this could be arranged there would be nothing left for us to do; anyway, we should have to understand that. And, in fact, we ought unwearyingly to repeat to ourselves that at such and such a time and in such and such circumstances nature does not ask our leave; that we have got to take her as she is and not fashion her to suit our fancy, and if we really aspire to formulas and tables of rules, and well, even ... to the chemical retort, there’s no help for it , we must accept the retort too, or else it will be accepted without our consent....”"
"Разумеется, все эти ваши слова я сам теперь сочинил. Это тоже из подполья. Я там сорок лет сряду к этим вашим словам в щелочку прислушивался. Я их сам выдумал, ведь только это и выдумывалось. Не мудрено, что наизусть заучилось и литературную форму приняло…","Of course, all these words of yours I now composed myself. This is also underground. I've been listening to these words of yours for forty years in a row. I invented them myself, because that's the only thing that was invented. No wonder that it was learned by heart and took a literary form ...","To be sure, I myself have just made up all these words of yours. This, too, is from underground. I've spent forty years on end there listening to these words of yours through a crack. I thought them up myself, since this was all that would get thought up. No wonder they got learned by heart and assumed a literary form . . .","Of course, I have just this minute invented all these words of yours. They also come from under the ground. I have been listening to these words of yours through a chink for forty years. I made them up myself, I have nothing else to think about. It is not to be wondered at if they were got by heart and have acquired a literary form.","Of course I have myself made up all the things you say. That, too, is from underground. I have been for forty years listening to you through a crack under the floor. I have invented them myself, there was nothing else I could invent. It is no wonder that I have learned it by heart and it has taken a literary form...."
"Разумеется, после этого все уже кончено! Департамент исчез с лица земли. Меня схватят, меня будут судить, меня выгонят из службы, посадят в острог, пошлют в Сибирь, на поселение. Нужды нет! Через пятнадцать лет я потащусь за ним в рубище, нищим, когда меня выпустят из острога. Я отыщу его где-нибудь в губернском городе. Он будет женат и счастлив. У него будет взрослая дочь… Я скажу: „Смотри, изверг, смотри на мои ввалившиеся щеки и на мое рубище! Я потерял все — карьеру, счастье, искусство, науку, любимую женщину, и все из-за тебя. Вот пистолеты. Я пришел разрядить свой пистолет и… и прощаю тебя“. Тут я выстрелю на воздух, и обо мне ни слуху ни духу…»","Of course, it's all over after that! The department has disappeared from the face of the earth. They will seize me, I will be judged, I will be expelled from service, put in prison, sent to Siberia, to a settlement. There is no need! In fifteen years I will follow him in rags, a beggar, when they let me out of prison. I'll find him somewhere in the provincial town. He will be married and happy. He will have an adult daughter ... I will say: “Look, monster, look at my sunken cheeks and my rags! I lost everything - career, happiness, art, science, the woman I love, and all because of you. Here are the pistols. I came to unload my gun and... and I forgive you."" Then I’ll shoot into the air, and there’s not a word about me…”","“After that, of course, everything's over! The department has vanished from the face of the earth. I'll be seized, I'll be taken to court, I'll be thrown out of work, put in prison, sent to Siberia, exiled. Who cares! Fifteen years later I'll drag myself after him, in rags, a beggar, when I'm let out of prison. I'll find him somewhere in a provincial capital. He'll be married and happy. He'll have a grown-up daughter . . . I'll say: 'Look, monster, look at my sunken cheeks and my rags! I lost everything – career, happiness, art, science, a beloved woman – and all because of you. Here are the pistols. I've come to discharge my pistol, and . . . and I forgive you.’ Here I'll fire into the air, and — no more will be heard of me . . .”","I’ll shout out to everybody there, “Look at this young puppy going off to captivate the beautiful Circassians with my spittle on his cheek!” I shall be seized and tried, driven out of the service, put in prison, sent to Siberia, to a penal settlement. It doesn’t matter. In fifteen years’ time I shall drag myself in search of him, destitute, in rags, when I am let out of prison. I shall find him somewhere in a provincial capital. He will be married, and happy. He will have a grown-up daughter…. I shall say, “Look, monster, look at my wasted cheeks, and at my rags and tatters! I have lost everything – career, happiness, art, science, a loved woman, and all because of you. Look at these pistols. I have come to discharge my pistol, and… and I forgive you.” Then I shall fire into the air, and nothing more will ever be heard of me…’","Of course, after that everything will be over! The office will have vanished off the face of the earth. I shall be arrested, I shall be tried, I shall be dismissed from the service, thrown in prison, sent to Siberia. Never mind! In fifteen years when they let me out of prison I will trudge off to him, a beggar, in rags. I shall find him in some provincial town. He will be married and happy. He will have a grown-up daughter.... I shall say to him: “Look, monster, at my hollow cheeks and my rags! I’ve lost everything—my career, my happiness, art, science, the woman I loved, and all through you. Here are pistols. I have come to discharge my pistol and ... and I ... forgive you. Then I shall fire into the air and he will hear nothing more of me....”"
— Погоняй!,- Drive!,“Faster!”,Faster!,Drive on!
"— Не все замужем-то счастливые, — отрезала она прежней грубой скороговоркой.","“Not all married people are happy,” she snapped in her former rude patter.","“Not all the married ones are happy,” she snapped, in the same rude patter.","‘Not every married woman is happy,’ she said sharply, in her former gruff gabble.","“Not all married women are happy,” she snapped out in the rude abrupt tone she had used at first."
"— Черт возьми, — заревел Трудолюбов, ударив по столу кулаком.","“Damn it,” Trudolyubov roared, slamming his fist on the table.","“Devil take it,” roared Trudolyubov, banging his fist on the table.","‘Damn it all!’ yelled Trudolyubov, thumping his fist on the table. ‘","“Damn the fellow!” roared Trudolyubov, bringing his fist down on the table."
