Source,GoogleTranslate,human1,human2
XXIII,XXIII,XXIII,CHAPTER XXIII
"— Да, да, это, это самое, — перебил он меня. — Это самое, то, что я хочу сказать вам, это-то и объясняет то необыкновенное явление, что, с одной стороны, совершенно справедливо то, что женщина доведена до самой низкой степени унижения, с другой стороны — что она властвует. Точно так же как евреи, как они своей денежной властью отплачивают за свое угнетение, так и женщины. «А, вы хотите, чтобы мы были только торговцы. Хорошо, мы, торговцы, завладеем вами», — говорят евреи. «А, вы хотите, чтобы мы были только предмет чувственности, хорошо, мы, как предмет чувственности, и поработим вас», — говорят женщины. Не в том отсутствие прав женщины, что она не может вотировать или быть судьей — заниматься этими делами не составляет никаких прав, — а в том, чтобы в половом общении быть равной мужчине, иметь право пользоваться мужчиной и воздерживаться от него по своему желанию, по своему желанию избирать мужчину, а не быть избираемой. Вы говорите, что это безобразно. Хорошо. Тогда чтоб и мужчина не имел этих прав. Теперь же женщина лишена того права, которое имеет мужчина. И вот, чтоб возместить это право, она действует на чувственность мужчины, через чувственность покоряет его так, что он только формально выбирает, а в действительности выбирает она. А раз овладев этим средством, она уже злоупотребляет им и приобретает страшную власть над людьми.","""Yes, yes, that's it, that's it,"" he interrupted me. “That is the very thing, what I want to tell you, this is what explains that extraordinary phenomenon that, on the one hand, it is absolutely true that a woman is reduced to the lowest degree of humiliation, on the other hand, that she rules. Just like the Jews, just as they repay their oppression with their monetary power, so do women. “Ah, you want us to be just merchants. All right, we merchants will take possession of you,” the Jews say. “Ah, you want us to be only an object of sensuality, well, we, as an object of sensuality, will enslave you,” the women say. Not in the lack of rights of a woman, that she cannot vote or be a judge - to engage in these matters does not constitute any rights - but in being equal in sexual intercourse with a man, having the right to use a man and abstain from him at will, according to her desire to elect a man, and not to be elected. You say it's ugly. Good. Then so that the man did not have these rights. Now a woman is deprived of the right that a man has. And so, in order to compensate for this right, she acts on the sensuality of a man, through sensuality conquers him in such a way that he only formally chooses, but in reality she chooses. And once it has mastered this means, it already abuses it and acquires a terrible power over people.","‘Yes, yes, that’s just the point,’ he said, interrupting me. ‘ That’s exactly what I’m trying to tell you, that’s what explains this curious phenomenon: from one point of view, it’s perfectly correct to say that woman has been brought to the lowest degree of subjection, but from another point of view it’s equally true to say that she’s the dominant one. Women are exactly like the Jews, who by their financial power compensate for the oppression to which they’re subjected. “Aha, you just want us to be merchants, do you? All right, then, it’s as merchants that we’ll lord it over you,” say the Jews. “Aha, you just want us to be the objects of your sensuality, do you? All right, then, it’s as the objects of your sensuality that we’ll enslave you,” say women. Women’s lack of rights has nothing to do with them not being allowed to vote or be judges – those matters don’t constitute any sort of right. No, it has to do with the fact that in sexual relations she’s not the man’s equal. She doesn’t have the right to avail herself of the man or abstain from him, according to her desire, to select the man she wants rather than be the one who’s selected. You may say that would be monstrous. Very well. Then the man shouldn’t have these rights, either. The way things are at present, the woman is deprived of the rights possessed by the man. And, in order to compensate for this, she acts on the man’s sensuality, forces him into subjection by means of sensuality, so that he’s only formally the one who chooses – in actual fact it’s she who does the choosing. And once she has mastered this technique, she abuses it and acquires a terrible power over men.’","“Yes, yes, that’s the very point!” he exclaimed, interrupting me. “That’s the very thing I wanted to say to you! And that is just what explains the extraordinary phenomenon that, on the one hand, woman is reduced to the lowest degree of humiliation while, on the other, she is the queen. Exactly as the Jews, by their power, avenge themselves for their humiliation, so it is with women. ‘Ah, you want us to be merely merchants; very well, as merchants we will get you under our feet,’ say the Jews. ‘Ah, you wish us to be merely the objects of sensuality; very well, as objects of sensual pleasure we will make you our slaves,’ say the women. A woman’s lack of rights does not consist in the fact that she cannot vote or sit as judge—for rights are not embraced in any such activities—but in the fact that in sexual intercourse she is not the equal of a man: she does not have the right to enjoy a man or keep him at a distance according to her fancy; she cannot choose her husband according to her own desire instead of being the one chosen. “You say that this would be unbecoming. Very good, then don’t let the man have these rights. Now the woman lacks the right which the man has. And now, in order to get this right, she plays on the passions of man; by means of his passions, she subdues him so that, while seemingly he chooses, she is really the one. And having once learned this power, she abuses it and acquires a terrible control over men.”"
"— Нет, уж это время прошло, — сказала она. Но адвокат остановил ее:","“No, that time has passed,” she said. But the lawyer stopped her:","‘No, those days have gone,’ she said. But the lawyer would not allow her to continue.","“No, those days are gone,” she said. But the lawyer interrupted her."
— А такой: да боится своего му-у-ужа! Вот какой страх.,"- And this one: yes, he is afraid of his mu-u-uzha! That's what fear.","‘What sort of fear?’ asked the lady. ‘Fear of her hu-u-usband, of course. That kind of fear.’","“Fear of what?” asked the lady. “Why, fear of her husband of course—that kind of fear.”"
VI,VI,VI,CHAPTER VI
"— Желательно бы знать, как вы объясняете связь между образованием и несогласием в супружестве, — чуть заметно улыбаясь, сказал адвокат.","“I would like to know how you explain the connection between education and disagreement in marriage,” the lawyer said with a slight smile.","‘I’d like to hear you explain the connection you see between education and marital discord,’ the lawyer said, with a faint smile.","“I should like to know how you explain the connection between culture and matrimonial quarrels,” said the lawyer with a slight smile."
"Я видел, что ему мучительно было называть этого человека, вспоминать, говорить о нем. Но он сделал усилие и, как будто порвав то препятствие, которое мешало ему, решительно продолжал:","I saw that it was painful for him to name this person, to remember, to talk about him. But he made an effort and, as if breaking through the obstacle that hindered him, continued resolutely:","I could see it was torture for him to mention this man, to remember him and talk about him. But he made the effort and, as if he had tugged clear some obstacle that was in his way, he continued in a resolute tone of voice: ‘He was a rubbishy fellow, as far as I could see or judge, and not because he’d acquired this importance in my life, but because he really was what I say he was.","I saw that it was difficult for him to mention that man, to recall him, even to allude to him. But he made an effort and, as though breaking through the barrier which hindered him, he resolutely went on."
"— Бывало, сударь, и прежде, только меньше, — сказал он. — По нынешнему времени нельзя этому не быть. Уж очень образованны стали.","“It happened before, sir, only less,” he said. “At the present time, it is impossible not to be. They have become very educated.","‘Oh there was, sir. It’s just that there wasn’t so much of it, that’s all,’ he said. ‘You can’t expect anything else nowadays. They’ve all gotten that well educated.’","“The same thing took place, sir, in old times, only less frequently,” said he. “At the present time it can’t help happening. People have grown cultured!”"
"— В старину этого не было, не правда ли? — сказал он, приятно улыбаясь.","It didn't exist in the old days, did it? he said, smiling pleasantly.","‘There was none of that sort of thing in the old days, was there?’ he said, smiling affably.","“It wasn’t so in old times, was it?” he remarked, smiling pleasantly."
"— Я начал понимать только тогда, когда увидал ее в гробу… — Он всхлипнул, но тотчас же торопливо продолжал: — Только тогда, когда я увидал ее мертвое лицо, я понял все, что я сделал. Я понял, что я, я убил ее, что от меня сделалось то, что она была живая, движущаяся, теплая, а теперь стала неподвижная, восковая, холодная и что поправить этого никогда, нигде, ничем нельзя. Тот, кто не пережил этого, тот не может понять… У! у! у!.. — вскрикнул он несколько раз и затих.","“I only began to understand when I saw her in the coffin…” He sobbed, but immediately continued hurriedly: “It was only when I saw her dead face that I understood everything I had done. I realized that I, I had killed her, that it had become from me that she was alive, moving, warm, and now she had become motionless, waxy, cold, and that this could never, nowhere, be corrected by anything. Those who have not experienced this cannot understand... Wow! u! uh!” he exclaimed several times and fell silent.","‘I only began to grasp it when I saw her in her coffin…’ He gave a sob, but continued hastily, at once: ‘It was only when I saw her dead face that I realized what I’d done. I realized that I’d killed her, that it was all my doing that from a warm, moving, living creature she’d been transformed into a cold, immobile waxen one, and that there was no way of setting this to rights, not ever, not anywhere, not by any means. If you’ve never experienced that, you can’t possibly understand… Oh! Oh! Oh!’ he cried several times, and fell silent.","“I began to understand only when I beheld her in her coffin.” He sobbed, but immediately continued. “Only when I beheld her dead face did I realize what I had done. I realized that I—I—had killed her, that it was through me that she, who had been living, moving, warm, was now motionless, waxlike, and cold, and that there was no way of ever again making it right—never, never again! He who has not lived through this cannot understand! Oh! Oh! Oh!” he cried several times and said no more."
