Source,GoogleTranslate,human1,human2
"То же случилось и со мной. Я понял, что это – не случайное недомогание, а что-то очень важное, и что если повторяются все те же вопросы, то надо ответить на них. И я попытался ответить. Вопросы казались такими глупыми, простыми, детскими вопросами. Но только что я тронул их и попытался разрешить, я тотчас же убедился, во-первых, в том, что это не детские и глупые вопросы, а самые важные и глубокие вопросы в жизни, и, во-вторых, в том, что я не могу и не могу, сколько бы я ни думал, разрешить их. Прежде чем заняться самарским имением, воспитанием сына, писанием книги, надо знать, зачем я это буду делать. Пока я не знаю – зачем, я не могу ничего делать. Среди моих мыслей о хозяйстве, которые очень занимали меня в то время, мне вдруг приходил в голову вопрос: «Ну хорошо, у тебя будет 6000 десятин в Самарской губернии, 300 голов лошадей, а потом?..» И я совершенно опешивал и не знал, что думать дальше. Или, начиная думать о том, как я воспитаю детей, я говорил себе: «Зачем?» Или, рассуждая о том, как народ может достигнуть благосостояния, я вдруг говорил себе: «А мне что за дело?» Или, думая о той славе, которую приобретут мне мои сочинения, я говорил себе: «Ну хорошо, ты будешь славнее Гоголя, Пушкина, Шекспира, Мольера, всех писателей в мире, – ну и что ж!..»","The same happened to me. I realized that this is not an accidental ailment, but something very important, and that if the same questions are repeated, then they must be answered. And I tried to answer. The questions seemed so stupid, simple, childish questions. But as soon as I touched them and tried to resolve them, I was immediately convinced, firstly, that these were not childish and stupid questions, but the most important and profound questions in life, and, secondly, that I I cannot and cannot, no matter how hard I think, resolve them. Before you take up the Samara estate, raising your son, writing a book, you need to know why I will do this. Until I know why, I can't do anything. Among my thoughts about the economy, which greatly occupied me at that time, the question suddenly occurred to me: “Well, you will have 6,000 acres in the Samara province, 300 heads of horses, and then? ..” And I was completely taken aback and did not knew what to think next. Or, starting to think about how I would raise children, I said to myself: “Why?” Or, talking about how the people can achieve prosperity, I suddenly said to myself: “But what does it matter to me?” Or, thinking about the glory that my writings will gain me, I said to myself: “Well, you will be more glorious than Gogol, Pushkin, Shakespeare, Molière, all the writers in the world - so what! ..”","That happened to me too. I understood that this was no casual exhaustion but something very important, and that if these same questions kept on being repeated, then one must answer them. And I tried to answer. The questions seemed such stupid, simple, childish questions. But as soon as I tackled them and tried to find the answers, I at once became certain first that these were not childish and stupid questions but the most important and profound questions in life, and second that I could not, just could not answer them, however much I thought about it. Before occupying myself with the Samara estate,12 the education of my son, the writing of a book , I had to know why I would be doing that. As long as I didn’t know why, I couldn’t do anything. As I thought about estate management, which engaged me a lot at that time, there would suddenly come into my head the question: “Very well, you’ll have sixteen thousand acres in the province of Samara, and three hundred horses, and then what?” I was completely thrown and didn’t know what more to think. Or starting to think about how I was educating my children, I would say to myself, “Why?” Or considering how the welfare of the people might be achieved, I suddenly would say to myself, “But what’s it to do with me?” Or thinking about the fame my works would bring me, I would say to myself, “Very well, you’ll be more famous than Gogol, Pushkin, Shakespeare, Molière, than all the writers in the world—","This is just what happened to me. I realized that it was not just a casual indisposition but something very serious and that if the same questions kept repeating themselves they would have to be answered. And I tried to answer them. The questions seemed so stupid, simple, and childish. But the moment I touched upon them and tried to resolve them I was immediately convinced, firstly, that they were not childish and stupid questions but were the most important and profound questions in life, and secondly, that however much I thought about them I could not resolve them. Before occupying myself with my Samara estate, with the education of my son, or with the writing of books, I had to know why I was doing these things. While I did not know why, I could not do anything. Amidst my thoughts concerning the farm, which at the time kept me very busy, a question would suddenly come into my head: ‘Well fine, so you will have 6,000 desyatins9 in the Samara province and 300 horses, and then what?’ And feeling completely taken aback, I would not know what to think next. Or, beginning to reflect on the education of my children, I would ask myself, ‘Why?’ Or deliberating on how the peasants might achieve prosperity I would suddenly ask myself, ‘What concern is it of mine?’ Or thinking about the fame my own writing brought me, I would say to myself, ‘Well fine, so you will be more famous than Gogol, Pushkin, Shakespeare, Molière, more famous than all the writers in the world, and so what?’"
"Я понимал это, но от этого мне было не легче.","I understood that, but that didn't make it any easier for me.",I UNDERSTOOD THIS BUT I HAD NO RELIEF FROM IT.,I could see this but it did not make matters any easier for me.
"Со мной случилось как будто вот что: я не помню, когда меня посадили в лодку, оттолкнули от какого-то неизвестного мне берега, указали направление к другому берегу, дали в неопытные руки весла и оставили одного. Я работал, как умел, веслами и плыл; но чем дальше я выплывал на середину, тем быстрее становилось течение, относившее меня прочь от цели, и тем чаще и чаще мне встречались пловцы, такие же, как я, уносимые течением. Были одинокие пловцы, продолжавшие грести; были пловцы, побросавшие весла; были большие лодки, огромные корабли, полные народом; одни бились с течением, другие отдавались ему. И чем дальше я плыл, тем больше, глядя на направление вниз, по потоку всех плывущих, я забывал данное мне направление. На самой середине потока, в тесноте лодок и кораблей, несущихся вниз, я уже совсем потерял направление и бросил весла. Со всех сторон с весельем и ликованием вокруг меня неслись на парусах и на веслах пловцы вниз по течению, уверяя меня и друг друга, что и не может быть другого направления. И я поверил им и поплыл с ними. И меня далеко отнесло, так далеко, что я услыхал шум порогов, в которых я должен был разбиться, и увидал лодки, разбившиеся в них. И я опомнился. Долго я не мог понять, что со мной случилось. Я видел перед собой одну погибель, к которой я бежал и которой боялся, нигде не видел спасения и не знал, что мне делать. Но, оглянувшись назад, я увидел бесчисленные лодки, которые, не переставая, упорно перебивали течение, вспомнил о береге, о веслах и направлении и стал выгребаться назад вверх по течению и к берегу.","It seems that this is what happened to me: I don’t remember when they put me in a boat, pushed me away from some unknown shore, showed me the direction to the other shore, gave oars into inexperienced hands and left me alone. I worked as best I could, with oars and swam; but the farther I swam to the middle, the faster became the current that carried me away from the goal, and the more and more often I met swimmers like me, carried away by the current. There were lone swimmers who continued rowing; there were swimmers who abandoned their oars; there were big boats, huge ships full of people; some fought with the current, others gave themselves to it. And the further I swam, the more, looking at the direction downstream, along the stream of all those floating, I forgot the direction given to me. In the very middle of the stream, in the cramped boats and ships rushing down, I already completely lost my direction and abandoned the oars. From all sides, with joy and jubilation, swimmers rushed downstream on sails and oars around me, assuring me and each other that there could be no other direction. And I believed them and swam with them. And I was carried far, so far that I heard the noise of the rapids in which I was to crash, and saw the boats crashed in them. And I came to my senses. For a long time I could not understand what had happened to me. I saw in front of me one destruction, to which I fled and which I was afraid of, I saw no salvation anywhere and did not know what to do. But, looking back, I saw countless boats that, without ceasing, stubbornly interrupted the current, remembered the shore, the oars and the direction, and began to row back upstream and towards the shore.","There happened to me something like this: I was put into a boat—I don’t remember when—pushed off from some shore I didn’t know, given a direction to the other bank, given oars into my untrained hands, and left alone. I toiled as best I could and rowed with the oars, but the further I rowed out into the middle, the faster became the current taking me away from my goal and the more often I came across rowers like myself carried away by the current. There were single oarsmen carrying on rowing; there were other rowers who had thrown away their oars; there were big boats, great ships full of people; some fought the current, others surrendered to it. And the more I rowed, the more I looked downstream at the streaming mass of all the rowers, I forgot the directions I had been given. In the very middle of the stream, in the throng of boats and ships being carried downstream, I completely lost my way and threw away my oars. On every side around me amid cheer and exultation they went on downstream by oar and sail, assuring me and each other that there could be no other way. And I believed them and went with them on the flow. And I was carried far, so far that I heard the noise of the rapids in which I would be wrecked, and I saw boats that had been wrecked in them. And I recovered my senses. For a long time I could not understand what had happened to me. Ahead of me I saw only the doom toward which I was speeding and of which I was frightened. I saw no salvation anywhere and I didn’t know what to do. But looking back I saw countless boats fighting against the current without stopping, I remembered the shore, the oars, and the directions, and I started to row back upstream and toward the shore.","Something like this happened to me: without remembering when I had been put into it, I found myself in a boat that had set off from some unknown shore. The direction to the opposite shore was shown to me, oars were put into my inexperienced hands, and I was left alone. I rowed as best I could and moved forwards, but the further I rowed towards the centre of the stream, the faster the current became that was carrying me directly away from my object, and I kept meeting more oarsmen like myself, who were being carried away by the current. There were lone oarsmen who continued to row; there were some who had discarded their oars; there were large rowing boats and enormous ships full of people, some struggling with the current, others abandoning themselves to it. And as I looked at the flow of those drifting downstream, I found that the more I rowed, the more I forgot the directions that had been given to me. In the very middle of the current, amid the crowd of boats and ships being pulled downstream, I lost my directions and abandoned my oars. From all directions people were being carried downstream by sail and oar, shouting for joy and assuring me and themselves that there could be no other direction. And I believed them and flowed with them. And I was carried a long way, so far that I could hear the noise of the rapids which were bound to shatter me, and I caught sight of boats that were already being smashed against them. Then I came to my senses. For a long time I could not understand what had happened to me. I saw nothing ahead of me except the destruction towards which I was rushing, but which I feared, and I could see no salvation anywhere, and I did not know what to do. But looking behind me I saw countless boats that could not stop but were defiantly pushing against the current, and I remembered the oars and the direction of the shore, and I began to struggle back against the current, towards the shore."
"Вообще отношение наук опытных к вопросу жизни может быть выражено так: Вопрос: Зачем я живу? – Ответ: В бесконечно большом пространстве, в бесконечно долгое время, бесконечно малые частицы видоизменяются в бесконечной сложности, и когда ты поймешь законы этих видоизменений, тогда поймешь, зачем ты живешь.","In general, the attitude of the experimental sciences to the question of life can be expressed as follows: Question: Why do I live? - Answer: In an infinitely large space, in an infinitely long time, infinitely small particles change in infinite complexity, and when you understand the laws of these modifications, then you will understand why you live.","In general the relation of the experimental sciences to the question of life can be expressed thus. Question: Why do I live? Answer: In infinite space, in infinite time, infinitely small particles change in infinite complexity, and when you understand the laws of these changes, then you will understand why you live.","In general, the relationship of the experimental sciences to the questions of life can be expressed in this way. Question: why do I live? Answer: in the infinity of space and the infinity of time infinitely small particles mutate with infinite complexity. When you understand the laws of these mutations you will understand why you live."
"Не найдя разъяснения в знании, я стал искать этого разъяснения в жизни, надеясь в людях, окружающих меня, найти его, и я стал наблюдать людей – таких же, как я, как они живут вокруг меня и как они относятся к этому вопросу, приведшему меня к отчаянию.","Not finding an explanation in knowledge, I began to look for this explanation in life, hoping to find it in the people around me, and I began to observe people - the same as me, how they live around me and how they relate to this issue, which led to me to despair.","FINDING NO EXPLANATION IN SCIENCE, I BEGAN TO LOOK for this explanation in life, hoping to find it in the people surrounding me, and I began to observe people like myself and how they lived around me and to deal with the question that had led me to despair.","Failing to find an explanation in knowledge I began to search for it in life, hoping to find it among the people around me. I began to observe how these people like myself lived, and how they dealt with the question that had led me to despair."
"Не два, не три раза, а десятки, сотни раз приходил я в эти положения – то радости и оживления, то опять отчаяния и сознания невозможности жизни.","Not two, not three times, but dozens, hundreds of times I came to these positions - now joy and revival, then again despair and consciousness of the impossibility of life.","Not twice, not three times, but tens and hundreds of times I came into these moods—now of joy and animation, then again of despair and an awareness of the impossibility of life.","Not two or three, but tens of hundreds of times, my mood suddenly changed from joy and animation to despair and a consciousness of the impossibility of living."
"Сказал я в сердце моем: дай испытаю я тебя веселием и наслаждусь добром; но и это – суета. О смехе сказал я: глупость, а о веселии: что оно делает? Вздумал я в сердце своем услаждать вином тело мое и, между тем как сердце мое руководилось мудростью, придержаться и глупости, доколе не увижу, что хорошо для сынов человеческих, что должны были бы они делать под небом в немногие дни своей жизни. Я предпринял большие дела: построил себе домы, насадил себе виноградники. Устроил себе сады и рощи и насадил в них всякие плодовитые дерева; сделал себе водоемы для орошения из них рощей, произращающих деревья; приобрел себе слуг и служанок, и домочадцы были у меня; также крупного и мелкого скота было у меня больше, нежели у всех, бывших прежде меня в Иерусалиме; собрал себе серебра, и золота, и драгоценностей от царей и областей; завел у себя певцов и певиц и услаждения сынов человеческих – разные музыкальные орудия. И сделался я великим и богатым больше всех, бывших прежде меня в Иерусалиме; и мудрость моя пребывала со мною. Чего бы глаза мои ни пожелали, я не отказывал им, не возбранял сердцу моему никакого веселия. И оглянулся я на все дела мои, которые сделали руки мои, и на труд, которым трудился я, делая их, и вот все – суета и томление духа, и нет от них пользы под солнцем. И оглянулся я, чтобы взглянуть на мудрость, и безумие, и глупость. Но узнал я, что одна участь постигает их всех. И сказал я в сердце своем: и меня постигнет та же участь, как и глупого, – к чему же я сделался очень мудрым? И сказал я в сердце моем, что и это – суета. Потому что мудрого не будут помнить вечно, как и глупого; в грядущие дни все будет забыто, и, увы, мудрый умирает наравне с глупым! И возненавидел я жизнь, потому что противны мне стали дела, которые делаются под солнцем, ибо все – суета и томление духа. И возненавидел я весь труд мой, которым трудился под солнцем, потому что должен оставить его человеку, который будет после меня. Ибо что будет иметь человек от всего труда своего и заботы сердца своего, что трудится он под солнцем? Потому что все дни его – скорби, и его труды – беспокойство; даже и ночью сердце его не знает покоя. И это – суета. Не во власти человека и то благо, чтоб есть и пить и услаждать душу свою от труда своего…","I said in my heart: let me test you with joy and enjoy goodness; but that too is vanity. About laughter I said: stupidity, but about joy: what does it do? I decided in my heart to delight my body with wine, and while my heart was guided by wisdom, to hold fast to foolishness until I see what is good for the sons of men, what they should do under heaven in the few days of their lives. I undertook great deeds: I built houses for myself, I planted vineyards for myself. He made for himself gardens and groves, and planted in them all sorts of fruitful trees; he made himself reservoirs for irrigation from them groves that grow trees; I bought myself servants and maids, and I had households; I also had more herds and flocks than all those who were before me in Jerusalem; collected for himself silver, and gold, and jewels from kings and regions; he got singers and female singers and delights of the sons of men - various musical instruments. And I became great and richer than all who were before me in Jerusalem; and my wisdom was with me. Whatever my eyes desired, I did not refuse them, did not forbid my heart any joy. And I looked back at all my works that my hands had done, and at the labor that I had labored in doing them, and behold, all was vanity and vexation of the spirit, and they were of no use under the sun. And I looked back to look at wisdom, and madness, and stupidity. But I learned that one fate befell them all. And I said in my heart: the same fate will befall me as a fool, why have I become very wise? And I said in my heart that this also is vanity. Because the wise will not be remembered forever, nor the fool; in the coming days all will be forgotten, and, alas, the wise die as well as the fool! And I hated life, because the deeds that are done under the sun became disgusting to me, for everything is vanity and vexation of the spirit. And I hated all my labor that I toiled under the sun, because I must leave it to the man who will come after me. For what will a man have from all his labor and the care of his heart, that he labors under the sun? Because all his days are sorrows, and his labors are restlessness; even at night his heart does not know peace. And this is vanity. It is not in the power of man that good is to eat and drink and delight his soul from his labor ...","“I said in mine heart, Go to now, I will prove thee with mirth and will rejoice in good deeds: and, behold, this also is vanity. I said of laughter, It is mad: and of mirth, What doeth it? I sought in mine heart to give myself unto wine, yet acquainting mine heart with wisdom; and to lay hold on folly, till I might see what was that good for the sons of men, which they should do under the heaven all the days of their life. I made me great works; I builded me houses; I planted me vineyards: I made me gardens and orchards, and I planted trees in them of all kind of fruits: I made me pools of water, to water therewith the wood that bringeth forth trees: I got me servants and maidens, and had servants born in my house; also I had great possessions of great and small cattle above all that were in Jerusalem before me : I gathered me also silver and gold, and the jewels of kings and the provinces: I got me men singers and women singers, and the delights of the sons of men—musical instruments of all sorts. So I was great, and increased more than all that were before me in Jerusalem: also my wisdom remained with me. And whatsoever mine eyes desired I kept not from them , I withheld not my heart from any joy. . . . Then I looked on all the works that my hands had wrought, and on the labor that I had labored to do: and, behold, all was vanity and vexation of spirit, and there was no profit under the sun. And I turned myself to behold wisdom, and madness, and folly. But I perceived that one event happeneth to them all. Then said I in my heart, As it happeneth to the fool, so it happeneth even to me; and why was I then more wise? Then I said in my heart, that this also is vanity. For there is no remembrance of the wise more than of the fool forever; seeing that which now is in the days to come shall all be forgotten. And how dieth the wise man? As the fool. Therefore I hated life; because the work that is wrought under the sun is grievous unto me: for all is vanity and vexation of spirit. Yea, I hated all my labor which I had taken under the sun: because I should leave it unto the man that shall be after me. . . . For what hath man of all his labor, and of the vexation of his heart, wherein he hath labored under the sun? For all his days are sorrows, and his travail grief; yea, his heart taketh not rest in the night. This is also vanity. It is not given to a man to have the blessing that he should eat and drink, and that he should make his soul enjoy good in his labor.","I said in mine heart, Go to now, I will prove thee with mirth, therefore enjoy pleasure: and, behold, this also is vanity. I said of laughter, it is mad: and of mirth, what doeth it? I sought in mine heart to give myself unto wine, yet acquainting mine heart with wisdom; and to lay hold on folly, till I might see what was that good for the sons of men, which they should do under the heaven all the days of their life. I made me great works; I builded me houses; I planted me vineyards; I made me gardens and orchards, and planted trees in them of all kind of fruits: I made me pools of water to water therewith the wood that bringeth forth trees: I got me servants and maidens, and had servants born in my house; also I had great possessions of great and small cattle above all that were in Jerusalem before me : I gathered me also silver and gold, and the peculiar treasure of kings and of the provinces: I gat me men singers and women singers, and the delights of the sons of men, as musical instruments, and that of all sorts. So I was great, and increased more than all that were before me in Jerusalem: also my wisdom remained with me. And whatsoever mine eyes desired I kept not from them , I withheld not my heart from any joy; for my heart rejoiced in all my labour: and this was my portion of all my labour. Then I looked on all the works that my hands had wrought, and on the labour that I had laboured to do: and, behold, all was vanity and vexation of the spirit, and there was no profit, from them under the sun. And I turned myself to behold wisdom, and madness, and folly: for what can the man do that cometh after the king? Even that which hath been already done. Then I saw that wisdom excelleth folly, as far as light excelleth darkness. The wise man’s eyes are in his head; but the fool walketh in darkness: and I myself perceived also that one event happeneth to them all. Then I said in my heart, as it happeneth to the fool, so it happeneth even to me; and why was I then more wise? Then I said in my heart, that this also is vanity. For there is no remembrance of the wise more than of the fool for ever; seeing that which now is in the days to come shall all be forgotten. And how dieth the wise man? As the fool. Therefore I hated life; because the work that is wrought under the sun is grievous unto me: for all is vanity and vexation of spirit. Yes, I hated all my labour which I had taken under the sun: because I should leave it unto the man that shall be after me… For what hath man of all his labour, and of the vexation of his heart, wherein he hath laboured under the sun? For all his days are sorrows, and his travail is grief, yea his heart taketh not rest in the night. This is also vanity. There is nothing better for a man than that he should eat and drink, and that he should make his soul enjoy good in his labour…"
"Ну, я знаю, – говорил я себе, – все то, что так упорно желает знать наука, а ответа на вопрос о смысле моей жизни на этом пути нет. В умозрительной же области я понимал, что, несмотря на то, или именно потому, что цель знания была прямо направлена на ответ моему вопросу, ответа нет иного, как тот, который я сам дал себе: Какой смысл моей жизни? – Никакого. – Или: Что выйдет из моей жизни? – Ничего. – Или: Зачем существует все то, что существует, и зачем я существую? – Затем, что существует.","Well, I know, - I said to myself, - everything that science so stubbornly wants to know, but there is no answer to the question about the meaning of my life on this path. In the speculative realm, however, I understood that, despite the fact, or precisely because the purpose of knowledge was directly aimed at answering my question, there is no answer other than the one that I myself gave myself: What is the meaning of my life? - None. Or: What will come out of my life? - Nothing. – Or: Why does everything that exists exist, and why do I exist? - Then what exists.","“Well, I know,” I said to myself, “everything that science so insistently wants to know, but on this path there is no answer to the question of the meaning of my life.” In the speculative sphere I understood that although, or precisely because, science’s aim was directed straight at the answer to my question, there was no other answer than the one I was giving myself : “What is the meaning of my life?” “None.” Or: “What will come out of my life?” “Nothing.” Or: “Why does everything exist that exists, and why do I exist?” “Because it exists.”","Well,’ I said to myself, ‘I know everything that science so urgently wants to know and along that path there is no answer to the question of the meaning of my life. In the speculative realm I knew that despite the fact, or rather precisely because of the fact, that the primary purpose of this knowledge is to answer my question, the answer given was none other than the one I had already given myself: what is the meaning of my life? It has none. Or: what will come of my life? Nothing. Or: why does everything there is exist, and why do I exist? Because it does."
"И я обратился к изучению того самого богословия, которое я когда-то с таким презрением откинул как ненужное. Тогда оно казалось мне рядом ненужных бессмыслиц, тогда со всех сторон окружали меня явления жизни, казавшиеся мне ясными и исполненными смысла; теперь же я бы и рад откинуть то, что не лезет в здоровую голову, но деваться некуда. На этом вероучении зиждется, или, по крайней мере, неразрывно связано с ним, то единое знание смысла жизни, которое открылось мне. Как ни кажется оно мне дико на мой старый твердый ум, это – одна надежда спасения. Надо осторожно, внимательно рассмотреть его, для того чтобы понять его, даже и не то, что понять, как я понимаю положение науки. Я этого не ищу и не могу искать, зная особенность знания веры. Я не буду искать объяснения всего. Я знаю, что объяснение всего должно скрываться, как начало всего, в бесконечности. Но я хочу понять так, чтобы быть приведенным к неизбежно необъяснимому; я хочу, чтобы все то, что необъяснимо, было таково не потому, что требования моего ума неправильны (они правильны, и вне их я ничего понять не могу), но потому, что я вижу пределы своего ума. Я хочу понять так, чтобы всякое необъяснимое положение представлялось мне как необходимость разума же, а не как обязательство поверить.","And I turned to the study of the very theology that I had once dismissed with such contempt as unnecessary. Then it seemed to me a series of unnecessary nonsense, then I was surrounded on all sides by the phenomena of life, which seemed to me clear and full of meaning; now I would be glad to throw away that which does not fit into a healthy head, but there is nowhere to go. On this dogma rests, or at least is inextricably linked with it, that unified knowledge of the meaning of life, which was revealed to me. As wild as it may seem to me in my old firm mind, this is the only hope of salvation. We must carefully, carefully consider it in order to understand it, not even to understand it, as I understand the position of science. I am not looking for this and I cannot look for it, knowing the peculiarity of the knowledge of faith. I will not seek an explanation for everything. I know that the explanation of everything must be hidden, as the beginning of everything, in infinity. But I want to understand in such a way as to be led to the inevitable inexplicable; I want everything that is inexplicable to be so, not because the demands of my mind are wrong (they are correct, and outside of them I cannot understand anything), but because I see the limits of my mind. I want to understand in such a way that every inexplicable situation appears to me as a necessity of reason, and not as an obligation to believe.","And I turned to the study of that very theology I had once so scornfully rejected as superfluous. Then it had seemed to me a series of superfluous nonsense, then I had been surrounded on all sides by manifestations of life that I found clear and full of meaning; now I would have been glad to reject anything that didn’t fit into a healthy mind, but I couldn’t find a way for myself. The unified knowledge of the meaning of life that had been revealed to me was based on this Christian teaching, or at any rate indissolubly tied to it. However strange it might seem to my dull old mind this was the only hope of salvation. I had to examine it carefully, attentively, in order to understand it, and not even to understand it as I understood a proposition of science. I was not looking for that, and could not be looking for that, knowing the special nature of knowledge of faith. I was not going to look for the explanation of everything. I knew that the explanation of everything, like the origin of everything, must be hidden in infinity. But I wanted to understand in such a way as to be led to what has to be inevitably inexplicable, I wanted everything inexplicable to be so not because the demands of my intellect were wrong (they are right and I cannot understand anything without them) but because I saw the limitations of my intellect. I wanted to understand so that every inexplicable proposition appeared to me as the necessary consequences of reason but not as a duty of faith.","I turned to a study of that very theology I had once so contemptuously rejected as unnecessary. It had previously struck me as a collection of useless nonsense, this at a time when I had been surrounded by manifestations of life that I thought clear and full of meaning. Now I would have been glad to discard all those things that did not enhance health of mind, but I did not know what to do with myself. The one meaning of life that had been revealed to me rests on this religious doctrine, or is at least inseparably connected. However far-fetched it might seem to my old, infirm mind, it was the only hope of salvation. It must be carefully and attentively examined in order to be understood, even if it is not understood in the way I understand the propositions of science. I do not seek that, nor can I, since I know the unusual nature of religious knowledge. I shall not seek the explanation of everything. I know that the explanation of all things, like the origin of all things, must remain a secret of eternity. But I want to understand in such a way as to be brought to the inevitably inexplicable. I want to realize that all that is inexplicable is so, not because the demands of my intellect are at fault (they are correct and apart from them I can understand nothing), but because I can recognize the limits of my intellect. I want to understand in such a way that everything inexplicable presents itself to me as being necessarily inexplicable and not as being something that I am under an obligation to believe."
"И вспомнив то, как те же самые верования отталкивали меня и казались бессмысленными, когда их исповедовали люди, жившие противно этим верованиям, и как эти же самые верования привлекли меня и показались мне разумными, когда я видел, что люди живут ими, – я понял, почему я тогда откинул эти верования и почему нашел их бессмысленными, а теперь принял их и нашел полными смысла. Я понял, что я заблудился и как я заблудился. Я заблудился не столько оттого, что неправильно мыслил, сколько оттого, что я жил дурно. Я понял, что истину закрыло от меня не столько заблуждение моей мысли, сколько самая жизнь моя в тех исключительных условиях эпикурейства, удовлетворения похотям, в которых я провел ее. Я понял, что мой вопрос о том, что есть моя жизнь, и ответ: зло, – был совершенно правилен. Неправильно было только то, что ответ, относящийся только ко мне, я отнес к жизни вообще: я спросил себя, что такое моя жизнь, и получил ответ: зло и бессмыслица. И точно, моя жизнь – жизнь потворства похоти – была бессмысленна и зла, и потому ответ: «жизнь зла и бессмысленна» – относился только к моей жизни, а не к жизни людской вообще. Я понял ту истину, впоследствии найденную мною в Евангелии, что люди более возлюбили тьму, нежели свет, потому что дела их были злы. Ибо всякий, делающий худые дела, ненавидит свет и не идет к свету, чтобы не обличились дела его. Я понял, что для того, чтобы понять смысл жизни, надо прежде всего, чтобы жизнь была не бессмысленна и зла, а потом уже – разум для того, чтобы понять ее. Я понял, почему я так долго ходил около такой очевидной истины, и что если думать и говорить о жизни человечества, то надо говорить и думать о жизни человечества, а не о жизни нескольких паразитов жизни. Истина эта была всегда истина, как 2x2=4, но я не признавал ее, потому, что, признав 2x2=4, я бы должен был признать то, что я нехорош. А чувствовать себя хорошим для меня было важнее и обязательнее, чем 2x2=4. Я полюбил хороших людей, возненавидел себя, и я признал истину. Теперь мне все ясно стало.","And remembering how the same beliefs repelled me and seemed meaningless when they were professed by people who lived contrary to these beliefs, and how these same beliefs attracted me and seemed reasonable to me when I saw that people live by them, I understood why I then rejected these beliefs and why I found them meaningless, and now I accepted them and found them full of meaning. I realized that I was lost and how I was lost. I got lost not so much because I thought wrong, but because I lived badly. I realized that the truth was hidden from me not so much by the delusion of my thought, but by my very life in those exceptional conditions of epicureanism, satisfaction of lusts, in which I spent it. I realized that my question about what my life is, and the answer: evil, was absolutely correct. The only thing wrong was that I attributed the answer, which applied only to me, to life in general: I asked myself what my life was, and received the answer: evil and nonsense. And indeed, my life - the life of indulgence of lust - was meaningless and evil, and therefore the answer: ""life is evil and meaningless"" - applied only to my life, and not to human life in general. I understood the truth, later found by me in the Gospel, that people loved darkness more than light, because their deeds were evil. For everyone who does evil deeds hates the light and does not come to the light, lest his deeds be exposed. I realized that in order to understand the meaning of life, it is necessary, first of all, that life be not meaningless and evil, and only then - the mind in order to understand it. I understood why I walked around such an obvious truth for so long, and that if you think and talk about the life of mankind, then you need to talk and think about the life of mankind, and not about the life of a few parasites of life. This truth was always true, like 2x2=4, but I did not recognize it, because, having recognized 2x2=4, I would have to admit that I am not good. And feeling good for me was more important and obligatory than 2x2=4. I loved good people, hated myself, and I recognized the truth. Now everything became clear to me.","AND REMEMBERING THAT THESE VERY BELIEFS HAD repelled me and seemed to me meaningless when they were professed by people whose lives contradicted these beliefs, and how these very beliefs attracted me and seemed to me to make sense when I saw that people lived by them, I understood why I then had rejected these beliefs and why I had found them meaningless but now accepted them and found them full of meaning. I understood that I had erred and how I had erred. I erred not so much because I thought wrongly as because I lived badly. I understood that the truth was hidden from me not so much by the error of my thinking as by my life itself in the exclusive conditions of Epicureanism and of satisfying my lusts in which I spent it. I understood that my question of what is my life and the answer, evil, were quite right. What was wrong was just that the answer that only applied to me I applied to life in general: I asked myself what is my life and got the answer, evil and meaningless. And indeed my life—a life of pandering to lust—was meaningless and evil, and therefore the answer “life is evil and meaningless” applied only to my life and not to human life as a whole. I understood that truth I later found in the Gospels, that people loved darkness rather than the light because their actions were evil. For everyone whose actions are evil hates the light and does not go toward it so that his actions are not revealed. I understood that to understand the meaning of life, first life must not be meaningless and evil, then one can use reason to understand it. I understood why I had spent so long going about near such an obvious truth, and that if one is to think and speak about the life of mankind, then one must speak and think about the life of mankind but not about the life of a few parasites on life. This truth is always a truth, just as 2 × 2 = 4, but I did not recognize it, because in recognizing that 2 × 2 = 4, I would have had to recognize that I am not good. And to feel myself good was more important and compelling than 2 × 2 = 4. I came to love good people, hated myself, and I recognized the truth. Now everything became clear to me.","I remembered how these very beliefs repelled me and seemed devoid of any meaning when they were professed by people who lived in contradiction to them, and I remembered how these same beliefs attracted me and seemed sensible when I saw people living in accord with them; and I realized why I had rejected them and found them meaningless and why I now accepted them and found them full of meaning. I realized that I had been lost, and how I had become lost. I had strayed not so much because my ideas had been incorrect as because I had lived foolishly. I realized that I had been blinded from the truth not so much through my mistaken thoughts as through my life itself, which had been spent in satisfying desire and in exclusive conditions of epicureanism. I realized that my question as to what my life is, and the answer that it is an evil, was quite correct. The only mistake was that I had extended an answer that related only to myself to life as a whole. I had asked myself what my life was and had received the answer that it is evil and meaningless. And this was quite true, for my life of indulgent pursuits was meaningless and evil, but that answer applied only to my life and not to human life in general. I understood a truism that I subsequently found in the gospels: that people often preferred darkness to light because their deeds were evil. For he who acts maliciously hates light and avoids it so as not to throw light on his deeds. I understood that in order to understand life it is first of all necessary that life is not evil and meaningless, and then one may use reason in order to elucidate it. I realized why I had for so long been treading so close to such an obvious truth without seeing it, and that in order to think and speak about human life one must think and speak about human life and not about the lives of a few parasites. The truth has always been the truth, just as 2 × 2 = 4, but I had not admitted it, because in acknowledging that 2 × 2 = 4 I would have had to admit that I was a bad man. And it was more important and necessary for me to feel that I was good than to admit that 2 × 2 = 4. I came to love good people and to loathe myself, and I acknowledged the truth. And then it all became clear to me."
