id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, spoza mojego pola widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.",Bardzo podobał mi się ten pokój z długim dębowym stołem i szklanymi ścianami z trzech stron.
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Dostrzec można było błyskający blask jeziora przez szklane ściany, a promienie słoneczne przemieszczały się przez poruszające się gałęzie starożytnej wierzby, która osłoniła dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rachunkowości, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Za zasługę uznawano skutecznie popełnione wykroczenie, za demerit natomiast czyn, który miał przynieść upokorzenie."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","""""""Juicy dostała pochwałę za ślinienie się do drinków niezauważonym, podczas gdy Low dostał złe oceny za podlizywanie się ojcu."""""""
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie były jego - pochodzenie Low'a było dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono go, jak pytał gościa z łysiną typu męskiego o poradę dotyczącą garderoby."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musiliśmy biec skrycie, jednak, na wypadek gdyby nasza pośpiech nas zdradził. Więc lepiej powiedzieć, że wymknęliśmy się cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawiał się jeden z moich rodziców, moją techniką było: udawaj, że dostrzegasz kogoś w sąsiednim pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnym sposobem w stronę tego wytworu mojej wyobraźni, mając zdecydowaną minę."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","W miarę upływu wieczorów, niektóre rodzice postanowili zatańczyć."
16,A flash of life would move their lumpen bodies.,Błysk życia ruszyłby ich ociężałe ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Oni się zasiedli, rozpętając swe starodawne melodie."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Pobić dzieciaka, pobić dzieciaka, pobić dzieciaka kijem bejsbolowym, oh yeah."""
20,Later the talk grew louder.,Później rozmowa stawała się coraz głośniejsza.
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Po uwolnieniu od naszego wpływu, niektóre z nich wydawały gwałtowne, ostre ujadania."
22,"Apparently, laughing.","Wygląda na to, że śmieje się."
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z werandy, z bambusowymi pochodniami, zwisającymi paprociami i huśtawkami na werandzie, potłuczonymi fotelami i lampkami przeciwko owadom świecącymi błękitnym światłem, niosły się wybuchy śmiechu."
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy ich z domków na drzewach i kortów tenisowych oraz z pola pasiek, które w ciągu dnia pilnowała powolna sąsiadka, mrucząc pod welonem swojego kapelusza pszczelarskiego."
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy ich zza popękanych szyb zrujnowanej szklarni lub na chłodnej czarnej wodzie jeziora, gdzie pływaliśmy o północy w naszych bieliźnie."
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rabusiów w XIX wieku, będący pałacowym schronieniem na zielone miesiące."
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, ci tak zwani autorytety, wędrowali po jego pokojach w niejasnych okrążeniach pod szerokimi belkami, ich cele niejasne."
28,And of no general interest.,I nie budzi żadnego ogólnego zainteresowania.
29,The lady urinated.,Pani oddała mocz.
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","— O, biedaczka, ma nerwowy pęcherz! — wykrzyknęła okrągła matka jednej z osób."
31,"""Is that a Persian rug?""","""To jest perski dywan?"""
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.
