id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim polem widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo mi się tam podobało, z długim, dębowym stołem i szklanymi ścianami na trzech stronach."
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec błyszczące światło jeziora, a słońce przebijało się przez poruszające się gałęzie starożytnego wierzby, która rzucała cień na dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system księgowości, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zaświadczenie o zasługach było za udaną obrazę, natomiast za czyny prowadzące do upokorzenia przyznawano punkty karne."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy otrzymał zasługi za niezauważone ślinienie się do koktajli, podczas gdy Low dostał minusy za podlizywanie się ojcu."
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie jego własne - pochodzenie Low'a było dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono, że prosił o porady dotyczące garderoby faceta z łysieniem typu męskiego."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musiałem jednak ukryć nasz pośpiech, aby nie zdradził nas, więc bardziej prawdziwe będzie powiedzenie, że wysunęliśmy się cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Gdy pojawiał się jeden z moich rodziców, stosowałem taką technikę: udawałem, że dostrzegam kogoś w sąsiednim pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się w naturalny sposób w kierunku tego wytworu mojej wyobraźni, robiąc zdecydowaną minę."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak wieczory mijały, niektórym rodzicom przyszło do głowy potańczyć."
16,A flash of life would move their lumpen bodies.,Błysk życia poruszałby ich ociężałe ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Oni przegrali, grając swoją starą muzykę."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij na bąka, bij na bąka, bij na bąka kijem baseballowym, oh tak."""
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.
