id,source,translation
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sea noise did not stop for a minute.
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","He surged in long waves, intensifying and then subsiding."
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind would start to rustle in the bare trees, then fall silent, just as I was listening to the flow of the night."
4,"Но он не уходил, он был здесь.","But he didn't leave, he was still here."
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew this from the smell of wet pebbles and the barely perceptible trembling of a lone plane-tree leaf.
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed this stubborn grey leaf during the day, but now at night, it seemed to me like a small living creature, my only awake friend."
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, gunshots could be heard coming from the darkness of the city."
8,После каждого выстрела долго лаяли собаки.,"After each shot, the dogs barked for a long time."
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then a dim light flashed far out at sea and went out.
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made you look at these things more closely and for longer than we usually do, and discover many qualities in them that had previously gone unnoticed."
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","Thus, in the porous yellow stone there were many small sea shells firmly embedded in it, a few flowers remained on the broom bushes, they sat on straight rigid stems like wet and wrinkled golden butterflies, patiently waiting for the sun."
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it very rarely appeared as a blurred white spot in the fog and neither gave heat nor shade.
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.",Leaves cut out of dull green velvet seemed to lay under the solitary old plane tree with lemon spots on its trunk.
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Through the iron gate, ants ran in a procession, carrying to their underground granaries the last supplies for winter, while under the anchor chain lived a small timid toad."
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,"At night, someone on the other side of the river began to wave a lantern and cry out long and loud."
16,Я вышел с дядей,I went out with my uncle
17,Илько на берег.,Ilko to the shore.
18,Река ревела.,The river roared.
19,Вода шла через греблю холодным водопадом.,Water was flowing over the dam in a cold waterfall.
20,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was late at night, dark and silent, not a single star was overhead."
21,"В лицо дуло дикой свежестью разлива, оттаявшей земли.","The wild freshness of the flood, of the defrosted earth was blowing in our faces."
22,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the time, someone on the other bank was waving a lantern and shouting, but their words were indistinguishable over the noise of the river."
23,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When the coffin was carried out to the porch, I saw an old carriage on that bank of the river, horses unhitched and tethered to it, and a little woman in black - my mother."
24,Она стояла неподвижно на берегу.,She stood motionless on the shore.
25,"Она видела оттуда, как выносили отца.","From there, she saw her father being carried out."
26,Потом она опустилась на колени и упала головой на песок.,Then she knelt and fell headfirst onto the sand.
27,"Нет, отвечал дед.","No, Grandfather replied."
28,"Это верно, не виделись.","That's true, we didn't meet."
29,Остап начал слепнуть.,Ostap began to go blind.
30,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.","He decided to go all the way to Petersburg then, in order to see that woman before he completely lost his sight."
31,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","He reached the royal capital and found out that she had died, perhaps unable to bear the separation."
32,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave of white marble stone in the cemetery, looked at it, and his heart broke - his iron rose was lying on the stone."
33,Завещала та женщина положить розу на ее могилу.,That woman willed to put a rose on her grave.
34,Навеки.,Forever.
35,"А Остап начал лирничать и, мабудь, так и помер на шляху или на базаре под возом.","And Ostap began to lament, and likely died on the road or in the market under a cart."
36,Аминь!,Amen!
37,На том берегу подымался по скату заповедный лес графини Браницкой.,"On the other bank, Countess Branitskaya's sacred forest was climbing up the slope."
38,Солнце не могло прорваться сквозь мощную зелень этого леса.,The sun could not break through the dense greenery of this forest.
39,Лишь изредка одинокий луч прорезал наискось чащу и открывал перед нами потрясающую силу растительности.,"Only occasionally did a solitary beam of light cut through the thickets at an angle, revealing to us the astounding power of vegetation."
40,"Как сверкающие пылинки, влетали в этот луч маленькие птицы.","Like sparkling dust particles, small birds flew into this beam."
41,"Они с писком гонялись друг за другом и ныряли в листву, будто в зеленую воду.","They were squealing as they chased each other and dove into the foliage, as if into green water."
42,"Я набирал в ведро воды из пруда, бросал в эту воду траву и ждал.","I filled a bucket with water from the pond, put grass into this water, and waited."
43,Красные поплавки неподвижно стояли в воде.,The red floats stood motionless in the water.
44,"Потом один из них начинал вздрагивать, пускал легкие круги, внезапно нырял или быстро плыл в сторону.","Then one of them would start to shudder, make light circles, suddenly dive or quickly swim to the side."
45,"Отец подсекал, леска натягивалась, ореховое удилище сгибалось в дугу, и в тумане над прудом начиналось бульканье, плеск, возня.","The father tugged, the line tightened, the walnut fishing rod bent into an arch, and bubbling, splashing and thrashing started above the foggy pond."
46,"Вода разбегалась, качая кувшинки, торопливо удирали во все стороны жуки-водомеры, и наконец в загадочной глубине появлялся бьющийся золотой блеск.","The water spread out, swaying the water lilies, beetles were hastily running in all directions, and finally a struggling golden shimmer appeared in the mysterious depth."
47,"Нельзя было разобрать, что это такое, пока отец не выволакивал на примятую траву тяжелого карася.",It was impossible to understand what it was until my father pulled a heavy crucian carp onto the trampled grass.
48,"Он лежал на боку, отдувался и шевелил плавниками.","He was lying on his side, panting and moving his fins."
49,От его чешуи шел удивительный запах подводного царства.,An amazing smell of the underwater kingdom came from his scales.
50,Яша считал про себя секунды.,Yasha was counting seconds to himself.
51,"Мы знали, что от Стурдзовского переулка до санатория Ландесмана было семь минут ходьбы.",We knew that it was a seven-minute walk from Sturdza Lane to Landesman Sanatorium.
52,В санатории за высокой оградой и железными воротами мы всегда чувствовали себя в полной безопасности.,"In the sanatorium, behind a high fence and iron gates, we always felt completely safe."
53,Особенно если не зажигали коптилок.,Especially if they didn't light any incense.
54,"Когда мы проходили около подворотни, Яша споткнулся.","When we were passing by the gateway, Yasha tripped."
55,"Потом, когда мы вспоминали о происшествии в Стурдзовском переулке, Яша утверждал, что всегда, если хочешь сделать что-нибудь наилучшим образом, то обязательно сорвешься на пустяковине.","Later, when we recalled the incident in Sturdza Lane, Yasha insisted that whenever you try to do something in the best way possible, you inevitably mess up on some triviality."
56,"Я же про себя думал, что всему виной была Яшина невыносимая походка.","As for me, I thought that Yasha's unbearable stride was to blame for everything."
57,"Но я молчал, чтобы не огорчать Яшу.",But I kept quiet so as not to upset Yasha.
58,Мы крадучись пошли по переулку.,We sneaked down the alley.
59,"Я сказал, что надо идти по той стороне, где подворотня, не доходя до нее остановиться, хорошо прислушаться, а затем быстро и беззвучно проскочить мимо подворотни.","I said that we should go on the side where the gate is, stop before reaching it, listen carefully and then quickly and silently slip past the gate."
60,"Расчет, по-моему, был математически точен.","In my opinion, the calculation was mathematically accurate."
61,"Если в подворотне есть люди, то они могут нас и не заметить.","If there are people in the alleyway, they might not notice us."
62,"Если же мы будем идти по противоположной от подворотни стороне, то нас могут заметить еще издали.","If we were to take the side opposite to the alleyway, we could be seen from a distance."
63,"Я высчитал, что в последнем случае мы будем идти против опасной подворотни, или, вернее, будем на виду у людей, спрятавшихся в подворотне, в пять раз дольше.","I calculated that in the latter case we would be heading towards a dangerous alleyway, or rather, we would be in the sight of people hiding in the alley five times longer."
64,"И, следовательно, будет в пять раз больше шансов, что нас заметят.","And therefore, we will have five times more chances of being noticed."
65,"Утром я просыпался от жаркого солнца, бившего в белые стены.","In the morning, I woke up to the hot sun beating against the white walls."
66,Красные и желтые мальвы-монашки покачивались за открытым окном.,Red and yellow hollyhocks swayed outside the open window.
67,Вместе с ними заглядывал в комнату цветок настурции; в нем сидела мохнатая пчела.,"Along with them, a nasturtium flower peered into the room; a fuzzy bee was sitting in it."
68,"Я, замерев, следил, как она сердито пятится и выбирается из тесного цветка.","Frozen, I watched as she angrily backed out and extricated herself from the tight flower."
69,"По потолку без конца бежали светлые струи, легкие волны отражения реки.","Bright streams ran endlessly across the ceiling, light waves of the river's reflection."
70,"Река шумела тут же, рядом.",The river was roaring right next to it.
