id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz zamężna, kupiła dom z rynku wtórnego w swoim rodzinnym mieście, gdzie często spotyka się z przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro też mam pracę dorywczą, co czasem wydaje mi się uciążliwe, ale jest to jedyny punkt kontaktu z światem poza sklepem typu ""convenience"". Jest to cenna okazja do interakcji z ""normalnymi"" trzydziestoletnimi kobietami z mojego wieku, więc staram się jak najczęściej odpowiadać na zaproszenia Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj znowu spotkaliśmy się: ja, Miho, Yukari z małym dzieckiem i Satsuki, która jest już zamężna ale jeszcze nie ma dzieci. Spotkanie odbywało się u Miho. Przynieśliśmy ciasto i piliśmy herbatę."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy mogłem stać się częścią świata.
5,私は、今、自分が生まれたと思った。,"Pomyślałam, że właśnie się narodziłam."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Tego dnia na pewno urodziłem się jako normalna część świata.
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, ćwiczyliśmy nieustępliwie w parach, obsługując personel jako klientów fikcyjnych."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechnąć się patrząc w oczy klienta i ukłonić, umieścić środki higieniczne w papierowym woreczku, ciepłe i zimne jedzenie pakować oddzielnie, jeśli klient zamówi fast food - dezynfekować ręce alkoholem."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie były prawdziwe pieniądze, aby oswoić się z nimi, ale na paragonie było wyraźnie napisane ""trening"". A przecież po drugiej stronie stanął tylko kolega z pracy ubrany w ten sam strój. Wszystko to przypominało zabawę w sklepikarza."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja o dwa lata młodsza siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie. Ale to nie znaczy, że trzymała się ode mnie z daleka. Wręcz przeciwnie, darzyła mnie uczuciem."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Gdy moja siostra została zbesztana przez naszą matkę za coś normalnego, zupełnie innego niż ja, podszedłem do matki i zapytałem: ""Dlaczego jesteś taka wściekła?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Kiedy kazałam mamie zakończyć kazanie, moja siostra zawsze mówiła mi ""dziękuję"", myśląc, że ją osłaniałam."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nigdy nie wykazywałem zbytniego zainteresowania słodyczami i zabawkami, więc często oddawałem je mojej młodszej siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja młodsza siostra zawsze chodziła za mną.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tato lubi szaszłyki z kurczaka, więc dziś upieczemy i zjemy to"" Powtarzam wyraźnie, moja mama jest zdziwiona i wydaje się, że również matka dziecka obok jest zdziwiona. Wszystkie jej otwory twarzy - oczy, nozdrza i usta – rozszerzyły się niespodziewanie."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Po minie, której nie mogłem powstrzymać się od śmiechu, ale patrząc na to, jak on się wpatruje w moje ręce, zdałem sobie sprawę, że jedno to za mało."
