id,source,translation
1,很久很久以后的某天，她的丈夫从医院回来。,とても長い間のある日、彼女の夫が病院から帰ってきた。
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼は真面目な表情で、「文化大革命」について話しました。病院では毎日会議が開かれ、彼の名前を書いた大きなポスターも貼られ、その歴史に問題があるという人もいました。
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女は緊張していて、夫がこれらのことを彼女に話している意味がわからなかった。
4,但她的丈夫却突然说，你不会有事的，我会保护你。,しかし、彼女の夫は突然言った。「大丈夫だよ、僕が守ってあげるから。」
5,你过去的事，一辈子都不要想起来。,過去のことは一生忘れてください。
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,あなたの最大の敵は、外にいる人々ではなく、おそらくあなたが覚えていないものです。
7,如果有人问你，你就说你什么都不知道，这样就行了。,もし誰かが訊くなら、何も知らないと言っておけばいい。
8,你是哪里人？,あなたはどこの出身ですか？
9,住在哪个村？,どの村に住んでいますか？
10,你多大年龄？,お歳はいくつですか？
11,你家里还有什么人？,あなたの家族はまだ他に誰がいますか？
12,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,川にどうやって落ちたの？船が転覆したのか、それとも悪党に投げ込まれたのか？
13,就你一个落水的吗。,あなた一人が落水しただけですか。
14,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々は続けて質問をしつつ、優しい声であっても針のような感じが心に突き刺さる。彼女の心は瞬時に激しい苦しみに包まれた。
15,她在床上蜷缩成一团。,彼女はベッドの上で丸くなっていた。
16,她想，是呀，我是哪里人呢？,彼女は考えた。「そうだ、私はどこの人なのだろう？」
17,我住哪里呢？,私はどこに住んでいるのだろうか？
18,我叫什么呢？,私の名前は何ですか？
19,我怎么会掉进河里了？,私はなぜ川に落ちたのか？
20,她完全没有了印象。,彼女は完全に印象がなくなってしまった。
21,我怎么会记不得呢？,どうして覚えていないかしら？
22,我怎么连自己都记不得了呢？,自分自身さえ覚えていないのはどうしてだろう？
23,于是她哭了起来。,すると彼女は泣き出した。
24,她说，我不记得。,彼女は言った、「私は覚えていない。」
25,她是真的不记得了。,彼女は本当に覚えていない。
26,于是人们说，你想想，仔细地想想。,そんなわけで人々は言った、「よく考えてみろ、じっくりと考えてみろ」。
27,你是被人从河里捞出来的。,あなたは川から助け出されたのです。
28,你从河水开始想，也许能想起来。,あなたが川の水から考え始めると、思い出すことができるかもしれません。
29,她依着人们的要求，果然认真去回想。,人々の要求に従って、彼女は本当に回想し始めた。
30,但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,しかし、彼女の思考は河のほとりに達すると、ゴーゴーという水音がまるで雷のように轟くため、不可解な恐怖が水音と共に押し寄せてきた。
31,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。,波の中には悪魔が隠れているようで、見えなくても触れなくても彼女の身心を容赦なく襲撃していた。
32,她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。,彼女は即座に制御を失い、大声で泣き叫び、声は絶望的な状態になった。
33,一位吴姓医生严厉制止了那些好奇的人。,一人の吴姓の医者が好奇心旺盛な人々を厳しく制止した。
34,他说，她可能受了刺激。,彼は言った、彼女は刺激を受けたのかもしれない。
35,不要让她再想了，让她养病吧。,彼女がまた考えさせるな、療養させてやれ。
36,于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。,その結果、人々はもはや追及せず、明かりで暗がり彼女のことを哀れむ口調で語るだけだった。
37,那是一个很美丽的春天。,それはとても美しい春の日でした。
38,这个女人一直在跟自己做斗争。,この女性はずっと自分自身と戦っている。
39,她已经很老了。,彼女はもうとても年を取っている。
40,所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。,すべての皮膚は弛んで地面に横たわり、まともなしわ一つ作ることもできない。
41,她的脸和脖子细痕密布。,彼女の顔と首には細かいしわが広がっていた。
42,因肤色白皙，这些痕迹不像是时光之刀随意划下，而更像是一支细笔，一下一下描绘而出。,肌の色が白くて、これらの痕跡は時の刃によって無作為に引かれたものではなく、むしろ細い筆によって一つずつ描かれ出したものに似ている。
43,她的眼睛也已浑浊不堪，但在蓦然睁大时，仍然能看到有光芒从中射出。,彼女の目もすでに濁っており、しかし急に開いた時には、それでも光を放っているのが見える。
44,她经常盯着一处发呆，似乎若有所思，又似百般无聊。,彼女はよくある場所をじっと見つめてうっとりしているようで、何か考え事をしているのかもしれないし、ただ単に暇そうにしているのかもしれない。
45,"为此偶尔会有路人好奇，说：""太婆，你在想什么？""","たまに通行人が好奇そうに言った：""おばさん、何を考えているのですか？"""
46,这个时候，她会露出一脸茫然，望着路人，喃喃说几句没人听得见的话。,この時、彼女は茫然とした表情を浮かべて、通行人を見つめながら何か言葉をつぶやくが、誰も聞こえない。
47,她不知道自己说了什么。,彼女は自分が何を言ったのかわからない。
48,其实，她也不知道自己有没有在想。,実は、彼女自身も自分が考えているのかどうかわからなかった。
49,她只是觉得有很多奇怪的东西拼命朝外跳，似乎在撩拨她的记忆。,彼女はただ、いくつかの奇妙なものが外へ向かってジャンプしているのを感じ、その記憶をかき立てられているようだった。
50,而那些，正是她一生都不愿意触碰的东西她拼命抵抗。,それは彼女の一生を通じて絶対に触れたくないものであり、彼女は必死に抵抗した。
51,她的抵抗，有如一张大网，密不透风，仿佛笼罩和绑缚着一群随时奔突而出的魔鬼。,彼女の抵抗はまるで広範囲な網のようで、風通しの良さがなく、いつでも突進しようとする悪魔たちを包み込んで縛りつけているかのようだ。
52,她这一生，始终都拎着这张网，与它们搏斗。,彼女は一生を通じてこの網を持ち続け、それらと闘ってきた。
53,丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。,夫が生きている間、彼は彼女に考えることを提案した。何かを思いつけば、人は心の安定を得るだろう。
54,她愿意听从他的话，当真迫使自己静下心来，用劲回想。,彼女は彼の言葉に従うことを望み、本当に自分自身を落ち着かせて力強く回想した。
55,但几乎瞬间，浑身的烦躁如同无数钢针，迸射般地扎来，劲道凶猛，令她有五脏俱裂之感。,しかし、ほんの短い瞬間、全身がイライラとした感じで、まるで無数の鋼針が飛び散るように突き刺さり、力強く凶暴な感覚があり、彼女は五臓六腑が裂けそうな感じを受けた。
56,此一时刻，她的痛，以及累，让她几乎无法喘息。,この瞬間、彼女の苦しみと疲労は彼女にほとんど息をすることができないほどだった。
57,"她绝望地对她的丈夫说：""你不要逼我。我不能想。我一想就觉得我该去死。""她的丈夫吓着了。",彼女は絶望的に夫に言った。「お願い、私を追い詰めないで。私は考えられない。一度でも考えると死ぬべきだと感じるのよ」。彼女の夫は驚きました。
58,"沉默片刻，对她说：""那就不用再想了。尽量给自己找件事做，忙碌可以干扰思路。""",彼女に向かって沈黙が一瞬訪れた後、「それ以上考える必要はない。できるだけ自分に何かやることを見つけて、忙しくすることは思考を混乱させる」と言いました。
59,她依了丈夫的话去做，每天都忙忙碌碌。,彼女は夫の言葉に従って毎日忙しく働いた。
60,其实她也并没有什么事业，她的事业就是做家务。,実のところ、彼女には何か大きな仕事があるわけではなく、家事をするのが彼女の仕事だ。
61,她每天都忙着擦洗打扫，把家里整理得一尘不染。,彼女は毎日掃除を忙しくこなし、家を一からぬきんでた状態に整える。
62,每一个去过她家的人，都会说，你家真是太干净了。,彼女の家に行った人は皆、あなたの家は本当にきれいだと言うでしょう。
63,她的丈夫是医生，也以此为傲。,彼女の夫は医者で、それを誇りに思っていた。
64,如此，她的生活渐渐正常。,こうして彼女の生活は徐々に正常化していった。
65,多少年了，她一直这样。,何年も経ったが、彼女はずっとこんな感じだ。
66,每一年的时间，都如一张细密严实的膜，将她记忆背后的东西层层覆盖。,毎年の時間は一枚の細かく固い膜のようで、彼女の思い出の奥にあるものを重ねて覆い隠してしまう。
