id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła ze śniadaniowej, poza moim polem widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo mi się podobał ten pokój, z długim, dębowym stołem i szklanymi ścianami z trzech stron."
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec błyszczącą, jasną powierzchnię jeziora, a słońce przesuwało się przez gałęzie starożytnego wierzby, która osłaniała dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system ewidencji, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Załoga otrzymywała wynagrodzenie za udane szkodnictwo, a karano ją za czyny powodujące upokorzenie."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy zdobył zasługi za niezauważone ślinienie się do koktajli, podczas gdy Low dostał punkty ujemne za podlizywanie się ojcu."
8,Probably not his own—Low's parentage was a well-kept secret.,Pewnie nie jego własne — pochodzenie Low było dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono go, jak prosi o poradę w kwestii garderoby faceta z łysieniem androgenowym."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musimy ukryć nasze biegnie, żeby nie zdradziło naszego pośpiechu, więc bardziej prawdziwe będzie powiedzenie, że wyszliśmy cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Gdy pojawiał się jeden z moich rodziców, stosowałem taką technikę: udawałem, że dostrzegam kogoś w następnym pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnie w stronę tego wytworu mojej wyobraźni, prezentując celowy wyraz twarzy."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak wieczory mijały, niektórzy rodzice wpadli na pomysł, aby potańczyć."
16,A flash of life would move their lumpen bodies.,Błysk życia poruszyłby ich masywne ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Oni jękali, grając swoją starą muzykę."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij na łobuza, bij na łobuza, bij na łobuza z baseballowym kijem, oh tak."""
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwolnione od naszego wpływu, niektóre z nich wydały nagłe, ostre szczeknięcia."
22,"Apparently, laughing.","Wydawałoby się, że śmieje się."
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z otaczającego dom werandy, wypełnionej bambusowymi pochodniami, wiszącymi paprociami, huśtawkami, spróchniałymi fotelami i niebieskim światłem owadobójczych lamp, dobiegały dźwięki śmiechu."
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy je z domków na drzewach i kortów tenisowych, a także z pola z pasiekami, które wolno poruszająca się sąsiadka opiekowała się w ciągu dnia, mamrocząc pod woalką swojego kapelusza pszczelarskiego."
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je zza popękanych szyb w zrujnowanej szklarni lub na chłodnej czarnej wodzie jeziora, gdzie o północy pływaliśmy w naszej bieliźnie."
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rozbójników baronów w dziewiętnastym wieku, jako pałacowy azyl na czas zielonych miesięcy."
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, te rzekome autorytety, błąkali się po pokojach w niejasnych trasach pod szerokimi belkami, zatraceni w niejasnych celach."
28,And of no general interest.,I nie budzący ogólnego zainteresowania.
29,The lady urinated.,Pani oddała mocz.
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Oh, biedna staruszka ma problemy z pęcherzem!"" wykrzyknęła pulchna mama."
31,"""Is that a Persian rug?""","""To jest dywan perski?"""
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.
33,"No one would cop to it, of course.","Oczywiście, nikt się do tego nie przyznał."
34,We canceled the performance.,Anulowaliśmy występ.
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Przyznaj, to była twoja matka,"" powiedział chłopiec o imieniu Rafe do dziewczynki o imieniu Sukey, kiedy rodzice wyszli."
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek do whisky i butelek po piwie były całkowicie puste."
37,Drained.,Zmęczony.
38,"Those parents were in a hurry, then.",Te rodzice mieli wtedy pośpiech.
39,"""No way,"" said Sukey firmly, and shook her head.","""Nie ma mowy,"" powiedziała stanowczo Sukey, potrząsając głową."
40,"""Then who is your mother?","""To kim jest twoja matka?"
41,The one with the big ass?,Tę z dużym tyłkiem?
42,"Or the one with the clubfoot?""","Czy ten z kulawą nogą?"""
43,"""Neither,"" said Sukey.","""Żadne z nich,"" powiedziała Sukey."
44,"""So fuck you.""","""Więc pieprz cię."""
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Na twarz jednego psa nałożono makijaż, szminkę i niebieskie cienie do powiek."
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej pyszczku, więc makijaż dobrze się na nim prezentował."
47,We liked to have an impact.,Lubiliśmy wywierać wpływ.
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy skończyliśmy, szminka wróciła do torebki Fendi pewnej matki."
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak go nakłada, nieświadoma."
50,That was satisfying.,To było satysfakcjonujące.
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Włączyliśmy psy do przedstawienia i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością."
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były słabo wytrenowane i nie potrafiły słuchać poleceń.
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i wystrojona pani, której założyliśmy falbankowy stanik z poduszeczkami."
54,The soldiers were cowards.,Żołnierze byli tchórzami.
55,"Deserters, basically.","Deserterzy, w zasadzie."
56,They ran away when we issued the battle cry.,"Uciekli, kiedy wydaliśmy okrzyk bojowy."
57,(A blaring klaxon.,(Głośna syrena.
58,It went hoh-onk.),Zabrzmiało hoh-onk.)
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsze kajaki mogłyby zabrać nas do oceanu.
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Przeprawilibyśmy się przez jezioro, przez bagna, w dół strumienia i dotarlibyśmy do ujścia rzeki."
61,Where the water met the sky.,Gdzie woda spotyka się z niebem.
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegaliśmy wzdłuż plaży na słonym wietrze, zostawiając nasze łodzie na piasku."
