id,source,translation
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko kolejne było przewidywalne: okrzyki i jęki, nerwowe żarty i pochwały skierowane do mnie, stojącego w bieli przy piecu."
2,"Маэстро, вы превзошли себя!","Maestro, przerosłeś samego siebie!"
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Zauważasz zapach stu tysięcy rubli, które Anastazja Filipowna wyrzuciła w ogień, Suzanno?"
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile dzisiaj dla mnie spaliłeś?"
5,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy razem przestępcami!"
6,"Ах, в этой рыбе привкус безумия!","Och, w tej rybie jest smak szaleństwa!"
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, wstyd przyznać, ale jem osetr po raz pierwszy!"
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Gwiżdżąc cygarem, wyciągam paczkę pięknych półprzezroczystych angielskich banknotów i z obojętną miną króla wyjmuję jeden, składając go w trójku."
9,Кладу в пепельницу и поджигаю.,Wkładam do popielniczki i zapalam.
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To ofiara wdzięczności dla cyfrowego świata, który dostarczył nam pracy."
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Wykonuję ten rytuał za każdym razem po udanym wieczorze.
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty palą się okropnie, trzeba je podpalać i podpalać."
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Och, Anglicy w tamtym czasie okazali się ""przed planetą wszystkimi""."
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórkę dżentelmenów, którzy wprowadzili nowy trend na świat, wtedy nazwano ""nowymi Beatlesami"": trzech z nich miało te same imiona co członkowie zespołu z Liverpoolu: John, George i Paul."
15,Контрфаготиста звали Грегор.,Kontrabasista nazywał się Grzegorz.
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I zarówno tamci, jak i obecni gwałtownie wtargnęli do powojennego świata europejskiego."
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszystkim nagle bardzo chciało się czytać."
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły po biblioteki, a smakosze i złota młodzież do pierwszych podziemnych czytelni."
19,Потом туда хлынули и обыватели.,Potem tam napłynęli także mieszczanie.
20,Это были золотые времена.,To były złote czasy.
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy wtedy znaleźli się we właściwym miejscu, zarobili dużo pieniędzy: drugorzędny kucharz, zatrudniony z ulicznej restauracji, w ciągu kilku miesięcy uwiódł majątek."
22,"Мда, родись я лет на пять пораньше.","No cóż, gdybym się narodził o pięć lat wcześniej."
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tych szalonych latach zafascynowany procesem ludzie nie zwracali uwagi na jakość.
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Wtedy czytaliśmy tak zwane ""po skosie"": dym, sadza, unoszące się."
