id,source,translation
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko kolejne było przewidywalne: okrzyki i jęki, nerwowe żarty i pochwały dla mnie stojącego w bieli przy ognisku."
2,"Маэстро, вы превзошли себя!","Maestro, przerosłeś samego siebie!"
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Suzanna, czujesz zapach stu tysięcy, które Natasza Filipowna wyrzuciła w ogień?"
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile dzisiaj spaliłeś dla mnie?"
5,"Барбара, мы с тобой преступницы!","Barbaro, jesteśmy przestępcami!"
6,"Ах, в этой рыбе привкус безумия!","Och, w tej rybie jest smak szaleństwa!"
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, wstyd się przyznać, ale po raz pierwszy jem i osetrę!"
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Fajcząc cygaro, wyciągam paczkę pięknych półprzezroczystych angielskich banknotów z wyrazem zadowolonej twarzy króla, wyciągam jeden, składam go w kopertę."
9,Кладу в пепельницу и поджигаю.,Kładę w popielniczkę i podpalam.
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To ofiara wdzięczności dla cyfrowego świata, który zapewnił nam pracę."
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Przeprowadzam ten rytuał za każdym razem po udanym wieczorze.
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Obecne banknoty palą się obrzydliwie, trzeba je palić i palić."
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","No cóż, Anglicy w tamtym czasie okazali się ""na czele całej planety""."
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórkę dżentelmenów, którzy podarowali światu nową modę, wtedy nazwano ""nowymi Beatlesami"": trzech z nich miało takie same imiona jak czwórka z Liverpoolu: John, George i Paul."
15,Контрфаготиста звали Грегор.,Fagocitiście nazywali Gregora.
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I ci, i teraźniejsi wcisnęli się gwałtownie do powojennego świata europejskiego."
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle mocno chcieli czytać."
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły po bibliotekach, a smakosze i złota młodzież w pierwszych podziemnych czytelniach."
19,Потом туда хлынули и обыватели.,Potem tam napłynęli zwykli obywatele.
20,Это были золотые времена.,To były złote czasy.
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy byli wtedy we właściwym miejscu, skasowali pieniądze na pełnej skal, drugorzędny kucharz zaciągnięty z ulicznego jadłodajni na tym zarobił majątek w ciągu kilku miesięcy."
22,"Мда, родись я лет на пять пораньше.","Och, gdybym się urodził pięć lat wcześniej."
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,"W tych szalonych latach zauroczony procesem, ludzie nie zwracali uwagi na jakość."
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Wtedy czytano ""na skos"": dym, sadza, unoszące się opary."
25,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia nie ma nawet co mówić: bogactwo głupców, którzy nagle stali się smakoszami, pochłaniali suchy kotlet zębaczowy w ""Starym człowieku i morzu"", przypalony arrachero na Dos Passos i niedopieczoną wieprzowinę w ""Szwejku""."
26,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ciągu tych dziewięciu lat to właśnie literatura rosyjska przyniosła mi całkiem przyzwoity dochód.
