id,source,translation
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Shut up,"" the optician said again, louder and walking faster, ""Selma very seldom finds something threatening or unsightly."""
2,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","He was completely right about that, but unfortunately, he had said more than he should have in response to the voices."
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","But love might actually find her unattractive, the voices whispered, there must be a reason, they said, why the truth has been hidden for so long."
4,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""That was cowardice,"" said the optician, shifting the leather bag to his other hip because the jostling of the bag and voices began to hurt slowly."
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""That was prudence,"" the voices said, ""Fear is sometimes a good counselor,"" they remarked, humming the theme song of the early-evening TV series."
6,Der Optiker wurde jetzt langsamer.,The optician was now slowing down.
7,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","The path to Selma's house, which ordinarily would take ten minutes, suddenly seemed to him like a day's journey, a day's journey with very, very much baggage."
8,Das stimmte.,That was true.
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","The dog was the color of slush, he was washed-out gray and shaggy like a pure Irish Wolfhound with nothing else mixed in."
10,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","His body was still small, but his paws were as big as bear's claws, and we all knew what that meant."
11,Selma stand immer noch erhoben vor der Küchenbank.,Selma was still standing upright in front of the kitchen bench.
12,Sie schaute lange auf den Hund.,She looked at the dog for a long time.
13,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.",Then she looked at my father as if he were a gift idea store.
14,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Farmer Häubel was firmly convinced that death would be polite, just as farmer Häubel himself had been all his life."
15,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","He was certain that death would not snatch life away from him, but instead gently take it from his hand."
16,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","He imagined Death cautiously knocking, only slightly opening the door and asking ""May I?"", to which Farmer Häubel would of course answer affirmatively."
17,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Of course,"" Farmer Häubel would say, ""do come in,"" and death would enter."
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","He would stand by Farmer Häubel's bed and ask: ""Is this a good time for you?"""
19,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","""I can also come by at a later time."""
20,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would straighten up and say, ""No, no, this suits me very well,"" ""Let's better not postpone it again, who knows when you can arrange it again,"" and death would take a seat on the already prepared chair at the head of the table."
21,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","He would apologize in advance for the coldness of his hands, which Bauer Häubel knew wouldn't bother him at all, and then he would place a hand on Bauer Häubel's eyes."
22,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen.","The people in the village were worried; you could see it in their faces, even though most of them tried not to show it."
23,"Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern.","This morning, just a few hours after Selma's dream, people in the village were moving as if black ice had formed on all their paths, not only outside but also inside the houses - black ice in the kitchens and living rooms."
24,"Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich.","They moved as if their own bodies were completely foreign to them, as if all their joints were inflamed and even the objects with which they interacted were highly combustible."
25,"Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen.","All day long they were suspicious of their lives and, as far as possible, of everyone else's."
26,"Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte.","They kept looking back to check if someone might be rushing up behind them with murderous intent, someone who had lost their senses and thus had nothing of importance left to lose. And then they quickly looked forward again because after all, someone out of their mind could also attack from the front."
27,"Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen.","They looked up to rule out falling roof tiles, branches or heavy lampshades."
28,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen.",They avoided all animals because they believed that it could break out faster from them than from humans.
29,"Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.","They made a wide circle around the good-natured cows, which today might unexpectedly kick out; they avoided the dogs, even the very old ones which could hardly stand, as they might theoretically go for their throats today."
30,"An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.","On such days, anything was possible; even an old dachshund could bite through your throat, which after all wasn't any more absurd than an okapi."
31,Bis auf Selmas Schwägerin Elsbeth waren die Leute im Dorf meistens nicht abergläubisch.,"Except for Selma's sister-in-law Elsbeth, most people in the village were not superstitious."
32,"Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf:",They carelessly did all the things that one must not do out of superstition:
33,"Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird.","They sat calmly under wall clocks, even though doing so can be fatal according to superstition. They slept with their heads toward the door; although in terms of superstition, this means that they will soon be carried out feet first through that very door."
34,"Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt.","They hung out laundry between Christmas and New Year, which, as Elsbeth warned, in superstition amounts to suicide or aiding and abetting murder."
35,"Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","They were not frightened when the owl called at night, when a horse in the stable was sweating profusely, when a dog howled at night with its head lowered."
36,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","The train ride lasted fifteen minutes, there were no stops in between."
37,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Since our first train ride, we always played the same game: We would position ourselves with our backs to the windows at the opposite train doors, Martin would close his eyes, and I would look out of the train door window that Martin had behind him."
38,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","In first grade, I would recite to Martin everything I saw during the trip, and Martin would try to learn it all by heart."
39,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","This worked very well, so that by the second year of school I no longer had to list anything, and Martin, with his back to the window and eyes closed, could recite almost everything I saw through the foggy train window: ""Wire factory,"" he said just as we passed the wire factory."
40,"""Jetzt Feld. Weide.","""Now field. Pasture."
41,Das Gehöft vom verrückten Hassel.,The farm of the mad Hassel.
42,Wiese.,Meadow.
43,Wald.,Forest.
44,Wald. Hochsitz eins.,Forest. Hunting stand one.
45,Feld. Wald. Wiese.,Field. Forest. Meadow.
46,"Weide, Weide.","Willow, Willow."
47,Reifenfabrik.,Tire factory.
48,Dorf. Weide.,Village. Pasture.
