id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz jest zamężna, kupiła używany dom w swoim rodzinnym mieście i tam często spotyka się z przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Czasem jest mi ciężko, bo jutro też idę na pracę dorywczą, ale to jedyna szansa na kontakt z ""normalną trzydziestolatką"" spoza sklepu convenience store i staram się jak najczęściej odpowiadać na zaproszenia od Miho."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj również byliśmy z Misaką, Yukari, która miała ze sobą jeszcze małe dziecko, Satsukiem oraz mną. Jesteśmy zamężne, ale Satsuki jeszcze nie ma dzieci. Przynieśliśmy tort do domu Misaki i pijemy herbatę."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy stałam się częścią tego świata.
5,私は、今、自分が生まれたと思った。,"Teraz myślę, że się urodziłem."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Jako normalna część świata, tego dnia naprawdę się narodziłem."
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez następne dwa tygodnie, w czasie otwarcia przedsiębiorstwa, cały czas trenowaliśmy, pracując w dwuosobowych grupach lub udając klientów."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Powitanie gościa, spojrzenie w jego oczy, uśmiech i lekki ukłon; artykuły higieniczne pakować w papierowy worek, rozróżniać produkty ciepłe od zimnych podczas pakowania; dezynfekować ręce alkoholem po obsługiwaniu fast foodów."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W celu przyzwyczajenia się do pieniędzy, w kasie znajdowały się prawdziwe pieniądze, ale na paragonach wyraźnie widniał napis ""Trening"", a osoba, z którą miałem do czynienia, była moim kolegą z pracy w tym samym uniformie. Trochę przypominało zabawę w sklepik."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Młodsza o dwa lata siostra była ""normalnym"" dzieckiem, ale nie trzymała mnie na dystans, wręcz przeciwnie, tęskniła za mną."
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy moja siostra dostaje reprymendę od matki za coś, co wydaje mi się normalne, podchodzę do matki i pytam: ""Dlaczego jesteś zła?"""
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Po zakończeniu kazania, które zaczęło się od mojego pytania do matki, siostra jakby poczuła się chroniona i zawsze mówiła mi ""dziękuję""."
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Mając niewielkie zainteresowanie słodyczami i zabawkami, często dawałem je siostrze."
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja siostra zawsze mnie obserwowała.
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tata, przykro mi, że nie usłyszałeś – powiedziałem, że dzisiaj chciałem zrobić to dla Ciebie"". Gdy powtórzyłem to wyraźnie i poprawnie wymawiając słowa, mama się przestraszyła, a także druga matka obok otworzyła szeroko oczy, nos i usta."
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Ten człowiek miał dziwne oblicze, przez co prawie się roześmiałem. Ale gdy zobaczyłem, że patrzy na moje ręce, pomyślałem sobie, że chyba jeden ptak to za mało."
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy lepiej przynieść więcej?"" Matka, zerkając na wróble idące w grupie blisko, ostatecznie powróciła do siebie i desperackim głosem krzyknęła: ""Eiko!"""
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Stworzę mały grób dla ptaszka i go pogrzebie."""
19,ほら、皆も泣いてるよ。,"Patrz, wszyscy też płaczą."
20,お友達が死んじゃって寂しいね。,"Smutno, że twój przyjaciel umarł."
21,ね、かわいそうでしょう？」,"– Rozumiesz, że mu jest żal, prawda?"
22,「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"""dlaczego? przecież już umarłam"" - mama była bezradna w odpowiedzi na moje pytanie."
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko zapakowałam puszki kawę, papierosy i amerykańskie hot dogi do małego woreczka S."
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"W tym czasie mężczyzna, który wcześniej poruszał drobne w kieszeniach, nagle wkłada rękę do kieszeni na piersi."
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Z tego ruchu przypuszczam, że płaci za to elektronicznym portfelem."
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"„Witamy, dzień dobry!” Po lekkim ukłonie, przyjmuję od męskiego klienta podaną puszkę z kawą."
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"- Aha, i jeszcze jedną paczkę papierosów Marlboro Light Menthol numer 5 - Zrozumiałem. - Szybko wyciągał paczkę Marlboro Light Menthol numer 5 i skanował ją na kasie."
28,「年齢確認のタッチをお願いします」,"""Proszę dotknąć weryfikację wieku."""
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Zatrzymał ruch swoich palców, widząc jak oczy mężczyzny przesunęły się po witrynie z wystawionym fast foodem."
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"- Mogę zapytać, czy czegoś potrzebujesz? Ale gdy klient wydaje się niezdecydowany, cofam się o krok i czekam."
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"Odpowiada na cichy dźwięk drobnych monet i odwraca się, spoglądając w stronę kasy."
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Osoby, które brzęczą drobnymi monetami w dłoniach lub w kieszeniach, zazwyczaj szybko kupują papierosy lub gazety i wracają do domu, dlatego są wrażliwe na dźwięk pieniędzy."
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Jak można się było spodziewać, był tam mężczyzna zbliżający się do kasy z puszką kawy w jednej ręce i drugą włożoną do kieszeni."
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko przemieszczam się po sklepie, wślizgując się do wnętrza lady kasowej i stojąc tam na czujce, aby nie zmuszać klientów do czekania."
35,コンビニエンスストアは、音で満ちている。,Sklep convenience store wypełniony jest dźwiękami.
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"Wprowadzenie klienta wywoływało dźwięk dzwonka, a przez głośniki rozbrzmiewał głos idola reklamującego nowy produkt."
37,店員の掛け声に、バーコードをスキャンする音。,Dźwięk skanowania kodu kreskowego przy kasie.
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Słychać dźwięki umieszczania przedmiotów do koszyka, dźwięk zaciskania torebki z chlebem oraz dźwięk obcasów poruszających się po sklepie."
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko się miesza i staje się ""dźwiękiem sklepu convenience store"", który bezustannie dotyka mojej błony bębenkowej."
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki często spotykają się lokalnie, więc mają bardzo podobne wyrazy twarzy i sposób mówienia."
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,Szczególnie w jaki sposób jedzą słodycze jest do siebie podobny - oboje łamią ciasteczka na małe kawałki za pomocą paznokci i wkładają je do ust.
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję sobie przypomnieć czy było tak od samego początku, ale moje wspomnienia są mgliste."
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Może być, że te małe nawyki i gesty, które mieliśmy kiedyś, już gdzieś się rozpłynęły."
