id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim polem widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo podobał mi się ten pokój, z długim dębowym stołem i szklanymi ścianami z trzech stron."
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec błyszczące światło jeziora, a słońce przebijało się przez poruszające się gałęzie starożytnego wierzba, który rzucał cień na dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system księgowania, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zasługą było skutecznie popełnione wykroczenie, natomiast zgubą czyn, który miał przynieść upokorzenie."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy zdobywał zasługi za niezauważone ślinienie się do koktajli, podczas gdy Low zdobywał punkty ujemne za podlizywanie się ojcu."
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie jego własne - rodowód Lowa był dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono, jak prosi o porady dotyczące garderoby faceta z męskim wzorcem łysienia."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musimy jednak ukrywać nasze pędzenie, aby nasza prędkość nie zdradziła nas, więc trafniej byłoby powiedzieć, że wyszliśmy cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawiał się jeden z moich rodziców, moja technika polegała na udawaniu, że dostrzegam kogoś w następnym pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnie w kierunku tego tworu mojej wyobraźni, przybierając zdecydowany wyraz twarzy."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak wieczory mijały, niektórzy rodzice wpadli na pomysł, żeby potańczyć."
16,A flash of life would move their lumpen bodies.,Błysk życia poruszałby ich masywne ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Oni ponieśli porażkę, grając swoją starą muzykę."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij tego bachora, bij tego bachora, bij tego bachora kijem baseballowym, oh tak."""
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwolnione od naszego wpływu, niektóre z nich wydały nagle, gwałtowne szczeknięcia."
22,"Apparently, laughing.","Widocznie, śmiejąc się."
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z otaczającego dom werandy, z jej bambusowymi pochodniami, zwisającymi paprociami i huśtawkami, mozaiką obdrapanych foteli i niebieskimi lampami przeciwko owadom, niosło się śmiechem."
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy je z domków na drzewach i kortów tenisowych, a także z pola pełnego uli, które opiekuńczo doglądała w ciągu dnia sąsiadka mówiąca do siebie pod woalką ze swojego kapelusza pszczelarskiego."
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je zza popękanych szyb w zniszczonym szklarni albo na chłodnej, czarnej tafli jeziora, na którym o północy pływaliśmy w samej bieliźnie."
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rozbójników baronów w dziewiętnastym wieku, rezydencja wycofania się na zielone miesiące."
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, te tak zwane autorytety, błąkali się po jego pokojach w niejasnych obwodach pod szerokimi belkami, o niejasnych zamiarach."
28,And of no general interest.,I bez żadnego ogólnego zainteresowania.
29,The lady urinated.,Pani oddała mocz.
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Oh, biedaczka, ma nerwowy pęcherz!"" zawołała matka kogoś o pulchnych policzkach."
31,"""Is that a Persian rug?""","""Czy to jest dywan perski?"""
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.
33,"No one would cop to it, of course.","Oczywiście, nikt nie przyznał się do tego."
34,We canceled the performance.,Odwołaliśmy występ.
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Przyznaj, to była twoja mama,"" powiedział chłopiec o imieniu Rafe do dziewczynki o imieniu Sukey, kiedy rodzice wyszli."
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kielichów, szklanek do whisky i butelek po piwie były całkowicie puste."
37,Drained.,Wycieńczony.
38,"Those parents were in a hurry, then.",Czyli ci rodzice byli w pośpiechu.
39,"""No way,"" said Sukey firmly, and shook her head.","""Nie ma mowy,"" powiedziała stanowczo Sukey, kiwając głową."
40,"""Then who is your mother?","""A kim jest twoja matka?"
41,The one with the big ass?,Ta z dużym tyłkiem?
42,"Or the one with the clubfoot?""","""Czy ten z kulawą stopą?"""
43,"""Neither,"" said Sukey.","""Żadne z tych,"" powiedziała Sukey."
44,"""So fuck you.""","""Więc pieprz cię."""
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Na twarz jednego psa nałożono makijaż, pomadkę i niebieskie cienie do powiek."
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej karnacji, więc makijaż dobrze na nim widniał."
47,We liked to have an impact.,Lubiliśmy wywierać wpływ.
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy skończyłyśmy, szminka wróciła do czyjejś matczyniej torebki Fendi."
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak go nakłada, nieświadoma naszej obecności."
50,That was satisfying.,To było satysfakcjonujące.
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Włączyliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością."
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były słabo tresowane i nie potrafiły wykonywać poleceń.
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i wystrojona pani, w której przebraliśmy w falbankowy stanik z poduszeczkami."
54,The soldiers were cowards.,Żołnierze byli tchórzami.
55,"Deserters, basically.","Deserterzy, w zasadzie."
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy okrzyk bojowy."
57,(A blaring klaxon.,(Głośna syrena.
58,It went hoh-onk.),Wydało dźwięk hoh-onk.
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsze kajaki mogłyby zabrać nas do oceanu.
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Przepłynęlibyśmy przez jezioro, przez bagna, w dół rzeki i dotarlibyśmy do jej ujścia."
61,Where the water met the sky.,Gdzie woda spotyka się z niebem.
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegaliśmy wzdłuż plaży na słonym wietrze, zostawiając nasze łodzie na piasku."
