id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz jest zamężna, kupiła dom na wsi i tam często spotyka się ze znajomymi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro też mam pracę dorywczą, więc czasami mam ochotę zrezygnować. Ale to jest jedyna okazja, aby mieć kontakt z ""normalną trzydziestoparolatką"" i cenna możliwość spotkania się z Mihoko, więc staram się jak najbardziej przyjmować jej zaproszenia."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś również, w składzie: Miko, Yumiko z małym dzieckiem, Satuki i ja – mąż Michi, spędzaliśmy czas u Miko w domu przy herbacie i przekąskach."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy stałem się częścią tego świata.
5,私は、今、自分が生まれたと思った。,"Teraz myślę, że się urodziłem."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Tego dnia naprawdę się narodziłem jako normalna część świata.
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez kolejne dwa tygodnie przed otwarciem, prowadziliśmy trening, pracując w parach lub z pracownikami, ćwicząc nieustannie zmyślonych klientów."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Patrzeć klientowi w oczy, uśmiechać się i ukłonić, wkładać produkty higieniczne do torebki papierowej, oddzielać ciepłe rzeczy od zimnych przy pakowaniu, dezynfekować ręce alkoholem po zamówieniu fast foodu."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie były prawdziwe pieniądze, żeby przyzwyczaić się do obsługi pieniędzy, ale na paragonie widniało duże napisane ""trening"", a osoba za ladą miała na sobie ten sam strój służbowy, więc jakoś tak jakbyśmy „udawali zakupy”."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja dwuletnia młodsza siostra była ""normalnym"" dzieckiem, które nie unikało mnie, ale wręcz mi ufało i podziwiało."
