id,source,translation
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small photos with scalloped edges, presumably from the same year, show the same child, but smaller, in a dress with ruffles and balloon sleeves."
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","On the first, she playfully snuggled up against a woman with a massive body, encased in a wide-striped dress, her hair done up in large rolls."
3,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","In the other, she raises her left fist, her right is held back by the hand of a tall man, in a light jacket and pleated trousers, with a nonchalant posture."
4,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.","The two photos were taken on the same day in front of a low wall topped with a border of flowers, in a paved courtyard."
5,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,"Above their heads, a clothesline hangs with a pin still attached."
6,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photograph, signed by the same photographer but the booklet paper is more ordinary and the gold border has disappeared — likely intended for the same family distribution, shows a little girl of about four years old, serious, almost sad despite a chubby good-natured face under short hair, parted in the middle and pulled back by clips with attached ribbons, like butterflies."
7,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","The left hand rests on the same fully visible, Louis XVI style carved table."
8,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","She appears plump in her bodice, her suspender skirt raised at the front due to a protruding abdomen, possibly a sign of rickets (circa 1944)."
9,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,"The boys were proud to go off to the regiment, and they looked handsome in their uniforms."
10,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On the evening of the draft board, they made the rounds of the cafes to celebrate the glory of being recognized as real men."
11,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.","Before the regiment, they were still kids and worth nothing in the job and marriage market."
12,"Après, ils pourraient avoir une femme et des enfants.","Afterwards, they could have a wife and children."
13,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniform they paraded around the neighborhood during their leaves cloaked them in patriotic beauty and virtual sacrifice.
14,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","The shadow of the victorious fighters, the GIs, hovered around them."
15,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","The rough cloth of the tunic, brushed when one would rise on tiptoe to embrace them, embodied the absolute division between the world of men and that of women."
16,À les voir on éprouvait un sentiment d'héroïsme.,"Looking at them, one felt a sense of heroism."
17,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Beneath the immutability, last year's circus posters featuring a photo of Roger Lanzac, the First Communion images given to classmates, and the Chansonniers Club on Radio Luxembourg all filled days with new desires."
18,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.","On Sunday afternoons, people would crowd in front of the general electronics store's television display."
19,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,Cafes were investing in purchasing a station to attract customers.
