id,source,translation
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sound of the sea did not cease for a moment.
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","He ran in long waves, intensifying and then subsiding."
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind would start to rustle in the bare trees, then fall silent, just as I did while listening to the flow of the night."
4,"Но он не уходил, он был здесь.","But he didn't leave, he was here."
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew this by the smell of wet pebbles and the barely perceptible tremor of a solitary plane tree leaf.
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I noticed this stubborn gray leaf during the day, but now at night, it seemed to me like a little living creature, my only awake friend."
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, rifle shots could be heard from the darkness, from the city."
8,После каждого выстрела долго лаяли собаки.,"After each shot, the dogs barked for a long time."
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then a faint light flashed far out at sea and went out.
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more closely and for longer than we usually do, and discover many qualities in them that had previously gone unnoticed."
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","In the snot-nosed yellow stone, there were many small seashells firmly embedded in it, and on the spurge bushes there were still a few flowers left. They sat on upright sturdy stems like wet and wrinkled golden butterflies, patiently waiting for the sun."
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it very rarely broke through the mist as a blurred white spot and did not provide either warmth or shade.
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the sole old plane tree with lemon spots on its trunk, leaves lay as if cut out of dull green velvet."
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Through the iron gate, ants ran in a procession, carrying their last supplies for the winter to their underground granaries, while a small timid frog lived under the anchor chain."
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,"At night, someone on the other side of the river began to wave a lantern and cry out longingly."
16,Я вышел с дядей,I went out with my uncle.
17,Илько на берег.,Ilko to the shore.
18,Река ревела.,The river roared.
19,Вода шла через греблю холодным водопадом.,The water was pouring over the dam in a cold waterfall.
20,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was a late and silent night, not a single star overhead."
21,"В лицо дуло дикой свежестью разлива, оттаявшей земли.","The open expanse blew wild freshness in one's face, from the thawed earth."
22,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","All the while, someone on the other shore was waving a lantern and shouting, but his words could not be heard over the noise of the river."
23,"Когда гроб вынесли на крыльцо, я увидел на том берегу реки старую коляску, распряженных и привязанных к ней лошадей и маленькую женщину в черном маму.","When the coffin was carried out onto the porch, I saw on the other side of the river an old carriage, horses unhitched and tied to it, and a small woman in black - my mother."
24,Она стояла неподвижно на берегу.,She stood motionless on the shore.
25,"Она видела оттуда, как выносили отца.",She watched from there as they carried her father out.
26,Потом она опустилась на колени и упала головой на песок.,Then she fell to her knees and dropped her head onto the sand.
27,"Нет, отвечал дед.","No, grandpa answered."
28,"Это верно, не виделись.","That's true, we haven't seen each other."
29,Остап начал слепнуть.,Ostap began to go blind.
30,"Надумал он дойти тогда до Петербурга, чтобы увидеть ту женщину, пока он еще не совсем ослеп.","He had made up his mind to get to Petersburg in order to see that woman, while he was still not completely blind."
31,"Дошел он до царской столицы и узнал, что она умерла, мабудь, не выдержала разлуки.","He reached the royal capital and found out that she had died, perhaps unable to bear the separation."
32,"Нашел Остап на кладбище ее могилу из белого мрамора-камня, глянул, и сердце у него сорвалось на камне лежала его железная роза.","Ostap found her grave made of white marble at the cemetery, he looked and his heart broke on the stone lay his iron rose."
33,Завещала та женщина положить розу на ее могилу.,That woman asked to place a rose on her grave.
34,Навеки.,Forever.
