id,source,translation
1,«Лжешь»! подумал я.,「嘘だ」と思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",指輪とキーホルダーは、パンの切れ目のために手紙と上手く結びつかなかったが、カミシェフの顔には、わずかな眼でわかる雲が走り抜けていき、それはまれにしかうそをつかない人々の顔で見ることができる。
3,Какой сюжет вашей повести? спросил я.,私は尋ねました。「あなたの物語の筋書きは何ですか？」
4,Сюжет.,筋書き。
5,Как бы вам сказать?,どうお伝えしましょうか？
6,Сюжет не новый.,筋立ては新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",お読みください、ご覧になります。
9,«Из записок судебного следователя».,「裁判官のメモから」。
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミシェフは、親しげな目を私に向けて上げ、静かに笑った。
11,Надоедная служба.,煩わしい仕事。
12,"Служил-служил, махнул рукой и бросил.",働いて働いて、手を振ってやめた。
13,"Занятий у меня теперь нет, есть почти нечего.",私には今、活動するものはありません、ほとんど何もありません。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",「そして、あなたが私の小説を出版してくだ さる の であれば、私にとっては快適です」と言った。
15,Вы поможете мне.,手伝ってくれるの？
16,"Газета не богадельня, не странно-приимный дом.",新聞は救いのない場所ではなく、おもてなしの良い家ではありません。
17,"Я это знаю, но.",それはわかっているけれども。
18,уж вы будьте так добры.,どうかお願いします。
19,Очень рад.,大変喜んでいます。
20,Чем могу быть полезен?,何かお手伝いできることはありますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",始めたばかりのものに参加したいと思っている人は座り、懇願するような目で床を見つめて続けました。
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",あなたの新聞で私の小説を掲載していただきたいと思って、ここに小さな物語を持ってきたんです。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",正直に言いますと、編集者さん、私は自分の物語を書いたのは作者の名声や甘美な音色のためではありません。
24,Для этих хороших вещей я уже постарел.,これらのいいことには、もう歳を取っている。
25,Вступаю же на путь авторский просто из меркантильных побуждений.,「私が単なる商業主義的動機から独自の道に入る理由です。」
26,Заработать хочется.,稼ぎたい。
27,Я теперь решительно никаких не имею занятий.,今はっきりと何の仕事も持っていない。
28,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",「知っての通り、私はС地方の検察官でした。5年以上務めましたが、富を築くことも無実を保つこともありませんでした。」
29,"«Как, однако, он много говорит!» подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",「それにしても、彼は本当によく話すなあ」と思いながら、私は羽ペンを手に取って、私に時間がないことを示すようにした。
30,(Уж больно надоели мне тогда посетители!),（その時の客には本当にうんざりしました！）
31,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,ほんの1分だけお時間をいただきます！と、私の主人は言いながら謝る声で話しました。
32,Но прежде всего позвольте представиться.,まず、自己紹介させてください。
33,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь.",元検事のイヴァン・ペトロヴィッチ・カミショフは、正当な候補者です。
34,"К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями.",「執筆活動にかかわる者ではありませんが、それでも純粋な作家の目的でお目にかかりました。」
35,"Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок.",40歳未満でありながら、初心者クラスに参加を希望しています。
36,"Но лучше поздно, чем никогда.",遅くとも、決して遅すぎない。
37,"Войдя ко мне в кабинет, он сконфузился.",「私のオフィスに入ってくるとき、彼は困りました。」
38,"Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид.",彼の繊細で感受性の強い性格は、おそらく私の鬱々とした不満な様子に驚かされたであろう。
39,"Извините, ради бога!",お許しください、お願いします！
40,"начал он мягким, сочным баритоном.",彼は柔らかくジューシーなバリトンで始めた。
41,Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение.,私はあなたの忙しい時間に乱入して、私のためだけに例外を求めています。
42,Вы так заняты!,お忙しいのですね！
43,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу.",お聞きください、お編集者さん。私は明日、とても重要な用事があってオデッサに行かなければなりません。
44,"Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение.",もし私に土曜日までこの旅行を延期する機会があったなら、信じてください、私はあなたに私のために例外を作ってもらうようお願いしなかっただろう。
45,"Я преклоняюсь перед правилами, потому что люблю порядок.",私は秩序が好きなので、ルールに敬意を示します。
46,"Каштановые волосы и борода густы и мягки, как шёлк.",栗色の髪とひげは、シルクのように厚くて柔らかい。
47,"Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души.",柔らかい髪の毛は、柔らかく優しい、「シルクのような」魂の兆候だと言われています。
48,"Преступники и злые, упрямые характеры имеют, в большинстве случаев, жесткие волосы.",ほとんどの場合、犯罪者や悪い、頑固な性格を持つ人は、硬い髪を持っています。
49,Правда это или нет читатель опять-таки увидит далее.,読者はこれが真実なのかどうか、また後で見ることになるだろう。
50,"Ни выражение лица, ни борода ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела.",表情でも、あごひげでも、なにもかもが主人を軍帽付きハットをかぶってやさしくて優雅ではなく、彼の大きくて重いからだの動きほど。
51,"В этих движениях сквозят воспитанность, легкость, грация и даже простите за выражение некоторая женственность.",これらの動作は、教養、軽やかさ、優雅さ、そしてご容赦くださいますが表現するとある程度の女性らしさが感じられます。
52,"Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного.",主人公には、蹄鉄を曲げたり、サーディンの空き缶を握りつぶすのにあまり努力が必要ではないが、彼の動きは物理的に強いことを示していない。
53,"За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами.",ドアのノブや帽子に手を伸ばすと、彼は蝶々のように優しく、注意深く、指先で軽く触れる。
54,"Шаги его бесшумны, рукопожатия слабы.",彼の足音は音を立てず、握手も力がない。
55,"Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям.",彼を見ていると、彼がゴリアテのように強力であり、1人で5人の編集者たちが持ち上げられないものを片手で持ち上げることができることを忘れてしまう。
56,"Глядя на его легкие движения, не верится, что он силен и тяжел.",彼の軽やかな動作を見ると、彼が強くて重いとは信じられない。
57,Спенсер мог бы назвать его образцом грации.,スペンサーは彼を優雅の典型と呼ぶことができたでしょう。
58,"От всего лица так и веет простотой, широкой, простецкой натурой, правдой.",彼の顔は、単純さ、広い範囲の素朴な性格、真実をひしひしと感じさせる。
59,"Если не ложь, что лицо есть зеркало души, то в первый день свидания с господином с кокардой я мог бы дать честное слово, что он не умеет лгать.",「もし、顔が心の鏡であるというのが嘘でなければ、三日月をつけた紳士との初対面の日に彼が嘘をつくことはなかったと誓えます。」
60,Я мог бы даже держать пари.,私は賭けをすることさえできるだろう。
61,Проиграл бы я пари или нет читатель увидит далее.,読者は後で賭けがどう転ぶかを見ることになるだろう。
62,"Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь.",彼は、すでに言ったように、背が高く肩幅も広く、まっすぐな体つきで、まるで優れた労働馬のようだ。
63,Всё его тело дышит здоровьем и силой.,彼の体はすべて健康と力を湛えている。
64,"Лицо розовое, руки велики, грудь широкая, мускулистая, волосы густы, как у здорового мальчика.",顔は桃色で、手は大きく、胸は広くて筋肉質で、髪は健康な少年のように濃い。
65,Ему под сорок.,彼は40代の男性です。
66,"Одет он со вкусом и по последней моде в новенький, недавно сшитый триковый костюм.",彼はうまく、最新流行であり、新しい、最近作られた三角服を着ていた。
67,"На груди большая золотая цепь с брелоками, на мизинце мелькает крошечными яркими звездочками бриллиантовый перстень.",胸には、大きな金のチェーンとキーホルダーがついており、小指には小さな輝くダイヤのリングがちらちら光っている。
68,"Но, что главнее всего и что так немаловажно для всякого мало-мальски порядочного героя романа или повести, он чрезвычайно красив.",しかし、何よりも重要で、小説や物語のどんなまじめな主人公にとっても非常に美しい。
69,Я не женщина и не художник.,私は女性でも芸術家でもありません。
70,"Мало я смыслю в мужской красоте, но господин с кокардой своею наружностью произвел на меня впечатление.",男性の美には詳しくないが、そのかた（＝お方）は自分の容貌で私に感銘を与えた。
71,Его большое мускулистое лицо осталось навсегда в моей памяти.,彼の大きくたくましい顔は、私の記憶に永遠に残った。
72,"На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название.",この顔には、真のギリシャの鼻がゴムであり、細い唇と素晴らしい青い目があります。その目には優しさと何か別のものが輝いていますが、それにふさわしい言葉を見つけることは難しいです。
73,"Это «что-то» можно подметить в глазах маленьких животных, когда они тоскуют или когда им больно.",「何か」は、小動物の目にも見られる。彼らが寂しさを感じたり、痛みを感じたりするときに。
74,"Что-то умоляющее, детское, безропотно терпящее.",嘆願的で子供らしい、抵抗しない様子。
75,У хитрых и очень умных людей не бывает таких глаз.,賢明で非常に賢い人々には、そのような目がありません。
76,"Я вздохнул, положил перо и принялся ждать господина с кокардой.",ため息をついて、ペンを置いて、大佐が帽章を構えたままできるのを待ちました。
77,"Начинающие писатели и вообще люди, не посвященные в редакционные тайны, приходящие при слове «редакция» в священный трепет, заставляют ждать себя немалое время.",「執筆を始めたばかりの作家や編集の秘密に疎い人々は、「編集部」という言葉を聞くと神聖なほどに震え上がり、自分を待たせることが多い。」
78,"Они, после редакторского «проси», долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени.",彼らは編集者の「お願い」に続いて、しばらく咳をして、鼻をかみ、ゆっくりとドアを開け、さらにゆっくりと入ってきて、それには結構な時間がかかる。
79,Господин же с кокардой не заставил ждать себя.,コクショウのトップハットの男性は、自分を待たせることはなかった。
80,"Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой фуражку с кокардой.",アンドレイがドアを閉めるやいなや、私は自分のオフィスで背が高く、肩幅の広い男性を見た。その男性は片手に紙束を持ち、他の手には帽子を持っていた。
81,"Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль,",私とデートをしたがっていた人物は、私の物語で非常に重要な役割を果たしています。
82,Необходимо описать его наружность.,彼の容姿を述べる必要がある。
83,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором.",1880年の4月のある昼、私のオフィスに番人であるアンドレイが入ってきて、なにやら神秘的な様子で私に報告しました。彼によれば、ある紳士が編集部を訪れて編集長と面会したいと強く依頼しているということです。
84,"Должно быть, чиновник-с, добавил Андрей, с кокардой.",「きっと官僚だね」と、アンドレイが（記章を付けて）言いました。
85,"Попроси его прийти в другое время, сказал я.",「彼に別の時間に来るよう頼んでください」と私は言った。
86,Сегодня я занят.,今日は忙しいです。
87,"Скажи, что редактор принимает только по субботам.",「編集長は土曜日しか受け付けない」と言ってください。
88,"Он и третьего дня приходил, вас спрашивал.",彼は3日目にもやってきて、あなたについて訪ねた。
89,"Говорит, что дело большое.",「大きな案件だと言っている」
90,Просит и чуть не плачет.,泣きだしそうになって頼んでいる。
91,"В субботу, говорит, ему несвободно.",土曜日は彼にとって都合が悪い、と言っています。
92,Прикажете принять?,受け入れるように命じますか？
