id,source,translation
1,"Alles zu vergessen, ist gewiss schlimm.",すべてを忘れることは確かにつらいです。
2,"Noch schlimmer ist, nichts zu vergessen, wird doch jedes Wissen erst durch Vergessen erzeugt.",忘れることなく、記憶すべきものはない。知識は忘れることによって初めて生まれるのですから、さらに悪いことです。
3,"Wenn alles unterschiedslos gespeichert ist, wie auf den elektrische Energie verbrauchenden Datenspeichern, verliert es seine Bedeutung und wird zu einer ungeordneten Ansammlung unbrauchbarer Information.",すべてが均質に保存されると、電力を消費するデータストレージのように、その意味を失い、役に立たない情報の無秩序な集まりになります。
4,"Ein Gedächtnis, das alles bewahrte, bewahrte im Grunde nichts.",すべてを保存する記憶は、実際には何も保存しませんでした。
5,"Jene Kalifornierin, die sich ohne Mnemotechnik jeden einzelnen Tag seit dem 5.",「５日後の毎日をメモ技術なしで暮らしていた」と語るカリフォルニア人女性
6,"Februar 1980 vergegenwärtigen kann, ist gefangen im Echoraum ihrer fortwährend auf sie einstürzenden Erinnerungen — eine Wiedergängerin jenes attischen Feldherrn Themistokles, der jeden einzelnen Bürger seiner Heimatstadt mit Namen zu nennen wusste und der dem Mnemoniker Simonides ausrichten ließ, eher begehre er die Kunst des Vergessens als die des Gedächtnisses zu erlernen: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen"".","1980年2月を思い浮かべることができる彼女は、彼女に降りかかってくる思い出の連続の中でエコーチェンバーに閉じ込められています-アッティカの将軍テミストクレスの生まれ変わりで、彼は故郷の市民一人ひとりを名前で呼び覚ましたことで有名です。 彼は健忘術よりも記憶術を学習することを望んだメモニカソネトが、「私が記憶しておきたくないものすら私は記憶しておく;ただし、私が忘却したいものすら私は忘れられない」と伝えた: ""Auch was ich nicht in der Erinnerung behalten will, das behalte ich; was ich jedoch vergessen will, das kann ich nicht vergessen""."
7,"Eine Vergessenskunst ist aber ein Ding der Unmöglichkeit, weil alle Zeichen Anwesenheiten darstellen, selbst wenn sie auf Abwesenheiten verweisen.",忘却の芸術は不可能なものです。すべての符号は存在を表しており、不在を指している場合でもそのまま存在します。
8,"Beinahe jeden, den im Römischen Reich der Bann der damnatio memoriae traf, behaupten die Enzyklopädien mit Namen zu kennen.",ほとんどの人々、ローマ帝国において（社会的な）死を意味するdamnat
9,"Der Freitod erscheint vielleicht als die radikalste Maßnahme, über die Ungewissheit der Zukunft zu triumphieren, freilich zum Preis einer verkürzten Existenz.",自殺は、将来の不確実性に打ち勝つための最も根本的な手段として考えられるかもしれませんが、その代償として存在が縮まります。
10,"Es wird berichtet, dass zu den Geschenken jener indischen Gesandtschaft, die Augustus einst auf der Insel Samos empfing, nicht nur ein Tiger und ein armloser Jüngling, der seine Füße wie Hände zu benutzen wusste, gehörten, sondern auch ein Mann namens Zarmaros aus der Kaste der Brahmanen, der sein Leben selbst zu beenden gedachte, gerade weil es so verlaufen sei wie gewünscht.",アウグストゥスがかつてサモス島で受け取ったあるインド大使団の贈り物には、虎や手足のない若者（その足も手として使うことができる）だけでなく、ブラフミン階級からザルマロスという名前の男性も含まれていたと伝えられています。彼は自分自身の人生を終わらせようと考えており、それは望んだ通りに進んだためです。
