id,source,translation
1,«Лжешь»! подумал я.,「嘘をついている」と私は思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーや小指のリングは、「パン一切れのための手紙」に合わない馴染まなかったし、カミシェフの顔を見ると、うっすらと見える雲が経験豊富な目で捉えられ、それは滅多に人を騙さない人々の顔だけで見られました。
3,Какой сюжет вашей повести? спросил я.,「あなたの物語の筋は何ですか？」と私は尋ねました。
4,Сюжет.,物語。
5,Как бы вам сказать?,どう言えばいいかな？
6,Сюжет не новый.,物語は新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",あなたが読めば、それがわかるでしょう。
9,«Из записок судебного следователя».,「法廷捜査官のメモから」
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カムイシェフは、その優しい目で私を見上げ、静かに笑った。
11,Надоедная служба.,うんざりするような仕事だ。
12,"Служил-служил, махнул рукой и бросил.",彼は勤めていた、手を振ってそれをやめた。
13,"Занятий у меня теперь нет, есть почти нечего.",今、私のやることはなにもなく、食べるものもほとんどありません。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、もしあなたが私の短編小説をその質を見ずに印刷するのであれば、それはただの親切以上のことを私にしてくださることになります。
15,Вы поможете мне.,あなたが私を助けてくれる。
16,"Газета не богадельня, не странно-приимный дом.",新聞は慈善施設でも、無料宿泊所でもない。
17,"Я это знаю, но.",それは知っているが、しかし。
18,уж вы будьте так добры.,どうか、ご親切に。
19,Очень рад.,とてもうれしいです。
20,Чем могу быть полезен?,何かお手伝いできることはありますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",「初めて訪れる村に行きたいと思っている人は……」そう彼は、その懇願するような目で床を見つめながら、話を続けた。
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",あなたの新聞で印刷したいと思っている短編小説を持ってきました。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",私が率直に申し上げます、編集長様：私は私の物語を書いたのは作者としての名声のためでも、甘美な音色のためでもありません。
24,Для этих хороших вещей я уже постарел.,そんないいものには、僕はもう年をとりすぎてしまった。
