id,source,translation
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim polem widzenia."
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo podobał mi się ten pokój, z długim, dębowym stołem i szklanymi ścianami z trzech stron."
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było dostrzec błyszczący blask jeziora, a światło słoneczne przenikało przez poruszające się gałęzie starożytnego wierzby, która zacieniała dom."
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system księgowania, wykres na ścianie."
5,There were merits and demerits.,Były zalety i wady.
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zasługą było przestępstwo skutecznie zrealizowane, natomiast demeritem działanie, które pociągało za sobą upokorzenie."
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy zdobył punkty za niezauważone ślinienie się do koktajli, podczas gdy Low zyskał ujemne punkty za podlizywanie się ojcu."
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie jego własne — rodzicielstwo Lowa było dobrze strzeżoną tajemnicą.
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale zauważono go, jak prosi o poradę w sprawie garderoby faceta z męskim typem łysienia."
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musiałem ukrywać swoje biegnięcie, żeby nasz pośpiech nie zdradził naszej obecności, więc prawda jest taka, że wyszliśmy cicho."
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Gdy pojawiał się jeden z moich rodziców, moją techniką było: udawanie, że dostrzegam kogoś w następnym pokoju."
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się naturalnie w stronę tego wytworu mojej wyobraźni, robiąc zdecydowaną minę."
13,Go through the door.,Przejdź przez drzwi.
14,And fade away.,I zaniknąć.
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak wieczory mijały, niektórzy rodzice wpadli na pomysł, aby potańczyć."
16,A flash of life would move their lumpen bodies.,Błysk życia poruszyłby ich nieruchome ciała.
17,Sad spectacle.,Smutny widok.
18,"They flopped, blasting their old-time music.","Oni się zaliczyli, rozbrzmiewając swoją starą muzykę."
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij na bachora, bij na bachora, bij na bachora baseballowym kijem, o tak."""
20,Later the talk grew louder.,Później rozmowa stała się głośniejsza.
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwolnione od naszego wpływu, niektóre z nich wydały nagłe, szorstkie szczeknięcia."
22,"Apparently, laughing.","Widocznie, śmiejąc się."
23,"From the wrap­around porch, with its bamboo torches and hanging ferns and porch swings, moth-eaten armchairs and blue-light bug zappers, the barks of laughter carried.","Z otaczającego dom werandy, na której stały bambusowe pochodnie, wisiały paprocie i huśtawki, a na ziemi stały obdrapane fotele i niebieskoświecące pułapki na owady, niosło się śmiech."
24,"We heard them from the treehouses and tennis courts and from the field of beehives a slow neighbor woman tended in the daytime, muttering under the veil of her beekeeping hat.","Słyszeliśmy je z domków na drzewach i kortów tenisowych, a także z pola pełnego ule, którymi w dzień zajmowała się powolna sąsiadka, mamrocząc pod woalką swojego kapelusza pszczelarskiego."
25,"We heard them from behind the cracked panes of the dilapidated greenhouse or on the cool black water of the lake, where we floated in our underwear at midnight.","Słyszeliśmy je zza popękanych szyb w rozpadającym się szklarni albo na chłodnej czarnej wodzie jeziora, gdzie o północy dryfowaliśmy tylko w bieliźnie."
26,"THE GREAT HOUSE had been built by robber barons in the nineteenth century, a palatial retreat for the green months.","WIELKI DOM został zbudowany przez rozbójniczych baronów w XIX wieku, jako przepyszną rezydencję na zielone miesiące."
27,"Our parents, those so-called figures of authority, roamed its rooms in vague circuits beneath the broad beams, their objectives murky.","Nasi rodzice, te tak zwane autorytety, krążyli po pokojach w niejasnych obwodach pod szerokimi belkami, a ich cele były niejasne."
28,And of no general interest.,I bez ogólnego zainteresowania.
29,The lady urinated.,Pani skorzystała z toalety.
30,"""Oh, poor old thing, she has a nervous bladder!"" exclaimed someone's chubby mother.","""Ach, biedactwo, ma nerwowy pęcherz!"" zawołała matka jakiegoś pulchnego dziecka."
31,"""Is that a Persian rug?""","""Czy to jest dywan perski?"""
32,Whose mother was it? Unclear.,Czyja to była matka? Niejasne.
33,"No one would cop to it, of course.","Oczywiście, nikt nie przyznał się do tego."
34,We canceled the performance.,Odwołaliśmy występ.
35,"""Admit it, that was your mother,"" said a kid named Rafe to a kid named Sukey, when the parents had filed out.","""Przyznaj, to była twoja matka,"" powiedział chłopiec o imieniu Rafe do chłopca o imieniu Sukey, gdy rodzice wyszli."
36,"Some of their goblets, highball glasses, and beer bottles were completely empty.","Niektóre z ich kieliszków, szklanek do whisky i butelek po piwie były całkowicie puste."
37,Drained.,Wyczerpany.
38,"Those parents were in a hurry, then.",Ci rodzice musieli się spieszyć.
39,"""No way,"" said Sukey firmly, and shook her head.","""Nie ma mowy,"" powiedziała stanowczo Sukey, potrząsając głową."
40,"""Then who is your mother?","""To kim jest twoja matka?"
41,The one with the big ass?,Ten z dużym tyłkiem?
42,"Or the one with the clubfoot?""","Czy ten z kulawą stopą?"""
43,"""Neither,"" said Sukey.","""Żadne,"" powiedziała Sukey."
44,"""So fuck you.""","""Więc pieprz cię."""
45,"One dog got makeup applied to its face, lipstick and blue eye shadow.","Na twarz jednego psa nałożono makijaż, szminkę i niebieskie cienie do powiek."
46,"It was a white-faced dog, so the makeup showed up well.","Był to pies o białej twarzy, więc makijaż dobrze na niej wyglądał."
47,We liked to have an impact.,Lubiło nam się wywierać wpływ.
48,"When we were done, the lipstick went back into some mother's Fendi handbag.","Gdy skończyliśmy, szminka wróciła do torebki Fendi pewnej matki."
49,"We watched her apply it, unaware.","Obserwowaliśmy, jak to robi, nieświadoma."
50,That was satisfying.,To było satysfakcjonujące.
51,"We put the dogs in a play and invited the parents, since there was no one else to be an audience.","Włączyliśmy psy do sztuki i zaprosiliśmy rodziców, ponieważ nie było nikogo innego, kto mógłby być publicznością."
52,But the pets were poorly trained and failed to take direction.,Ale zwierzęta były słabo wyszkolone i nie potrafiły podążać za poleceniami.
53,There were two soldiers and a fancy lady we'd dressed in a frilly padded bra.,"Było dwóch żołnierzy i wytworna dama, którą przebraliśmy w falbankowy, usztywniany stanik."
54,The soldiers were cowards.,Żołnierze byli tchórzami.
55,"Deserters, basically.","Deserterzy, w zasadzie."
56,They ran away when we issued the battle cry.,"Uciekli, gdy wydaliśmy okrzyk bojowy."
57,(A blaring klaxon.,(Głośna syrena.
58,It went hoh-onk.),Wydało dźwięk hoh-onk.)
59,Even the smallest canoe could take us down to the ocean.,Nawet najmniejsza kajak mogłaby zabrać nas do oceanu.
60,"We'd paddle across the lake, over a marsh, down a stream, and come to the river's mouth.","Przepłynęlibyśmy przez jezioro, poprzez bagna, wzdłuż strumienia i dotarlibyśmy do ujścia rzeki."
61,Where the water met the sky.,"Tam, gdzie woda spotyka się z niebem."
62,"We'd run along the beach on a salt breeze, leaving our boats on the sand.","Biegliśmy wzdłuż plaży na solnym powietrzu, zostawiając nasze łodzie na piasku."
