id,source,translation
1,«Лжешь»! подумал я.,「嘘つきだ」と私は思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーや小指のリングは、パン一切れのために手紙を書くこととは合わなかったし、カムイシェフの顔には、うっすらとただ経験豊富な目に捉えることができる雲が通り過ぎていった。それは稀にしか人々を欺かない人々の顔面で見ることができる。
3,Какой сюжет вашей повести? спросил я.,あなたの物語のプロットは何ですか？と私は尋ねました。
4,Сюжет.,プロット。
5,Как бы вам сказать?,どのようにお伝えしたらよいでしょうか？
6,Сюжет не новый.,ストーリーは新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",あなたが読んでみて、ご覧になってください。
9,«Из записок судебного следователя».,「法廷捜査官のノートから」
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミーシェフは親切な目で私を見上げて静かに笑いました。
11,Надоедная служба.,うんざりするような職務。
12,"Служил-служил, махнул рукой и бросил.",彼は働いて、働いて、手を振ってやめてしまった。
13,"Занятий у меня теперь нет, есть почти нечего.",今、私には仕事がほとんどなく、食べるものもほとんどありません。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、もしもあなたが私の短編小説を印刷してくれるなら、それはただの親切以上のことをしてくださることになります。
15,Вы поможете мне.,あなたが私を助けてくれます。
16,"Газета не богадельня, не странно-приимный дом.",新聞は慈善施設でも、保護施設でもない。
17,"Я это знаю, но.",それは知っていますが。
18,уж вы будьте так добры.,どうかお願いします。
19,Очень рад.,とてもうれしいです。
20,Чем могу быть полезен?,何かお手伝いできることがありますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",「はじまりの町に行きたいと願う者は……」彼はその訴えるような瞳でフロアを見つめながら言葉を続けた。
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",あなたの新聞に掲載したい小さな物語を持ってきました。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",私が率直に申し上げますが、編集長様、私がこの小説を書いたのは作家としての名声や美しい言葉遣いのためではありません。
24,Для этих хороших вещей я уже постарел.,それらの素晴らしい事柄に対して、私はもう年をとりすぎています。
25,Вступаю же на путь авторский просто из меркантильных побуждений.,したがって、私は純粋に商業的な動機から作家の道を歩み始めます。
26,Заработать хочется.,稼ぎたい。
27,Я теперь решительно никаких не имею занятий.,私は今、確固として何の仕事も持っていない。
28,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",彼は、ご存知かもしれませんが、S地区の検事として5年以上務めましたが、資本を築くこともできず、無罪を保つこともできませんでした。
29,"«Как, однако, он много говорит!» подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",「彼は本当にたくさん話すな」と私は考えながら、ペンに手を伸ばし、それが私の時間がないことを示した。
30,(Уж больно надоели мне тогда посетители!),（その頃には訪問者が本当にうんざりだった！）
31,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,「わずか一分だけお時間をいただくんです！」と、彼の主人公は謝罪する口調で続けた。
32,Но прежде всего позвольте представиться.,しかし、何よりもまず自己紹介させてください。
33,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь.",法律の候補者、イヴァン・ペトロヴィッチ・カミシェフ、元調査裁判官。
34,"К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями.",私は著述の世界には名を連ねておりませんが、それにもかかわらず、純粋な創作目的で皆さんの前に来たのです。
35,"Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок.",あなたの前には、40近くにもかかわらず初級者の部に参加したいと思っている人がいます。
36,"Но лучше поздно, чем никогда.",でも遅くてもないよりはましだ。
37,"Войдя ко мне в кабинет, он сконфузился.",私のオフィスに入ってきた彼は、とまどった。
38,"Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид.",彼の繊細で敏感な性質は、おそらく私のしかめっつらな不機嫌な表情にショックを受けたのでしょう。
39,"Извините, ради бога!",どうかお許しを、お願いします！
40,"начал он мягким, сочным баритоном.",彼は、柔らかく豊かなバリトンボイスで話し始めました。
41,Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение.,私は予定外の時間に訪問し、私のために例外を作らせてしまいました。
42,Вы так заняты!,あなたはとても忙しいですね！
43,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу.",しかし、問題はここにあるんです、編集長殿。私は明日、非常に重要な用件でオデッサへ出発します。
44,"Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение.",もし私がこの旅行を土曜日まで延期することができれば、特例をお願いするつもりはありませんでした。
45,"Я преклоняюсь перед правилами, потому что люблю порядок.",私は規則を尊重します、なぜなら私は秩序を愛するからです。
46,"Каштановые волосы и борода густы и мягки, как шёлк.",栗色の髪とひげは、シルクのように濃くて柔らかい。
47,"Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души.",柔らかい髪は、優しくて甘い、「シルクのような」魂のしるしだと言われています。
48,"Преступники и злые, упрямые характеры имеют, в большинстве случаев, жесткие волосы.",犯罪者や悪人、頑固な性格の持ち主は、大抵の場合、硬い髪をしています。
49,Правда это или нет читатель опять-таки увидит далее.,それが真実かどうかは、また読者が後で見ることになるだろう。
50,"Ни выражение лица, ни борода ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела.",その顔の表情も、髭も、大きな重い体の動きほど彼の心には優しさと柔らかさがなかった。
51,"В этих движениях сквозят воспитанность, легкость, грация и даже простите за выражение некоторая женственность.",これらの動きには、礼儀正しさ、軽やかさ、優雅さ、そして言葉を選ぶとすればある種の女性らしささえも感じられる。
52,"Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного.",主人公には馬蹄を曲げたり、サーディン缶を拳で潰したりするのに多くの力を必要としない。しかし、それでも彼のどの動きも、彼が物理的に強力な存在であることを示さない。
53,"За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами.",彼はドアノブや帽子を取るのが、蝶に触れるかのように、優しく、慎重に、指先でほんのりと触れるような感じです。
54,"Шаги его бесшумны, рукопожатия слабы.",彼の歩みは静かで、握手は弱い。
55,"Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям.",彼を見ていると、彼がゴリアテのように強力であり、一つの手で彼が五つの編集部のアンドレイたちが持ち上げることのできない何かを持ち上げることができることを忘れてしまいます。
56,"Глядя на его легкие движения, не верится, что он силен и тяжел.",彼の軽やかな動きを見ていると、彼が強くて重いとは信じられません。
57,Спенсер мог бы назвать его образцом грации.,スペンサーならば、彼を優美の典型と呼んだでしょう。
58,"От всего лица так и веет простотой, широкой, простецкой натурой, правдой.",その顔全体からは、率直さ、広大さ、純粋な性質、真実が溢れ出ていた。
59,"Если не ложь, что лицо есть зеркало души, то в первый день свидания с господином с кокардой я мог бы дать честное слово, что он не умеет лгать.",もし、顔が魂の鏡であるという言葉が偽りでないなら、コカードつきの紳士と初めて会った日に、彼はうそをつくことができないと私は固く誓えるだろう。
60,Я мог бы даже держать пари.,私は賭けさえすることができたのだ。
61,Проиграл бы я пари или нет читатель увидит далее.,私が賭けに負けたかどうかは、読者がこれから見ることになるだろう。
62,"Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь.",彼は、私が先ほど言ったように、背が高く肩幅広で、良い働き馬のように頑丈です。
63,Всё его тело дышит здоровьем и силой.,彼の体全体が健康と力強さを放っている。
64,"Лицо розовое, руки велики, грудь широкая, мускулистая, волосы густы, как у здорового мальчика.",顔はピンク色で、手は大きく、胸板は広く筋肉質で、髪の毛は健康な少年のように濃い。
65,Ему под сорок.,彼は40歳前後だ。
66,"Одет он со вкусом и по последней моде в новенький, недавно сшитый триковый костюм.",彼の服装は、味わいがあり、最新の流行にのっとって、新品で最近仕立て上げられたトリコタージュのスーツだった。
67,"На груди большая золотая цепь с брелоками, на мизинце мелькает крошечными яркими звездочками бриллиантовый перстень.",胸元には大きな金の鎖とブレスレット、小指には小さな明るい星のようにキラキラと輝くダイヤモンドの指輪が光っている。
68,"Но, что главнее всего и что так немаловажно для всякого мало-мальски порядочного героя романа или повести, он чрезвычайно красив.",しかし、何よりも重要なこと、そして小説や物語のあらゆる堅実な登場人物にとって非常に重要なことは、彼が非常に美しいということだ。
69,Я не женщина и не художник.,私は女性でも芸術家でもありません。
