id,source,translation
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz mężatką, kupiła używany dom jednorodzinny w swoim rodzinnym mieście, gdzie często spotyka się z przyjaciółmi."
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Chociaż jutro też mam pracę dorywczą, co czasami bywa uciążliwe, to jest to dla mnie jedyny kontakt ze światem poza sklepem typu convenience store. Jest to także cenna okazja do interakcji z „zwyczajną trzydziestolatką” - jaką jest Miho. Dlatego staram się na jej propozycje odpowiadać tak często, jak tylko mogę."
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dziś też byliśmy, tak jak zawsze - Miho, Yukari z małym dzieckiem, Satsuki (która jest żoną, ale jeszcze nie matką) i ja. Spotkaliśmy się w domu Miho na herbatę i ciasto."
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy stałem się częścią świata.
5,私は、今、自分が生まれたと思った。,"Pomyślałem, że właśnie się narodziłem."
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Tego dnia naprawdę urodziłem się jako normalny element tego świata.
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie przed otwarciem, praktykowaliśmy nieustannie, tworząc pary lub obsługując pracowników jako fikcyjnych gości."
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechaj się, patrząc na klienta i kłaniając mu się, wkładaj produkty menstruacyjne do papierowej torby, trzymaj ciepłe i zimne jedzenie osobno, jeśli klient zamówi fast food, dezynfekuj ręce alkoholem."
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie był prawdziwy pieniądz, aby się do niego przyzwyczaić, ale na paragonie duże napisy mówiły „trening”. Osoba po drugiej stronie była w tym samym mundurku - zwykłym kolegą z pracy. Całość przypominała zabawę w sklep."
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moja o dwa lata młodsza siostra była ""normalnym"" dzieckiem, w przeciwieństwie do mnie. Nie unikała mnie jednak, wręcz przeciwnie - darzyła mnie uczuciem."
