id,source,translation
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko to, co następowało, było przewidywalne: okrzyki i jęki, nerwowe żarty i komplementy dla mnie, stojącego w bieli przy piecu."
2,"Маэстро, вы превзошли себя!","Maestro, przewyższyłeś siebie!"
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Suzanno, czy czujesz zapach stu tysięcy, które Anastazja Filipowna wrzuciła w ogień?"
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ile dzisiaj spaliłeś dla mnie?"
5,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy z tobą przestępcami!"
6,"Ах, в этой рыбе привкус безумия!","Och, w tej rybie smakuje szaleństwo!"
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomku, wstyd się przyznać, ale po raz pierwszy jem osetrinę!"
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Wyjmując dymek z cygara, wyjmuję z pakietu piękne półprzezroczyste angielskie banknoty z dumnie wyglądającą twarzą króla, wyciągam jeden, składam go wzdłuż."
9,Кладу в пепельницу и поджигаю.,Wkładam do popielniczki i podpalam.
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To ofiara wdzięczności cyfrowemu światu, który zapewnił nam pracę."
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Wykonuję ten rytuał za każdym razem po udanym wieczorze.
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty palą się obrzydliwie, trzeba je palić i palić."
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Och, Anglicy w tamtym czasie okazali się być ""na przedzie całej planety""."
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórka dżentelmenów, która dała światu nową modę, została wtedy nazwana ""nowymi Beatlesami"": trójka z nich miała takie same imiona jak członkowie liverpoolskiej czwórki: John, George i Paul."
15,Контрфаготиста звали Грегор.,Kontrabasista nazywał się Grzegorz.
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I te, i obecne szybko wtargnęły do powojennego świata europejskiego."
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie każdy nagle desperacko chciał czytać."
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły po magazyny z książkami, a smakosze i złota młodzież powędrowali do pierwszych podziemnych czytelni."
19,Потом туда хлынули и обыватели.,Później tam napłynął także zwykły lud.
20,Это были золотые времена.,To były złote czasy.
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się w odpowiednim miejscu wtedy, zarobili duże pieniądze: drugorzędnego kucharza, zatrudnionego z ulicznego bistro, stać się bogatym w ciągu kilku miesięcy."
22,"Мда, родись я лет на пять пораньше.","O rany, gdybym się urodził o pięć lat wcześniej."
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tych szalonych latach zachwycony procesem ludzie nie zwracali uwagi na jakość.
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Wtedy czytano tak zwane ""na skos"": dym, sadza, unoszące się opary."
