id,source,translation
1,«Лжешь»! подумал я.,「嘘つきだ」と思った。
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーチェーンや小指のリングは、パンの一片のために手紙を書くこととは不釣合いであり、またカミショフの顔には、うっすりと見えただけでなく、経験豊富な目に捉えられる薄雲が通り過ぎていった。これはまれにしか嘘をつかない人々の顔上だけで見ることが出来るものだ。
3,Какой сюжет вашей повести? спросил я.,「あなたの話の筋立ては何ですか？」と私は尋ねました。
4,Сюжет.,ストーリー。
5,Как бы вам сказать?,どう伝えればいいでしょうか？
6,Сюжет не новый.,ストーリーは新しくない。
7,"Любовь, убийство.",愛、殺人。
8,"Да вы прочтете, увидите.",あなたが読んでみれば、分かりますよ。
9,«Из записок судебного следователя».,「検察官の覚え書きから」
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カマーシェフは、優しい目で私を見上げ、静かに笑った。
11,Надоедная служба.,うんざりする仕事。
12,"Служил-служил, махнул рукой и бросил.",彼は続けて働き、ついに手を振って役職を投げ出した。
13,"Занятий у меня теперь нет, есть почти нечего.",私の仕事は今もうほとんどなく、食べることもほとんどない。
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、私の物語を私の長所を無視して出版するなら、それはただの好意以上のものになります。
15,Вы поможете мне.,あなたは私を助けてくれるでしょう。
16,"Газета не богадельня, не странно-приимный дом.",新聞は慈善団体でも、保護施設でもない。
17,"Я это знаю, но.",それは知っていますが、しかし。
18,уж вы будьте так добры.,どうか、あなたが優しくしてください。
19,Очень рад.,とてもうれしい。
20,Чем могу быть полезен?,どう役に立てますか？
21,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",始まろうとしている集会に参加したいと彼は懇願する目で床を見つめながら続けた:
22,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",あなたの新聞に掲載したい小さな物語を持ってきました。
23,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",私が正直に言うと、編集者さん、私が自分の物語を書いたのは作家の名声や美しい響きのためではありません。
24,Для этих хороших вещей я уже постарел.,これらのすばらしいものには、私がもう年をとりすぎてしまっています。
25,Вступаю же на путь авторский просто из меркантильных побуждений.,したがって、私は純粋に商業的な動機から作家の道に進むことにしました。
26,Заработать хочется.,稼ぎたいです。
27,Я теперь решительно никаких не имею занятий.,今、私は断固として何の仕事も持っていません。
28,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",彼は、実はS地区の法廷調査官だったんです、５年以上働いていましたが、全く財をためることもできず、純粋さも保つことができませんでした。
29,"«Как, однако, он много говорит!» подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",「しかし、彼は本当に多くを語るね」と私は思いながらペンに手を伸ばし、それで自分が時間がないことを示していた。
30,(Уж больно надоели мне тогда посетители!),（その頃、私は訪問者たちに本当にうんざりしていた！）
31,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,「たった一分だけお時間をいただきます！」と、主人公は謝罪の声で話し続けました。
32,Но прежде всего позвольте представиться.,しかし、何よりまず自己紹介をさせていただきたいと思います。
33,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь.",法律博士の候補者、イワン・ペトロヴィチ・カムイシェフ、元裁判捜査官。
34,"К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями.",私は作家とは名乗れませんが、それでも純粋な執筆の目的で皆さんのもとへ参りました。
35,"Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок.",あなたの前には、四十歳近くにもかかわらず入門クラスに入りたいと願っている者がいます。
36,"Но лучше поздно, чем никогда.",でも遅くてもないよりはマシだ。
37,"Войдя ко мне в кабинет, он сконфузился.",私のオフィスに入ってきた彼は、戸惑っていた。
38,"Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид.",おそらく、彼の繊細で敏感な性格は、私のしかめっ面で不機嫌な表情にショックを受けたのだろう。
39,"Извините, ради бога!",どうかお許しください！
40,"начал он мягким, сочным баритоном.",彼は柔らかで豊かなバリトンで話し始めました。
41,Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение.,私はあなたの予定外の時間帯にお邪魔し、私のために特別扱いをさせてしまいます。
42,Вы так заняты!,あなたはとても忙しいですね！
43,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу.",しかし、編集長殿、問題はこういうことなんです。私は明日、非常に重要な業務のためにオデッサに出発します。
44,"Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение.",もし私がこの旅行を土曜日まで遅らせることができれば、私はあなたに特例を求めることはありません。
45,"Я преклоняюсь перед правилами, потому что люблю порядок.",私は秩序を愛しているから、規則に従います。
46,"Каштановые волосы и борода густы и мягки, как шёлк.",栗色の髪とひげは、絹のように豊かで柔らかい。
47,"Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души.",柔らかい髪は、やさしくて優しい、「シルクのような」心を象徴すると言われています。
48,"Преступники и злые, упрямые характеры имеют, в большинстве случаев, жесткие волосы.",犯罪者や頑固で悪質な性格の人々は、大抵の場合、硬い髪を持っています。
49,Правда это или нет читатель опять-таки увидит далее.,これが真実かどうかは、読者が再び後の部分で確認することになるだろう。
50,"Ни выражение лица, ни борода ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела.",その顔の表情でも、ヒゲでもなく、襟章を付けた紳士の大きく重い体の動きほどにはきめ細かく優しさが表現されているものは何もなかった。
51,"В этих движениях сквозят воспитанность, легкость, грация и даже простите за выражение некоторая женственность.",その動きの中には、礼儀正しさ、軽やかさ、優雅さ、そして言葉を借りるならばある種の女性らしささえ感じられます。
52,"Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного.",私の主人公には、馬蹄を曲げたり、サーディン缶を握りつぶすのにそれほど努力が必要ではない。しかし、彼の動き一つ一つからは彼が物理的に強いことを示してはいない。
53,"За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами.",ドアノブや帽子をつかむその様子は、蝶に触れるように：優しく、慎重で、指先をほんのりと当てるように。
54,"Шаги его бесшумны, рукопожатия слабы.",彼の歩みは音を立てない、握手は弱い。
55,"Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям.",彼を見ていると、どんなに強力で、ゴリアテのようであり、片手でさえアンドレイ編集長が5人いても持ち上げられないものを持ち上げることができるのか忘れてしまうようだ。
56,"Глядя на его легкие движения, не верится, что он силен и тяжел.",彼の軽快な動きを見ていると、彼が強くて重いとは信じられない。
57,Спенсер мог бы назвать его образцом грации.,スペンサーならば彼を優雅さの模範と称賛しただろう。
58,"От всего лица так и веет простотой, широкой, простецкой натурой, правдой.",その顔全体からは、素朴さ、広大な無邪気さ、そして真実が溢れ出している。
