id,source,translation
1,Беспредельный морской шум не прекращался ни на минуту.,The limitless sound of the sea didn't stop for a minute.
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It rolled in long waves, sometimes intensifying, sometimes subsiding."
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","And the wind would start rustling in the bare trees, then fall silent, just like I would listen to the flow of the night."
4,"Но он не уходил, он был здесь.","But he didn't leave, he was here."
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew it by the smell of wet gravel and the barely audible trembling of a solitary plane tree leaf.
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I noticed this stubborn grey leaf during the day, but now, at night, it seemed to me like a small living creature, my only wakeful friend."
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, gunshots could be heard from the darkness, from the city."
8,После каждого выстрела долго лаяли собаки.,The dogs barked for a long time after each shot.
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then a faint light flickered far out at sea and went out.
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He made us look at these things more intently and for longer than we usually do, and to discover in them many qualities that had previously gone unnoticed."
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","In the yellow stony breakwater there were many small seashells firmly embedded in it, on the broom bushes there were still a few flowers, they sat on straight firm stems like soaked and wrinkled golden butterflies, patiently waiting for the sun."
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.",But it very rarely emerged in the mist as a blurred white spot and did not give any warmth or shade.
